"SV1"	"SV2"	"SV3"	"SV4"	"SV5"	"SV6"	"SV7"	"SV8"	"SV9"	"SV10"	"SV11"	"SV12"	"SV13"	"SV14"	"SV15"	"SV16"	"SV17"	"SV18"	"SV19"	"SV20"	"SV21"	"SV22"	"SV23"	"SV24"	"SV25"	"SV26"	"SV27"	"SV28"	"SV29"	"SV30"	"SV31"	"SV32"	"SV33"	"SV34"	"SV35"	"SV36"	"SV37"	"SV38"	"AGE_GROUP"
0.0625185032525157	-0.0664980876034062	0.00159814918674643	-0.0591098918476914	0.0636619011272181	-0.0014537304772884	-0.0255989217369651	0.00590639763316511	-0.0203402260589791	0.055683262931787	-0.0176398592765364	0.0601934725837647	-0.0604113497918491	0.0218318379731862	-0.00542504812948082	0.105216105893209	-0.0263557626955859	0.0643955304356678	-0.0132178967763411	-0.0109201492183013	0.00451728775176912	-0.0590617743103689	0.0163875319486636	-0.038504348133112	0.00915245575580462	-0.0620722919532728	0.0214003485236297	-0.0839716478147415	0.00405030710788559	-0.0984377636050434	0.013754526608492	-0.0337131152866351	0.0258358306368304	-0.0450296219347422	0.0219010739697823	-0.0214257603750088	0.0234538884844292	-0.0126067792523364	4
-0.0721920892386185	0.0318269017184871	-0.0346115895202026	0.0382854660882018	-0.0114015449186116	-0.0203844529179022	-0.057698781189634	0.0659268761254578	0.032756497922147	0.0441310700833677	-0.0726515709209272	-0.0110801769605493	-0.0303310603632754	0.0123222941983703	0.0122977672897027	0.0982718304581657	0.044562879581067	-0.0665316628721256	-0.0335496105235643	0.0373910653955796	-0.0424995175383591	0.018352102949837	0.0286811998009048	0.0226407279228336	-0.0559405098116661	-0.0716985476622183	-0.0266519372040148	-0.00314894607282204	-0.0325271801684259	0.0201417479124973	0.0445764463446589	0.0706641632833599	0.0134175379718375	-0.0201421231166998	0.0579631582982779	0.0224231879506129	0.011173047886388	-0.0254270955767791	5
-0.0870219542625245	-0.0532366710162696	-0.0618320153647887	0.0104214454660655	-0.0099621352758188	-0.0382535851739357	0.0313738135850297	0.0177717391289873	-0.0208837388263102	-0.0392638618200687	-0.0151162171486064	0.0385124249430852	-0.0291739151027723	-0.00877086647819912	-0.0390992142835978	-0.0337884762241929	-0.0639114318434579	-0.0354803144091544	0.000938260049128982	-0.0557554707089018	-0.0288694840162995	0.0404920005360624	0.041102820403189	0.0356642652408448	0.0505658135761676	-0.064471075015425	0.0796529875617595	-0.0264836024743421	0.00225657696266836	0.0294250739090468	-0.00186808522262454	-0.0384186104000642	0.0620708802896019	0.0224632654519394	-0.0565807434644801	0.00224089838492159	0.10125360540364	0.00740561756302776	5
0.00853768545000272	0.00482035370785283	0.0621701203068787	0.0566763510680429	0.0773218238380882	-0.0378502877262699	-0.0151061531401177	-0.0166844979888298	0.0158630647271228	0.0141941165142984	-0.0574121444555682	-0.0234349499362746	-0.0165521651870899	0.0242389164111411	-0.0168105221811484	0.00398188048093628	0.0712335911377141	0.0201345371857958	-0.0477824396008604	0.0380353299794963	0.00543011928535366	0.0221965901346918	0.00198062895831459	0.0205311116428823	-0.0466178218814041	-0.0168930845102419	0.0765019071218153	-0.0347488591494947	-0.0101708584232134	-0.00257682467028318	-0.0191201074711499	0.0227338101581575	0.0301829092278695	0.0850494817986111	0.0536922528136035	-0.044133388928057	0.0223080426497056	0.0282256474387023	5
0.0330629085549718	0.0390228055038242	0.0674737478966925	0.0358295728576729	0.058122475798243	0.0403301293084378	-0.0176959799213572	0.0234412476832262	0.00377385394383569	-0.0514501544828809	0.00642684843015563	-0.00976101805766763	0.0399067861561215	0.0523268177402737	0.0103132773995845	-0.0233866886547823	-0.0109506014300125	0.04291497253789	-0.0338368169421497	0.0123310814047121	0.00898953500925079	0.019895364630875	-0.0845137427789686	-0.00625637642632247	-0.0178101126044812	-0.0493421483785702	0.0048362723261384	-0.0229865447927796	-0.0130509659418864	-0.0175524858233936	-0.0163812969533247	-0.00495423374542536	-0.00350960289618888	0.00022174438863494	0.00401048504756883	-0.00318598996001973	-0.0174768425524904	0.000595624191157202	5
-0.0566364490776645	-0.0616861378456581	-0.0194726696664123	-0.0323456915705854	0.0690340905697273	0.0317269775670664	0.0232364775654379	-0.0311877505368492	0.0668348243299783	0.0368229507312481	0.0752878662661546	-0.00436931346029679	0.00304656136422599	-0.00228149081856938	0.105519534931129	-0.00210710013974305	0.0814645256556237	-0.0552072535823478	0.0431508009402648	-0.0375223011164262	0.0313946055499783	0.00895258119105817	-0.0153155768907414	0.0433238645164727	-0.0319713270114853	0.0662616962705681	0.00993386029480346	-0.133994542753177	-0.0396369506227739	0.0495595303789648	0.00730292256235231	0.0033274573979971	0.0775364712694896	-0.000147704477293523	0.00420488291805403	0.0171341903932271	0.0121126519058463	0.0192338475832825	5
0.0130312846220475	0.0109470757080113	-0.0768075735973459	-0.0018141746333622	-0.0824870518883829	0.0108574684933617	0.079480740925905	-0.0423668935705952	-0.00615720826458364	-0.0428653105956563	0.0202124532621959	-0.00864080254675761	-0.00282883687174915	0.0597305239084324	-0.0234954782637296	-0.0450716315712084	-0.0156919210960093	0.0311908434363943	-0.040571337932538	-0.0468768638921963	-0.0109941588942564	0.000655004450917906	0.047640153408536	0.0592425965094405	0.0361671805419096	-0.0621042170405478	0.108058433430951	0.0551840535417965	0.014708582920113	0.0312119388172771	0.00445026701348128	-0.0119548164798992	0.0656150869825245	0.0779675116892624	0.00353892096316089	0.0158450622549492	0.0264675117905151	0.0161926706446065	4
0.0310366183671684	0.0354269938976961	0.0464077737213629	0.0354087560015855	0.049756576294886	-0.0212927398523711	-0.0320997173091176	-0.0221188979276573	0.0052636680696819	-0.0166982152813426	-0.0229918802409434	-0.0410747503005941	-0.0405510654858711	0.00375047018518131	-0.00250036223931045	-0.0388808196702396	-0.0291556981200366	0.0560105826929972	-0.00367286428522749	0.0483917028858574	0.00882439329957213	-0.0437493181247759	0.00719635035973865	0.0231571007787047	-0.0503239091468344	-0.0279053408769929	0.0321618194189113	-0.0576586658501307	0.00703228069406014	0.0711726490695607	0.00863230163093781	-0.00019040074658801	0.0275835958646939	0.00331869345639186	0.00344197557479463	0.0477638282142269	0.00464009813909668	-0.0421749321151942	4
0.035453054329783	0.0381892576129988	0.0586005865464323	0.00622741043787137	0.0250266510498134	-0.0272654185737017	-0.0297438794537205	-0.00192639200423493	-0.0095454222913967	-0.0281600555320637	0.0382083879348327	0.0273731101087101	0.0366390010832956	0.0214495060514113	-0.012864074689696	0.0417906241185741	-0.0322215009737571	0.0134403422972784	0.0430381615853448	0.0237314156506498	0.00536651889163051	0.0187479488782157	-0.0348446963024766	-0.0171861561410359	0.0413610454858673	-0.0738813078475279	-0.0275663617345723	0.00966717093974274	-0.0558729209988063	-0.0450681060013778	-0.00195543567985412	-0.0461331831696545	0.077861622310716	-0.0174140570658058	-0.00982930905373635	0.0311459184040386	0.0422680848745558	0.0339691505902213	5
0.0176692774786061	0.0294323010583481	0.00321719535390452	-0.0534747979941444	-0.0667338633627362	0.0454903612730529	-0.0231816280653068	-0.0564069765863379	-0.048961519526951	-0.0110657843121643	-0.0176267190675322	0.0612824239056189	0.000599954684030235	-0.0420725849531204	-0.0821628695348693	-0.0238701096315618	-0.081157494497958	-0.0607976356871241	-0.0868028329784872	0.0755664553200128	-0.0247436110270799	-0.039862683655304	-0.00602376649923551	-0.0595856274622988	-0.0491781750355733	0.0348649894988947	0.0106125520923786	-0.0155926747212629	-0.0088671969504613	-0.0334567050330655	0.0383267549818349	-0.0356879872626658	-0.0504825208748649	0.0120881217377678	0.0202888167756904	-0.0360213708167806	-0.0530670618999127	-0.0749932093328994	4
0.023712958568691	0.0262713007116934	0.00348749824817704	-0.0402192594237097	-0.0462235889228408	-0.0327466926600455	0.0573989626445953	-0.0368694480607506	0.0306235451603123	-0.0450414142717371	-0.0126261857086205	-0.0536259319059959	0.0100720824027807	-0.0283090090278245	0.0587696484304718	-0.0841220317971549	0.055886733889461	-0.0314128067257243	-0.0450700578536761	0.0216146402172149	-0.00455749776829764	-0.0295949521285581	-0.0216338561996515	0.0130453828819432	0.0766955098026586	0.0167133382538382	-0.025285128504628	0.00499628675501701	-0.0297802833790923	0.0161093626043335	-0.0600860730631793	-0.0240169319925027	-0.00271285126956526	-0.0136059629103764	-0.0242287460179799	0.0332377312279099	0.01998111373201	-0.0413248555041968	4
0.0243819323142297	0.0191307668155059	-0.0351056889577614	0.0217529754854633	-0.0544495363224361	0.0126528097424126	0.00111548232448681	0.0188428740262422	-0.0461009167718755	0.0288965018577749	0.0327876086621126	0.011551238803595	-0.0281815484239211	-0.0169972630161111	0.0398259419055354	-0.0848491579542469	0.0161390880771604	0.00357386774112406	0.00529040603442072	0.00760781064865782	-0.00747192169225929	0.0555119476451648	-0.0357880667108327	0.0597847334639374	-0.0332068323271559	0.060037620972431	0.0412643139631073	-0.00416718278930389	-0.00759567975463797	-0.032433877075377	0.0263932920620121	0.0674376250409214	0.0648034019323596	0.0579558050122288	0.0396565934193598	0.0587552996987408	-0.0218143088770515	0.00664508824582609	5
0.0637969265054958	-0.0614475551819871	0.0419556857813433	0.0305194859029246	-0.0244360599778153	-0.0142027616805792	0.0170467570162409	0.0212721348903764	0.044836693434145	0.0159804033616781	0.066345185860477	-0.00552932058266414	0.0344243896162659	-0.044880002780654	0.0304103417810546	0.000297341442564408	0.0386272556720075	0.00546319532992465	-0.00958514861329401	0.0410708983240863	-0.0356688683532492	-0.0448927425049437	-0.0309247051822986	-0.0114643290005945	0.0290829837248733	0.055242891583776	-0.0176022743472477	-0.0058261348008509	0.0841881577560537	0.0640349549603612	0.0179299547824908	0.0065469878993936	0.0403092518094164	-0.0152564945781026	0.010725490641496	-0.108002545868834	-0.0160816873628721	-0.027035474505746	5
0.0376909787936001	0.0109195823466613	0.0400646132039358	0.0312891943573152	0.0641568671353329	-0.0132288345454725	0.0227613942508142	0.00703366216698142	-0.0237574588167255	-0.0423148878292977	-0.0102250713460759	-0.0795829969476256	-0.0377946045853871	0.00158236459623568	-0.0199370332893505	-0.0388360093320498	-0.0789586502913049	0.025240970655326	0.0481913345170012	0.0270249991377378	-0.0771127884523425	-0.0446190258559604	-0.0396759825717564	-0.0311435538109828	-0.0409605179032683	-0.0445194052647063	-0.0171523992752546	0.0403634783230815	0.0199738858789882	0.0405239793161113	-0.0670363935429089	0.000650212652539624	0.00252178110859476	0.0585595168486595	-0.0533463763235252	0.0130183600405509	0.0160156038355449	-0.0239930778999006	2
0.0240514906570875	-0.0650048897640361	-0.054658682043429	0.00578298057223963	0.00108605213165921	0.0065059626341441	-0.0545501065333574	0.0419532457162323	0.0109614889850366	-0.0567088070357801	-0.0196533530632493	0.0830287684848898	0.0584100705862881	-0.0366031691614519	-0.0863398192779553	0.0187923084016867	0.0261284278008602	0.0999485957650156	0.0211066918348792	-0.0131406958022524	-0.00237828156098882	0.0153914318755388	0.0688371786124891	0.0243801747438622	-0.0222004402694948	-0.0186345007799412	0.0368662327882256	-0.0423040064654402	0.00949834092583323	-0.0969141596599363	0.053391245643608	-0.0192706980423624	0.027963649743572	0.0155972133466058	0.020952328015736	0.00378485735342019	0.0474022398037962	0.00347336552631007	5
