"SV1"	"SV2"	"SV3"	"SV4"	"SV5"	"SV6"	"SV7"	"SV8"	"SV9"	"SV10"	"SV11"	"SV12"	"SV13"	"SV14"	"SV15"	"SV16"	"SV17"	"SV18"	"SV19"	"SV20"	"SV21"	"SV22"	"SV23"	"SV24"	"SV25"	"SV26"	"SV27"	"SV28"	"SV29"	"SV30"	"SV31"	"SV32"	"SV33"	"SV34"	"SEX"
0.0237459023067064	0.0845540121484468	0.0345042021228535	0.00192289336334182	-0.0134554185024629	0.0385191479997383	-0.0110067064051851	0.0501074562247888	-0.0468005820452978	0.000252327491997935	-0.0151187319442866	0.0305943317263635	-0.0635551444459827	0.086849536027068	0.000198543455985937	-0.006201344594711	0.0577944781166784	-0.0250563760716245	0.0127467629774099	-0.00448127224958799	0.0623408533400362	-0.0533300756821012	0.00516543673881678	-0.0476477944286525	0.0464466812453497	-0.0277036141996246	0.0195276224120905	-0.00537488536957744	0.0303323227610452	0.0118690229964837	-0.0926205934562307	-0.0114765506560178	0.0835563382049015	0.108324960587869	1
0.0268339442215994	0.104137541121057	0.0557420138403668	0.0204322548198967	0.0372917607487897	0.0111731758375415	0.00136698735428208	0.0747377905005349	-0.065743748638603	0.0199727894877481	-0.0472833039878541	0.042860575253441	-0.0158299706189599	0.0356439301018378	-0.0228290131421693	0.028781653058131	-0.00130389967314634	0.0134046504202297	-0.0478141546631742	-0.142121250201921	-0.0152242513745954	-0.0212636450002221	-0.0682993601264091	-0.0472395067212173	0.0129128300524655	-0.0865530480216536	0.0267739091087756	-0.0227164780314833	0.0760570056323568	0.0514627074355037	-0.0994875110534072	-0.0249251956086611	0.0626217148079792	-0.0318057907913136	2
-0.0326751236381345	-0.0324255524727477	-0.0185473610668486	-0.0137792238403509	0.0293752253606517	0.00226125044103206	0.00901989134306746	0.0717012833602019	-0.0924737896238337	-0.0768904563197005	0.0206487811732932	-0.0283730812103198	-0.0461123511143796	0.0435312496395793	-0.0268786837878583	0.0616375316990415	0.0410471940067308	0.0974966134029235	-0.0356471616714376	0.0148525766635748	-0.0203952675451244	0.0381778149942408	0.028035233665497	-0.042774799595332	0.00988814210061358	-0.0849960163734485	-0.0591892483450255	-0.0309681336429782	0.122163417715924	0.0330546164874716	-0.0765619489596222	0.0774645317997434	-0.0265822836661557	0.0363788308364099	2
-0.0847819986313106	0.0648956868149331	0.0735484553568272	0.0258727874740687	0.0415275089061637	-0.0323273981238188	-0.0314575966609171	0.041786185597591	-0.0117329835775898	-0.0121252726969311	0.0498777435944205	0.0240597194148833	0.0742865820747317	-0.0971340958070644	-0.0272028345623614	0.0542641088089441	0.0298967776843619	-0.0307196369477374	0.0233708986375815	-0.0607020319325789	-0.0152293693874239	0.0277720888314354	0.077597980215294	0.0216718071490469	0.0587665064764124	0.0314561113901463	0.00961868153409195	0.0079455040788527	0.00014465135899578	-0.00464930129876836	-0.0205472883251184	0.0388936831817238	-0.0300725213892013	0.0570154700809527	1
-0.0678974664618057	-0.00734072492682375	0.105362851078476	0.043998051357648	0.00837449776323637	-0.0995142363624246	-0.0422198548493305	0.0487015534017509	-0.0544806192206968	0.0617702928573995	-0.0456026317495241	-0.0390614246958704	0.00464061752523265	-0.0373852788141919	-0.0273227124651157	-0.0324491299400831	-0.000655176389178974	-0.00947363140093659	0.00435520997821385	-0.0502813314461841	-0.0526138032824588	-0.0491448499283109	-0.00735120552236505	0.040614862786704	0.0677527260606235	0.0548508240314472	-0.0548739869718853	-0.00730470765936361	-0.0108835949859907	-0.00767123325396047	0.00798348829163631	-0.0650942488657465	-0.0124951285203324	-0.0682726397748366	1
0.0418793183469502	0.0223834220303067	0.0245988873288457	-0.0165214651989772	-0.00170305903708651	0.0856529001333921	-0.0247212580448709	0.0676897657994204	0.00294404148599653	-0.0191414055784915	-0.00109571423745491	-0.0714880638837043	-0.00844935185923126	-0.0273010373674973	-0.0454579541489744	0.0858744211050069	-0.0315952439883983	0.0772709689816114	0.0555091786608908	-0.0542589511877787	0.137784917248713	-0.052857010789469	0.0737089611050637	0.0322360779291737	-0.050174654202839	-0.00581469892282507	-0.00197888056050755	-0.0471883670175771	-0.0112560585345191	-0.00898436207537483	0.0179358478197337	0.0434836444089463	-0.0825386566147954	-0.0595690091800166	2
-0.0039746370472426	0.0384100902532609	0.0103431417819874	0.046106730378793	0.00205646689371158	-0.0910695816840114	-0.066940684088903	0.0383785451363326	0.0187302982489793	0.0706326094640653	0.0462224805629364	0.0131930756483911	1.24830202636317e-05	0.0388305079328706	0.0407081161963234	-0.0370115288016439	-0.0362268978195321	0.0133621167796197	-0.0104935529318182	0.0393169697257266	-0.00181384540046818	0.0246642352625429	-0.0289022914064382	-0.010200420589852	0.0353701742927359	0.0246863103188444	0.037776516194462	0.0366300922236802	-0.0218181198777139	-0.0244823678609268	0.0339866861729427	-0.113229995058237	0.0573750148647367	0.0484617916979721	1
-0.0592353618120509	-0.0367811884783239	0.0723105111289318	0.0200194788446915	-0.0240451305363591	0.020208696248101	-0.00457879021485498	-0.0111237948163177	0.0342805631174627	0.00642712791952633	-0.0826263415061553	0.0108767156941456	-0.095599256888876	-0.000204320063466851	-0.0665273234638773	-0.00670260063623948	0.0648885615102417	-0.0383875328200637	0.0139556842128335	-0.0257137244540503	-0.0804167952684217	-0.023130811036217	-0.0100104065587182	-0.0334107277276332	-0.0314686075958536	0.0375925699940978	0.0284024987404049	0.0209757149190941	-0.0015538292515026	-0.0166641271372242	-0.0104303409699928	-0.0527787461202119	0.15338868959672	0.0630465707227326	1
0.0232861185163593	0.0832693803804359	0.0418633551484009	-0.0177461986124117	-0.079624955166074	-0.0273426238379383	0.0111579154841345	-0.0570045220946992	0.0368251393249394	0.0223870394035303	-0.0780582497341776	-0.0219192959933892	0.0549783987142485	-0.0204172601018079	0.0619111175758665	-0.00929907377401583	0.111934449335059	0.00333788440450257	0.000960211197824322	0.0527408432549843	0.0124636375944458	0.0014515151901717	-0.0163437372020544	-0.0431559176873777	-0.047885945728166	-0.0480184543299516	0.0252937152114137	-0.0225340965496049	-0.0340728501903664	0.0203810088880447	0.00943193262060796	-0.0864163449209004	0.0182084403053216	0.0102404132133945	2
-0.00964240109513815	-0.0798798201852032	0.0324483111585242	0.0155054065690192	-0.0170204645355666	-0.0251165770367721	0.020201460887792	0.0270137839963584	-0.0865672545712951	-0.0453160802019181	-0.00872910762461912	0.00613744989004671	-0.0548449589899025	0.101831207382404	0.0666823492495118	-0.000330748412003682	0.0279006269077738	0.0360909613574133	-0.0662132479402629	-0.0352958469735292	0.0121725751297644	0.0240199484580202	0.094647390928522	-0.0550325867304678	-0.00510097708482352	0.0255806613910228	-0.0315702593205671	0.0147117977018933	-0.0811874800374816	-0.010929057594958	-0.0223189570162308	-0.0122962299560492	0.0300783085737509	-0.0351792926500492	2
