"SV1"	"SV2"	"SV3"	"SV4"	"SV5"	"SV6"	"SV7"	"SV8"	"SV9"	"SV10"	"SV11"	"SEX"
0.0615830383231615	0.00988456053416458	-0.0531482204482676	-0.0263344860900316	0.0583272716586013	-0.0252865681590348	0.0348386397037306	-0.0816377861694826	0.0330475849778406	-0.0954795016511552	0.0253090700800898	1
0.0183904262850817	-0.135891789258781	0.0924481424872158	-0.102888907545124	0.147455628374397	-0.0423904117168988	-0.0728659187218332	0.016362220293462	-0.000491792675573293	0.00176555940531301	-0.0299790217174489	1
-0.00626184214905293	0.020274714632894	-0.107376625031563	-0.0888728006738541	0.000680321873538003	0.100071492154602	-0.13380099025155	-0.0965881880522511	0.0653919095203319	-0.0445983679750475	-0.113455836096473	1
0.0685185604393065	0.0489960748878521	0.0339756649236747	0.00922229233277872	-0.0727131641441692	-0.0548880966819008	0.0719364429522601	0.0827093414519066	-0.0359229402635984	-0.063687655026465	-0.012645511836826	2
0.0104154449858139	-0.0116083987898025	-0.0181784585312659	0.0599128080401587	0.0210260644374961	-0.106665164308042	-0.055204993213714	0.0591903920493979	0.00342786583265826	-0.0404815075814932	0.0396156771408176	1
0.0201314655679019	-0.0641799975258633	-0.0231328962978712	0.0437539041799294	-0.00497169753244531	0.0422939830099009	-0.130539065519288	-0.0456787557831669	-0.00921013592778249	0.00146350473494296	0.0222046302654156	1
-0.0400050752353112	0.0728026985602072	-0.0215772946344894	-0.0980197555814751	-0.0307720931706033	0.0254474079429177	0.0297378611759915	0.120583014381304	0.0209638402396796	-0.0410885009800562	0.0850704856319952	1
0.0295791703998603	-0.0327101659929904	0.13803983431498	-0.0328590553765002	0.000556259279852353	0.014065582564187	0.00400439866859176	-0.052324606297162	0.00547458539288919	-0.0177965024449819	0.039841035593985	1
0.0428801951419749	0.022305163173947	-0.0999577525084439	0.0252673799688037	0.0205363559484428	-0.0334678434749567	-0.0479649026969516	0.0770422749182671	-0.0275898444254652	-0.0286837825177683	-0.0766643016051903	1
0.0319429360707382	-0.0810752804245781	0.0488553165916473	-0.10028776389242	0.045586821029005	-0.0456022678857753	0.00610704542381479	-0.112221018701175	0.0746128598214958	0.00910632740967704	0.0233049115807942	1
-0.0210380134697641	0.00236469704466302	-0.0764752560752935	-0.159688663615506	0.000755671610864483	-0.00472736309744598	0.04819124028709	-0.0219609057550829	0.0146637138501612	0.0854568410537009	0.119952905741907	2
-0.117988032820707	0.000243842103295227	-0.0466484969513239	0.082798590308713	0.0307881703893607	-0.0654434024225801	0.0239916012471225	0.00442972945818829	0.0422383402055163	0.00401044694947666	0.0298254420257915	2
-0.0638115184081498	0.0177454924589662	0.0445915615899748	0.0657633230171221	0.0679171360445342	-0.0308854210788081	-0.0147368150979669	-0.0264689242789809	-0.0130699212112395	-0.0722409470592016	-0.0459219053588937	1
-0.00210314814563477	0.0865159523444751	-0.0605926090007713	-0.0679544722853742	0.32585859100762	-0.109315319534953	-0.223453865737697	-0.00881923691954931	-0.0641437956264723	-0.0329197604734701	-0.0590208507647154	1
-0.0129019433419609	-0.00666470708374225	0.0973119157164081	0.0422331433181374	-0.041937367939193	-0.0141383611587399	-0.018340784752386	-0.0063740197967216	-0.0514172842655899	0.0143832592721825	-0.0148060815217193	2
0.0258492383632512	-0.00905595246373306	-0.0632972455343898	-0.0326650457405668	-0.0362524159841441	0.172454221785682	-0.0265206339856493	-0.0294092354136814	-0.0730742978344092	-0.00577184622544008	0.0345813793467163	1
-0.0957668231874395	-0.0344875743515405	0.00711765889515914	-0.0562222135121652	0.0575431640880879	0.0650009361591406	-0.0537327470986298	0.0237551985244192	0.153935219306036	0.0761054196630745	-0.211971146706517	1
0.00607775531918935	-0.0845367113458795	0.0338096358664056	-0.0734878783002067	0.0957063226103926	-0.0685008835387032	0.0694489596699024	-0.041083229377526	-0.00302735016126045	-0.00936849648814052	-0.0654217322039854	1
-0.0329009253101786	-0.0320799833160693	-0.0333895857455771	-0.0251497083250964	-0.0183888221027756	-0.0876647033728278	0.0463245184481414	-0.127166461542802	-0.018853762148289	0.0513807401747235	-0.130396681224766	1
