"SV1"	"SV2"	"SV3"	"SV4"	"SV5"	"SV6"	"SV7"	"SV8"	"SV9"	"SV10"	"SV11"	"SV12"	"SV13"	"SV14"	"SV15"	"SV16"	"SV17"	"SV18"	"SV19"	"SV20"	"SV21"	"SV22"	"SV23"	"SV24"	"AGE_GROUP"
0.115323902423935	0.0583212518183187	-0.00609339903145652	0.165938757781112	-0.128631418354765	-0.0277024278737483	0.248952642634935	-0.00221510241021727	0.0534944081940399	-0.0732884211197978	0.0483199620982603	-0.0254187221533203	0.0823825674491302	-0.144339435507961	0.0104164610118281	-0.148110898075726	0.225856514124978	-0.00718311835805147	-0.0754036359900386	0.17621497315078	0.00689542596021463	-0.0228085293848067	0.0413315588231636	-0.187075958272723	5
-0.0570472017347943	-0.0452198226638431	-0.0469350929392667	0.0104496888870214	-0.0357219111748023	0.104528855286079	-0.111686441826215	0.0578063387906433	0.0500584971096441	0.0210916800238867	0.0616241509935478	0.00920419713877817	0.0602264133645572	-0.0259710097886688	-0.0238336088215221	-0.0446987335817439	0.121676478283482	-0.0467746974556373	-0.0996606017521439	-0.0620160634058859	-0.0932696830683565	-0.0715978754152762	0.0511019372770853	0.0516656894264506	4
-0.0293474828331314	-0.045497378985023	0.0778412914781355	0.0139057187289273	-0.0330851999793321	0.0457330538323458	0.0410983117263025	-0.0379830583431431	0.0452735155350221	0.0659491455983775	0.10261149740001	-0.0737126531219364	-0.099391853014592	-0.0113570017650523	0.00196858441426531	-0.0538405124601732	-0.121739403880487	-0.00650751645516927	0.043190521129729	-0.00942809757541332	-0.0712366958859019	0.00407485105058957	-0.0320203433205339	-0.131381914918212	5
-0.0265765438791509	0.0242492986016297	0.0954746046124156	0.0227830182992345	0.0975772069303539	-0.0211245933527973	0.0557776200519041	0.0342281192048745	0.00397280003031572	-0.0566340852980143	0.0547696225909987	-0.0320164865225316	-0.00638460842189756	0.0150880666586943	0.0440222401752937	0.015197166485362	-0.0831373045328238	0.0123867101838298	0.045952505145681	0.0154528564487472	-0.0221468582893667	0.0056598208516435	0.0266651100779027	-0.0364882464674174	4
-0.0461845824501002	0.0334054991632163	0.0666166886671134	-0.0198355915698643	0.0423338199588057	0.0260737366656389	-0.0303063346873087	-0.0078548361941222	0.0189423715403555	-0.0367229287408585	0.0111457759815633	0.0228514873610355	-0.0136031144800414	-0.0584294202331908	-0.0324400074483826	-0.0210002578801529	-0.0178768902225388	-0.0816820003046295	-0.0167970587679576	0.0292230629168935	0.0310721851499058	-0.112331450181846	0.0186927341030868	0.0487502155302535	5
-0.0229494236391522	-0.00146340036312564	-0.0446808448378136	-0.0204690374137039	-0.0800828995945312	-0.0422921840030019	0.0741862701916962	-0.0313815010420296	-0.0441638834240296	0.0965802615649273	0.0386684462605558	-0.0343246953860525	0.0433916186968178	0.118394649045778	-0.0341232503058883	-0.0311923896295388	-0.0891806277457556	0.0229974165323563	0.0374425453993482	-0.08756995254282	0.0236592882220306	-0.0632361270502717	-0.0493482530722725	-0.00309372100911473	4
-0.0383607113150165	-0.0186569329493797	0.0286502586220219	0.0474741244490864	0.0866249196440401	0.00968148263789581	0.00493950510257707	0.0288966710286952	-0.0609148720690205	0.0137492840857837	0.0611092907484838	0.0396493869918721	0.0669510136406686	0.0747352472389018	-0.0996589075244748	-0.0381761203475068	0.106134054623776	-0.0109547630260826	-0.0153821977534332	0.0518924164162837	0.0781021216640757	-0.0204623031393512	0.101021426826418	0.0215839914927521	5
0.137371705384688	-0.0166488422773639	0.0492187790808912	0.0525732969790006	0.0141316803926145	-0.0446647786183966	-0.0803931001052712	0.0320220787974115	0.031435555237747	0.01206424948236	-0.0255914232880506	0.109301312818508	0.0628060030875082	-0.00545940021835423	0.102986953849224	0.0427505608379838	-0.0570365107211961	-0.0118702026925378	0.0129965434955789	-0.0724680488527488	0.0341356270755296	-0.00334053339174388	0.0460704807511746	0.040833945691829	5
0.0119782004750527	0.0221650140398281	0.0319018303787709	0.000459877360483779	-0.129488032726624	-0.032966947252451	-0.0128584154355018	0.0474444440979103	-0.00479489439070702	-0.0159447520646755	-0.049888179861779	0.0400371473035126	-0.023235936892966	0.0103425839644221	-0.118903591710931	-0.094691950495052	0.00843224526150688	-0.0249075226187418	0.0220958916371773	-0.0714790780570955	-0.0238698883712184	-0.0564298821137493	-0.178714700317268	0.174709734849825	5
-0.0565493632075346	-0.0612421166236467	0.0811066019135315	-0.000136707533766739	0.0656773259302593	-0.00920296236062665	0.0255296454464141	0.0509400651473827	-0.0242760521155717	-0.0158732234058355	0.0677873976117839	-0.054166619249338	-0.120553026272469	0.0702608173544442	-0.000630102835074291	-0.0121702811066719	-0.0342144830494907	0.00324991751643959	-0.00174115582300226	-0.0390328084771906	-0.0633461440728423	-0.109388662545591	0.0924621121982647	-0.0250684306479473	5
