"SV1"	"SV2"	"SV3"	"SV4"	"SV5"	"SV6"	"SV7"	"SV8"	"SV9"	"SV10"	"SV11"	"SV12"	"SV13"	"SV14"	"SV15"	"SV16"	"SV17"	"SV18"	"SV19"	"SV20"	"SV21"	"SV22"	"SV23"	"SV24"	"SV25"	"SV26"	"SV27"	"SV28"	"SV29"	"SV30"	"SV31"	"SV32"	"SV33"	"SV34"	"SV35"	"SV36"	"SV37"	"SV38"	"SV39"	"AGE_GROUP"
0.0635825069048419	-0.00921270335800956	0.000213362539751643	-0.0541991282174415	0.00444041833811088	-0.0501921614628946	0.0466633394954976	0.00878627238781847	-0.0431248924814722	0.0140500126744978	-0.00554834315272112	0.0183129150398761	-0.0681769565679613	0.0373771020427293	-0.00579205323520357	0.0534934444258438	-0.0434371673879473	0.041196510374799	-0.0189001319728732	0.0681873239060001	0.013387616465617	-0.00242155988149648	0.0163279705335977	-0.0158919669915608	0.0272084568793485	-0.0368628757648798	0.0417870972477703	-0.0213788147841668	0.00669481483853523	-0.0391269715618833	0.0165847239137997	-0.0383910409391442	0.0715734309348076	-0.0061351359002867	0.00815740421322496	0.0382315292041459	-0.0731245895327611	0.0154910207620011	-0.0524527781420158	4
-0.0444396424530183	0.00208768624704592	-0.0492463198692543	0.0120962343093397	-0.0219148457163149	0.0239543986098009	0.0380778753351986	0.00824884151361679	-0.00998428357567639	-0.0615736542512652	0.00894478242074687	0.0196815441256632	-0.0263739542432086	0.0374836014498893	-0.0244109062591452	0.0375711239848263	-0.0538735239443232	-0.10088599977185	0.0309092272450172	0.0272923649477271	0.0167033523368526	0.0473540902334746	0.00535168232078438	0.0494946889873856	-0.0376795071140649	-0.0259606930678774	0.00107214282247741	-0.0354371953211769	-0.046497532267166	0.0563255240679905	0.0189484077123198	-0.0322468805533964	-0.0589880804276795	-0.0490906615793629	-0.0345031664723906	-0.0463573200196374	0.050304969349559	-0.00285154003100961	0.0125796571474788	5
-0.0205787456217189	-0.00989464487080002	0.00677591904482289	-0.0195762344318723	-0.0504530935792585	0.0888777966198283	0.0583090249505292	-0.0173257537492894	-0.00885749626027837	-0.121538895467598	-0.136688150575384	-0.0381704345385351	0.0676308033795917	-0.0793628713655752	0.0746924985359593	-0.00146223665977863	-0.0523312173534404	0.0847333777163317	0.0527823078853459	-0.0196007261246046	0.0789803890879129	0.041306321100849	0.0540511514733985	0.0502494322395312	-0.00979523992079176	-0.0816590362096246	-0.0113287277919417	-0.0362358075632753	0.0155970031316842	-0.0959037242221918	-0.0128230878677882	0.00626193193845728	-0.0362574231184841	-0.0532231464113052	0.0198546650686202	-0.0359569011235094	0.0549549244968323	0.000452913246215434	0.0645616969698855	5
0.0166332695713197	0.0658274005148317	0.012546232600596	-0.0249898674277962	0.00109183926710211	-0.00361757663881884	0.0328064908492737	0.106013452758058	0.00943299144716371	0.0416226332609833	-0.0234408838373463	0.0198210412242407	-0.0037509578406833	0.0198713627956245	-0.0207060020060178	-0.0269042814692289	-0.0436629677919888	-0.0155145690459345	-0.0225160392627593	-0.0318221094027911	0.0651604077913554	-0.0567125385312178	0.0478944628944888	-0.0640269442716627	0.0166615841473965	-0.0326979693962453	0.0106233576447303	0.0363062322535357	-0.0148442871106884	-0.0259558511221595	-0.00384443399249782	0.00337095829490061	-0.0324331114739796	-0.00717149736457969	-0.0192568253323634	0.0117009225827742	0.0147096473649967	0.0234083829205251	0.0144617216833627	5
-0.0243472883724556	-0.0462148426700812	0.0700534070336403	-0.0172287797161579	0.0903799368758195	-0.00849142400657266	0.015935705635849	-0.0272704715349878	0.0138019462777528	-0.0517562757708811	0.0783242702140791	-0.0480737438339435	-0.0158222209081671	-0.0242100797383072	0.0285306805151254	-0.104583673928062	0.0569244208892537	-0.0565107290436631	-0.0645317502546349	-0.0379004893920738	0.0463730679395788	-0.0124236654742504	-0.00118272160275097	0.0220140067977355	-0.0162031902498568	-0.00351966950056848	-0.0643323303056367	0.0216720439345797	-0.0191618113065122	0.000687166477357587	-0.00484690808830941	0.0109413407264188	-0.0019112708855569	-0.0589820354970003	-0.00838444960775184	-0.0716440820617844	0.0431455057657294	0.00622893612561703	0.0368480253986557	5
0.0376946321046861	0.0125652819236565	0.0351028393159332	-0.0249687022751905	0.0590002605761717	0.062346690823056	0.0339202648325766	0.0185637663983618	0.0534277442412783	0.0341077784397008	-0.0263162195999122	0.048539783542358	-0.00846656476489477	0.0237688916750934	0.0103917343953114	0.00511769369640773	-0.00780488161738375	-0.0105231597089595	-0.0257960404245319	-0.00207209290143161	0.010247972290603	-0.0273331177862859	0.0341611386232365	0.0904662590649159	-0.0149297535990425	0.00378565154916332	-0.00247626810022623	0.011543421305119	0.00833998675603341	0.00926599237043962	0.0061980308514487	0.0262104626081008	-0.0347238810254085	0.00566564352317456	-0.00524253061882106	0.0403273354106559	-0.014064064060502	-0.0134694074968112	-0.103553988984915	4
0.0138711050739961	-0.0356800889750718	-0.007259016442554	-0.0198581188847989	0.0479353411990148	-0.00905279473169207	0.0286492776687098	0.0335349682772589	0.0117317108189502	0.0612309994410744	0.00673240060417244	-0.0121609817199471	0.0385594791321022	-0.0593143132422255	0.0655805179422053	-0.0341513661381606	-0.0181719308243382	-0.0300111311476633	-0.00770114110259923	0.0635665204002995	0.0357492258389971	-0.0968827354654695	0.0205008086060176	0.0140835527200332	-0.0981128724055028	-0.0866692468356366	0.00791845155693338	0.0150003850751669	0.0547361027034574	0.019800345194196	-0.0349158892562723	0.0479688942355242	0.0610946018854364	0.0336975825126466	0.0975645338978187	0.0601666897757268	0.028851187091678	0.061774273526191	0.00842194991716147	4
0.10638140003864	-0.000585361035023081	-0.0283721962861617	-0.125704418858359	0.0178018716681623	0.132775630630156	0.0184859043216361	0.000376854180993161	-0.0440792140979386	-0.0194965425630597	0.00926268497994848	0.0652599312402762	-0.0299192651209694	-0.0226835604549283	-0.0546422437560153	0.021333380560957	0.00759176489978042	-0.0173061078706958	0.0730908622829585	0.0243479211610897	-0.024850613988619	0.00186240324048111	-0.0157515533327889	-0.00617540235051865	0.0156022542727834	0.0247199402508217	0.0134073346713642	-0.00765854412927572	0.0419245282226694	-0.0737350789358178	-0.0682936553611368	0.0113802751420077	0.00109612318409968	-0.0113230621255785	0.0100852242430808	-0.0103498684799955	-0.0142224829104337	0.0596965426656508	-0.0329866058642772	5
-0.0404086130599954	-0.00138996496408831	0.0332607170728353	0.0065077949596396	0.000845381338940659	0.0187814191792685	0.0165326672260104	0.0172555707724921	-0.00686953089202619	-0.0115696444462468	0.0393980477684834	0.0387163807337103	0.0435568113942081	0.017940427863322	0.0177532602201907	0.0585157000341611	0.0861700423959713	-0.0322636145470306	0.0410315134790092	-0.0179894452654092	0.0246935055452886	0.0097219968088474	0.0348690227843982	0.019289606435733	0.0571942378284502	-0.0302792815624094	-0.020476480866539	-0.0781125678328838	0.000429500933196197	-0.0601684930289633	0.0714340706235406	0.0146551754990359	-0.0338003525100903	0.0282162954457957	0.00650944141314938	-0.000177145068988888	-0.0801110587181622	-0.035650338420879	-0.00729987253779753	4
-0.0545341241434427	-0.00494461631137135	0.0346578606773511	0.0372471169760823	-0.0124359922209122	0.0665382191010412	0.0295631719291666	0.00825819961191623	-0.0060627398528501	-0.129219540072421	-0.0660682985416316	0.0342064463223562	0.0852615275541492	-0.0539491568031195	0.0461756356238983	-0.0431318477352163	0.0562961587297884	-0.0182954812893799	-0.0352812702123168	-0.00917312686617008	0.115170779842793	-0.013311335716906	-0.00869890151937621	0.0680698415539927	0.0299624367942212	-0.0590295201160322	-0.0202902398533372	-0.00190407779813196	0.0624869725267171	-0.00118360025736064	-0.0786581245026154	-0.0117625440118674	-0.0118500455831176	-0.004476599755624	-0.00760150122070651	-0.00109332560040797	-0.0537852503368047	0.00645494505898604	0.0362968807181796	5
