"SV1"	"SV2"	"SV3"	"SV4"	"SV5"	"SV6"	"SV7"	"SV8"	"SV9"	"SV10"	"SV11"	"SV12"	"SV13"	"SV14"	"SV15"	"SV16"	"SV17"	"SV18"	"SV19"	"SV20"	"SV21"	"SV22"	"SV23"	"SV24"	"SV25"	"SV26"	"SV27"	"SV28"	"SV29"	"SV30"	"SV31"	"SV32"	"SV33"	"SV34"	"SV35"	"SV36"	"SV37"	"SV38"	"SV39"	"SV40"	"SV41"	"SV42"	"SEX"
-0.0402996459172219	0.0280748826161057	-0.0941810109076665	0.006519721060036	-0.108330118708317	0.111619847716252	-0.0438964993935846	0.0689655037688028	-0.0495624993337918	0.0657611884865748	-0.0672841774182681	0.0940692445048154	-0.0411075289940109	0.00552697309340067	-0.0406725875919134	0.00262812453182704	-0.00680777253753344	0.0184697375779902	-0.05490267941644	0.129756899163554	-0.0778099174261197	-0.0459065890244807	0.0508288247552963	-0.0176453729276624	-0.092162312590904	0.0911609715330789	0.141123277122102	-0.0232587364262153	0.0458679916997924	-0.0618259728561987	0.0543839580077487	-0.0570082391434094	0.0676876974460897	-0.0959088146601394	0.0707941233611823	-0.058438610446655	0.0153488420499463	-0.0655467339843892	0.0894588862429171	-0.0137621592397399	0.0301014087831112	-0.0203339742428825	2
0.00626763936303953	-0.0238094821106844	0.0532485796502065	0.0277756200768116	0.0466266026754356	-0.00365338507405655	0.0178635415160939	-0.0506803861075234	-0.00501919612422665	0.0438640179404233	0.00308105365461298	0.00895632252860241	-0.00831242985283101	-0.0103706359079879	0.0442624980024994	0.0227060792084472	0.034652743343462	-0.0152769582076346	0.00066110902281542	0.0108229598893376	-0.0283721444389459	-0.0477986346217443	0.0384054686424444	-0.0261430027120929	-0.0602499174301004	-0.0007668160221538	-0.0439084460742662	0.0293808613377112	-0.0542453451869424	-0.0234602512809007	0.0255554991895588	-0.0424793175871149	0.0196117309292518	-0.0214367206761634	0.0126346256479464	0.00814785413430951	0.0138910961332084	-0.0326377277409225	0.00280576388709993	0.0375490819781797	0.0791670180698577	-0.0144709718442453	1
-0.000743097311807328	0.0400003442198166	0.00645051943947106	-0.0301345630268517	0.0299437413666585	0.025797201465201	-0.0430935800391666	-0.0829327667717336	0.0288496710758097	-0.000611806978865204	-0.0228375094625116	-0.00112348480773294	0.0135026463737102	-0.0240555482487604	0.0233408442076098	-0.00691247441201179	-0.0333151099504362	-0.00293840349444561	-0.0282915941591969	0.0701465231979726	0.0509348871914813	0.0030960152305937	0.00330949043770826	-0.0481293197633449	0.00480602524601957	0.0331333514333362	0.00487712937669132	0.0515229841534881	-0.039061102074497	-0.0437568855135221	0.0243285532470254	-0.0340440116202768	0.0224773174981675	0.0210650454189737	-0.0198790472587184	-0.0325229556500367	-0.0402931193733711	0.0536721606506433	-0.0162560579748586	-0.0402452028539669	0.0134084350397157	-0.0169252296759296	1
0.00304070537023096	0.0347900117857599	0.0299530477596539	-0.00975778057304643	0.0382149580986197	0.064323381616652	-0.0261265307595488	-0.0447682396251078	0.0501084686848051	0.0409881665645647	0.0059066744859671	-0.0102094017307464	0.0309679685178662	-0.0137412992264948	0.0410994188619037	-0.0524961116205642	0.00325004832142711	-0.0382141550781701	-0.015466194872525	0.0270098035181488	0.0472927835236739	0.0251022685828953	0.00893016465456886	-0.0385467037370706	-0.0216702871070181	-0.0103700101880392	-0.0823639975870812	0.0210857826628711	-0.0217687911717931	-0.005548350818868	0.0140856267916256	0.0613097537283857	0.021163797054426	-0.0154471436606319	0.0267550934475129	0.0221155869663245	-0.0448815415513986	-0.00718770795370994	-0.0606758908976127	-0.0167001226069733	0.0826151246953674	-0.02326123960731	2
-0.0308407550710629	0.0407153849106427	0.0237129443622129	0.037168312633618	0.0408791035734922	0.0193354027029131	-0.0686743007387892	0.0164492681744656	0.000685080192206405	-0.00103557252558212	-0.00056900989428324	-0.0416978946114349	-0.021522854479914	-0.0255299750476202	0.0188072599960018	-0.00723193828420135	0.0658874801621022	0.0320156576872836	-0.0780394552525349	0.0141129770690015	-0.0219212106616149	-0.0476981738928978	0.015874365888147	0.00290475688418093	0.0516370731374762	0.0157875843221945	-0.0571651605362806	0.00330009778527316	-0.0631740790648368	0.0514675757691643	0.0232163273240323	-0.0103161588812752	0.0134353611121473	-0.03897192450462	-0.00421857105073088	0.00903768823961555	0.0103627783682106	0.00325833024386801	0.026302781365123	0.0309843884323324	0.0201817304118577	0.0493366693849447	2
-0.0877593175959104	0.0187355779233239	0.0622273890732843	0.0121264667669764	0.0269528045977667	0.0205275965561017	0.119572080874212	-0.0458555469993183	-0.0230325987105002	-0.0160732314975202	-0.0253451540622102	-0.0220783652102311	0.0020153973219635	-0.039655440875921	-0.0241343269839158	0.00116543596811777	0.0342301403601348	-0.0222324177727831	0.0074220309088957	0.0459859993769809	0.0520457444015038	0.0119655032400501	0.011461228450604	0.0949738743964295	0.041383645852777	-0.000774451456429709	-0.00374508477157312	-0.0564956040890374	0.0189702911188765	-0.087674951754818	0.0127826012284655	0.000390809801528252	-0.0456676185301245	-0.0433187288217306	0.0356755935741729	-0.0720615629473335	0.000218997832416837	0.0632709661377493	-0.0025534475269008	0.0420526223630231	0.0186337373465334	-0.0416236714490907	1
-0.0442699303001661	0.0126146796066616	0.0764073791438721	0.034778144570773	-0.0484287878234808	0.0260919724406755	-0.0402672849689415	0.0597577493466101	0.0194704092867002	0.0616520582137367	-0.434949634252225	0.0690890833940934	-0.300613375854883	0.100663742291142	0.289528016481977	-0.331378582038038	-0.385304658077438	0.164662381175268	0.04945831808005	0.100004754832321	0.0516513182908786	0.0764316487205969	-0.0332832970395482	-0.108937048925664	0.0476462912992488	-0.0721082713787236	-0.00582805499754838	-0.135105599721023	0.029802970860802	0.0882563570883827	-0.0209126628623878	0.167481188760496	-0.0407019929100755	0.0129762893528397	0.00587903330674333	0.0176977812585221	-0.132958379705697	-0.0621689669648872	-0.0211742947169224	0.100734822360942	-0.0327908035976281	-0.0377016756579699	1
0.022803773364641	0.0175060029678079	0.00524808231782931	-0.00821352970755371	0.042198584949108	0.0214864411549772	-0.0501570423598233	-0.0188475716386688	0.073315234624526	0.0619163214331397	-0.0421215241250436	-0.00568165254910155	-0.0323465380458333	-0.0296757819554069	0.00215458124529264	0.0239261842176493	0.0328343790138616	-0.0737295006012352	-0.0454715013488938	0.0646589200470981	0.0221165918899255	-0.0241057465247175	0.0377858231204373	-0.027193661896154	0.0178323316954008	-0.0128140217429028	-0.0366285428505601	0.0320080614731606	0.0811031715449674	0.0797173501828553	0.0279675414112852	0.122655945031972	-0.0294011111165437	0.0364045175564258	0.00189417026197037	-0.0162752223530156	-0.0283208107125637	0.0672720122420366	-0.00233211918861254	-0.0143081912282746	-0.0329013506822351	0.0297542859856017	1
0.0203719360080405	0.0309190443082842	0.00238951252658537	-0.00581138298328254	0.0866468805691858	-0.00313014584491078	-0.0147776530278873	-0.0160616446399008	0.0255360562697937	0.0632618806053968	-0.000638936815775787	0.0300012816662014	0.0354018370462827	0.0236309686785369	0.0517621553368328	-0.0161085900756573	0.0434032908632155	-0.0341351623980453	0.0200153244149656	0.0215714394858935	0.0264296824893468	0.0162604239413178	-0.00776024903613043	0.0294729030170587	-0.0120697827589879	0.00889927869311205	-0.00322676487688053	0.0149361754104035	0.00394154184422302	0.045417896713194	-0.0673962909014039	0.00728039746346671	0.0187267319849432	-0.0502613205446211	-0.0378004620185215	0.0219906302444735	-0.00689345079322607	-0.0344105641240122	-0.0625086694646709	0.00353432788609381	0.00489475498257555	-0.0168180656614298	2
0.0129382328439534	-0.0120236117794542	0.0333356969937599	0.0185466233447803	0.01957414011175	0.0278339419412045	-0.037063023171039	-0.019803386977198	0.029717906882351	0.0761688004229899	-0.0196972668535393	0.0190138273879005	0.017807054669473	-0.00345374187825242	-0.0290540820872749	-0.00942794884510809	-0.0702029335847587	-0.0212612155949649	-0.0528369164327369	0.0362186599845068	0.0484615280686669	0.0354935659284482	-0.012080303987114	0.0496001212431148	-0.0616194506756522	-0.0116899555229475	-0.00288289555466792	0.0578393226526815	0.03894964689865	-0.041535789311894	0.0360190972039351	-0.00834577994192297	-0.00258575994322721	0.00217285326138911	-0.0167679982118387	0.0121296354594511	0.0277373714290833	0.0157743582226526	0.0306775302960612	-0.0143273964535224	-0.0138590369582622	0.000645465744741159	1
0.0163894662681782	0.074324674986725	-0.0103015941267728	0.0946890845671481	0.0276698469486441	-0.11085787678542	0.0214001011579303	0.0714630471745817	0.0235948232988535	-0.0178862838310467	0.0347845515918476	-0.0229631621905494	-0.0624318468145354	-0.00140683615358993	0.0519201051667673	-0.0174422892257006	-0.0178538908001259	0.0176545622663438	-0.0291441668797126	0.0155549589453981	0.0103489244113754	0.0245045473131696	-0.0480706138215584	-0.0408312954326645	-0.0486733599635152	0.0990744009831721	0.0279305733139485	0.0180888970223954	0.00276190720708838	-0.0321882765725825	0.00219540372083644	-0.0591967037152995	0.0508890403733449	-0.0532848669786621	-0.0331753168273272	0.00663837203365585	-0.0180702316299798	0.0252350745504167	0.0562428344669266	-0.0310138321335611	0.0815779859710171	0.0116524442282977	1
0.0746794766162133	0.0321573967268409	0.0247548524049002	-0.0446282502979774	-0.0296629435067799	0.0478349140151525	-0.0242195482748123	0.0357040352783841	-0.0130004299087353	0.0537593925035939	-0.00901669884742373	-0.0454825131450012	-0.072075103421578	-0.00274923631870972	-0.0798772852273079	-0.0104610398671213	-0.0117353212992269	-0.0136023638495203	0.0344947865462889	-0.0295492602558821	-0.0376116632306381	-0.00962218588663255	-0.00374129748704408	0.00381643444382849	0.0016359011315376	0.00805997585304125	-0.104350764314	-0.0343656818474185	0.0263839438624533	-0.00478784197629151	-0.00427258285522314	-0.0452348947443952	-0.0207277659283555	0.00562167548908729	-0.0308678629210187	-0.0605978334458835	0.0127099556699551	0.0183017799805742	-0.00193541408204506	0.0220745260458997	-0.00775041759951082	0.0434420890726931	2
-0.00537705667555177	-0.0476745585875126	-0.0315517545370681	0.0269638340424873	-0.0290832132810273	0.0510970344565962	-0.105226176029903	0.0221536192846293	-0.00256855291758307	0.0297026147082406	0.00282989914573781	-0.0766416828080367	-0.0168605553409568	-0.0328746995493181	0.000187463146964661	-0.00513712172771476	0.000351865592592159	-0.0378608793403021	-0.0437614255642163	-0.0116606127102757	0.0119205497077615	-0.0446420748317624	0.0112618009167751	-0.0926734877982907	0.0610380785961323	-0.0382302756386691	-0.00653717976655944	-0.00810234103878889	0.00253464420196876	-0.0272508748535328	0.04054831550623	0.075689471013064	0.0269964886848151	-0.0131032246532027	-0.104817218659244	-0.0185685638475783	-0.0296034704850972	0.0258267547890383	-0.00704624460454546	0.0202546561411547	0.0389517059904099	0.0177188196057642	2
