"SV1"	"SV2"	"SV3"	"SV4"	"SV5"	"SV6"	"SV7"	"SV8"	"SV9"	"SV10"	"SV11"	"SV12"	"SV13"	"SV14"	"SV15"	"SV16"	"SV17"	"SV18"	"SV19"	"SV20"	"SV21"	"SV22"	"SV23"	"SV24"	"SV25"	"SV26"	"SV27"	"SV28"	"SV29"	"SV30"	"SV31"	"SV32"	"SV33"	"SV34"	"SV35"	"SV36"	"SV37"	"SV38"	"SV39"	"SV40"	"SV41"	"SV42"	"SV43"	"SV44"	"SV45"	"AGE_GROUP"
-0.0337170117884219	0.0300249217497562	-0.0429790481140902	0.0361278331462936	-0.0594638776614277	0.00817486708675439	-0.028612552601046	-0.0397001436363591	0.0102239498788956	-0.000291216948992623	0.0078753096750797	-0.0316538077307366	0.00862271837916798	-0.0409382483463721	0.02640426984279	-0.011663298281423	0.0422151010081624	-0.00675012244453344	0.0138227909658758	-0.0811742424088163	0.0299514676902647	-0.00580638802985219	-0.0213160354934442	0.0549894758615123	0.0147634783240742	-0.0164897831173022	0.0127938383449789	-0.0163978370485117	0.0712588904991616	-0.0383381393411904	0.0286278116733956	-0.0113322420822205	0.0085678890555532	-0.0376418008502138	0.0121851966739995	-0.0264974427950865	0.0245376708836151	-0.0515201347824835	0.0370513951192736	-0.0373678501249767	0.0284139260112877	0.00445157345716716	0.058200191883365	-0.0375426540464745	0.0377765320630421	4
0.0491847565490381	0.0228688742366002	0.0673749894706711	0.0194901659734558	-0.00539302266722141	-0.0207560974582097	0.039133185353983	-0.0162158135049279	0.00448889699882184	0.00215879515649243	0.0471300139757252	-0.0318779871686341	0.00307430632098321	-0.0397192997455207	0.00334072736019718	0.00646737389800692	-0.0823518317488048	0.000355257184340764	0.0650718305159063	-0.00346703433640209	0.0105624216516377	0.030865012351701	-0.110362702258439	0.0252401759752973	0.0765861034864386	0.0523137535092194	-0.0168216985176569	-0.0102205290247704	0.0841797346763615	0.0367040174841453	-0.0412997426104002	-0.0217701888742497	0.06654973513638	-0.0287197399439986	0.050101663233253	-0.0341081217114759	0.0192972105964738	0.016199622603488	-0.00556031974139494	-0.00817622861120852	0.0417789707841979	-0.019490615617892	0.0138621914875737	-0.00887074162286524	-0.0195939691800213	5
-0.0931658012954464	-0.0617437073949983	0.0848777540587706	-0.00264127293072691	0.0478142568009386	0.0236426135768856	0.0458494507065348	-0.00730733295153979	0.0307827718334607	-0.0146016946428658	0.040026706406338	0.0393935405323862	-0.0387994706516304	-0.0115695422027443	-0.0123632470922758	-0.0172882513721984	0.0179319048296522	0.0562581120498534	0.015516462870935	-0.066134293450061	0.0114273658955222	-0.0702024421720868	-0.008498024419681	0.00922271065915022	0.00494533179870606	-0.0397984656489058	0.0277384966474503	0.00546791724551813	-0.00656681977047281	-0.0698949946813241	0.0957550198417833	-0.0453097663250307	0.093638823632235	0.0313125013716566	-0.00627805861026052	0.0698144413805592	0.0449869648712478	0.0171737702346093	-0.0728426633767142	0.0227964720818949	0.0865616626209884	-0.094640552890569	0.0381525035902955	-0.00708550744343239	0.0129027905128297	5
-0.0331883050057795	0.0253430733475474	-0.0164429464119378	0.0378099158314706	0.0208601422627053	-0.00482527930135277	-0.0238156249370642	-0.0105747155261113	-0.00111008327047755	-0.013778967902535	0.0646075723483978	-0.0280601544767834	0.042145474502279	0.122316046411262	-0.0937802482952265	-0.0326529188419818	0.00523763858579063	0.00839455065317877	0.0263489575238319	-0.0323644148331949	0.0917530757903111	-0.0225222081784142	-0.0354177163748419	0.01727348213903	-0.00775652176920353	0.0275962831438539	-0.024434620913591	-0.0236585319829158	0.0861542356719219	0.0307776687425399	0.00134866106412539	-0.0214104554707317	0.00303505444993162	0.00132685686677469	0.0147894965559445	-0.0343069632691864	-0.0349592108593912	-0.0105710670655745	0.0421048513733263	0.0253633383045321	0.0211966905797223	-0.0596962962222447	-0.00708888153330724	-0.0298941000129697	-0.0678031307148395	5
-0.0642611386819558	0.049950497086253	0.0118013859165766	0.0254139148126543	0.0243402909902222	-0.0278360192411735	0.0382609064041832	0.0359644651895867	-0.0124857790979693	0.0577152835318608	-0.00781364083760437	0.0171522752629726	-0.0151294105093839	-0.00266210670534742	0.0118656553657512	0.00163175144770459	-0.025104570674532	0.0535550159928422	0.0504329114116166	-0.0133937252535914	-0.0352126338681363	-0.00111419637453695	0.0263158699559932	0.00888302769354524	-0.00366276706840006	0.0283934747700132	-0.00797273479776153	0.0139402012914918	0.0287477091014474	0.0352659295094777	-0.0449093177703944	-0.0110819932255209	0.00163009782593274	0.0321137164184224	-0.00244012272685684	0.0489208719654272	-0.00812196447498793	0.0341276197141652	0.0233977854484265	-0.0444709615723305	0.010474818828425	0.0278320251019321	0.00761526435520671	0.0311460311762586	-0.0223546694462183	5
0.0151393176601729	-0.00352224446321464	-0.0599346127115332	-0.0141540674319883	0.00562801098405905	0.0189090276208842	-0.0309915647689312	0.0199260269910881	-0.0696795819994321	0.0236231385557925	-0.0463879708089544	0.00419794289739611	-0.00785779496900915	-0.00898062514129587	-0.00781084194573705	0.0686996532468889	0.00917663809993869	0.00985140529304543	0.0294297885016965	-0.00217826527475821	-0.0339046181493766	0.0232820024472097	0.0232632115200931	0.0135539447364706	-0.0127496536054288	-0.01665634164471	-0.00643911384789868	-0.0191818325700597	0.0900287829341553	0.0630340824235962	-0.0190290619743461	0.0230170001818577	0.00420199573850782	0.0707885297716619	-0.0272646961603223	0.0268489871764426	0.0325952721550795	0.0544766245231083	-0.00644645586029319	-0.0109076964318752	0.0982428604158793	0.0610924377041505	0.0154474619347925	-0.041527482053994	-0.0374297120866507	5
-0.0215386683444232	0.018035852253703	-0.042909953511022	0.0150734553923172	0.0732329984729304	0.0642738399093325	-0.0430027451798483	-0.00399743975010958	-0.0646930724252204	0.0568925660176751	-0.106814807559583	0.0287848796953364	0.151892721101414	-0.0203810476535553	-0.0111960973017357	0.0358593088128557	0.0376704634306804	-0.0308828744759201	0.00814645694023233	-0.102680585244824	-0.0543456786216515	-0.0432089813768505	-0.0266478831727714	-0.00259292335313084	0.00027397796100576	0.0335450031670333	-0.137027034934859	-0.0179301767632393	-0.0589194571402803	0.0247425736009298	0.00892823337162529	0.0049271339521709	-0.00440992997830604	0.0147524485964371	-0.0478152989351589	0.0184357849225133	0.0364495729074029	-0.0585647930022773	-0.0268795402497648	-0.086039997364485	-0.0396426923057101	0.0321440825381968	-0.152504050839438	0.0768558760707688	0.0709601095443473	4
0.0342926153085511	-0.0186846452607185	0.0156405095543629	0.0354214665954204	0.0276990890963333	0.0262756094910918	0.00659463579078506	-0.0358121752146947	0.0138665795145321	0.00753181687724966	-0.0313418077153	-0.00583120950754968	0.0507852116145123	-0.05466943711421	-0.0017094983377957	0.044898796349872	0.0947830909350222	0.0196390542317048	0.00750495559201873	-0.0110073071554993	-0.047647158562818	-0.0612128026429973	0.0142600697061345	0.00714582800741861	-0.0176779470966724	-0.0113708207143385	-0.00941303862005877	-0.0101996683286019	0.0276375801880788	0.0634788976482818	-0.0105036079567816	0.0180652193133025	-0.0586335840546631	-0.0194192394242085	-0.000282467857635531	-0.0546853150702108	0.0378838108771119	-0.0101432301155529	0.00736448918008284	0.0750577752526944	-0.0244157708446466	-0.0375890952095358	0.0417614371511789	0.0282293727676294	0.000171951064234455	5
0.0249064554818081	0.022426980312863	0.0511295537770065	-0.0125373977322928	0.0433170150980678	0.0573767468179449	-0.0287549117234781	0.0541840709212201	-0.0741498223533482	-0.0711603473576379	0.00142502930624104	0.0242269585556163	0.0197367628740313	-0.0628408867835008	0.0249729336806768	0.0355178822205331	0.0942087083496079	-0.0273591419699948	-0.0311829209023112	0.0783896624067816	0.0361161575346409	-0.0406847890983143	-0.0434271519209057	-0.0318261751436397	0.0156789807014205	-0.0551663935816481	-0.00301489309849157	0.0514158900397009	0.00171148309154293	-0.0304358040543477	0.000452052977684685	-0.00220987874841403	-0.047202942073494	-0.00232011835299639	-0.0250062908339126	0.0257341259863018	0.0168713009904167	0.0252949395195242	-0.037465883155963	-0.00401578866122869	-0.0357512658158827	0.0329291749294883	0.00410739887389921	0.0239639488084787	0.0172454249594511	4
-0.0043495987214135	0.066006565315738	-0.00871820366293791	-0.0167112331179994	0.0204485683845197	-0.0401667505771782	-0.0089941569530172	-0.0107307053800715	0.0517867680405376	-0.0632429092386082	-0.00575230409738198	-9.34138631219494e-05	0.00964148908756585	0.0131946192178219	0.0702772153665	0.0866729840006638	0.000887141009712142	0.00787305923550439	0.0535901811403413	0.0995594880424149	0.0158294986522123	-0.0361360953346761	0.0327759129830332	0.00991858295637321	-0.0493773665874699	0.0202197688767291	-0.0548022963793275	-0.054897249066343	-0.0110374697574894	0.00278070410900018	0.0106820115629442	0.0188641704721905	-0.0121371883447698	0.113997901054051	0.0244142236506217	-0.00725522023048632	0.0327541471449962	-0.00547824896261991	0.0677980635533432	0.00801947471237961	-0.0134187158052149	0.0087358708476618	-0.0133037494117596	0.0339638226329007	0.0452157221080963	4
