"SV1"	"SV2"	"SV3"	"SV4"	"SV5"	"SV6"	"SV7"	"SV8"	"SV9"	"SV10"	"SV11"	"SV12"	"SV13"	"SV14"	"SV15"	"AGE_GROUP"
-0.0468954739958886	0.0327674893104217	0.0284655658522727	-0.0274074670270939	0.058667830654838	-0.00957809880756974	0.0443232164822305	-0.0220295424802044	0.0186553300207354	-0.022064942459284	0.0706221309706722	0.0307651364381518	-0.0732050236706078	0.00493455309810988	-0.0479216611579289	4
-0.0311371323249274	-0.0237873445469847	0.012403594759873	-0.0508489911605581	0.083588074911357	-0.0483248215026482	-0.0147733184361848	-0.000633135611450503	-0.0440016341341588	0.0186344003701123	0.0208654894021997	-0.0190624041796339	0.0434667725810444	0.0403573071501938	-0.0039873126124482	5
-0.0475400216249118	-0.0743522662624549	0.0226710217936304	-0.00192537046309599	0.0126543240087158	0.025970214675539	-0.0142455950397025	0.0514136808783674	0.038737847155101	0.00186482312006252	-0.0465639058565204	0.0245014007663452	0.00480413094577736	0.0117405153274082	0.0235528453488491	5
-0.0147748607944333	0.0176538935321516	-0.134592710447186	0.085485223399511	0.165123133890075	-0.0877120429797494	0.114604693223824	-0.0398036050550256	-0.0108098736914929	-0.0370156665380914	-0.0400106896831597	-0.0414282665876834	0.144170770959648	0.0230311670843868	0.213658042674153	4
-0.0437061225005397	0.0318833485719538	-0.0250226915412072	-0.0660677677189182	-0.0198695733576419	-0.00350366883203185	0.0103702847224716	-0.0141046824145513	0.0167295388870395	0.00838894835952428	0.0770075641577513	-0.0175863409388416	-0.031159082276913	-0.00551602199929244	-0.0545769958806399	4
-0.043036662523778	0.0637492091663299	-0.0586878562918952	-0.0737575932062894	-0.110314399553486	0.0245375895175818	-0.0648677593044758	-0.000100493669550353	0.0307910268225604	-0.0281503004236197	-0.0410413753621843	0.00385813890905231	0.00595515493679977	-0.011833021741865	0.0645933226989238	5
0.0673585415568501	-0.0497898537041174	0.0245225195116962	0.100192402272272	-0.120576278892086	-0.0679972232796706	0.0504343562258163	0.0280636062152468	0.0121397435713648	-0.0246356268382366	0.0959347639495102	0.0811703688518839	-0.0388897707736928	0.016272974653541	-0.0521045966788973	5
-0.0448935985765543	-0.0193975453224862	-0.0203451282883213	0.00919429201318089	0.090979501963547	-0.0371170768432885	-0.0486650916948591	0.105443669807636	0.0192913884901353	0.0359388926855321	-0.0501237460143846	0.0456357346980354	-0.0807346408273547	-0.0501203205246982	-0.0473672142537098	1
0.0676602057844893	-0.0595210957171933	-0.0957790056377495	-0.0295190844230295	0.0386399763040054	-0.00853640006561551	-0.0577698822888889	-0.000818512344454209	-0.0373168042334407	-0.125774971652037	0.0489795887604851	-0.03772658899975	0.00138931846776202	0.0130069558713493	-0.0437605929464586	2
-0.0462949275677939	-0.0270039220306953	-0.126656279787262	0.0481797916755686	0.0552339478547658	-0.087331567754135	0.0271439875338153	0.0040220434556849	0.0946964834717862	0.0623002070146257	0.00643894411563622	-0.0210385192893979	-0.0391203717876757	-0.109076311536397	0.0585449783430299	5
-0.0364060999568904	0.068794856146512	0.0666080624078181	-0.0226116632851289	0.0797534190193306	-0.0162008720261106	0.0453678050421917	0.0656775329974136	0.0564927091457294	0.112593684081179	-0.0906263855850619	0.0321098943513323	0.0401704177515157	0.0772344619150335	0.0658025079120961	4
-0.0573280172280432	-0.0799818199288533	-0.0162607230179261	-0.0110483014505274	-0.104857907645989	0.0170263685174121	0.0417237339236061	-0.0501409397486472	-0.0349858752477438	0.00354272417708673	-0.0294822318066508	-0.0526191945195281	-0.0203819265721565	-0.0769098358763826	-0.00185186045346902	1
-0.0446539239906524	-0.0395821689687296	-0.26394661607272	-0.00212492552438142	-0.00665043400689276	-0.097640274890935	0.067619088917374	0.0502764455326515	0.0393436141396204	0.101051144221698	0.0441422208633744	0.0862649662793104	0.089167357534007	0.0429031784209997	-0.0100139868348031	4
0.0963665310883514	-0.00263232822296062	0.013202803941417	-0.0558124764056709	0.0376591104765981	-0.0269339141205578	0.00343491374114616	0.0163146600775641	-0.0639710264644194	0.0643890463613205	-0.0241464032255466	0.0406173544108501	0.00679426327450816	-0.0116752263673316	-0.0272188593981901	2
0.0858830363957466	-0.040061561227708	-0.0789594990066782	-0.00401702409031496	0.0179888979180301	-0.0161120077900347	-0.00675323414586894	0.0542754697851464	-0.0927673096782822	0.00838230081547592	-0.0606907966644018	0.034956129959801	-0.120364329912185	-0.0228717134495202	-0.126389450132981	1
-0.0194224430106039	0.0894466692153155	0.0152440835524034	0.0916644528361055	0.17417154028531	0.0659856230269827	0.177167960808956	0.0108480718328496	0.027381021467198	-0.074460938507044	-0.0105821058380626	0.0827433808445786	0.057805185033745	-0.0118274695472747	-0.008403408941976	1
0.0947728430635102	-0.0103209101129027	0.0194259915180772	-0.0353096948763994	-0.0163909098638502	0.016100153910738	-0.0537530047572696	0.0351501884333623	0.0532629306943665	0.0635981137213526	-0.0029962878139953	0.066969634110342	-0.0506243313169223	-0.00521204611778435	0.0374950714138415	3
0.0979347169166918	0.0406790015471655	-0.0415428744695233	0.0344167841263994	0.0888063007350387	0.00956302328080195	0.16326869830475	0.147781132834047	0.0477043899580126	-0.0729721115761723	0.0513142840537931	-0.106263216201533	0.0646291572935908	-0.0078630494234514	0.161762470073141	4
0.0824730325803545	-0.0138306553625627	0.0125111400849465	-0.0249335905108049	4.16851313356953e-05	0.0472876846761345	-0.110968111330897	-0.0125541719083792	0.0581596330107051	0.0139675172811974	0.0226027644152136	0.0427619809058095	0.0342211771244132	-0.0501099952218342	0.0212539512535537	5
-0.0465057060315044	-0.0408108367962283	0.0391867787471414	0.00641899565929302	0.0281401380680677	-0.0155219676000257	0.0523194481642452	0.0455444911052694	-0.0151337521740469	-0.040158857128722	0.0442826114654007	0.0481801551391676	-0.021826654046514	-0.057978163052527	0.0485230050523155	5
0.0826201114264517	-0.0239164697512833	-0.0779525417491185	-0.00594674784361953	0.0279641939549266	0.0429950812197004	-0.0467695149386886	0.0491132985826061	-0.0664479995972428	0.0246881617460777	0.0109899158576972	0.0617722090336889	-0.0778026971338338	-0.00580344109339774	-0.060802815228292	1
-0.0132517875193695	-0.00195553118411901	-0.109080993457611	0.00947232834585338	0.000788715786187659	-0.145018338960144	-0.066738397298704	-0.0559394256926465	0.0541777822653502	0.0609683790626022	0.0128176214570128	-0.0120843570218995	0.025046731691842	0.00150062410813161	0.0222305735644369	5
-0.0360355095589943	-0.0540696624652345	0.0594787770814724	0.0821396506175722	0.00127554235184207	0.0212554256616805	0.0558993314526253	-0.0277428513257735	0.100748308525055	-0.0345890760068333	0.00460690822091991	0.0673578017807638	-0.0603138623719579	-0.0476116990796384	0.0303055683656516	4
0.0741579037910074	-0.036962094493622	-0.0720702094434056	-0.0361611040525811	-0.00447416179365976	0.14982015532609	-0.00381310482569577	-0.0694114192967919	0.118609845241495	-0.0607390571235067	0.0351765474789186	-0.132438005328332	-0.0287017006319512	-0.0290536154884797	0.0398691783144374	3
-0.0491617941375529	-0.0532014195372512	0.0190529695658962	-0.0291095459051745	0.104056589992796	-0.0374445146331867	9.16157702133872e-06	0.0848600553323226	0.073777615514063	0.0705423448238459	-0.0187992966495834	0.0129692761311844	0.0389963291692104	0.035724106685511	-0.00154907528140016	3
0.0847172735503093	-0.0518696470269148	-0.0424825963191344	-0.00411714437102911	-0.0152590418094752	-0.0611744563911634	0.0227384963460568	0.0398384270412336	-0.0637980579390254	-0.0375156672960682	-0.0678920992776666	0.107210274973213	-0.162986881561121	0.0785762699505499	-0.0380503435722232	4
-0.0400454338909585	0.00619383314359459	0.0297701275280073	-0.0233964727013974	-0.00923433040056317	-0.0163896729514949	-0.0338829902471071	0.0326218955113826	0.062712792758263	0.000248763878372515	0.00940903898598014	-0.0156999956865528	0.048779394443447	0.0111489642743857	-0.0281014207495309	5
0.0938969150962971	0.000287053590725463	0.0457086556229691	-0.0107177616898451	-0.0620176812798922	-0.0411910729454263	0.113997860060422	-0.0381596683771373	-0.0150636490666628	-0.0451447052918863	-0.0144445891788969	-0.088112010882661	0.0806328856665567	-0.0869412419447966	-0.0428440117708312	4
-0.0351835724136591	0.0264609674981391	0.00605394900118853	-0.00861823748393016	0.0300060404879459	0.0238582108654963	-0.0103573517616631	0.00303186112885264	-0.0418597881233181	0.0417070685547398	0.0411601505568671	0.0205016499296946	0.0454983063639182	0.0303094472292506	0.033035105286143	5
-0.0398538060045044	0.0971832148923064	-0.0418640402913281	-0.0466448583008928	0.0510640899425743	0.0143711771502487	0.045933463678401	-0.0526115628127686	0.171027904564378	-0.117197303015866	0.0732293058098747	0.0708413614437589	-0.0194103818096057	-0.0144176108326567	-0.01618789672361	4
0.0237104646887592	0.183965658696509	0.0575305490012437	0.121761521260594	0.042176365813107	-0.00523024436878051	0.0432795692781928	-0.0103598751974002	0.134169652518701	-0.0472699632109455	-0.11194890520713	-0.149598566828525	0.156221550626181	0.0289990869934871	-0.224984266416533	4
-0.0436084289590455	0.0243593540686458	0.0127231087837853	-0.0574384182360305	0.0318691221245358	-0.0106017503495059	-0.00352403997994242	0.0806754257899856	-0.0533143444960396	0.0182903436763297	0.00518108302858236	0.00775369211228086	0.0397004201166236	-0.0103058083558363	0.0451093608735922	5
0.0833313050327556	-0.0311688049631836	0.00082674242498003	-0.0396740749771675	0.0264203008170053	0.124293819475493	0.0879694951261419	-0.0120049040066278	0.0393914519539107	-0.055763793361963	0.0417714949791851	-0.135347080690076	0.0825642356888037	-0.0291792616798236	0.0711583048738643	3
-0.0212938142841501	0.0829112742890647	0.0149226355702509	0.0421318630403739	0.0191671295501252	0.00713581239311249	-0.0636136529254162	-0.00113767504143987	0.0655513757237242	0.0467369781019749	-0.0194732253030426	0.000232214263866723	-0.00719678086908609	0.0548294027555279	0.0133550810224841	1
-0.0419295470112268	0.00779481667889415	0.0536074762415909	0.00881020650390127	-0.0288432911191666	-0.0206421096243002	0.0692619872000212	-0.0676492611217161	0.0232201796226015	0.0132001739907294	0.0483224076967096	-0.101587989232172	-0.0448237455421185	-0.00574857114701195	-0.0297935477043841	2
-0.0473787644092385	0.0412423013915094	0.0103992702026161	-0.059776746790774	-0.0670207536579845	0.0225747593997247	-0.0356939556595316	0.00352102804981659	0.0210202101292147	-0.0314050324105461	-0.0502626939691191	-0.029439299764808	0.0214343827647165	0.00266563616105748	0.0657998462905694	2
0.0871223475240932	-0.0341414887143264	0.0113048336470907	-0.0587353300045655	0.0232229253637883	-0.0135892760768518	-0.0304836176721687	0.0127567066228336	0.034823735774228	-0.0638741213260667	-0.0745882331880162	0.0805517672758912	0.0190718954708294	-0.0553822661502764	-0.0085189161369899	4
0.0323308136665597	0.0717797885724177	0.112963160105922	0.136742779769934	-0.00128601258363365	-0.0240734494045036	-0.0727394013140425	0.0583690535968138	0.0643989887465893	-0.0399196782485014	-0.0348240774401856	-0.0711258467006202	0.0351065362935738	0.00565324201874468	-0.113913632238845	2
-0.00170026081017845	-0.014497856592251	0.00563755433323077	0.147919921738803	-0.0387493374579259	0.0772746745650981	-0.00926474730131229	-0.0317532154915684	-0.0227895126167665	-0.0128380399108173	0.0282233906599357	0.010951864803471	0.0550288464437521	0.0330490622190036	-0.0053080359131173	4
-0.0475375953825123	-0.00964654014838462	-0.0473855567051006	-0.0063824896780992	0.0287713424104735	0.0530813190749914	-0.00796510947056266	-0.0249815314314608	0.0664092133411446	-0.129156335040797	0.00051867270005207	0.0812110484545556	0.0433614291737767	-0.0528069342990465	0.0319843341693027	5
-0.0417931431677557	0.0135095193938116	0.00917012262392777	-0.0265427240901276	-0.0607729130533964	0.0335270237383965	-0.0797924932230633	0.0263599066503086	0.00867872583112043	0.0405316890632212	-0.0945238690972712	0.00518439709766174	0.0398807815599871	-0.0557995452252651	0.00706959290263047	4
-0.00460660800306518	-0.0200401950848054	0.040516654030103	0.0277479659624779	0.0428738404284476	0.0631776469053829	-0.130537463884221	-0.0195425557308294	0.0228197710735926	0.0326222015224331	0.00221705657442421	0.023675248497539	0.0758167543632371	0.0409986083273239	0.0367104587914928	4
