"SV1"	"SV2"	"SV3"	"SV4"	"SV5"	"SV6"	"SV7"	"SV8"	"SV9"	"SV10"	"SV11"	"SV12"	"SV13"	"SV14"	"SV15"	"SV16"	"SV17"	"SV18"	"SV19"	"SV20"	"SEX"
0.0265629251407097	0.0261210907237683	-0.138191022912563	0.0388573955410768	-0.0299132857370851	0.0434657432884998	0.0507014346428928	-0.0582122546909408	0.0514510240128216	-0.00364076335365184	0.0125925364954879	-0.0525745944938162	0.00190108194141701	-0.0518511287584083	0.030104482817843	-0.00826168839984912	0.0342347106523479	0.0349674543763589	-0.0464768406558958	0.0245991680955451	1
-0.0272344240067889	-0.0844549475441927	0.00151540299047392	0.0251474021423983	0.00694977263253338	-0.0268392910130616	-0.00778102712507622	-0.0320978184235967	0.00288584814828922	0.0215117024180966	-0.057959587300051	0.00721942910370126	0.0140150317411676	0.030194468441769	0.0253301575634278	0.0249656751351211	-0.022812838706613	-0.052425823943835	0.0466960888602305	0.0128604070425032	1
0.0520169757040487	0.0460722664152996	-0.173763263029613	0.0232897122645849	0.00675994373578208	-0.0655523826436937	-0.00762305219649165	-0.042240542398521	0.0202654993560362	0.0307796373280364	-0.046080287498748	0.100055554280567	-0.00123641105067012	0.00116659724264758	-0.00747074874484156	0.075993864498412	-0.0550215308559607	0.0812377838009229	0.00923833692391983	0.00739435347694564	2
0.0235870040926325	-0.0207103271432978	0.0382063524934989	0.000893521107930839	-0.0502851494500536	-0.0297426573811414	-0.0213548938917844	-0.00700324954395454	0.0206166378724221	-0.0388594229475604	-0.0305374207393295	-0.0417250141079934	-0.0740660365898418	0.0122443775767229	-0.044594919141701	0.129502566609013	0.0754513168212138	0.0192821715801039	-0.0227994204391363	0.0637679996766813	1
0.0617459697018291	0.0882709810525711	-0.19001776552824	0.0298105597221304	-0.012885398206479	-0.0394506050933698	0.039173669018386	0.0273619722067178	0.0255019648266248	-0.0267769255131576	-0.0285018992551859	0.0717571115989663	0.00189244048110678	0.062771335846025	-0.0656190836145481	0.06093684136439	-0.0127859903729886	0.0791597453830649	-0.0320661423061285	0.0220153249729868	2
0.0100832354286181	-0.00534227209824634	-0.0516945678874633	0.0192695427394048	-0.0242901488939025	-0.0852908620774561	-0.104251622266255	-0.00465179106578531	-0.0427882250294949	0.0366579480426926	-0.0339242009996412	0.00639530055758868	-0.0738127853244742	-0.0442445611366021	0.0818316027151871	-0.0324552940420703	-0.0289666705750281	-0.0132311094645903	0.109453743445331	-0.0327263747890456	1
0.0211291593808052	-0.0470155449116261	0.0300391218052228	0.0431341276405005	-0.0624583074272285	-0.0558430416377296	0.107951710387128	-0.0518365787357774	0.0473809278988287	-0.0177187214375686	0.0414221404637775	0.024646443041946	-0.0260798032640179	-0.0265511181194721	0.0519809949919869	0.0316636491618784	0.0628630814903147	0.0179593729648906	-0.0401277094413594	-0.145371939710326	2
-0.0869727774487493	0.089511097904006	0.00338052593137954	-0.0605681923519282	0.0671545137681721	0.000615333724930001	-0.034895154521837	0.114517619622144	-0.0941202327572295	0.0745742186972305	0.138161278907794	0.0654724514412275	-0.0214162412528164	-0.0793318625892899	0.0548213562601553	0.0230190286347309	-0.0613597685168153	0.100698555776136	0.0582327850720937	-0.0449620561314043	2
-0.0196987586776514	-0.0991868298760709	-0.0353210379928711	0.0426052127746254	0.0159228211492815	-0.0170018760296674	0.0128523163046549	-0.0302866713077399	-0.0439658858727288	0.00423996908390582	0.019474190081955	-0.000108418822574563	-0.0494641493333034	-0.0374523340737589	-0.041668102637688	0.00148384309461488	-0.00952257764786218	0.0344506094230614	-0.0464615613523994	0.0238693413819709	1
-0.0857984888219816	0.0296658360864813	0.0578517078400975	-0.0239373418982436	-0.112351334843102	0.00283174329581604	-0.0409750720252797	0.07338046263073	0.0536981254017799	0.0515046009397009	-0.0851770679405708	-0.0440672794536701	0.00863456611890486	0.104739254576948	0.0378968573047932	0.0316998190194699	0.119428073862162	0.0710744336918495	0.0163105175923561	-0.00522023108349517	2
