"SV1"	"SV2"	"SV3"	"SV4"	"SV5"	"SV6"	"SV7"	"SV8"	"SV9"	"SV10"	"SV11"	"SEX"
0.0453719649124767	0.0944414204323074	0.0329651354688003	-0.0403678948002162	0.0527757469034018	-0.0103323857721956	0.0490542128528057	-0.0418170365166462	0.0345697254376262	-0.148842903552952	0.116372525123904	1
0.00868375484101958	0.11487483347457	0.171972021895333	-0.0436885643273994	0.252288152834801	0.00133727162762249	0.0373788772607366	0.062703460744347	0.0224649865420508	-0.0706388950502703	-0.0136148206932999	1
-0.0292635702713068	-0.0299015564908595	0.00902732785126506	0.038557557044646	-0.00100912489499866	0.0157566516097859	0.059513211107771	0.0521151540416203	0.103382163485769	-0.0550592783789078	0.0364190031469291	2
-0.0321815365164934	0.156507447769528	-0.083918955066851	0.0346179273608832	-0.0968966424350596	-0.0882909731895206	0.0942385234119781	0.0741886101184915	0.105005635207951	0.0248232921446203	-0.13798737051445	2
-0.100614192449586	0.0512174041383362	-0.0592707469032332	0.0156266086149217	-0.066743570933243	-0.0275528547140578	0.121122619364333	0.118011990670045	0.130992544707297	0.00709928520916434	-0.157030670591454	1
0.0545022861577352	-0.126027866152109	0.00525133953504836	-0.131824733737328	-0.0381762248643034	-0.215189492853168	-0.12709149764141	-0.127504874070917	-0.121372878232361	-0.0469402408082592	-0.160935004964747	1
-0.134083701223112	0.00908870975292184	0.0188355412590514	-0.125248848547482	-0.0579399356265282	-0.13297393412198	-0.145192087154484	-0.129489759907709	-0.105531654580104	0.148188134823685	0.028016384398584	1
-0.0800322486152005	0.0684801149507538	-0.126953041684479	0.0453628515421932	-0.00224195968814889	-0.0543315563855752	0.0545686586067882	0.0653875763231828	0.0480849663707447	0.0471635026437198	-0.118358578234683	2
0.00269237043077137	0.0504130468134653	-0.145338198791762	0.0644026099248746	0.101006220309865	0.0196447815897966	-0.108998924078114	-0.0286083042429294	-0.12858935277278	0.0448881967210397	0.0177789740331789	1
-0.13262727296941	-0.0441749561547	-0.0768984716626049	0.033386434969003	-0.0169888019991266	0.0209423646246634	0.0294614595853097	-0.00174770886658565	-0.00323028049549452	-0.0739309163419031	-0.0204355169911652	2
0.063322630933537	0.00907984592460542	-0.103565572469534	0.0705053566946487	0.0491711607564854	6.771303449149e-05	-0.0257532084060074	-0.0902857077695815	-0.158064569287879	0.106149966410988	0.0163423362134182	1
0.0390671806447533	0.174259426911288	-0.028862727479706	-0.00516473061680121	0.0622223118175504	0.0833963676656623	-0.198751628797568	0.0818030439086908	0.0593211014236847	-0.122732254322285	-0.0863606396399778	2
0.030173445976695	-0.028246205800056	0.0366824773345165	0.0391596136474651	-0.06778208093398	-0.0837622464706442	0.111506815989362	0.181578879418155	-0.127460028817713	-0.208840701356871	0.0543338394846627	1
