"SV1"	"SV2"	"SV3"	"SV4"	"SV5"	"SV6"	"SV7"	"SV8"	"SV9"	"SV10"	"SV11"	"SV12"	"SV13"	"SV14"	"SV15"	"SV16"	"SV17"	"SV18"	"SV19"	"SV20"	"SV21"	"SV22"	"SV23"	"SV24"	"SV25"	"SV26"	"SV27"	"SV28"	"SV29"	"SV30"	"AGE_GROUP"
0.00790721845876913	0.0480621079239541	-0.0791413697459924	0.0346901204764287	-0.0602354701324716	0.00765655219936517	-0.0062782641582111	0.0186605541579738	-0.0301642157724196	0.0231959795396593	-0.0562819587981884	0.0850847058628414	-0.0458186068049755	0.0256270357181347	-0.0418464838803018	0.0215928821837167	-0.0343233954747452	0.0229342266239343	-0.0606661218375892	0.000930720313668474	-0.0193764852455773	0.00344143315554989	-0.0347056181423205	0.0305670053781364	-0.0730908525541004	0.032400359760128	-0.0639846681911986	0.108156819728621	-0.00695412887214964	0.0242345545401893	5
0.0410180533833366	-0.0171433951114049	-0.0490517095863294	0.0244409858926015	0.0203639396758576	-0.0168918460686461	-0.0408870369364906	-0.0301576752309507	-0.00179171482601147	-0.0411573964283748	-0.0129733803552508	-0.0405976658339934	-0.00235976974474297	0.0514926183688889	0.00340524501233087	0.00368165028637768	-0.0122655575646726	-0.000106192778980711	0.0518708127153218	0.00701240996074627	-0.0786710502866791	-0.0363093404708167	0.0618941052545427	-0.0158684689208143	-0.058715494617903	0.0075343441315393	0.037299895900056	-0.0286506236399416	0.0161208626931724	0.033286057154804	4
-0.136255614026102	-0.0366814719684377	-0.0225212155442202	-0.0309079678954568	0.0325207618718666	-0.0623362693228791	0.00467590283462037	-0.129402210934863	0.00164066269120619	0.0415029750698721	-0.0440008209488291	0.000488917650292547	0.044384517965818	0.0369478314016793	0.0453362660694101	0.0270231180188388	0.0371177323068715	0.0369873106298401	-0.00102416187370639	-0.10076038560724	-0.0293915275962121	0.0881213362686243	-0.100304495605531	0.0398077267271528	-0.0724494903739393	-0.00383087116611283	0.0155445953472652	-0.00150713354958842	-0.0606441965559682	-0.00489962257557133	5
0.0649746318550941	-0.0742406647469022	0.0282940983564729	-0.0153671109882039	-0.036730729741383	-0.0438034773998808	0.000208330118424045	-0.0374895512865492	-0.0318688669140066	-0.000499655210319375	0.00809113586292845	-0.0200100974072955	0.0222381217673218	0.0648203168770811	0.00443219586415308	0.0874559777660708	0.0160833702752291	-0.0191821379638701	0.00259128057071839	0.0865241802347016	-0.0500190018226056	-0.0490590826326091	0.0674818898624355	-0.013646521939964	-0.117083848764411	0.0631556459663411	0.00905549802375911	-0.00619448668255239	0.0217605362114782	0.0433841451077203	5
0.00873692322440925	0.00701674995056206	0.0548899405127442	-0.03960810743309	0.0468136561101123	0.0875917935020782	-0.0763966514296014	0.0189096688142263	0.000147766252221029	0.00693759206593335	-0.0329293356680183	-0.0243964223573377	-0.0503495575978666	0.0321074367892406	0.0175307443663087	0.0670718646036259	-0.0343279200192258	0.000909141401980298	-0.0012515288957903	-0.0456795691507787	-0.0151711255282203	-0.0206662973454099	0.00925070906980592	-0.0133287993961071	0.0485238274785143	0.0173131564956935	0.0491478148381746	-0.00784890890345757	0.00207801616649231	-0.0163835051111977	5
0.0582935099696748	-0.0162041293620491	-0.0183709838943796	0.088941644686809	0.0625761245324186	-0.0101140580386149	-0.00630732015361342	-0.00848545364971706	-0.0156188572720635	0.0835109831972386	0.0116031294690453	-0.0164858760274391	-0.0158348313205618	-0.028337705283129	-0.0224552171003519	-0.000313391202952581	0.00869081321813429	0.00306749669913495	0.0341917677934226	0.0117688601935717	0.0102607572116186	0.0137939598178988	0.01547307975902	-0.0100352038051699	-0.0441015290163144	0.0674945524233044	-0.00914204070184256	-0.0300953188282125	0.0374179350345702	0.034062476878904	5
-0.00437054201882739	0.0380793259172714	-0.09819338048357	-0.0912867557476626	0.0483021279510341	-0.0289797027335689	0.0147365819356662	-0.00501216092917083	0.0246604610954141	0.0591606018001546	-0.011320642472595	-0.0641540982999537	0.0341828217349185	0.0415500954511729	0.00428010157586997	-0.0286766072981135	-0.0621835043647906	0.0146844364359027	-0.0122803373784177	0.00364834596886241	-0.0512645115157194	0.0078571101990743	0.021924565352344	0.0526423129715639	0.00125639704384689	-0.0182759041211504	0.0394758697455807	0.00102348682354575	-0.00744696875949675	0.0651898844427452	4
0.00204598568913664	0.0110885306943248	-0.0253359607220543	-0.0638191431479937	0.0240223104398916	-0.018686102345545	0.00679191045825955	0.055132669532684	0.00110841378889664	-0.085666836580704	-0.0499202093706502	0.0310189133331678	0.00869208215759545	0.000685671033559959	0.0322768465532323	0.0187199666911935	0.00591603448190645	-0.0479911513248595	0.0559478680897126	-0.00018145612397308	0.0841130228693543	0.0316827840347914	0.0248042656147504	0.00906974145364744	-0.0330897090670938	-0.00195557230812953	0.050251514050303	0.00534922998679543	0.019383645152018	-0.0173682049897368	4
0.028649316081666	-0.0417174208277413	0.0369251776304236	-0.0501251472152905	0.0266209773363231	0.0801493483816716	-0.0660351273092071	0.0265692989770578	-0.100558847816726	0.0334768302920901	0.0261362659617027	-0.00118039232291643	0.0638389905519937	-0.0451052477615475	-0.0031783620835199	0.0364384006098786	0.0472712333018676	-0.0104288405890122	-0.0250442619715511	0.0174335555208031	0.00194639390841574	0.0202458229433099	-0.0274349830744277	-0.0246589764528315	0.0246588579853816	-0.0544792719941421	-0.00697969452325124	0.0433374619490342	0.0348855314316535	-0.0258843988873533	5
0.031352538638183	-0.0253934400112916	0.0209705810193731	-0.0602548528056351	0.0244928253944206	-0.0589520780229976	-0.0405069499005556	-0.0355182737216667	-0.0122661833715053	-0.00714820762409807	-0.0199229045894555	0.0138778228897869	-0.00588601071632175	-0.000233028610500632	0.0551316374845195	-0.0176777490462332	0.0669405470792595	0.00126192455851182	-0.0161622882655661	0.0135694693666079	-0.0877708953862698	0.0120012124062342	0.0460717336463766	0.057382181094068	0.0155011548822852	-0.0122792243087831	-0.0686930189199915	0.0362857315031224	-0.0334342784988494	-0.00499291243256449	4
