"SV1"	"SV2"	"SV3"	"SV4"	"SV5"	"SV6"	"SV7"	"SV8"	"SV9"	"SV10"	"SV11"	"SV12"	"SV13"	"SV14"	"SV15"	"SV16"	"SV17"	"SV18"	"SV19"	"SV20"	"SV21"	"SV22"	"SV23"	"SV24"	"SV25"	"SV26"	"SV27"	"SV28"	"SV29"	"SV30"	"SV31"	"SV32"	"SV33"	"SV34"	"SV35"	"SV36"	"SEX"
0.0243340433205554	0.0840552312505289	-0.0377439283114185	0.0758745733857949	-0.044680525251219	0.0104291861512217	-0.0344393295667574	-0.034888836879386	0.0174253272305498	-0.0174760791123448	0.0782174762839155	-0.0437487721404956	0.0271726328402695	-0.0624664700194255	0.0444821245052703	-0.0939071446631291	0.0304827372519629	-0.00784847142320694	0.023864165065108	-0.0397506181043773	-0.0433777653394326	0.0325574243706575	-0.0217587248279124	0.00529285804348745	-0.0368761929117718	0.140222467495681	-0.0249205449778794	0.00224172288283894	-0.071976476283513	0.00700706948758934	-0.0223029658041983	0.0315023367887758	-0.0296627682055511	0.0553151349565868	-0.0252100089463874	0.0145772330961123	1
-0.0288379181499138	-0.0723446351686455	0.0396076498390766	-0.00601160289113889	-0.0134223512066711	-0.0111868238044451	0.0286250468921409	-0.0923053825131812	0.0719526317914011	0.000897138700976859	-0.0127100335246659	-0.0192007298125707	0.0251331411351611	0.00224643467419117	-0.0584643693514409	-0.0231055539863846	-0.057827316986531	-0.0529711385805473	0.0726565383797913	0.0430261831653426	0.0357989828564242	0.0272124861232277	-0.0269685316423899	0.0447622730089624	0.00438883931086736	0.0113572611771711	-0.0671573346321929	-0.035970272643469	-0.00638829435870445	-0.0702104354015654	-0.0428748818344409	0.00877695941581579	0.0667984177702032	-0.0287806968223178	0.042928870008052	-0.0019230302720464	1
-0.0803210662338707	-0.0255563012103703	0.0955427889341076	0.0459149758593916	-0.0265306981755249	0.0204215682143716	0.030871928802557	-0.000856529104654696	-0.0255964806569459	0.0210193965123188	0.023511630649883	0.034348474048025	0.00754200236214787	-0.0376303529382954	-0.00394565482086612	0.0748288285904943	0.0705181726996106	0.00684629713656914	-0.0627991519516721	-0.0269676278448969	0.0543729220786029	-0.0314980327497078	0.010627178338636	-0.0273745530045574	-0.0540558075954924	0.0682131244005408	-0.0585861855040812	0.0390112499185444	0.0287824153515414	0.0413061363494238	0.00384920168802122	-0.0383860523087801	-0.0509527203884332	0.048885573315082	0.0149467177617883	-0.0128658702494093	1
0.0372383984268391	0.0115778694713652	0.00663466217000022	-0.0642451329944405	-0.08390354454212	0.00748758532860475	-0.0270080920933581	-0.00542310452605482	0.0543874659528581	0.0203737778185858	-0.0293167707266108	0.0103617164909796	-0.0146341500750303	0.0120121750392647	0.0500241949202356	-0.0309536122508392	-0.0294529199345823	-0.0375123002971825	-0.040686769687835	0.0284428323408187	0.0193870943033262	0.0076869327721646	-0.0191439273559237	-0.0740195187884248	-0.0174412325189737	0.00388047391168919	-0.0359999110821264	-0.0447677674604533	0.0404443359909183	-0.0208561499930619	-0.00502187228659962	-0.0238788826885869	-0.0584618958605381	0.0572009240610105	0.0486858300784421	0.0709606293303526	1
0.0477212833184675	-0.00298367277601108	-0.02785521922002	-0.0623703565739895	-0.0167353686173463	-0.00384846103038355	-0.0710725115225338	-0.0381232070966055	-0.00165241830624058	0.0492464149200536	-0.0164436710334449	-0.029956137885025	-0.00878764960668578	0.046384854154554	0.0300852729417951	-0.000936215808779839	-0.00272079256584513	0.0224168896728121	-0.0675724004516394	-0.0160941089737843	0.00529371689820346	0.0228780637071267	-0.047209132064917	-0.0394193534288891	0.0192778498526119	0.0243830357497165	-0.00943431227057884	0.0242754787920941	-0.00866047549756126	-0.0128260660319951	0.0264558939017866	0.0282604342082822	0.0135317187685457	0.0206847343891686	-0.00343383171484705	0.0345909790815934	2
-0.0443087597784711	0.000520158255854025	0.0544906069869723	0.0515013407600896	-0.0186291449145898	0.00870254441331363	-0.0832196957475627	0.035859206135417	0.0476448073956075	-0.080118267203327	0.0329390404939561	-0.0219181033270706	-0.106283554450496	0.079553430588086	0.0194403265298218	0.0065523486711408	-0.00647393685261283	-0.0172089121504598	0.032992427312115	0.0102266056504445	0.0375627880243682	-0.0225136179027461	0.0153717021521023	-0.0578226237230457	0.0117989647394869	0.000854377395800021	0.0768974038244957	-0.0533144821890959	0.0325702943039144	-0.00338453492118782	-0.0494343999426089	0.00676126471068496	-0.0638724731078615	-0.0826178994041369	0.0275363729367407	0.0224202276736914	2
-0.0754448394463793	-0.0106119024813337	-0.0225844035636539	-0.000674460319961323	0.0666822513654238	-0.00841760514211699	0.0466020437581336	0.0819395844149364	-0.0317242591395434	0.00436480072083333	0.0383647665140315	-0.00440119183549428	0.0127109567600793	-0.00547907803470294	0.0214150699402668	0.0366192744352548	0.0661904711202135	0.000429693073215493	-0.0803522726988437	0.00734114899296467	0.0337294743982413	-0.0326035261155007	-0.01456809847572	-0.0479702330015888	0.00724039020002804	0.0308502576948317	-0.103958738243174	0.0204897834359203	0.0818566372640121	-0.00298661726886232	-0.0158604922469785	-0.0415139124238939	0.0103371057554206	0.0464756798832761	-0.0696909481705406	0.0458967407662003	1
0.0526416749926125	-0.00155991082360663	-0.0240915654023354	-0.0485371483145776	-0.0608355057415516	-0.0078201049151717	0.00434168774293509	-0.00819624168317234	0.0141663810112038	-0.0104520642117734	-0.0186159912246811	0.00548640142159171	-0.0166808020067036	0.00389703729504834	0.030326161905984	-0.0290170744532641	-0.0197252115170293	-0.0294772984762998	-0.0579402014358436	-0.0174182391995651	-0.00260653816009695	-0.0233566536767572	-0.051965449707983	-0.0536841432918345	0.0116194133652078	0.00205764286139673	-0.0132869654954454	-0.0298550417272961	-0.0330716933432837	0.00171103061223751	-0.0148301425737145	-0.00164005319838749	-0.0324144707443224	-0.0402073720638621	-0.0493969946716007	0.00606412559999625	1
0.0465171126920174	-0.00152937195100234	-0.0318804197876537	-0.0467006854608702	-0.0320089449860311	0.0287381031022314	0.00800826842662855	-0.00691064724381385	-0.0241768859443529	0.0203538630897272	0.025931192009798	-0.0381793617751394	0.0142957394138121	-0.0200643736518939	0.0339613974050163	0.00431579889065364	-0.0179515870842285	0.0259827269876552	0.00629934424659454	-0.0339308032326919	0.0499059118839683	-0.00136569521093938	0.00260493363833066	0.0385541500173931	0.0176585148281714	0.0530578100906682	-0.0306257953653405	0.0709807340488146	-0.00794661625723118	0.0700867555070133	2.76866622549356e-05	0.00740920542932162	-0.00589662875978037	0.0116218051631802	0.0970251622943451	0.0138477381240965	2
0.0593427687945851	-0.00910929594680006	-0.019385865525977	0.0444558957907978	0.0689012120188474	-0.0871895308055015	0.0508643108348726	0.0455129074258225	-0.052714454689946	0.050922521317524	-0.022098836928795	0.0876444464075342	0.0616294993070681	0.021930498552492	-0.0765819208869001	-0.0230090039171636	-0.00829544156927944	0.0174144441201621	-0.00741796548954203	-0.0203196367036912	-0.0522219911047713	0.0108633459516586	-0.042566936064704	-0.0158070116815261	-0.0396048904426562	-0.0149832166737265	-0.00368002025209052	-0.0027661975919724	-0.0407212506974864	0.0331483344861451	0.010602027989411	0.0826557797762583	-0.00918735707305175	-0.0325887037666946	-0.0245318172645288	0.0240663212323261	1
