"SV1"	"SV2"	"SV3"	"SV4"	"SV5"	"SV6"	"SV7"	"SV8"	"SV9"	"SV10"	"SV11"	"SEX"
0.0183993600824148	-0.0804975511169282	-0.0442541129872241	0.0203548378734746	-0.0255020453456418	0.0127058813973741	-0.0315026078893993	0.0799524903944141	-0.0492471125436816	-0.000460961045296779	0.115699852538969	1
-0.0173131216902476	0.0147763172412971	0.0287299291549596	0.0413465819115271	-0.0103831017546194	0.0417306327158854	0.0697792878280291	-0.0589138819512387	0.0468950908833653	0.0130375441515153	-0.105731281893009	1
0.0548967807797736	-0.0692380207803706	0.00894079684382842	-0.0108133825911675	0.0330593369442701	0.00157903739959195	-0.0153827956385237	0.0304607137230815	0.0323795516730424	0.0981566514422823	-0.0547460275743295	1
0.00324669121761034	0.0986836064280117	-0.122287274255509	0.049758829585714	0.0115805956070815	-0.00872771002705641	-0.0111315774763248	-0.220710893534474	0.118561354782052	-0.0506845627604244	0.0335328962691586	2
-0.191026439344037	-0.0596859917766844	-0.141464700413673	0.111788924553791	0.0717623777469443	0.113794058678493	-0.122732658466842	0.041603712555144	-0.046380962303107	-0.0990108250391167	0.0138632810939854	1
-0.102471620002747	0.0566111905093406	-0.0463803439881424	0.211897847386797	-0.0474416377113928	0.00335357811566919	0.00457709370239534	0.190072542065704	-0.115235209049606	-0.0881958852623944	0.0541678375256157	2
-0.120579784428734	0.0450568146831801	0.0512196355009503	0.0864904618363922	0.0160886882742515	0.0539075830330279	-0.0242370292088771	-0.0498390870414014	0.115252632163544	0.0263888798433692	0.0731432812728752	1
0.0216386756119552	-0.0417814857883695	0.017145435042253	0.0298505517722933	-0.0657858442125339	0.029010674574472	0.0765926048725211	0.01177928082913	0.0376444469126907	0.0598850406320161	-0.11273713802834	2
0.000413281761862273	0.0219866379661296	0.0566219722177198	-0.0451236993338676	0.0313181769197569	-0.0366504076399653	0.0657045489500712	-0.0949563847247459	-0.00695983957521168	-0.0908153292833558	0.028858947308582	1
-0.00558696148348342	-0.00672966233700766	-0.0765692501461691	0.156992384244708	0.223520098645029	-0.11959668685931	0.0145777396622609	0.0654421717983627	-0.181881575191011	0.057412268275838	-0.0686346106858541	1
-0.113238095749329	-0.0301588241487923	-0.061550613277666	0.0695145142599718	-0.0578619782395849	0.15710314485941	-0.000200606859604879	0.0131690401880996	0.021037939962374	-0.0790282658826897	0.186678003859539	1
-0.16685723674532	0.00651945393026649	0.0869667523424343	-0.0374493676517329	0.0211882490648247	0.0482056608958055	0.00257917517853642	0.0417998388174953	-0.00573399727391111	0.0870832097941807	0.106155592868928	1
-0.0286807263277293	-0.0374435076827937	0.0753864604822522	-0.0326791307724566	0.00220675789379499	0.0203266848215864	0.101567475728134	0.0444115546431481	0.0219064057221814	0.0842612863288492	-0.00710949919812523	1
0.0347944704823677	-0.090288784494436	-0.012428267799119	-0.0524467356185632	-0.0195566107212705	0.0295517081084818	0.026674390941335	0.0262660500685757	0.038355217320941	0.0625565119523825	0.0410437782382918	2
0.103157702999609	-0.04668463861365	0.137589191812668	0.00643646754688935	0.0198339925715821	0.0540223154389096	0.212368621068184	0.0203126723871498	-0.134722346858437	0.0174007566597311	0.0505537579069883	1
0.0836341093008473	-0.0584597658921239	-0.0116755974673781	0.0234871067106593	-0.0557197758826509	0.0500068270929796	-0.0310751156407499	0.050633747065588	0.074713648146795	0.0637383063219255	-0.132678775036762	2
-0.0564733252687923	-0.069875335404316	-0.0279004896546755	-0.0848969568656765	0.00454026559580398	-0.0203030638016484	-0.0762164660809255	0.0263532810724393	0.103092114434247	0.0757261063493242	0.0367213147267607	1
