"SV1"	"SV2"	"SV3"	"SV4"	"SV5"	"SV6"	"SV7"	"SV8"	"SV9"	"SV10"	"SV11"	"SV12"	"SV13"	"SEX"
-0.107957856878391	-0.0151045443701478	-0.00692314139199593	0.105490761017692	-0.00197392447196519	0.0408134946364818	-0.019149999535399	0.0423830945808404	-0.0147065034105068	0.0586419256398104	-0.0335863874305091	0.085236769831973	-0.0768365169023921	1
0.0509295176868038	-0.00649735700486076	-0.162371404831588	-0.0316963783376471	0.100746432552969	-0.0220152918617307	-0.0497106461527902	-0.133364591655791	0.00184141460742988	-0.0181576997212097	-0.0391563978658753	-0.00705900075280445	0.065889529840077	1
0.00266317460734955	-0.0153046367305682	-0.0503324702966971	0.107071918636762	0.285487081642205	0.0545105208944038	-0.126497632960299	0.182397762035015	0.0543954330982196	0.0148174437942695	0.240654075897741	0.042292708458455	-0.142079169365501	1
0.152403618444552	-0.00266636809348264	-0.0505368198382849	-0.0205135737018599	0.0803577125518392	0.0821812978191019	-0.0786355427872225	0.0180331513145095	-0.0258586914241495	0.0126083415769296	-0.109502568869034	0.00753359365211079	-0.00821568706161438	1
0.142363650008332	0.0912031367336644	-0.0752297950985122	-0.00806138818735513	-0.0865567340819896	-0.010817727829155	0.021818068483681	-0.0217452124051871	0.0479745802101082	-0.061244629938367	0.00414880499317985	0.018965201121034	0.0188457732422946	2
-0.00439478607868232	0.113025653115216	0.100510001636753	-0.14977535646641	0.13316601151997	-0.0745023924907512	0.0291124195720305	-0.0812801743885685	0.0480510553427807	-0.0825635831585074	-0.0330927752969828	0.0374569112160452	-0.0425775852159165	2
-0.0543180787617477	-0.0789445443568943	-0.0279250968274523	-0.0348742178428752	-0.0295863603444456	-0.0204027183431451	0.00507872833265442	0.0379940896692541	-0.0211576948754634	0.0325304726946407	0.0441650380511265	0.00895078867691809	0.0170197550473517	1
-0.0228471396540205	-0.012061857875768	-0.00701949599981463	-0.0130923422683596	-0.00407225582974834	-0.0775153656900301	0.0864146144929087	0.126889804711322	-0.0128090358395227	-0.0366380440674013	-0.0179963908610436	-0.0415185651435992	-0.0111258144288663	1
0.0275589909158608	0.196578491066692	-0.0312215825481434	0.0519033345973479	0.128283673188783	-0.115710080552359	0.178779821324734	-0.00944156756088205	-0.0345459674532795	0.0339834649316343	-0.0577454614662425	-0.0613378856710413	-0.0165574991519171	2
-0.00178317860525707	-0.00186473545844768	0.0167313170081822	-0.0207220092303705	-0.078098185065058	-0.00551509359946561	0.0346919617144295	0.0922675588044746	-0.111852203096849	0.0416254816592838	0.0842093667435265	0.00277260406305074	0.0800933578805139	1
0.129127589206751	-0.0547621590173366	0.0503277546773023	0.133389993999913	0.0366503987739302	0.00904008747880505	0.146081454122336	-0.0439511735135638	-0.022742854518146	-0.126765179649181	0.0413765770372629	-0.116352198935891	-0.0582036082258336	1
0.0870082200068412	-0.060756633172323	0.0229921444733116	-0.0636298605365616	0.0229198159811757	-0.0749131300918314	0.0249116704510745	-0.0131726031928331	0.030131600163581	-0.0342246144019746	-0.0487541904709192	-0.0374737171169507	-0.0177027532223722	2
-0.0570065111550711	-0.0288816371955949	-0.222657718772378	0.0198636251644345	-0.009644087544181	0.134869253805017	-0.140013393054435	-0.308199361752553	0.0616658445077999	-0.112051306983875	-0.0647752362159512	-0.00168448055286453	0.0175123183643014	1
0.00587998643686101	0.134227188046744	-0.122358944660627	0.018935967677328	0.0725618531523446	-0.191205359397509	-0.0970670102431075	0.0206068030835564	-0.0935201703137398	-0.0583734407539139	-0.0266143206764091	-0.0217888969100744	0.141614257012581	1
-0.00990627153844834	-0.0415987058013581	0.162483970340188	-0.152412403792603	0.104655661939851	-0.0454508982496687	-0.0559441494732622	0.0130622975314976	0.0319280261437806	0.00727956130690705	-0.00136338330167998	0.00283977891270523	0.0436695477812875	1
-0.0587803063737505	-0.0485378537632324	0.0214319186373339	-0.114048030114503	0.00802137047260787	-0.0481151605357237	0.0329106764424962	-0.0491957835722131	0.0536985062503113	-0.0853537951492841	-0.0610565690196823	0.0639239652372303	-0.0130110005822227	2
