"SV1"	"SV2"	"SV3"	"SV4"	"SV5"	"SV6"	"SV7"	"SV8"	"SV9"	"SV10"	"SV11"	"SV12"	"SV13"	"SV14"	"SV15"	"SEX"
0.0345376574213074	0.0392711564170867	-0.117660194797007	0.0735874105592195	-0.110126227215097	0.0790453998734296	-0.053165024925152	0.00942436821719612	-0.108740670802406	0.162226242561358	-0.0183336433837408	0.0402996606390606	-0.0613988551141929	0.00512366952427862	-0.0117543162305727	2
-0.0595798502911113	0.0190539153949444	-0.127472446885505	-0.0478948674409461	0.0801870802968586	-0.0844353040580995	0.00956248488995046	-0.0208932957346561	0.0426479636739882	-0.021815380686102	0.0252961067869121	-0.0105877947324243	0.00964307376957806	-0.070788339826032	-0.0161233356272813	1
-0.00355868753537414	-0.0203551684558856	0.0187936726940695	0.0428393022984671	0.0334697059207319	0.014560611065854	-0.0654635532307174	-0.0727007815703526	0.0316741008612783	0.0128028843345023	-0.0157253626564352	0.056315083200842	-0.0383309978569782	-0.0451096953708513	0.00260792780858001	2
-0.0453570592449805	-0.0597681768096692	0.0100994613437823	-0.00843318451082781	-0.0847369619835561	0.0503867345770543	0.0555881273491635	-0.0305670330635725	-0.0228829483676497	0.00258699988455136	0.0994624321854732	-0.0180336409682489	0.0836353558492726	0.0366298045993236	0.126633399043695	1
-0.0913081799830465	0.121791268309867	-0.0780904968225239	0.0744238782769987	-0.00857148098213326	-0.0596777514763736	-0.0109107827773166	-0.137356792742142	0.00169232113317075	-0.0253082836629868	-0.00595131620770383	0.0448418585438194	0.0627980956026702	0.0567255194389359	0.00368967142396782	1
0.0355524838501	0.00878091287824409	0.037413246449076	0.0647272952178723	0.0177013682430844	-0.0166273819768736	-0.0234568088820007	-0.0421851861379733	0.0523239366532468	-0.0855429348528126	0.102865223044456	0.0210369046315021	0.000390159886682367	-0.00137553670115067	0.0702651003268289	1
0.0551854745689054	-0.00422559119244153	0.0115046995056601	0.0898543188530409	-0.0309227041439012	0.0224041203518262	0.0304934877554817	-0.0151358502678495	-0.00777047600571013	0.0303546380711948	-0.00423939102733211	0.0046159773390939	0.038226767916001	0.0261287094270647	-0.0428863459280035	2
0.00919646099261756	0.00307817492098372	-0.167578042204451	-0.0182464672947236	-0.106313317314064	0.00206463223220776	0.0232838605224971	-0.0380842166220987	0.0450417708365506	-0.0302145412791924	-0.00017507691518432	0.0618982766502393	-0.0729506903474649	-0.0242171270041984	0.101240521920063	1
-0.0351543840490306	-0.011129073776457	-0.00422569301030958	0.0842293100768284	-0.0080583411101478	-0.010346051768457	-0.0115243398388198	0.0070543088005347	0.0126707323601084	-0.00971898742476414	0.0252426773567399	0.0296040457108466	0.00533696372524722	-0.0207608799211715	0.0444711893701619	1
0.0962292028585593	0.0582644634604059	0.0258014423414286	0.0465325002539355	-0.0510151405034263	0.000596630638022899	0.0392485049880525	0.0366653310559993	0.153907787531306	-0.0346999217166621	0.0104372082966119	-0.00562235410729964	0.129190179778276	0.101419673818971	0.0287825240538037	2
-0.0466877810060439	-0.0440454365884521	0.0429825022309437	0.058495429063862	0.0539268801036463	-0.0554970892243052	0.0099488101915245	0.0840450478358651	0.0769723164039067	-0.0793774225966442	0.0523205999714813	0.0151735031701774	-0.0214040080565833	0.00699070859063101	0.0836477085133722	1
0.125003480061867	-0.107702044750914	-0.0106753550329246	-0.0855509772798949	-0.0520150933431104	-0.0352596317011107	0.0244995892975326	-0.0323388384189104	-0.145922840251115	-0.210790498987664	0.0108111483391382	-0.00532363270302311	-0.0302516277767451	-0.0104444995376341	-0.131218846087722	1
0.0407798248042746	0.022793816193987	0.0398788592822942	-0.106395898206927	0.0980189409340319	0.096137916257036	-0.0398302163352928	-0.0263911631889012	0.113573431605575	0.142995832071015	0.145732417868378	0.231743509762664	-0.0709946671003278	0.108711962561717	0.0108089324610717	1
-0.0695113907029107	0.0571612228272313	-0.262934940093475	0.0793692931304613	0.377673637875101	0.730182410991337	0.0558954095576155	0.212076610684126	-0.0761777151664615	-0.24592402720269	-0.0450265891686755	-0.00931095310604763	0.0345216445644992	0.107334864884921	0.0383539281849908	1
-0.030558452472987	0.061224508415347	-0.0296762852905633	0.0098160999229578	-0.10291005467694	0.00738305499910447	0.0926686918175277	-0.0474509042101927	0.0608893187438179	0.0198746997406617	-0.0191517475899758	0.054418756716671	0.0637924270958194	0.0206720856993035	0.0768406152184002	1
