"SV1"	"SV2"	"SV3"	"SV4"	"SV5"	"SV6"	"SV7"	"SV8"	"SV9"	"SV10"	"SV11"	"SV12"	"SV13"	"SV14"	"SV15"	"SV16"	"SV17"	"SV18"	"AGE_GROUP"
0.0166781697734672	-0.034883147360812	0.0439060975039487	-0.0879595663499822	-0.0549058407370946	0.0272637386077564	-0.0518191529142369	0.105575488121665	-0.0623026648949625	0.0677647064350526	-0.0678810391464983	0.0182004887027407	-0.0396329940094574	0.0136187179882439	-0.00248230813300623	0.00795350459168757	-0.047145370275969	0.0106071495287903	5
-0.0352517697489954	-0.00929374770802588	-0.00464073977996043	0.0883813894130834	-0.0125330035732066	0.112805701817198	-0.0413299131674867	-0.0458471737771123	0.0422232191501115	-0.0457094874587014	0.0615366762792229	0.067093097192971	-0.0185006113230417	-0.0245151943098603	0.0892327890919924	-0.0467083832668514	-0.0312323075092552	-0.0874517148162157	5
0.0215298559702678	0.0147020471864673	0.0310404663234599	-0.0290096806974857	-0.0473205655164113	0.0245886317377851	-0.0169173381573551	-0.0162549756227201	-0.0713875888416088	0.0786557049826407	-0.0134975662967234	-0.0492356146917315	-0.00499281096676497	0.0294714236911999	-0.0681765381815592	-0.0415729639260871	-0.0707745696959146	-0.0449010192828169	5
0.00979728840085098	-0.031445955290659	0.0738970314778071	0.0883475001725309	0.019707808345926	0.00817348031511278	-0.0986360188380494	0.143621358105965	-0.00110730222513528	0.0173309226189517	0.00269437945504761	0.110331230521013	-0.0358566078821469	0.0378763231010958	0.0359770864394073	-0.108470334442387	-0.0216593597540752	-0.110205646601414	4
0.0391432470382955	0.0329093786466489	-0.0210583459691544	-0.0644671049632157	0.0487860462145931	-0.011025701051855	0.00923757455960682	-0.00139129563239827	-0.0668009028388356	-0.0892597488317829	0.0291137921149298	-0.0437599231578156	0.0347563214248736	0.108440213739115	0.0391234035216363	-0.162492636272358	0.0863204724052852	0.0527875409451983	5
0.000164365763612894	-0.12188621786894	0.0828373611991234	0.138633290662756	0.114108862740763	0.124457331826955	-0.0160359826888717	0.0575405622746136	-0.113252367073448	0.0865180958786378	-0.0752946954284767	0.0953507904967954	-0.0858753490050417	-0.0583574379081764	-0.0242748496679188	-0.0859538905581437	0.0609334722294649	0.00615969566672753	4
-0.140887334892355	-0.0211893685432775	0.0546381885755356	0.0236548856102778	0.020103245084853	0.0142370335070027	-0.0405423062972695	0.106003776334439	0.00325296510108228	-0.0891348184541935	-0.095115674352916	0.0190027165667213	0.0502937161088649	0.0374883625258896	-0.0109037983011468	-0.032961719017426	-0.111731985932349	-0.0136876729939597	5
-0.0214554208526199	-0.0426038627986601	0.00717632619236225	-0.0555524348187082	-0.0460759366541642	0.0498772223387989	-0.047666667510063	-0.0911897732842954	0.113600924803345	-0.0198296325306797	-0.0684475773123342	0.0393520369464778	-0.0365856484855106	0.0732389328148865	0.0504425614349206	0.0526442861740939	0.0112294137636438	-0.0392397660524624	5
0.0221441602199998	0.00469472864374333	0.0144499247060788	-0.0170421623542126	0.000642628336613937	0.00348636799142096	-0.0520400232884432	0.0448349103624454	-0.0415909705529317	-0.0215177254542501	0.0548820066355556	-0.0444903874580507	0.011180150903218	0.109943871016559	0.0635656891450904	-0.0529809599826029	0.0235898324772446	-0.00951969540552776	5
0.0265460705442372	-0.0305782943949103	0.135819859457445	-0.0121157751480499	-0.106221519152574	0.00714704961032842	0.112162814206665	-0.19088833375333	0.0302904272452851	0.0182086646440714	-0.0111298463650734	-0.000160678142669138	-0.034409975271729	-0.00805647247939195	-0.0245372908315654	-0.043825096780641	-0.000991765234764116	-0.063991329014529	5
0.0232178188174601	0.0636146168073002	0.0267395467912349	-0.0241330336899148	-0.0329042480033494	-0.0574555069523371	-0.0446035492422271	0.00822811620903741	0.0224435280603724	0.0247419777300781	-0.0375533351387165	0.090472503895297	0.0381508474045733	0.0253290805657272	-0.0592910579207438	-0.0102500461027852	0.0116063328852647	-0.0699831502521853	4
0.0581607015543064	0.0743843699993897	-0.0101341380505114	-0.013528958236228	0.0918133682627753	0.0392741527680873	0.154908882911044	0.100003337343229	-0.117631245556008	0.0138157962634692	-0.0270683308792287	-0.0482762992297339	0.00521823252736971	0.0376341153310739	-0.0137385983466019	-0.109479533267059	0.0718378641402933	0.0551735156850286	5
