"SV1"	"SV2"	"SV3"	"SV4"	"SV5"	"SV6"	"SV7"	"SV8"	"SV9"	"SV10"	"SV11"	"SV12"	"SV13"	"SV14"	"SV15"	"SV16"	"SV17"	"SV18"	"SV19"	"SV20"	"SV21"	"SV22"	"SV23"	"AGE_GROUP"
0.0182251501619048	-0.0345691714081194	0.137237493918386	-0.0425077779814982	0.0323629799009149	-0.131237366320037	0.0408927027777645	-0.118475564548808	-0.108614293678204	0.102626867724928	-0.066877787796544	0.0252905175550175	-0.0413779040515417	0.019277890862072	-0.0448835541293667	0.108484007839169	-0.0413746358264776	0.0519250911152306	-0.0356568882546194	0.0403859086374652	-0.132636662953452	0.0949359981728886	0.0198761429145062	5
-0.0170009876888311	-0.0379701362464195	-0.0184953491498185	-0.0464872064883059	-0.0379941418355959	-0.164736381425118	-0.0144959794809062	-0.071749969495285	-0.0279104906270435	-0.0284476290320603	-0.0390778519608368	0.117722969886788	-0.040938778990041	-0.0459075334719108	0.07356467259817	-0.0709726254980953	0.033924761315792	0.00897523423835596	-0.103038101515686	-0.0193320308464493	0.0139014360829459	-0.0385298877842514	-0.0498915731003376	1
0.136528804459223	0.0160268064363708	0.0666808312306987	-0.0890328717832182	0.0477595465290405	-0.131735162881462	0.00577225709589787	-0.00639359827098762	-0.0620311684960518	0.125887989330896	-0.133697948116305	-0.0498892343177298	-0.0273678811532461	0.130254023100182	-0.0478805679403752	-0.00505354098102492	-0.0310870075131527	-0.0162530902865164	0.0758939775266464	0.0625626276521708	0.0705458868474696	0.00816085544827586	0.117760389287744	5
-0.0277329599193616	-0.0444182147871093	0.0327973177671296	0.0677264266337163	0.0124385784446888	-0.0221265344312287	-0.00962232623995158	0.0899961143274629	-8.70205835331039e-05	-0.0673886432229003	0.0394689200780269	-0.1163986977545	-0.00710500357281947	-0.0150560465409781	0.0579442663588906	-0.008006820376079	0.112995128829004	0.0394710927377454	-0.00398847612461068	-0.050689765249325	-0.0233118548408096	0.0492949626183827	-0.086964484659029	2
-0.0798182011257582	-0.165982227948193	-0.147097857656533	0.0349621977578769	-0.140918681963091	-0.254206960618829	-0.130741183376244	0.0692980592677348	-0.169012362938618	0.0916114675186393	-0.0414434733562768	0.201856315520126	-0.0954625332369856	-0.125792411891003	0.129557363186937	0.0436522790145286	0.123577447918664	-0.0235769820393308	-0.0558356224871587	0.0392318641173751	0.0549146563719541	-0.126746687341953	0.0973168551104412	4
0.0371179119324739	-0.0106131230506434	-0.158576129366965	0.089375430922777	0.0056794569158847	0.0193222036548821	0.0160162038502361	-0.18500346782462	0.00271424399148734	-0.00950390440585508	0.0786812151649265	0.101792887654119	-0.00746639488494116	0.133983825154043	0.140789871917272	-0.0816499817321583	0.0822210257438759	0.20106996517235	-0.0801028268100846	-0.0332532667146843	-0.137909539726587	-0.0117723376779522	-0.117425099409639	2
-0.0585925482590568	0.0789356107938796	-0.0608956495386289	0.108789823339804	-0.13410942526688	-0.11414062463133	0.0065698018929892	0.0332834296665752	-0.0840386618016352	-0.0239051946719468	0.175163438208434	0.0900391749725031	0.0326288418114531	-0.0145583983783792	0.0732468234324251	-0.139079500455446	0.0982356922107848	0.114181463635716	0.141601325383906	-0.109567232456932	-0.106832776322417	0.0301081864784319	-0.12898242713429	1
-0.03710286274085	0.0179853234511154	-0.0139583452003406	0.138170802442809	0.0659924057256154	-0.0348286920712188	0.0044747128837621	-0.12338645747681	0.0654029268151766	0.0628329111435839	-0.0802194392475238	0.123900216675676	0.0846862880916467	0.0116719202029684	0.121721879657377	-0.082290986629092	-0.0269914395082398	0.0396063051432932	0.093273975915349	0.028924387698223	0.114951153012491	0.103643317074498	-0.00831079679306368	3
0.124980566332196	0.0693433580408817	0.0563610685722838	0.14258866370711	-0.143500084856596	-0.02429008198683	0.121843183644113	-0.117704656852056	0.0582508550935746	0.078076248870739	0.010663971315815	0.0292158807242401	0.0806514395477718	0.059475572026289	0.0757726212999344	-0.0241508028383091	0.0477009516785835	-0.0198738530347617	0.0313634929751614	-0.0400643243852464	0.167999319819246	-0.0761358845770333	0.0540258217960618	5
-0.0440664917617635	0.0681352688108088	0.0338837245805576	0.178694126425406	-0.0463107802141897	-0.0016670456782098	0.159167723405367	-0.138530942342246	-0.0130284336939993	-0.0611033239299687	-0.017414578441558	0.157239147978376	0.0574935345483254	-0.0319975684668021	0.0679917361154827	-0.0439080656893829	0.137503314686094	0.0199630618344036	0.00804142167207931	-0.0512318777557938	0.0182875975779394	0.0165173613980304	0.0747199613428684	5
