"SV1"	"SV2"	"SV3"	"SV4"	"SV5"	"SV6"	"SV7"	"SV8"	"SV9"	"SV10"	"SV11"	"SV12"	"SV13"	"SV14"	"SV15"	"SV16"	"SV17"	"SV18"	"SV19"	"SV20"	"SV21"	"SV22"	"SV23"	"SV24"	"SV25"	"SV26"	"SV27"	"SV28"	"SV29"	"SV30"	"SV31"	"SV32"	"SV33"	"SV34"	"SV35"	"SV36"	"SV37"	"SV38"	"SV39"	"SV40"	"SV41"	"SV42"	"SV43"	"SV44"	"SV45"	"SV46"	"SEX"
0.0668926414947393	-0.00447999910305759	0.0563180052331848	-0.0112539563900403	0.0432977375015805	-0.0154568836584679	0.0174626375671983	0.0357499355668992	-0.0128197310705072	0.00975363408013917	-0.0366161388862827	0.0255971349874844	-0.0302403479538373	0.0256014605214806	-0.0287175942315108	0.0137486990850953	-0.014285838207341	0.0771684645492446	-0.0314991384988015	0.0343053731849384	-0.0314740746509916	-0.0551682991799816	-0.00547680005092365	0.0302713433845295	-0.0218500075232523	0.0237042039012056	-0.0300465274780033	0.0391875736021628	-0.00674429740118449	0.0416224792631269	-0.0050300645150242	0.00407247507932772	-0.0579006330270124	0.0124803310346961	-0.0588139949682058	0.0130607148204034	-0.0191899490658526	0.0602980024623462	-0.0446862200116543	0.0454340215111368	-0.0153093156057347	-0.00540207210547775	0.00867692889391503	0.0106213348355904	-0.00843737550075675	-0.0523366930432783	1
-0.0169277643745571	-0.0165668413476671	-0.0585692619929244	0.0579310444315775	0.0171824534884372	-0.013362729137986	-0.0422870685811979	0.0151962261761264	0.0265567279590096	-0.0117995824340654	-0.0535626690100654	0.00353241874761394	0.0194308766252195	-0.0770861615277249	0.0163972033841618	-0.0450550558165837	0.050436337828569	0.0104059420187581	-0.0121419301751273	0.0749994078836496	-0.0423416610327476	-0.0182095127730148	0.0694030722810089	0.0553887953224438	-0.0268218713419836	-0.0402983776532181	0.0227766441315004	-0.00463160726830041	-0.0704418373366223	-0.00310757774425585	-0.0702142653011401	0.0545550729903293	-0.0511404021486006	-0.0698088961832529	-0.0168301913285435	0.0389333872604899	-0.0356441723977557	0.0402866600952376	-0.00396612720395861	0.0136692006285322	0.00443786095306406	-0.00877946799722859	0.0179331699167828	-0.0341842126086568	-0.04526819084297	-0.0399833892320738	1
0.000587490550105929	0.119376276806143	-0.0743363475390716	-0.0151571293242803	-0.00295477490586998	0.0793030697173335	-0.0205482671426433	0.00208368178552987	0.0304547734637376	-0.00266779040654558	0.0161441403150943	-0.0289533437616088	0.0263018658477719	0.0642087892790112	-0.0218630165649879	-0.0588760870664094	0.0127496009398518	0.0392665686061722	0.0136233731862041	-0.0481575510051315	-0.0178292771610058	-0.063278987380743	-0.0188638823847649	-0.0233760043108388	0.0226522175012287	0.0775446556065696	-0.000402686328387566	0.0479154461376931	0.0739921863871237	0.0482621117908809	-0.0923684268900076	0.0994726761633563	-0.000872135316055803	-0.00581437045193431	0.0293030164713968	-0.00862449841588481	-0.0692102912919528	0.0522654721019878	-0.0234366922389692	0.0117923349177352	-0.0667625827719811	-0.0372399052086773	0.00750536159623634	0.0642306069895946	0.0532074189547346	0.0413040298479495	1
0.0445253138519056	0.0162987501001569	0.0207087355981871	0.0157795578433567	-0.0363146148275588	-0.00194529345856286	-0.0235255437512464	0.0226432644967373	0.0274939578227036	-0.0194649360953539	0.00674912150236354	0.0210549068301681	0.0325561372051895	-0.0553231532011437	0.0456030519522561	-0.00179400349391937	-0.0495930136370689	0.0175234829807831	-0.0616250828161653	-0.0209407139229015	-0.0899733452814169	-0.0588122796513791	-0.0479594730177245	-0.0384841642241588	0.0298530979249677	-0.0577341027681044	-0.0285190353639244	0.0325562941241333	-0.0437459161004472	-0.0148968067886499	-0.0454159268252691	0.0592067491802127	-0.00111014399226539	-0.0286162684369525	-0.00417104660952924	-0.0148136400311281	0.0438873711259553	0.0328990233335076	-0.0182321355734334	0.0523651534641924	0.0694803288096953	0.0117470811900838	-0.0204220795295992	-0.0929587156065948	0.00795089952068478	0.045971416813267	1
0.0709806101383207	0.00976345845543934	-0.0151128758060338	-0.00290099459438875	-0.0142078191122273	-0.0158503165807792	-0.0513295038298854	-0.0101409860680234	0.0623897443345335	0.00401118854475276	0.0144281022821539	-0.00765264655742901	0.00548912258442858	0.0156894844802881	-0.0206271614217353	-0.0665147312701197	0.0463680487151973	0.0327020093399048	0.0239547000455882	0.0136906097046932	-0.0101739517550566	0.00102940974000716	-0.0261380756270916	0.00644578292094491	0.043431204308659	0.00599290706870575	-0.00909841830989769	-0.0075928472465356	-0.0253423754225426	0.0142545076106155	-0.00448879656370021	-0.0186740960328558	-0.00416485095426256	-0.0262068764084754	-0.00526504023113074	0.021752237761213	0.0121535730866912	-0.0567234896686666	-0.00417724665223296	0.00449928977730336	0.0260285013733087	0.013708222339923	-0.00927524464733839	0.0601703717227515	-0.0276158600614819	-0.0354050545989754	2
-0.024958063456591	-0.0140769952753057	0.0420203364369799	-0.0425824073366147	-0.0189030277754627	-0.0422332176261957	0.0568601509094308	-0.00328406036909323	0.000239666446103765	-0.0135846005212709	0.0143624412178001	0.00344532005623385	0.0472257709026566	0.0255997306868367	-0.045328065693286	-0.0123248457660893	-0.00127160567461394	-0.0122373636774493	-0.042103101765968	0.00909118905599889	-0.0110786443018061	0.0185835410181968	-0.0417123665264983	0.00446848017344376	0.0390387919780041	-0.0140806190291762	0.0124682810752898	0.0136205461897021	-0.0107449959010171	-0.0123942677068392	-0.0234775560062083	0.0299783483356512	-0.00505656416736758	-0.0276484458250585	-0.0424304486373542	0.110145132918582	-0.077222644538818	-0.0656702959423578	-0.0255648422524302	-0.0262107534567376	0.00753997685081306	-0.0551025750451032	-0.00808484925316831	0.0384444695163398	-0.000468111962117256	-0.0269009125823098	2
0.00183159599163823	0.0241619043957162	0.00446600350388081	-0.0700265227206974	-0.0716287531239603	-0.116926278615119	0.0339367738677322	0.0317035391534907	0.00877273951460236	-0.0251378895253166	0.0645709930484738	0.0917521589674912	-0.0417456181560615	0.0149343169649721	-0.0227849385372674	-0.0132589829058931	-0.0748884194357011	0.133571465458901	0.0240653172074937	0.0152376125767075	-0.0254798972675662	-0.0445489725333684	0.0222893639395172	-0.0666490693616166	0.0289317062678131	-0.0801728841474585	0.151509386632449	-0.0534262738224586	0.0368055288900564	-0.00556503399568857	0.0705346822968624	-0.0783246051550334	-0.000227329759823244	0.0713616389639359	-0.0379574866501272	0.00524057244720626	-0.00791317378460637	-0.0163466933558964	0.0648888227502625	0.0574589518023379	0.054680644911602	-0.0483449642339313	0.0971930661078526	0.0660531267707166	0.082944278450007	-0.126385127317508	2
-0.0457867218924162	0.0316234320637564	-0.022884125197886	0.0105988807369761	-0.00568456721821115	-0.0565323706621385	-0.00711086473687184	0.0336424717934156	-0.030274040855374	-0.000285155287230054	0.00113989182173355	0.0474125288550098	-0.0183690236313094	0.110159556775393	-0.0284307972117446	0.0140985763152164	-0.0212810910202253	0.0374000237402703	0.0314893451882067	-0.052504386968707	-0.0231891349556083	0.0226205987262742	-0.025640116571035	-0.0356073415044501	-0.00869346430775657	-0.0424214843043874	-0.00114456255270088	0.0194414295111654	-0.0259055307659086	-0.0196933255310005	0.0115492304568585	-0.066499177577808	0.00671934259833122	-0.0386683422034076	-0.0558393262499949	0.0274967155688166	-0.0213128410495518	0.0340465557456823	-0.0310679659912398	-0.082566734261705	-0.0081143767003604	0.0294335401683027	0.00558448671074501	-0.0258732900767371	0.0430314893662486	0.015908663464727	1
-0.0151245478415207	0.000850753982214791	-0.0755461399984942	-0.00710079845542294	-0.0304912884602125	-0.0393878775341612	0.0721593965395412	-0.048567869159493	-0.00994957003183512	-0.0961649220646107	0.0242256390178295	0.0149077368470408	-0.0346282543277876	0.106304628020948	0.012643978860781	0.0599669601181639	-0.0106129536718587	-0.0570176344466253	-0.0280447624551823	-0.0799115014990486	0.00521297033217274	-0.0284640104551821	0.0437216391715266	-0.0221126432076273	-0.00128130173242055	0.0323427641552177	0.00932672204442361	-0.0380633064840304	0.00255049898664538	0.0508131719491581	0.0206076983904836	-0.0519759892692041	0.00770141812408547	-0.0214337970873384	-0.0117100785136394	0.00319846648086203	-0.0246581298361242	-0.0650058549064849	-0.0246753086007389	-0.0201535778225477	-0.00863423956946656	0.034051374286386	0.0599002841074185	0.0192233627560974	-0.00947746839438593	-0.0111603021769516	1
0.041596149321299	-0.0497403630202776	-0.016237160832428	-0.0155615355647629	-0.021270528938473	0.0261927411057588	-0.0312452925926014	-0.0156733122856547	-0.0605022771955636	-0.0143205397146369	0.000900353138812676	0.00336447708392348	-0.0217193232645881	0.0132048218979587	-0.0646495023324981	-0.0315502628716255	0.0197120609507326	-0.0883300126733697	-0.0333407461922414	-0.0611129073095978	-0.0811738118764783	0.0561836166536699	-0.0219072358547338	-0.0157951027056226	0.0586753736045744	-0.0524820575818765	0.0661781221689777	-0.00370535851541777	0.00937055788056861	-0.051567489372359	-0.0454777427108706	-0.027303831636732	-0.0256498732547739	0.0495916285144594	-0.0345030758260648	0.0186088059781042	-0.0217886663870024	-0.0490962479358548	-0.0267958299253667	-0.016301701674014	-0.00105234534517319	-0.0643938390871415	-0.0608329028947087	0.036995605467757	0.0208942846337684	-0.00737156669973962	1
