"SV1"	"SV2"	"SV3"	"SV4"	"SV5"	"SV6"	"SV7"	"SV8"	"SV9"	"SV10"	"AGE_GROUP"
0.043246007837593	0.0459366047509091	-0.0605893628260909	0.0150064303413175	-0.0460199123382628	0.0479634855426248	-0.0387736158893662	-0.000233576714410687	0.0072598274871241	-0.0520491069705659	4
-0.000358701982831722	0.0233148903351325	0.03453500606862	-0.00344750779552772	0.0654458227231226	-0.0455648362119132	-0.0306386570999091	-0.0826222997127466	-0.0233687091956234	0.0537057995318138	5
-0.00976504004891177	0.0793434952618137	-0.0106092334632217	-0.0458883468932673	0.0320984462624406	0.053819597980668	-0.0237424642211931	0.047333998278406	-0.00520231648576445	0.0657652741623244	4
-0.0484432339042604	-0.0914831429528534	-0.0788445930224804	0.0130609736161408	0.0906541753730895	-0.0398451900310438	0.213607214941331	-0.0968879626481593	0.137269413127519	0.0400241518480547	5
0.226272124051869	-0.0324725847051853	-0.0980333990062104	0.0276052549969682	0.0504275681794514	0.132981479010202	0.0628556678991399	-0.0957393311797655	-0.138753533937915	-0.226330412931523	5
0.0634341125051794	-0.0257774230324152	-0.0378855648795442	0.21054876034956	-0.144868049189281	0.0907916073778194	-0.0632376410411927	-0.110608374853267	-0.118575124938408	-0.133269876310075	4
0.0863352255588213	-0.0174619199638757	0.0956203264908151	0.0460655113376178	0.0148987188112021	0.0226730808416993	0.0784977753610666	-0.0793779945412798	0.0952500582350206	-0.01344220178411	5
-0.013915360783584	0.0754125919826203	-0.00425219234075409	-0.0471564258974906	-0.0271426391491807	-0.018977121282524	-0.0215612127356503	-0.0818242200531907	-0.0390197913517752	0.120118719417715	5
-0.026394016333133	-0.0173460857175764	0.0686924692152406	0.0057006767077461	0.0933254865779432	-0.0704610856330441	-0.00506032609540794	0.047430001414128	0.0644380964112011	-0.0843005626605705	6
0.0304561022097471	0.0348897497810747	-0.104948592378413	0.237279819537212	0.150607083971153	0.130646249035905	-0.0521595884184849	0.0683809740231656	-0.101098232269566	0.0713402048455266	4
0.122268707277831	-0.0257712811362674	-0.0163688881451384	-0.0313905735036671	-0.035002740314595	0.0315895689230551	0.0470485278403036	-0.161966169185417	0.0787210677626978	-0.150749218487627	4
0.133858250052893	-0.0873748759176355	0.112390352989264	-0.00893258664692902	-0.0317392329864326	0.0415961624042534	-0.0908524878267009	-0.0245821847221081	0.0510974519981817	-0.00841672858296202	5
0.0277614098302244	0.0188924837956437	0.0781503607571595	-0.0288016880440534	-0.00398648446899372	0.0133840628385808	-0.126208326940782	-0.00226499528909667	0.0811227013380343	0.0377427075157225	4
0.0131408487250816	0.051568451237137	-0.0181165475854265	-0.0988710423738882	-0.0480831765733025	0.0166766428362028	-0.0357615411090994	-0.0194194232788805	0.0328881540407114	0.0820930900995672	4
-0.0807472853195802	0.132921236201282	0.0992905948978477	0.00404197728570089	0.108147845188122	-0.0922510738796499	-0.204677928160814	-0.064443206160166	-0.0253458067069214	-0.0227087198485068	4
-0.0455228019247196	0.104576519486358	-0.0489265195624397	-0.0988755813688802	-0.0837758575553454	0.0451930691971375	0.04031742369206	-0.0572126425049679	-0.0709749776272979	0.102520338647546	5
0.0842436275096981	-0.00955267430847438	-0.0306510016425088	-0.0867674099498609	-0.0460620333707261	0.0669086387422721	-0.00559792815570323	0.0453093335406313	0.0874026355643146	-0.00401487367651876	5
0.0964990364546554	-0.0419931937946027	-0.0266594251945589	0.0222441232672026	-0.0750061612918416	-0.0909891032994076	0.033316649334354	0.0053548022698643	0.0738659911188596	-0.0919542743135964	5
-0.00254092724447423	0.0567645791069551	-0.0297781052514461	-0.0316985756127051	0.0293062215940188	-0.0485635922796438	-0.0574279070975876	-0.264350067705918	0.072381185478192	0.0511529990345463	4
0.0786287221968793	-0.108735101318192	0.0596630188980954	0.0038583662030147	0.0643218513547631	-0.106222497752237	-0.106506902305726	-0.0966215334735617	0.00896255310322169	0.0375685218952719	5
-0.0838276964802465	-0.0452716951308617	-0.0863693796486143	-0.0817510819079758	0.153333946173595	-0.24206743831374	-0.153257164235938	0.0848600649459411	-0.0528871525324472	0.0749123084802759	6
-0.157708915654048	0.00443055115898936	-0.0948178396556427	0.0846366677693415	-0.0624909079824496	-0.0664752339172655	-0.0128448407749699	0.186852951446907	0.0306757828845799	0.00336021568739329	5
0.0410305329134478	0.0512160036291477	-0.0666164850129172	-0.0610224288205654	0.024888745154395	0.0448617859545429	-0.000952613575729635	-0.11062914535465	0.0133319095832357	0.100861130233986	3
-0.00546750574907404	0.0362752297165364	-0.0217333585671088	-0.0923603159997509	0.0328407556117076	-0.125998765790896	-0.0813049279438216	0.00619691024685588	-0.103170569889976	-0.0416781819804406	5
-0.00624815406968333	0.0903462166674468	-2.57337598791086e-05	-0.0864335012555345	-0.00441472599695683	-0.00188081604569079	-0.0591754380302299	0.0774569338940099	0.0810694925502795	-0.0607475150479316	4
0.0902857043450311	-0.0125406583052188	0.0409339527020995	0.0391067652232298	-0.0716522104754269	-0.0628158723163005	-0.0283525368006584	0.060631066237459	0.0676866845611873	-0.0794040571930004	6
-0.161455832657412	-0.150537571510049	-0.15363201228904	0.108098739016031	-0.0883414388458271	-0.111802438823636	-0.00102269555628951	-0.220447862102276	-0.0338498902324603	0.00274877100044656	4
0.115660046045329	-0.0266903178106773	0.0655429339259988	-0.0246228645137854	-0.0410666407208686	0.00341346127280027	-0.098160220510073	-0.0889869352303037	0.0622828578874629	-0.0245479943500267	4
-0.0525625411296152	-0.0631921377904774	-0.135394033120991	0.0354574776515514	-0.0463688229426593	-0.215252779696382	0.0696259327156056	-0.0120022595502003	0.0604621666528192	-0.0309690555751938	5
0.07137051258822	-0.0322441543575205	0.0941550304478277	0.0166129470927257	-0.0492851164578235	-0.00422415781119174	-0.0928151144208899	-0.0487715091813679	0.0528912059075948	0.0720867900346668	4
