"SV1"	"SV2"	"SV3"	"SV4"	"SV5"	"SV6"	"SV7"	"SV8"	"SV9"	"SV10"	"SV11"	"SV12"	"SV13"	"SV14"	"SV15"	"SV16"	"SV17"	"SV18"	"SV19"	"SV20"	"SV21"	"SV22"	"SV23"	"SV24"	"SV25"	"SV26"	"SEX"
0.00871568569823415	-0.0678777045911069	-0.0115318858359344	0.0344481410754184	-0.000464208393987333	0.0537014032846723	-0.120502941790888	0.0925805723087831	-0.0238174046287585	0.0113745781398103	-0.110912742423381	0.0169193665539886	-0.0259063669106444	0.0292467418666944	-0.0273013515818698	0.043796621936216	-0.0255660949521696	0.0187143842095033	-0.00790633392194037	0.0534291661972073	-0.0527220437063579	0.0934429544315606	-0.0718366542650856	0.0445128076013137	-0.108533745623695	0.0894721563312799	2
0.0658381190313479	0.0294244942258808	0.104098207687644	-0.000967646604018463	-0.0704663976705789	-0.0740023729046844	0.0307429954720295	0.0307032275231806	-0.00568306166561996	0.0322374586776814	0.0749720099424223	-0.0751549013896811	-0.0224819228421334	-0.0748409090935043	-0.0464583057247757	0.00866947726415813	0.00681880855973642	-0.00358209520476594	0.000971588624064636	0.0239653467948326	-0.0338253802186756	0.00952083689420316	-0.0204956404646151	-0.0496555309757557	-0.0150681857767771	0.0347557507006152	1
-0.0408857484807914	-0.0362833592676143	0.0683623210428944	0.00119226387564556	0.0125662053398691	-0.00576158616408076	0.0096810001687847	-0.00738750660148435	0.0239827624262589	0.024377507904909	-0.0278771636410954	0.00110776309804559	0.0580361324452525	0.0450663744341358	0.0333010075617239	0.0402910140034229	-0.0697898859607269	-0.0131412703950894	-0.00269209136995011	-0.0122653228310304	0.0516922986501715	-0.0110896538049501	0.0475010559298603	-0.0676302275844694	0.0277653329856483	-0.0128558071870863	1
-0.0113186907219165	0.0832174842382032	-0.0358439694789835	0.00565519684944367	0.0510628095666871	0.0851563118020223	-0.0758389544970969	-0.0164848713238874	-0.006757394945881	-0.00980465787905072	0.0232305547151073	-0.0348008039000238	-0.04515613917783	-0.0310285600475999	0.0264916871241226	0.0105219929733597	0.0447895699099371	-0.0113995118660412	-0.0275003016834952	0.011277240759353	-0.00285361324751817	-0.0175707040637779	-0.012543801047479	0.0527106815345798	0.0383057235867283	-0.0418139083226151	1
0.0227555652154456	0.0810348656438886	-0.0140923053373676	0.0204271927932768	-0.0302368469784636	0.0451940483824675	0.0285045973331142	-0.0618851501447053	0.0096807014338214	-0.0175376628957591	0.00488742108333601	-0.0638837102657548	0.002294874886515	-0.00878463219836062	0.0450260049796171	0.0331703334519357	-0.0674978360823982	-0.060742842200041	-0.0232621589400719	-0.0371699651665128	0.0686524749152705	-0.000666218578680183	0.0344118595081304	0.0542627447267955	-0.0286889637412569	0.0343295040253767	2
-0.0394893690268577	-0.00896629985081273	0.0762283728658391	-0.0287463673156351	-0.00614432706409074	0.0150270918691785	0.0146252895770669	-0.0170035172905232	0.0178083826742753	0.029449100885102	0.0286127487437742	0.00502041540766312	0.0101795932998461	0.0487064882113369	0.00936126372814867	0.0314622885367966	-0.00196100458685837	-0.0266952095857566	0.0413709626561271	-0.00930376724013343	0.0522813870862976	0.0238050189602123	-0.0287712033062865	-0.0552054189252579	-0.0030270455518206	0.0274676381348757	1
-0.251961808895192	-0.0600633935933228	0.0614809772419975	0.0696407760611513	0.0353568079209826	-0.0530476562012839	-0.0397567037753584	0.00770407681789095	0.0052920229169589	0.0665533956789057	0.0443899924257469	0.0364484852954814	0.126991437700785	0.056622250762165	-0.00752669761154107	0.0472628802581725	-0.049022464735628	-0.00108525935180243	0.0513903454655205	-0.0208865028897247	0.0289075056668146	0.016070163131445	-0.0532841100773708	0.0814769095700304	0.0201834025242378	-0.0738559285618986	1
0.00239878367940827	0.0740536946193504	-0.0163000006656215	0.0421123388346537	-0.00190098465137555	-0.0263013093723291	-0.0865540845471586	0.0120775773015001	-0.0618746775503544	-0.00788071695839144	0.0686718460700642	0.022385521539021	-0.150297230683545	0.027075099672141	0.00266730746792031	-0.0285281267878363	-0.00290782556590258	0.0665743221293297	-0.0214875899764389	0.0101753363763061	-0.0649557066136185	0.0693484753831305	0.11535360171366	-0.0379012822100053	0.0254489323925577	-0.0266259517469827	1
-0.00721859089342036	-0.0184623832861311	0.0280914943602149	0.016281102407544	-0.0109969664387193	-0.0039836760288402	-0.0909482317310048	-0.0643486256368828	-0.0277080417603783	-0.0147933679392345	-0.0288955098749911	-0.0303352235436022	0.0818595383306449	0.134139284428499	-0.0866018226391468	-0.0363268242784603	0.0407146748352051	-0.0829321986886208	-0.0536901346299954	0.00768988044673646	0.00316401396439681	0.0257776038521771	0.0218607606738716	0.0584883258486107	0.0264805281200991	-0.0240610822822606	1
-0.0267136011622705	-0.0140721536228262	-0.0140858779961613	-0.0414735017361767	0.043587391520856	0.044441762310716	-0.0618702303066596	-0.00419655397518454	0.0961258184152232	-0.0744269196634231	-0.0460657913761952	-0.0526907014053893	-0.0897766569306728	0.0239533148293547	0.00863410486880514	-0.026911903386931	0.0312914059687054	0.0898076628985903	-0.0487300346599608	0.0599868085165298	-0.020293890683269	-0.0227951376575981	-0.0718962735721404	-0.0156755294940696	0.0837604586700681	0.0570610919259658	1
