"SV1"	"SV2"	"SV3"	"SV4"	"SV5"	"SV6"	"SV7"	"SV8"	"SV9"	"SV10"	"SEX"
0.070389448050148	-0.0312160088967917	-0.132091797377409	0.0352657204398839	-0.00948802923966413	0.0967427858098794	-0.217015258529078	0.0314763796792534	-0.126172633179816	0.0936316612705983	1
0.0786261718799293	-0.069885638639951	-0.0215707802221257	0.0156013148597674	0.0165824498311444	-0.00904289523475266	-0.0031400507437674	0.0708897199631494	0.0330584885280469	0.0155277881066439	1
-0.115575274989692	0.00927558298183317	0.0772111251672546	-0.0356135046049338	0.00322254527091038	0.0254816137412096	0.074208163873712	-0.0289390490018939	0.0735362407319448	0.0688636688755469	2
-0.0882112119276683	0.034945541351579	0.125645121928647	-0.0898251427519816	-0.025215984056034	-0.185182890458935	0.0431768288766648	0.0106119355953502	-0.0218895578232736	0.114398970839886	2
-0.147348513572958	-0.0111792966980405	0.024620402823306	-0.0332379650764081	0.0258154299139277	-0.0776955110413188	0.0402104586926202	-0.0206032611864221	-0.0613141412746776	0.0445260679297264	1
-0.0775953917758902	0.0966862688233159	-0.0287254659260806	0.115555466601262	-0.0895895332956008	0.0816078309207001	-0.0339998414713424	0.105530053755014	0.301200337349509	0.089718766520373	1
-0.128015539687345	-0.0292567664575752	0.0172290212165162	-0.0194936349441075	0.00990270411970477	-0.0923308620388306	0.0442689809352622	-0.0305222600325769	0.0523982861049967	0.0752223234959709	2
-0.205587858915757	-0.0423667896893939	-0.105814401561199	-0.125799762419143	-0.0663340470189944	-0.106436682528458	0.0711022713644668	0.032900179014051	0.0290198979994615	-0.00945646056404537	2
-0.0911926417884687	-0.0424743333974433	-0.0118358803515776	-0.0350146319127943	0.108470569984587	0.123964550248639	0.0625115446549986	0.0979605872643301	0.0294557030002421	0.0301604619111415	2
-0.0199909281820282	-0.0306891928204447	-0.0555156222130142	0.0180965530525312	-0.0860030403706949	0.0602648308014377	-0.0520241316103475	-0.0986301528357075	-0.0110499869499232	-0.115702621655852	1
0.0363268396708322	-0.0804967801808844	-0.00525850941216224	0.054781861607901	0.0902572757659277	0.0796001856985931	0.0031648157807015	0.0389558607581949	-0.0123051518298524	0.00542066476639833	1
-0.165218274965813	-0.0516401568063328	-0.110284773818603	-0.0320566052722186	0.100468236005123	0.0164783946997019	-0.0265226001023009	0.0906501221915294	-0.0263702712940043	-0.0389559962691556	1
0.0314708412400672	0.0201168458445149	0.0624922884665265	-0.088109863250513	0.0382263108071579	0.042490512946497	0.0766652060019601	-0.0956773046364243	0.00678456871480682	0.0630858222688129	2
