"SV1"	"SV2"	"SV3"	"SV4"	"SV5"	"SV6"	"SV7"	"SV8"	"SV9"	"SV10"	"SV11"	"AGE_GROUP"
0.0563732438306726	-0.0219197867658419	-0.0379962380843685	-0.0319715148414284	0.0631661801635174	-0.0250098953841481	0.00194122912534171	-0.0754911198279001	0.0352538793413049	-0.109316817207463	0.0472168861434192	4
-0.0522366348780753	-0.0752715289296139	0.127164122058972	-0.0972375313768642	0.106515376971243	0.16717042929977	-0.0295175296145676	-0.0309259214301573	-0.00435363555737201	0.0036115598319843	-0.0318710244517173	5
0.00561408669021246	-0.0154650704820229	-0.114846688386213	0.00753940697442634	-0.0880138556481653	0.129312440576667	0.0290637055156145	-0.156775944453006	-0.0205957681516998	-0.118088908919405	-0.0800734802588217	4
0.0872425678072343	0.031404387295711	0.0334489456553908	-0.0216356678004023	0.00689253284926844	-0.0895501669979449	0.0400964536135926	0.105304468818319	-0.0966299509746734	0.0497411090493206	-0.0282522074522519	5
0.00836145006785414	-0.0209791003424109	0.000214208296008156	0.0694873495282218	0.113683871569008	0.0243779732960953	0.0398367412356981	0.0636797577230034	-0.0139548084361305	-0.0053333493121151	0.0408457820940686	4
0.000653270606910351	-0.0785517114865977	0.00448554895027875	0.105143213569662	-0.0229662841849595	0.0901348577725988	0.00425517025536876	-0.0478342130353744	0.0285585496175115	0.00237275555109554	0.0196591792837036	5
-0.0176904594969717	0.0899782702393193	-0.068395936134841	-0.0952256692228467	-0.0422962225081447	0.046768805394274	0.0685423063934038	0.112401167504384	-0.0125007112937189	-0.0130664406885432	0.0376540653742802	3
0.00159897401540632	0.0196414513707961	0.139646463572356	-0.0218920453176754	-0.0311674760825571	0.00447553561482592	-0.000324459468736705	-0.0279384629129783	0.0311775503397944	-0.0212107679640415	0.0517822049742134	5
0.0561016883011868	-0.0391902111605034	-0.0822520919071673	0.0541155425330154	0.070162507363497	0.0503416615543722	0.016056666973716	0.0894649747324862	0.00329199981813717	-0.0568627561338702	-0.0452713213176278	5
-0.00702505273003809	-0.0671658704146646	0.091425281232892	-0.095734634374968	0.0391596456827869	0.0108430268103276	0.0255655607098611	-0.118048975100743	0.00435594244960635	-0.0478432342499133	0.0616986217840041	4
-0.0190068252341058	-0.00252965006128993	-0.0824366951502466	-0.16301739835858	-0.0300871282688912	-0.00915552824679061	0.0522306452773499	-0.0437116247477572	-0.0185416355421357	0.120932516681486	0.0511947415585447	5
-0.107961259470113	0.0233577830144909	-0.0659258105560054	0.0447123936446677	0.053068465114579	-0.0776567318686483	-0.000770616070075586	-0.0384611285244384	-0.0788513268814972	0.0393288930872263	0.0439315837953208	3
