"SV1"	"SV2"	"SV3"	"SV4"	"SV5"	"SV6"	"SV7"	"SV8"	"SV9"	"SV10"	"SV11"	"SV12"	"SV13"	"SEX"
0.0395221765719612	-0.0476822161668071	0.000446849337565406	-0.0670974692346221	0.0875130515350723	-0.0659984583830427	0.0857400643553995	-0.0548257139248897	0.0483717368287874	-0.00994045552200616	0.0178490688699978	-0.0042715548026626	0.0252331998634001	1
-0.00128957921768202	-0.0917068909675623	-0.0166368342352013	-0.0350086112417716	-0.024605332691424	0.120672501249221	0.0565600394378834	0.116253417383269	0.00271479618522409	-0.00589950288612292	0.0483402857029107	0.0405361473599562	-0.0441435971545361	1
0.00629307498654186	0.0929615669741894	0.0509753384915469	0.0279771668335407	0.0597208347610229	0.0441604302780284	0.0361477089643081	-0.0115454534818321	-0.00123847090569384	0.016582996289557	-0.00735943836227952	-0.0201219954663373	-0.0775217428442506	1
-0.00365798219108483	-0.0535269301962161	0.00902244177452909	-0.0172794598324931	-0.0806992020699966	0.163387950007664	0.0709028460709717	0.132817601284408	-0.0559497369906468	0.156142860265361	-0.065864358051187	0.0792605438183491	0.151716340450619	2
0.0530329617980079	-0.0336865229416199	-0.044710867380084	-0.056432167363632	-0.078182372645698	0.125405352417998	0.0672726323416815	0.0590118477084472	-0.0506324164593102	0.0528760156572885	-0.049499968075662	-0.0286174785984377	0.152273843682353	1
0.0636681789959028	0.126680407125915	-0.126605422661251	-0.0271503596429238	-0.0647451088554962	-0.123958583496464	-0.0057133465487102	0.117378758388903	-0.00696805353106818	0.152081420109461	0.0615996439304935	-0.153273896996681	-0.0247725833645771	1
-0.0116147194581721	0.0645567059261995	0.0329846536198837	0.138457813306274	-0.0199124377884703	-0.050401348167295	0.0327123580019716	-0.0245419494299065	0.0974781834902398	0.0461204827537188	0.0184778151629002	0.0507304608314829	0.0756988629297643	2
0.049529977451422	0.0542635528367292	0.10861406026145	-0.0401587743566339	0.00396158879789821	-0.011496841543853	0.0543530123467879	-0.205965710128324	0.0193006978693042	0.0410389957631323	0.0521604337772475	0.0562178306764954	0.0439068059477525	1
0.0427308665017459	0.107890223043004	-0.0347958573923288	0.130131712619182	0.0196255249913847	-0.0186953199130703	-0.0468072767522991	0.100777139735627	0.0334670295267172	-0.0741182146493371	0.0523434107966466	-0.100719205310355	0.0372235767165969	2
0.098542232051439	0.0904822106820544	0.0320323322134974	0.0233009124453618	0.139625586256669	0.0715917827584961	-0.0889309560217532	0.0577892856102877	0.0290584840149768	0.138429854481853	0.063765806136174	0.00565067743799371	-0.10937762123612	2
0.057142269651585	0.0923245631419857	0.0765197539235813	0.00930362172619779	0.086745558466252	0.0716290473731889	-0.0239518651112872	-0.00802073817907036	0.0144016055038229	0.163073522641546	0.0414573630379224	-0.0279661861270902	-0.00171669961336068	1
-0.0165545919190882	-0.0555432626778615	0.0152479825248302	0.0893660042227187	-0.0280090842806702	-0.0109351088165192	0.0530610514480097	-0.0543999613715507	-0.126380075775974	0.0597163248097038	0.0334279994858936	0.0275443043452347	0.0135852855156774	2
-0.0588706898792721	-0.128520857662588	0.0481741519310385	0.0151527088018995	-0.000723060015862143	-0.0350195479468938	0.0355568582127329	-0.00984396665035586	-0.00434634902022535	0.107610614561545	0.0687378497562753	0.103581058065952	0.124996827778544	1
-0.0435193614106879	-0.0474389076990598	-0.0229164765584071	0.0966869656680811	-0.0623052958768795	-0.0938334176590406	-0.145741548820818	-0.095087876007479	-0.0599676626894135	0.0125665156169535	-0.014094606416218	-0.00102646250453343	0.0924195350428693	1
-0.0196927361589583	-0.03451845193238	-0.0240530398018366	0.116318611363378	0.0137504274681285	-0.0939800005206144	-0.150266679162529	0.0175726235382694	-0.0770359604800693	-0.0462671220379086	-0.111284002291149	0.0942640931718073	-0.00923130216472989	1
0.020016772378275	-0.056650189013669	0.0879709461892861	-0.043087657626713	-0.0819812583835238	0.00163825972353862	0.0319091114188433	0.0430837421823209	0.00391482699672274	-0.0254863522831515	-0.00391799774777857	0.0428872796891606	-0.114971814546012	1
-0.0867706378918513	0.0387004183825024	0.122721249348865	-0.111694738597363	0.295077134099292	0.0484505433772747	-0.164851496483386	0.0466391069222086	0.00450792755534168	0.0736872500988947	0.00140733288598738	0.0914485694209269	-0.0654624868088392	2
0.0603744890579877	-0.081307528283036	0.0780757529698813	-0.0220668576121636	-0.0760742783622664	-0.0204906223725379	-0.0363542688617937	0.00966364262611101	0.0376766996930404	-0.0451663670084774	0.0762798087473471	-0.0346003678839432	-0.123803349676148	1
-0.0591881633001711	-0.0527697749536733	-0.000171527380591331	0.124242571435737	-0.00150449204087628	-0.0504698632671858	-0.089936226369853	-0.0605685308278466	-0.0265983103068826	-0.108181672359131	0.0509240324976498	-0.104310718554021	0.0673929872833382	2
