"SV1"	"SV2"	"SV3"	"SV4"	"SV5"	"SV6"	"SV7"	"SV8"	"SV9"	"SV10"	"SV11"	"SV12"	"SV13"	"AGE_GROUP"
0.0580565333095791	0.019337185157874	0.0066966242687903	-0.0506363030786427	0.00804909068263172	-0.00831536578736198	0.0946556901771124	-0.000692943326163577	0.0673028662622184	-0.0444926459182254	0.0264840993609388	0.0356055985772539	-0.0151184532605981	5
0.0449365358183147	0.116899035791308	-0.0783794938723532	-0.0187868780846694	-0.00281274079803434	0.104663955925974	-0.000473601350086061	-0.116602679544625	-0.0485986626375904	0.022677797376156	0.0186507859515089	0.0624307098310451	0.0186484031334688	5
-0.0411392748226512	-0.0854175512777493	-0.0153330946343272	-0.0569002113723491	0.0454974114356048	0.0181862307728108	-0.00739165128156327	-0.0398245460344509	0.0549456167798187	-0.032894709450199	0.0336006377194006	0.0181232310477688	-0.000382846997863132	5
0.0189079710475595	0.0565845009692068	-0.0285149566220378	-0.00341279488432714	-0.0317641417437548	0.129767814924367	-0.0348022221347015	-0.113313299541357	-0.00976956141529645	0.16195092006719	-0.175470401190609	0.129241960897845	-0.0440276653103321	5
0.0574903844590018	0.0333126105739773	0.045645154800966	-0.00530670536336231	-0.0400767552670042	0.0971712503416828	0.0226235733163532	-0.0926043842354899	0.0402352720038191	0.13994782437625	-0.0376689677793673	0.0231587774723353	-0.0198145385199408	5
-0.00585686638960658	-0.0345333225505751	0.214916399935116	0.0582358687770332	-0.0797630084621887	-0.0852442785939113	0.12617554347014	-0.0652143578228563	-0.0240989867563812	0.0391350167970046	0.121873688564987	0.0220581602805611	-0.0860294804491645	5
-0.0479569512958706	-0.0926769202854839	0.0167089225785867	0.0990918881754763	0.123148848118869	0.00906001883676579	0.00930177260606162	0.0474235065810091	-0.0798128555359972	0.00739425609432992	-0.0599340373675843	0.0308671558908864	-0.0137892780612593	3
0.00704487314416835	-0.108896660656247	0.0049467538755118	-0.0238589225427751	0.0113575204358477	0.0947991551859985	0.0850674308512481	0.129518676221678	0.0882482107591694	-0.0835761242157552	0.0218880363442833	-0.000859406757223791	0.0671927461223487	5
-0.00627365906862616	-0.0861823335124678	0.0450211980939049	0.0437573987817525	0.100766906708259	-0.0915035325390026	0.0468314443918754	-0.00708818312217015	-0.152862548531942	0.117086082464685	-0.0869833502028537	-0.0445975315089121	-0.141282461483854	5
0.0532225638756975	-0.0980442035465058	0.0419635147040517	-0.15768563853294	0.063776134039262	-0.0225868952454826	0.0350238864667093	0.0698508877025314	-0.115903568881494	0.0390685839630032	-0.0508527133248139	0.0715586865537932	-0.0239338113643521	4
0.00312871233843907	-0.110436800183629	0.00875966781031439	-0.112601057026436	0.0290143979358984	0.0360823406012609	0.084200542069959	0.0446083740162635	-0.00595961389897731	0.147106702647751	0.0139146349962383	0.0655450254078001	0.00423780455133459	5
0.00271780252170832	0.0304762347855569	-0.065347656633773	0.0906472412819921	0.0337259806554702	-0.0126351753520003	0.0249929208606414	0.0424111360187224	0.0640137021983627	0.000627267213424626	-0.123173482205037	-0.0209395966012689	-0.0208511380530682	5
0.0164009402939962	0.0908139999121384	-0.110601599438575	0.0300772696187898	-0.0355687341220946	0.0298391101984665	0.0694584274862866	0.00551383890124869	0.0216128302798083	-0.00103943812839971	-0.00149655879725696	0.0241749024257084	0.101298943166008	1
-0.0104060786363252	0.0164453132205014	-0.00630220639123227	0.126013105267206	-0.0175522706247685	-0.0891858232241817	-0.0414642716244732	0.147295931464551	0.0286352058868367	0.0409707554997041	0.0631572618171056	-0.106367497444591	0.0708368925255	6
0.0054702277369683	0.0144010415822906	-0.0466256798393055	0.0771164393355425	-0.00306741162466488	-0.20088857782454	-0.132392992390728	0.0996521916061631	-0.0335854456739651	0.0405210850745599	-0.0547366562151569	0.11700423136186	0.0216277641102072	4
0.0327682153725067	-0.0042196758971201	-0.07865328690114	0.0397864996272979	-0.0746551132878466	0.0716340974448188	-0.041168589403015	-0.0571442439927031	0.00158217382248832	-0.0311555945365392	-0.00667148041820828	0.0278792140293942	0.0032285367695441	5
-0.0801165642200627	-0.0146506327190718	-0.0842534710570006	-0.374479050431239	-0.0231025838403299	-0.105415620276933	-0.0575080662425392	0.136652405807776	-0.153242373746309	-0.0532779153643046	-0.129291002719505	0.0875810373571924	-0.00543222213652801	3
0.0909707543043371	-0.0189796101655522	-0.0649879536062224	0.0463729191751459	-0.0659128722830186	0.0407594767550361	0.027389389820498	0.0412450055218546	-0.0617349414744714	-0.0195455127184534	0.0364894813614433	-0.00373124604978375	-0.0202953273696653	4
-0.011846045102675	0.00189346467192008	-0.0645657897111004	0.0642039466674446	0.0525412272880399	-0.101596785932751	-0.00509098936731572	0.108442106443355	-0.070931502591383	-0.0389825326255237	-0.0521200190562142	-0.134201775220389	-0.141664391357843	4
-0.056405196390246	0.130456093743021	-0.115710567496811	-0.00669079401295534	-0.0396234718659874	0.143802003781665	-0.0466895452655885	-0.115752964031636	-0.0447995527498727	0.182385561554512	-0.00207992461232002	0.119630332005501	-0.0288780054419358	4
0.03733123636975	0.0468179399370229	0.0840693194737043	-0.0315081592608346	0.0381950522926163	-0.0477259628179696	0.0504889994791789	-0.00784387481366522	-0.076104863757131	-0.0497985811661631	-0.017261629139505	-0.0340859843762686	-0.168860054126413	5
-0.00316567140607712	0.0227515170874047	0.107662364408997	0.00634622689882265	0.0917291530378313	0.018339764300773	-0.0614283873908332	-0.135266569780716	0.0398525354996374	-0.0685142096711615	0.0914570886160383	-0.128928256198235	0.0333863808889564	5
0.0404343942235439	0.0413712585576309	-0.016997485214337	0.0167954677831708	0.0363231848029289	-0.0885107340498278	0.125129681120493	-0.0331372118284848	-0.0207778804978624	-0.107379240575058	-0.00690791509245575	-0.125630153688125	-0.00904028933775874	5
0.00774043832423829	0.0537607122825327	-0.119798920271827	0.0820571087321159	-0.081726276393924	0.0678507060886735	0.0144258927351028	-1.34292384585122e-05	-0.0478994608043175	-0.0817475804544881	0.0956697223839162	0.0377997095464374	-0.0585320542723602	5
0.133953564376735	-0.0483348144154784	0.00409100413262719	-0.0267190346427693	-0.0219891822158237	0.0593197457683178	0.0699454830819642	-0.0165274105746292	0.00666269014765332	0.0124566301191041	0.00294244731286341	-0.0374067600755118	-0.026352007404551	5
-0.0611830478925394	0.0595727734843305	0.0342784999696145	-0.140181428313504	0.0612994223515688	-0.00816511448485988	0.0126893521445279	-0.0896043221207624	0.0904650200045138	0.00351391047915844	0.03022993417278	-0.0649989309706111	0.142848821395837	5
0.147791542934226	-0.0352381713548599	0.00343410895756448	-0.0326830028837707	0.025408369562887	-0.0414618699911449	0.0726753959736161	-0.042127845410496	0.0272066924318176	-0.017107513465811	-0.0195358079948981	-0.0146237477359092	0.0126050907372497	4
0.0629120052321018	0.0627185447381352	-0.0811181424333452	-0.0124747515100705	0.0536812802768663	-0.0759188116001328	0.0194350636863539	0.0567762248514971	0.00942040640575588	0.0566407253019151	0.013243883942454	-0.019520014299887	0.0274334317735631	4
0.191794254437646	-0.0295729873661887	0.0657476624117694	-0.0562811762281202	-0.0117442052957588	0.0182579094585354	0.0786247651490786	0.0154124848225886	-0.00578107458259764	-0.0554041297081468	-0.060894581309251	0.0310419225824983	-0.019892745428764	3
-0.0144313797697548	0.0558788804995059	-0.115004113410258	-0.0151059565487919	-0.106620323942082	-0.0523453160863477	0.042766688603398	-0.0204094223347603	-0.0274971013508369	-0.159135836164854	-0.0254322324487681	0.034471775604221	0.0585267420012674	4
-0.147026729954512	-0.0257450052824262	-0.106291600059027	-0.0588111362465332	-0.0329577782401819	0.0803229016347445	0.0103084444029951	-0.0620173958169914	-0.0309458879272232	0.0588256824422864	-0.0483242942467342	-0.0399974750386712	-0.042510828605029	5
-0.104375667732951	0.0509120386868772	0.0816913627115764	0.108730549754129	-0.186697214512006	0.0379065287369876	-0.0866773739936821	0.0466026210447558	-0.0742033837787716	-0.0399978282191234	-0.0179396115558957	-0.0718105867711703	-0.263929997266654	3
-0.0320451325358891	-0.0919521323535566	0.0887879906934087	-0.00840707497855009	-0.00894594681266964	-0.038752183176681	0.0644072066306638	-0.0352033219827094	0.0908626853725696	0.0636972029624962	0.0296254097538705	0.0562087804002799	-0.113144016834979	5
-0.157864737928672	0.00737618885767613	0.0816513933361083	-0.0453964704482975	-0.271437568655163	-0.0956672369200531	0.0708814279670102	0.0430845558281657	0.114527404711281	0.0684657164199837	0.0426889420655663	-0.0368430085057899	0.112822043190507	6
-0.0649840306924807	-0.0123137497142577	-0.0458815961729662	-0.0819501280539022	0.0186957749185627	-0.0120510762491214	-0.0103413136497618	0.0353891980844989	0.0785244732909715	-0.137467860177873	0.0345711532289956	0.0922067114943934	-0.000975454430447647	5
