ID	GTEX-11NUK	GTEX-11ONC	GTEX-11PRG	GTEX-11TTK	GTEX-11ZU8	GTEX-11ZVC	GTEX-12WSA	GTEX-12WSD	GTEX-12WSF	GTEX-12WSH	GTEX-12ZZW	GTEX-12ZZZ	GTEX-13112	GTEX-1313W	GTEX-131XH	GTEX-131YS	GTEX-1399T	GTEX-13CZV	GTEX-13FLV	GTEX-13JVG	GTEX-13N1W	GTEX-13N2G	GTEX-13NYB	GTEX-13O3O	GTEX-13O3Q	GTEX-13OVH	GTEX-13OVJ	GTEX-13OVL	GTEX-13OW5	GTEX-13OW6	GTEX-13OW7	GTEX-13OW8	GTEX-13PVQ	GTEX-13QIC	GTEX-13RTJ	GTEX-13SLW	GTEX-13SLX	GTEX-13VXU	GTEX-13X6I	GTEX-13X6J	GTEX-13X6K	GTEX-1445S	GTEX-144GL	GTEX-145MI	GTEX-147GR	GTEX-14ABY	GTEX-14ASI	GTEX-14BIM	GTEX-14DAQ	GTEX-14E7W	GTEX-14JFF	GTEX-14JG1	GTEX-14JIY	GTEX-14PJM	GTEX-14PN4	GTEX-14PQA	GTEX-15CHQ	GTEX-15DCD	GTEX-15DDE	GTEX-15DYW	GTEX-15EO6	GTEX-15ER7	GTEX-15SHU	GTEX-16YQH	GTEX-17EVP	GTEX-17EVQ	GTEX-17F97	GTEX-183WM	GTEX-18464	GTEX-1A3MX	GTEX-1AX9I	GTEX-1B8L1	GTEX-1B996	GTEX-1C6VR	GTEX-1C6WA	GTEX-1CB4G	GTEX-1CB4J	GTEX-1E1VI	GTEX-1EMGI	GTEX-1EX96	GTEX-1F48J	GTEX-1F6IF	GTEX-1F75A	GTEX-1F7RK	GTEX-1GF9W	GTEX-1GMR8	GTEX-1GN73	GTEX-1GTWX	GTEX-1GZ4I	GTEX-1ICLZ	GTEX-1JMQJ	GTEX-1JN6P	GTEX-1LSVX	GTEX-1LVAO	GTEX-1N2DW	GTEX-1N2EE	GTEX-N7MS	GTEX-N7MT	GTEX-NL3H	GTEX-NL4W	GTEX-NPJ7	GTEX-NPJ8	GTEX-OHPN	GTEX-P44G	GTEX-P44H	GTEX-Q2AG	GTEX-QDT8	GTEX-QMR6	GTEX-QVJO	GTEX-QVUS	GTEX-R55E	GTEX-RNOR	GTEX-S7SE	GTEX-T5JC	GTEX-T6MN	GTEX-TSE9	GTEX-UTHO	GTEX-WHSE	GTEX-WVLH	GTEX-WZTO	GTEX-X4EP	GTEX-X4XX	GTEX-X585	GTEX-XLM4	GTEX-Y8DK	GTEX-YFC4	GTEX-ZAB4	GTEX-ZAK1	GTEX-ZVZQ
InferredCov6	0.0100329294800758	-0.0598400644958019	0.028398297727108	-0.0677672848105431	0.0702489018440247	-0.0519546046853065	0.0287283360958099	-0.0343884825706482	-0.062391210347414	0.0141804693266749	0.0915041193366051	0.129007905721664	0.0169766638427973	0.0166176538914442	-0.0940384417772293	-0.0129115860909224	0.0637144818902016	0.00502139329910278	-0.0433618389070034	0.045726764947176	-0.0299541018903255	-0.0191735830157995	-0.000287276052404195	-0.0183961540460587	0.0452477186918259	0.0296956188976765	-0.0790417417883873	0.0517133437097073	0.0553849004209042	0.0695747435092926	-0.00605640187859535	-0.0676256716251373	0.0312572531402111	-0.119288489222527	-0.0661183819174767	-0.0360662937164307	0.0633357465267181	0.01147735491395	0.0151616623625159	0.0185420177876949	-0.041736826300621	-0.0337623693048954	0.0271673854440451	0.041038740426302	-0.0796428620815277	-0.02989337220788	0.00378105416893959	0.00978781189769506	0.0299851577728987	-0.192004010081291	-0.0357682481408119	0.00398982595652342	0.0149458888918161	-0.0581185892224312	-0.00287023815326393	0.0514684356749058	-0.0967493280768394	-0.0326683484017849	0.205509975552559	0.0193568356335163	0.0247655604034662	0.120801344513893	-0.0739284455776215	0.0557588934898376	-0.0160616189241409	0.136362567543983	0.0190109889954329	0.0599446073174477	-0.0407134592533112	0.0320949964225292	-0.0557728372514248	-0.0560703761875629	-0.139099031686783	-0.0306788217276335	-0.0177533328533173	-0.00823093671351671	-0.0803839489817619	0.00345797976478934	-0.0294064376503229	-0.0223311949521303	-0.0744224861264229	-0.000820401532109827	0.0177704449743032	-0.00496295047923923	0.0683783367276192	0.130116552114487	-0.0816336795687675	-0.0355546176433563	0.0491802059113979	-0.0104370340704918	-0.00222534290514886	0.00585827045142651	-0.0762576758861542	0.0542310923337936	-0.130371674895287	0.00703662168234587	-0.0584659278392792	0.00734256347641349	0.203355580568314	0.143303915858269	0.0295979622751474	0.114131316542625	0.0855550095438957	0.138066709041595	-0.00805102195590734	0.0489134006202221	-0.0579905025660992	-0.0829812809824944	0.0211872551590204	-0.0729910060763359	0.0600077360868454	0.00498863961547613	0.0239189807325602	-0.0282162465155125	-0.00406093988567591	-0.023552754893899	0.0582908950746059	-0.0685381218791008	0.0191930290311575	-0.0181117355823517	-0.00510587310418487	0.056709997355938	-0.0726316422224045	-0.105980850756168	0.0212566796690226	-0.0272218938916922	-0.0544143617153168	-0.0714668557047844	0.0667700171470642
InferredCov7	-0.00303252600133419	-0.0252323877066374	0.00665728561580181	-0.0593955963850021	-0.00438861548900604	0.0950192809104919	-0.0805369466543198	0.000215335574466735	-0.0189657751470804	0.104291193187237	-0.0885564535856247	-0.0599821880459785	-0.0210733618587255	-0.0316344015300274	-0.105387590825558	0.0530230887234211	0.0368805155158043	0.0769813805818558	-0.104860343039036	-0.103428885340691	-0.0180530156940222	0.102891087532043	-0.0650444626808167	-0.0697416067123413	0.00492885895073414	0.0494032129645348	-0.0197690352797508	-0.036265317350626	-0.023126345127821	-0.0518229976296425	-0.0398633778095245	-0.0826364085078239	0.0323941446840763	0.17948853969574	0.0394171662628651	0.133572593331337	-0.017240172252059	0.0250511690974236	-0.0331068783998489	-0.0662358105182648	-0.0564858429133892	0.105490535497665	0.00422973791137338	-0.166594207286835	0.21158654987812	-0.0746662169694901	0.190048322081566	0.121065177023411	0.0911193713545799	-0.0465045161545277	0.132634341716766	-0.00717508979141712	-0.00203014095313847	-0.107583470642567	-0.019721245393157	0.00392492953687906	0.0961863920092583	0.0754545629024506	-0.00326633080840111	0.0119343204423785	0.0610145106911659	-0.00630275066941977	-0.00635595945641398	-0.0543232895433903	-0.018913745880127	0.112238667905331	0.125960066914558	-0.0149860372766852	0.0422054789960384	-0.0797162726521492	0.0165137965232134	-0.0533333979547024	-0.0524672009050846	-0.0750062540173531	-0.0172745753079653	0.00487616006284952	-0.108725570142269	0.0787874683737755	-0.00350647466257215	-0.0437730401754379	0.0406215265393257	-0.0235434826463461	-0.0331864729523659	-0.034223910421133	-0.0171950738877058	-0.0553882718086243	-0.0261473190039396	-0.0630110651254654	-0.0273115709424019	0.0456031523644924	0.0172832924872637	0.00680221896618605	-0.00771339051425457	-0.0566649436950684	0.0111359097063541	0.078981451690197	-0.124898180365562	0.0536330863833427	0.0946989059448242	0.0129302022978663	0.0405570603907108	0.0164559558033943	0.0304973442107439	-0.0973858535289764	-0.0260021407157183	0.0117429858073592	-0.0151689797639847	-0.0243552960455418	0.0218232180923223	-0.00109444919507951	-0.0270453710108995	-0.0819845870137215	0.0420949421823025	-0.0684294179081917	0.0598527789115906	0.0835827067494392	-0.0161806829273701	-0.0429966896772385	-0.0114518338814378	-0.0088378144428134	0.0139801250770688	0.0319519005715847	-0.00992740225046873	-0.05691734328866	-0.0505932457745075	0.101796038448811	-0.0351113826036453	0.0403779782354832	0.0288453157991171
InferredCov8	0.0212799981236458	-0.00319976499304175	0.00327005935832858	0.00695905741304159	-0.0779016986489296	0.0396833084523678	0.0494320131838322	0.0154366483911872	0.0232895314693451	0.139906406402588	0.00690765073522925	-0.00291702058166265	0.0318437442183495	0.00745627656579018	0.0750983357429504	-0.0159967448562384	-0.042169988155365	-0.0570466704666615	-0.0174518749117851	-0.0225402005016804	-0.0733223780989647	0.0886653661727905	-0.0236283373087645	-0.0488041192293167	0.0196827501058578	0.0690283551812172	-0.0376532599329948	-0.0522276684641838	0.123729847371578	0.0028634516056627	-0.0472506172955036	-0.0481774099171162	-0.0468711853027344	-0.0070355455391109	0.0930599272251129	0.0892486348748207	0.00431266240775585	0.0206593442708254	0.0762936994433403	0.050565093755722	0.00568523444235325	0.0867947712540627	-0.0220455229282379	0.0387587770819664	0.0954065546393394	0.0121254194527864	-0.00630719494074583	-0.0214609112590551	-0.0238531716167927	0.0638391450047493	-0.00724546192213893	-0.0644946023821831	0.0252050273120403	0.0828639939427376	0.051988773047924	0.0793179348111153	0.0194353852421045	0.0679061636328697	0.0822888016700745	0.000820243789348751	-0.0210815351456404	-0.00974031444638968	-0.0606833919882774	0.0470970682799816	-0.0327080339193344	-0.0542685315012932	-0.0779490917921066	-0.0458185039460659	0.0250375010073185	0.0594304725527763	0.0132177863270044	-0.00281288172118366	-0.0834074020385742	0.0428114831447601	0.0367677211761475	0.0314975306391716	-0.120303981006145	-0.0720412731170654	0.0610949732363224	-0.0500151216983795	-0.0345978513360023	-0.0289174765348434	-0.0165460035204887	0.00540167279541492	-0.0892646089196205	0.0234920140355825	-0.0647914335131645	-0.0475367084145546	-0.0735473930835724	-0.0687271729111671	-0.0630671605467796	-0.0880105271935463	0.0384656302630901	0.012665449641645	0.120226442813873	-0.0827460214495659	0.148193895816803	0.0701203197240829	0.0315001159906387	0.0552899204194546	-0.0266909766942263	0.0482658371329308	-0.149526953697205	0.0431517846882343	-0.187140211462975	0.00277685583569109	-0.135915040969849	-0.141069829463959	-0.00209633796475828	-0.0764632299542427	0.0403448827564716	0.0412440337240696	-0.0289200320839882	0.0154467159882188	-0.152838826179504	-0.101023860275745	-0.00175702187698334	0.130003273487091	-0.046225517988205	-0.0195938609540462	-0.214785143733025	0.155412003397942	0.14598473906517	-0.00213452940806746	-0.0169591400772333	0.0475830547511578	-0.000639620469883084	0.0985632166266441	0.00472371419891715
InferredCov9	-0.0515551418066025	0.0275872014462948	-0.0214906111359596	0.117697477340698	-0.0592854768037796	-0.0768865868449211	0.0916100963950157	-0.0288055744022131	0.0328932926058769	-0.08308145403862	0.0234766080975533	-0.0404713600873947	-0.0326167345046997	0.0126751707866788	-0.0860792547464371	0.0187382586300373	0.0168321710079908	-0.0303504150360823	0.029890064150095	-0.101935423910618	-0.168936371803284	-0.0173355359584093	0.0615623332560062	-0.106739155948162	0.000967320811469108	-0.0189128052443266	-0.0636428669095039	-0.0569893755018711	-0.0216825772076845	-0.0463273413479328	-0.013383112847805	0.024238545447588	-0.20685738325119	0.0160245466977358	0.0217517428100109	0.0186481419950724	-0.0325319990515709	-0.0278820488601923	0.0415490679442883	-0.000525983923580498	0.0374460443854332	-0.0900319144129753	-0.0319446064531803	-0.0613215528428555	-0.0346118174493313	-0.0236457139253616	-0.0913223177194595	0.0889671668410301	-0.00287940283305943	0.0572386868298054	-0.0582254268229008	0.0183915663510561	-0.011887414380908	-0.0516643449664116	0.0386935025453568	0.0430730283260345	0.0489367507398129	0.022781865671277	-0.117865547537804	-0.0339555703103542	0.0771149545907974	-0.0337675623595715	0.0553521104156971	-0.0446215942502022	0.00715895649045706	-0.0375144518911839	0.0439470261335373	0.186352238059044	-0.0369648039340973	0.0235138311982155	-0.0264203809201717	0.0443466193974018	-0.0926525592803955	0.0429928675293922	0.0944865271449089	-0.0282178930938244	-0.0369235500693321	-0.0438976250588894	-0.036379735916853	0.0281163696199656	0.0673178881406784	0.0518514886498451	-0.00199912907555699	0.0761197656393051	-0.0452721267938614	0.0755475237965584	-0.114528723061085	-0.0209113545715809	0.00702271796762943	0.166389495134354	0.0840825065970421	-0.106461711227894	-0.012235539034009	0.0084952600300312	0.0404999740421772	0.0508921667933464	-0.00565518392249942	0.0532522462308407	0.0745523273944855	0.0598882511258125	0.098897859454155	0.140529707074165	0.0363566316664219	-0.100320935249329	-0.0536881648004055	-0.0101976571604609	0.0101904766634107	0.0386224985122681	0.128843367099762	0.160039633512497	0.0104847382754087	0.0638750866055489	-0.111181072890759	0.0212701074779034	-0.0238325428217649	-0.0488232299685478	0.0762154459953308	-0.184566602110863	0.0120675601065159	-0.0494322553277016	0.0557735338807106	0.0592999272048473	0.151282086968422	0.00907519273459911	0.00398918520659208	-0.0616744868457317	0.0143745271489024	-0.068989522755146	-0.00609929766505957
InferredCov10	0.0126740420237184	-0.0749533176422119	0.0596306957304478	0.0226095709949732	0.0189465843141079	-0.040041159838438	0.0853692218661308	-0.0500647127628326	-0.0559959784150124	-0.114919774234295	-0.0533281266689301	0.0732204467058182	-0.0182051751762629	0.0465879216790199	-0.0697614997625351	-0.0170073229819536	0.149365052580833	0.049521841108799	-0.104499511420727	0.00500568374991417	-0.0116361724212766	-0.0477782674133778	-0.104170061647892	0.0324306562542915	0.016209788620472	0.0189213994890451	-0.0448020100593567	0.0395023636519909	-0.0670248717069626	0.0455286502838135	-0.0790948569774628	-0.100344471633434	-0.00718439323827624	0.0498020611703396	0.0756713300943375	0.11657353490591	-0.0452748537063599	0.0333101935684681	0.0165206417441368	0.0935706794261932	0.0162916742265224	0.0867095962166786	-0.0577274411916733	-0.0757820159196854	-0.0237944349646568	-0.0208881050348282	-0.0458551906049252	-0.0778728872537613	0.0503248497843742	-0.0730054974555969	0.0262997969985008	0.101928204298019	-0.0152697255834937	-0.00642123445868492	0.0202240031212568	-0.0177431870251894	0.00776766613125801	0.0950694605708122	-0.169311076402664	-0.001897057518363	0.0810921117663383	0.00396655639633536	-0.0428084768354893	0.110427439212799	0.029195262119174	0.132080614566803	-0.0233976673334837	0.0740149989724159	0.0727714523673058	-0.00314206653274596	-0.0325934775173664	0.0145871480926871	-0.0679927840828896	-0.0133725199848413	0.106872841715813	-0.0701917856931686	-0.0342762283980846	-0.128247827291489	0.058867909014225	-0.066377654671669	-0.107197731733322	-0.0558138899505138	0.0120661146938801	0.0104101616889238	0.0166261903941631	-0.0148872444406152	-0.0389088019728661	0.0408077053725719	-0.0246151778846979	-0.0257680304348469	0.0870240107178688	-0.0309898667037487	0.0517404973506927	0.0356993153691292	0.0274763945490122	-0.0397987551987171	0.0484123416244984	0.0658897235989571	-0.187760502099991	-0.0555999465286732	-0.0569249279797077	-0.119318805634975	0.193036198616028	0.0016115705948323	0.0930212587118149	-0.0667842254042625	-0.0685467794537544	0.0158679410815239	0.0273750405758619	-0.018004147335887	0.106131725013256	0.0786192938685417	0.0138083035126328	0.0420410893857479	-0.104650840163231	-0.0826154202222824	-0.0615818798542023	0.150816485285759	0.0293852966278791	-0.0789260193705559	0.118198953568935	-0.0722388252615929	0.0209121741354465	-0.0718699991703033	0.0329264588654041	-0.00523929484188557	0.0248434357345104	0.0639521777629852	0.0303137227892876
InferredCov11	0.0407815836369991	-0.0384939424693584	0.0107357650995255	-0.112914264202118	-0.0320726372301579	0.121507979929447	-0.0545240342617035	0.00703513994812965	-0.0588833019137383	0.0234452057629824	0.00870609469711781	0.0710901543498039	0.09219790995121	0.0727390646934509	0.0410834588110447	0.0772436410188675	0.0424216128885746	-0.110299170017242	0.030733359977603	-0.00411217287182808	-0.0814446210861206	0.0165059864521027	0.054095271974802	-0.0959590673446655	0.00508806481957436	-0.0607496127486229	0.03913514316082	0.0784248858690262	-0.089388333261013	0.0276889838278294	0.078544981777668	-0.023970240727067	-0.049305647611618	0.0402323640882969	-0.0158714074641466	-0.00337440939620137	-0.0173354502767324	0.0506307519972324	-0.0540521740913391	0.0196123197674751	-0.0243753343820572	-0.0460089854896069	0.0842231512069702	0.115351893007755	0.0187939945608377	0.0544880926609039	0.0403972901403904	-0.0207886379212141	-0.0261943452060223	0.022037697955966	0.0349584557116032	0.0845438688993454	0.0600509792566299	0.0335651151835918	-0.0842138603329659	-0.0469554588198662	-0.0195805840194225	0.0546726919710636	0.0440920554101467	0.0282456483691931	-0.021011970937252	0.0407887510955334	0.0459114275872707	0.0126488842070103	0.0616567395627499	-0.103384777903557	-0.0514520294964314	0.0932790338993073	-0.0213201213628054	-0.0821579843759537	0.0402752831578255	0.0490188114345074	-0.074336938560009	-0.00427592359483242	-0.0186347477138042	0.00127726420760155	0.0808717608451843	-0.0505983009934425	-0.0117899598553777	-0.00990228168666363	-0.0704770609736443	-0.0341139137744904	0.0146579788997769	0.0392932258546352	-0.14602455496788	-0.0841662883758545	-0.126735910773277	-0.0612673163414001	0.00580157060176134	-0.0494642034173012	0.0158358421176672	-0.121119670569897	-0.077922560274601	-0.110530249774456	-0.019744586199522	-0.0281022172421217	0.0387240648269653	-0.074257992208004	-0.0188786070793867	-0.0766985267400742	-0.0885807797312737	0.0263929404318333	-0.0874738320708275	-0.051863819360733	-0.114715754985809	0.0641100183129311	0.00653808796778321	-0.0789692029356956	-0.02932502143085	-0.0853873416781425	0.105903923511505	0.0361559838056564	0.0765075832605362	-0.0636329054832458	0.0407399944961071	-0.00882908888161182	-0.000933990289922804	-0.0926049426198006	0.0281861815601587	0.140016570687294	0.37766569852829	0.0465869978070259	-0.00761268706992269	-0.035033792257309	0.10296456515789	0.0617646984755993	0.0141524001955986	0.0282629244029522	0.049131453037262
InferredCov12	-0.0527996830642223	0.0561592094600201	0.0678507760167122	0.0247580576688051	-0.100019335746765	-0.113603442907333	-0.0154319610446692	0.064367488026619	-0.0131883043795824	-0.0128435743972659	-0.214518964290619	-0.0155353378504515	0.0584108382463455	0.050958838313818	-0.0636711195111275	0.130482614040375	0.102975413203239	-0.0468135885894299	0.031323280185461	-0.0563808716833591	0.102488100528717	-0.0945158526301384	0.0841604769229889	0.0364962555468082	-0.1100779697299	-0.0476805679500103	-0.0645373314619064	0.0284395888447762	0.000225240728468634	0.0477642714977264	0.0612906366586685	-0.0306063462048769	0.119198933243752	0.00802286993712187	0.0085755717009306	-0.0217995699495077	0.0794961377978325	-0.0310162249952555	-0.0141672398895025	0.0770273357629776	-0.0528778694570065	-0.0782109722495079	-0.0535870231688023	-0.0100642116740346	0.0233798399567604	0.0858539640903473	-0.0875987410545349	0.11601073294878	0.108297601342201	0.0140304006636143	-0.0316597372293472	0.0111757777631283	0.0213637482374907	-0.011017007753253	0.0406726337969303	-0.113998562097549	0.0396004803478718	0.05889642983675	0.0389733575284481	0.0800352618098259	0.0267419144511223	0.0222227536141872	-0.0670750886201859	-0.0527507290244102	-0.073546513915062	-0.115487858653069	0.0585444420576096	-0.0162275284528732	-0.067256398499012	-0.0608965270221233	-0.0122478092089295	-0.0207476541399956	0.0187134146690369	0.00227438798174262	0.129218235611916	-0.0279884394258261	-0.0275228638201952	0.0966550409793854	0.0710167437791824	0.0396888330578804	-0.168868824839592	0.090411365032196	-0.0875027403235435	0.0311208330094814	-0.105333641171455	-0.0527625419199467	0.125891044735909	-0.105581380426884	0.0624360665678978	0.0520959571003914	-0.0905342251062393	0.127173498272896	0.0210805684328079	0.0252766609191895	0.0350834056735039	0.0579094812273979	-0.00148581946268678	0.0337055698037148	0.0454549565911293	-0.0329670198261738	-0.16407585144043	-0.108084931969643	-0.0153537476435304	0.0486986227333546	-0.012581268325448	-0.0250078141689301	-0.0724709033966064	-0.0805164352059364	0.0281555615365505	-0.0168302971869707	0.0608537569642067	0.0226216241717339	-0.100993469357491	0.00374500476755202	0.0349789932370186	0.0276626702398062	0.0653485581278801	-0.0346149206161499	0.0568329058587551	-0.103463344275951	-0.0354083701968193	0.0734354555606842	0.0673729032278061	-0.0883959010243416	0.0574138350784779	-0.0671418979763985	-0.00251221377402544	-0.0183011498302221	0.088573269546032
InferredCov13	-0.0446696169674397	-0.0535076893866062	-0.121860980987549	0.00485004857182503	-0.0723712369799614	0.0454913228750229	-0.0119972629472613	-0.0885544866323471	0.0485488697886467	0.101529531180859	0.0186238288879395	-0.00806893408298492	0.0071633467450738	0.0261366572231054	0.0880870372056961	-0.0169152729213238	-0.000383102364139631	0.0350354760885239	0.0300765093415976	0.0204491913318634	0.0120185259729624	-0.0937235876917839	-0.0485919676721096	0.0443118512630463	0.0304239690303802	0.0138270137831569	0.0905906185507774	0.0294144693762064	0.0886453092098236	0.027941420674324	0.0137654449790716	0.00720472121611238	0.0355557017028332	0.0946205705404282	0.00733684794977307	0.0258987937122583	0.0292525812983513	0.0272939540445805	-0.0399054065346718	-0.0247412491589785	-0.0522849708795547	0.0533277057111263	-0.0541480332612991	0.0822523310780525	-0.0285287592560053	-0.030337093397975	0.0186024513095617	0.100647322833538	-0.035259585827589	-0.0189139191061258	-0.00407070899382234	0.138241723179817	-0.0934566259384155	-0.0780597478151321	-0.110772401094437	-0.0248692110180855	-0.0903540700674057	-0.0925544053316116	-0.0141017530113459	-0.0912675857543945	0.128853917121887	-0.109521172940731	0.0208469461649656	0.0206812229007483	-0.0107205361127853	-0.104242116212845	0.0523648858070374	-0.0135720856487751	-0.0201650038361549	0.0325537510216236	-0.15310525894165	-0.0228257868438959	-0.158971562981606	0.0189782213419676	0.0726770237088203	-0.177166402339935	-0.100363247096539	-0.0204729121178389	-0.0124437026679516	-0.0814239084720612	-0.120112359523773	0.0414577685296535	0.0164731536060572	-0.0101696886122227	-0.00637650163844228	0.0699827075004578	0.00437705870717764	-0.0675031021237373	0.0322299525141716	0.0758613273501396	0.0890507400035858	0.00840671360492706	-0.0233445595949888	-0.0380176715552807	-0.0797174200415611	-0.134996354579926	-0.0487626902759075	-0.0529238544404507	0.0666257068514824	-0.131964132189751	-0.0190814156085253	-0.0306371040642262	-0.097724549472332	0.0496965385973454	0.0152917569503188	-0.0743092969059944	0.0445671714842319	0.128254503011703	-0.0359175726771355	0.0345705077052116	0.0100699588656425	0.0334578305482864	0.0267820879817009	0.0811683386564255	0.0670239478349686	0.130072444677353	0.215575814247131	0.164798349142075	-0.0293618645519018	0.034692469984293	-0.0104273017495871	0.111011311411858	-0.000327393965562806	0.0826212540268898	0.0208448246121407	0.061590202152729	0.0452489405870438	0.0223874095827341	-0.0871409103274345
InferredCov14	0.160171657800674	-0.0265466868877411	-0.0352487042546272	0.166790753602982	-0.121637366712093	0.000647560053039342	-0.0723189935088158	-0.0394383259117603	0.0788803547620773	0.00489667430520058	0.0348644405603409	0.127363696694374	0.0819826647639275	0.0526449531316757	-0.026043388992548	0.0351912043988705	0.140784278512001	-0.0421878211200237	-0.0533198267221451	0.000265327864326537	-0.0884527564048767	-0.0116993868723512	0.00858726538717747	-0.0472970195114613	-0.0380560867488384	-0.103491351008415	-0.000916582881473005	0.0627323538064957	0.0854911953210831	0.0357229858636856	0.0158677827566862	0.0460218861699104	-0.0442140437662601	-0.11239592730999	-0.0680067986249924	0.0322947129607201	0.00940747000277042	0.0366132371127605	0.0714866742491722	-0.0519440993666649	0.0856884941458702	0.00382504635490477	0.134280771017075	-0.146070897579193	0.069924384355545	0.0702521428465843	0.0860705971717834	0.00890295393764973	0.0469981357455254	0.0328411608934402	-0.00901485607028008	-0.00528353173285723	-0.0177707709372044	0.0151347015053034	0.143626749515533	0.0859150066971779	0.0640642568469048	-0.081295408308506	-0.058951124548912	-0.0253450237214565	0.00982696656137705	0.00855471752583981	-0.0374765247106552	0.0501248389482498	-0.0520561300218105	0.0601132325828075	-0.0215722061693668	-0.0546113811433315	-0.159065738320351	0.0736751407384872	-0.0614601261913776	-0.0508377030491829	-0.0501083135604858	-0.0844835191965103	-0.062256146222353	0.0907576233148575	-0.0501744747161865	0.0348379276692867	-0.0169835761189461	0.0605334937572479	0.0702638402581215	-0.0618926249444485	-0.0403623543679714	-0.0695711448788643	-0.0724269077181816	0.155259251594543	-0.036790668964386	-0.0383877195417881	0.0379393137991428	0.0614102892577648	-0.0921415984630585	0.060520738363266	0.0416285842657089	0.0901028737425804	0.00991023052483797	0.0397245101630688	-0.115773372352123	-0.0427480228245258	-0.142800226807594	-0.113499462604523	0.0203017219901085	-0.142543390393257	-0.0019802947062999	0.0589039474725723	-0.0832072496414185	-0.157834827899933	0.0304490178823471	0.0177247896790504	-0.0364175960421562	-0.100163333117962	-0.0866904407739639	-0.0151997217908502	0.00720694474875927	0.0681418031454086	0.013371579349041	-0.0518874041736126	0.0377351939678192	-0.0207389909774065	-0.0443775355815887	0.0634537860751152	0.0781490281224251	-0.0190247483551502	0.0130170965567231	0.0694744363427162	-0.000390121713280678	0.0360648632049561	0.0071557885967195	-0.00462896842509508	-0.00884201191365719
InferredCov15	-0.0789033249020576	0.00158657552674413	-0.00465177930891514	-0.00835410691797733	0.0594310313463211	-0.0308112949132919	0.0640555620193481	0.0427043735980988	0.0698893293738365	0.0414592958986759	0.088003471493721	-0.0967901572585106	-0.06814906001091	-0.0480926148593426	0.0420407354831696	0.012596407905221	0.0240022968500853	0.178019106388092	0.0678803473711014	-0.0379944294691086	0.0348034985363483	-0.0273710358887911	-0.0585872456431389	0.0289998408406973	-0.0396423116326332	0.113856799900532	-0.101052448153496	-0.0776447206735611	0.081867590546608	-0.0267459154129028	-0.0670954287052155	-0.0154932290315628	0.00421242509037256	-0.04063555970788	0.00673585571348667	0.0258315149694681	-0.0176914185285568	-0.0570847354829311	0.0910817682743073	0.0012608349788934	0.00832844898104668	-0.065024122595787	0.0155559377744794	0.0828991308808327	0.0275782104581594	-0.0186288915574551	-0.00507874181494117	0.137311309576035	0.062025111168623	0.0317273214459419	0.0493566133081913	0.102155014872551	0.0118970014154911	0.0551502741873264	0.0347698628902435	0.0505071803927422	0.0933858156204224	0.0036309864372015	-0.00179761368781328	0.0536006093025208	0.0721800997853279	0.0549554824829102	-0.0451581999659538	-0.0239115003496408	-0.0689733326435089	-0.085354745388031	0.0345397964119911	-0.122679881751537	0.0997414886951447	0.00323066371493042	-0.0259378887712955	0.00871388055384159	-0.0470454879105091	-0.0366084650158882	-0.0868357792496681	-0.0369538068771362	0.0581432059407234	-0.0342132300138474	-0.0579596608877182	-0.0406435951590538	0.00110604567453265	-0.0095260813832283	0.040071826428175	-0.0267910696566105	0.0285228602588177	0.0515588894486427	-0.0204106383025646	0.0949218943715096	-0.0630015507340431	-0.0736685618758202	0.0231347978115082	-0.0648827776312828	-0.0398574657738209	0.153942808508873	-0.0515843331813812	-0.0081203393638134	-0.0554533898830414	-0.00652768136933446	-0.0387506857514381	-0.0413764789700508	-0.102506846189499	-0.0773683488368988	-0.146064519882202	0.0120767271146178	0.148251250386238	0.0105469729751348	0.0692787691950798	-0.0308648459613323	-0.108222633600235	-0.116833128035069	-0.0708582848310471	-0.0392952486872673	-0.0229333359748125	-0.0549854971468449	-0.0872528403997421	-0.07069181650877	-0.0242372844368219	-0.172079131007195	0.0398600026965141	-0.0769400149583817	0.188439056277275	0.14843587577343	0.0354935564100742	0.0200247727334499	-0.0442242808640003	-0.0567130409181118	0.187345430254936	-0.0366436764597893	0.0549277849495411
pcr	1	0	1	1	0	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	0	1	1	0	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	1	1	1	1	1	0	1	0	0	1	0	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	0	0	1	1	1	0	1
platform	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	1	0	1	1	0	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
