ID	GTEX-1117F	GTEX-113JC	GTEX-11DXX	GTEX-11EM3	GTEX-11EMC	GTEX-11GSP	GTEX-11I78	GTEX-11P81	GTEX-11ZTS	GTEX-11ZTT	GTEX-12WSD	GTEX-12WSG	GTEX-12WSK	GTEX-12ZZX	GTEX-1313W	GTEX-131XG	GTEX-131YS	GTEX-132AR	GTEX-1399S	GTEX-1399U	GTEX-139D8	GTEX-13D11	GTEX-13FTX	GTEX-13N11	GTEX-13OVI	GTEX-13OVJ	GTEX-13PL7	GTEX-13QBU	GTEX-13S7M	GTEX-13U4I	GTEX-13VXT	GTEX-13W3W	GTEX-14AS3	GTEX-14BIM	GTEX-14BIN	GTEX-14BMU	GTEX-14JG6	GTEX-14PJ6	GTEX-14PJM	GTEX-14PKV	GTEX-15CHC	GTEX-15DZA	GTEX-15ER7	GTEX-15ETS	GTEX-15FZZ	GTEX-16A39	GTEX-16NGA	GTEX-1A32A	GTEX-1A8FM	GTEX-1AMEY	GTEX-1B932	GTEX-1B97J	GTEX-1C475	GTEX-1CAMS	GTEX-1CB4H	GTEX-1GF9U	GTEX-1GMR8	GTEX-1GN1U	GTEX-1GN1W	GTEX-1GZ4H	GTEX-1GZHY	GTEX-1I4MK	GTEX-1ICG6	GTEX-1JN76	GTEX-1K9T9	GTEX-1KANC	GTEX-1LGOU	GTEX-1LGRB	GTEX-1LH75	GTEX-1MA7W	GTEX-1MCYP	GTEX-1NV5F	GTEX-1PBJI	GTEX-1PIEJ	GTEX-1QP28	GTEX-1R9JW	GTEX-1R9PN	GTEX-1S82U	GTEX-N7MT	GTEX-OHPL	GTEX-OHPN	GTEX-P4PP	GTEX-P4QT	GTEX-P78B	GTEX-POMQ	GTEX-PWCY	GTEX-PWN1	GTEX-PX3G	GTEX-Q734	GTEX-QCQG	GTEX-R55G	GTEX-RTLS	GTEX-RU1J	GTEX-RU72	GTEX-RWS6	GTEX-S32W	GTEX-S341	GTEX-S4UY	GTEX-S7SF	GTEX-T2IS	GTEX-T5JW	GTEX-T6MO	GTEX-TMMY	GTEX-TSE9	GTEX-U3ZN	GTEX-W5WG	GTEX-WEY5	GTEX-WI4N	GTEX-WWYW	GTEX-WXYG	GTEX-WYVS	GTEX-XUW1	GTEX-XUZC	GTEX-XV7Q	GTEX-XYKS	GTEX-Y114	GTEX-Y3IK	GTEX-YFC4	GTEX-YJ8O	GTEX-ZAJG	GTEX-ZAK1	GTEX-ZLWG	GTEX-ZP4G	GTEX-ZPIC	GTEX-ZTPG	GTEX-ZV6S	GTEX-ZVT2	GTEX-ZXES	GTEX-ZYVF
InferredCov6	-0.0759780034422874	-0.0333959832787514	-0.0611182227730751	0.0509081073105335	-0.0473054386675358	-0.0267489496618509	-0.0185629073530436	-0.133058354258537	-0.0648834407329559	-0.0262587387114763	-0.0320701338350773	-0.00984865799546242	0.176779806613922	0.0570105016231537	0.107293605804443	-0.0811551436781883	0.127372458577156	-0.115182176232338	-0.0294091179966927	0.09146598726511	-0.048409778624773	-0.0120089640840888	0.0196779351681471	-0.0267445798963308	-0.00457113329321146	-0.0990327671170235	-0.0222640130668879	-0.0390674658119678	-0.0440424680709839	0.0191703177988529	-0.0123597420752048	-0.00824135355651379	-0.0687014609575272	0.0295525342226028	0.0748959854245186	0.0245896428823471	-0.0139541765674949	-0.0705611631274223	0.239049300551414	-0.0256752520799637	-0.000545315211638808	-0.0322363898158073	-0.0288996789604425	-0.0153595814481378	0.00672363257035613	0.10923720896244	-0.0318780019879341	-0.109756737947464	0.141988769173622	-0.0137210637331009	-0.0603470429778099	-0.153843060135841	-0.0160644892603159	-0.12030353397131	-0.0295431781560183	-0.0151878828182817	-0.00143769721034914	-0.00855245534330606	-0.0354557149112225	-0.0862923115491867	0.120789103209972	-0.0737504363059998	-0.0303468592464924	-0.034680962562561	0.00441226363182068	0.020884208381176	0.0389813855290413	0.0586160570383072	0.102283500134945	0.0622985810041428	0.0765604600310326	-0.0333192348480225	0.036445178091526	0.105151474475861	0.112882763147354	0.0540771260857582	-0.0109677826985717	0.0199267361313105	-0.0272530019283295	-0.0732681378722191	0.0137103199958801	0.0507712587714195	-0.0300014391541481	0.0165278371423483	-0.00100802432280034	0.0660506784915924	0.0126040885224938	0.0875023826956749	-0.00326785631477833	0.0112514989450574	-0.0114340474829078	0.0315323993563652	-0.0778486207127571	0.0728999450802803	0.0734240189194679	-0.066329799592495	6.94105347065488e-06	0.0485286973416805	0.0082685723900795	0.0563034527003765	-0.00380444340407848	0.0246172249317169	0.00294196116738021	0.00578098837286234	0.0597569420933723	0.0504950433969498	0.00931672193109989	-0.113257274031639	-0.100863695144653	0.0444576777517796	-0.00639014458283782	-0.0269725937396288	0.0134917935356498	-0.0763522014021873	-0.0346135571599007	-0.0236380435526371	0.0183376520872116	-0.0245136115700006	-0.00471025053411722	-0.0184466261416674	0.0573348104953766	-0.0491464994847775	-0.0181097779422998	-0.0489944629371166	-0.109564408659935	0.211665749549866	-0.0778339058160782	0.0614974685013294	0.0200153514742851
InferredCov7	0.0448161624372005	-0.0194881297647953	-0.0157767031341791	0.0368894450366497	-0.0821158215403557	0.0244630891829729	0.0457455739378929	-0.0784489288926125	-0.107213400304317	-0.0565820783376694	-0.0266817510128021	0.0614755041897297	0.0510693341493607	-0.0571633130311966	-0.129175871610641	0.0912834480404854	-0.0832352712750435	-0.0667224377393723	-0.0121216177940369	0.070910856127739	-0.146693453192711	-0.0667020380496979	-0.0197847597301006	0.011034575290978	0.101950019598007	0.18480496108532	-0.0174350086599588	0.0432720333337784	-0.0574937872588634	-0.0426808819174767	0.0376832149922848	0.019206153228879	-0.046507328748703	-0.109146282076836	-0.0921602174639702	-0.0694326609373093	-0.0103081865236163	-0.0107539920136333	0.0423818379640579	0.0461020544171333	-0.0147949578240514	0.078818179666996	-0.0774677693843842	0.0256734136492014	-0.0191342364996672	0.0590329021215439	-0.0516127459704876	0.200864687561989	0.0668025761842728	-0.0674323365092278	-0.112689040601254	-0.012914938852191	-0.0201486833393574	-0.0344432592391968	-0.0264918860048056	0.0635964199900627	-0.0014174043899402	0.105513446033001	-0.0273364502936602	0.0411935783922672	-0.0374061614274979	0.0460938513278961	-0.0340537838637829	-0.0875125005841255	-0.0251427423208952	-0.0876783803105354	-0.0183227900415659	-0.026997908949852	0.106847897171974	0.0573887415230274	-0.00109966308809817	-0.0265565551817417	0.144339561462402	0.0150850079953671	-0.0240893419831991	-0.0774112194776535	-0.0190129149705172	0.00849109515547752	-0.0181450843811035	0.0512469075620174	0.12141776829958	0.108606390655041	0.0472622029483318	-0.0338051915168762	0.0189018715173006	0.107886046171188	0.0156357400119305	0.0237920042127371	-0.122636698186398	0.0397631041705608	-0.0714668557047844	-0.00809814967215061	-0.0369996018707752	0.0108471000567079	0.00311695039272308	-0.0372566878795624	-0.0400348305702209	0.0242268554866314	0.017199570313096	-0.0852337554097176	0.0331078059971333	-0.017144026234746	0.0588802695274353	0.172642439603806	-0.0222297310829163	-0.0691820159554482	-0.000210352154681459	0.206835404038429	-0.0339444354176521	-0.079895555973053	-0.048871710896492	0.0139888152480125	0.0827853605151176	-0.00431619398295879	0.00497852126136422	0.111731216311455	-0.0684925615787506	-0.100973278284073	-0.076786145567894	-0.011859075166285	-0.0062757758423686	-0.00518742389976978	-0.0454565435647964	-0.0325059182941914	0.0388221405446529	-0.000215821492020041	0.03725491091609	0.059328842908144	0.0995134338736534
InferredCov8	-0.0223421007394791	-0.0253930371254683	0.0432934872806072	-0.045606505125761	0.00376788876019418	-0.0434369668364525	0.0494389459490776	-0.0770243406295776	-0.0312910154461861	-0.124831147491932	-0.0118913715705276	-0.0120573043823242	0.0431112945079803	0.08625628054142	-0.0743751227855682	-0.0741249173879623	0.00261722505092621	-0.178530722856522	-0.00339740421622992	0.030985614284873	0.0901829674839973	-0.0368226394057274	0.0684997960925102	-0.0698082745075226	-0.0720255002379417	0.0355658605694771	0.0107782613486052	0.100815765559673	0.20310141146183	-0.043371208012104	0.138850897550583	-0.112577632069588	-0.104166485369205	-0.0559745505452156	0.0666540488600731	0.0143904443830252	0.0418260879814625	-0.00247005186975002	0.0142463957890868	0.0749719217419624	-0.0599741823971272	-0.184452459216118	0.0365950278937817	0.0562027879059315	-0.0494071505963802	-0.0807920321822166	0.0890673696994781	0.0311958901584148	-0.0255223084241152	0.0237012654542923	-0.103233940899372	-0.00622480595484376	-0.0465637072920799	0.0339267700910568	-0.0644457638263702	0.0419218428432941	0.053949873894453	0.00049775221850723	0.0267862100154161	0.045110572129488	0.00700107309967279	-0.00719702010974288	-0.031136617064476	-0.0116987321525812	0.0461420081555843	-0.0277526006102562	-0.0624383538961411	0.021864976733923	0.00153269083239138	-0.0500903278589249	-0.0209257807582617	0.101021811366081	-0.0826950967311859	-0.144532591104507	0.0743563398718834	-0.11544631421566	0.0782553106546402	-0.0515979938209057	-0.10607098788023	0.0524397864937782	-0.0145437736064196	0.00836424715816975	-0.00856886152178049	0.0681770220398903	-0.0303382016718388	-0.0832439064979553	0.127369806170464	-0.0655010938644409	0.00184419064316899	-0.0250055007636547	0.0619943551719189	0.0461058393120766	0.0469153970479965	-0.00195062125567347	-0.0318676456809044	0.0149394730105996	0.0815475657582283	0.082326203584671	-0.103883907198906	0.02775096334517	0.0726064816117287	-0.0152413854375482	0.165690213441849	0.117432594299316	-0.0651789158582687	0.078561894595623	0.0650196969509125	0.0419663786888123	0.0466570593416691	0.0676173493266106	0.00400311360135674	0.114102654159069	-0.00737928412854671	-0.122289687395096	-0.0247750505805016	-0.0652324557304382	-0.0641423538327217	-0.00013521165237762	-0.00334324315190315	-0.0688159018754959	0.0379573665559292	-0.00410887692123652	0.0126846116036177	0.146344155073166	-0.0980391651391983	-0.0217827521264553	-0.0536685548722744	0.00918220356106758	0.00971715059131384
InferredCov9	0.0213863663375378	-0.131718292832375	0.0233696028590202	0.0599510483443737	-0.0307229273021221	-0.137914180755615	-0.0273379608988762	-0.0751669257879257	-0.122790537774563	0.0117564769461751	-0.0315610878169537	-0.0559522025287151	-0.0182105675339699	-0.0383606515824795	-0.0722661092877388	-0.0366697758436203	-0.007220518309623	0.178424686193466	0.0650790855288506	0.0744773969054222	-0.0400585755705833	0.00555385276675224	0.131099119782448	0.111151106655598	0.0928303003311157	-0.0475279614329338	0.0992175489664078	0.00443741586059332	-0.0439503341913223	-0.0511132664978504	0.100264579057693	0.0587260313332081	-0.0541787929832935	-0.0223701782524586	-0.0767359957098961	0.0877107605338097	0.0268628392368555	-0.0937195122241974	-0.031635619699955	-0.067280076444149	0.0607963800430298	0.00581993255764246	-0.0207077227532864	0.0376104936003685	-0.0911257937550545	-0.000975321687292308	0.0624918416142464	-0.149237006902695	0.0187760759145021	-0.02956229634583	-0.0422848984599113	-0.105723090469837	-0.0696494430303574	0.000111663990537636	0.099796935915947	0.0328539572656155	0.0659788027405739	-0.0823898240923882	0.0802523046731949	0.0689708665013313	-0.121984057128429	-0.104336462914944	0.131599202752113	-0.0893810763955116	-0.0485652349889278	0.0119766565039754	0.00452757021412253	0.0562382116913795	0.00962833035737276	0.0299207661300898	-0.0660924687981606	0.0532071441411972	-0.202468693256378	0.0781993120908737	-0.0329873561859131	0.00949473958462477	-0.0227502640336752	-0.21869732439518	0.0814273208379745	0.0454843118786812	0.0769689753651619	0.101415775716305	0.0396420955657959	0.0495608411729336	0.0511214733123779	0.0286645404994488	-0.0585865676403046	-0.00614603376016021	0.109455317258835	0.0223848689347506	-0.0489918179810047	0.0300932209938765	0.0188677255064249	0.0248991791158915	-0.0424574352800846	0.0306583493947983	0.0224389359354973	0.101341210305691	0.0601224154233932	-0.105662152171135	-0.0253566112369299	0.0675658285617828	0.0542067661881447	-0.00145894137676805	-0.017937395721674	0.0284588113427162	-0.0146239642053843	0.0409836396574974	0.0304100587964058	0.0131310718134046	0.0525619648396969	0.0460873544216156	0.0368764512240887	0.0310180447995663	0.0227287355810404	-0.0625517293810844	0.0368253290653229	-0.0797138437628746	-0.0103549407795072	0.0416796654462814	-0.104678742587566	-0.00177795789204538	-0.0098309563472867	0.0546420328319073	0.033586822450161	-0.0100085427984595	-0.0735840797424316	0.0714777037501335	-0.13520772755146
InferredCov10	-0.0281324237585068	-0.0329029224812984	-0.0340170748531818	0.0675230324268341	-0.0925912633538246	0.0300444737076759	0.0257078818976879	-0.129333943128586	-0.0204421002417803	0.0065124724060297	-0.104491166770458	-0.104233771562576	-0.0361864790320396	-0.0215821973979473	-0.0312098730355501	0.0333674699068069	-0.0858480036258698	0.059715960174799	0.0382997244596481	0.0571912825107574	0.169878527522087	0.0301692690700293	-0.0394124016165733	-0.102764718234539	0.0857087522745132	-0.0973241701722145	0.0434759259223938	0.0736002177000046	0.0689518675208092	-0.0663550272583961	0.0577669963240623	0.100596353411674	0.0255577620118856	0.0833223536610603	-0.0011001955717802	0.0146158076822758	0.0743285939097404	-0.102576069533825	-0.103923536837101	0.0120135331526399	0.0873777717351913	0.0627467259764671	-0.0824557170271873	-0.0492968857288361	-0.179733574390411	-0.026660393923521	0.0465957149863243	-0.00599450943991542	0.00486193969845772	0.0483683496713638	0.075569748878479	0.0100683392956853	0.137492895126343	0.0201486479490995	0.129029497504234	-0.106385916471481	0.00413172179833055	0.048359178006649	-0.0179789885878563	0.0448850579559803	0.0141096524894238	0.0108594726771116	-0.0401595272123814	0.0376114137470722	-0.0550601817667484	0.0455625802278519	0.00354452570900321	-0.0212298594415188	-0.0807868391275406	-0.0310726668685675	0.071675717830658	0.141796723008156	0.19808329641819	-0.00632260739803314	-0.0540779232978821	-0.0454228445887566	0.0460027419030666	-0.0465076677501202	0.0745123475790024	-0.104937955737114	-0.0400000140070915	-0.0741570591926575	-0.0407251492142677	-0.0987786427140236	-0.161366179585457	0.165619686245918	0.099111333489418	-0.0981523841619492	-0.0880272686481476	0.00155290251132101	-0.00105728220660239	-0.029862966388464	-0.0380245298147202	-0.0222172439098358	0.0514275617897511	-0.0269192010164261	0.0712929219007492	-0.0538823306560516	-0.0018999621970579	-0.0457409955561161	0.0901647582650185	0.116304725408554	0.0250496882945299	0.0402989238500595	-0.0661249086260796	0.0688390731811523	0.0388278961181641	-0.0462797023355961	0.0339515693485737	0.0147094679996371	-0.107153326272964	-0.0409016199409962	-0.0588167123496532	0.0695809945464134	-0.058424711227417	0.0259886905550957	-0.109194830060005	0.042682308703661	-0.0405350774526596	0.0960323661565781	0.0309952888637781	-0.00295980996452272	-0.0218535512685776	-0.0493460409343243	-0.107817932963371	0.101115569472313	-0.0492312870919704	0.0665934607386589	0.00263423845171928
InferredCov11	0.0574439316987991	-0.0369157865643501	-0.0163829624652863	0.0667691305279732	0.0215969234704971	-0.15890271961689	-0.150456890463829	0.141573309898376	-0.0102850440889597	0.0975820422172546	0.00303161051124334	-0.00316156726330519	0.157847180962563	-0.119983471930027	0.00612738309428096	0.00126276607625186	-0.050439327955246	0.0710681676864624	-0.1094985678792	0.0486164018511772	0.0912299677729607	0.060826450586319	0.0183957368135452	0.0750406458973885	-0.051114659756422	0.143749564886093	0.043740302324295	0.157933160662651	-0.0838626474142075	-0.0509669184684753	-0.00186848128214478	-0.17950502038002	-0.0471304282546043	0.0135159296914935	-0.0250011812895536	0.0212832167744637	-0.0164994653314352	0.0513351075351238	0.0306240171194077	-0.018767774105072	-0.0540290214121342	0.0480799004435539	-0.0612099058926105	0.0753083825111389	-0.040730856359005	-0.0749102756381035	-0.120243936777115	-0.0438534617424011	0.0153063843026757	0.027939336374402	0.0115171996876597	-0.0638492777943611	-0.0805996283888817	0.112246513366699	-0.035767924040556	0.0626260712742805	0.0819369629025459	-0.0272916611284018	0.0127088353037834	-0.0222024526447058	0.0926009565591812	-0.0376211740076542	0.0111124692484736	0.0331360809504986	-0.125295296311378	-0.0261526331305504	0.129733815789223	-0.0352276526391506	0.0961427837610245	-0.022485164925456	-0.00556299230083823	0.0462744608521461	-0.0379403121769428	-0.195190474390984	0.0143779003992677	0.0262123290449381	-0.163985759019852	0.0691707134246826	-0.0073284930549562	-0.0184584483504295	-0.0530587024986744	-0.0446881912648678	-0.0303805060684681	0.0367871522903442	-0.12547479569912	-0.0164717752486467	-0.00763960974290967	-0.155719369649887	-0.0740175172686577	0.118152029812336	0.107272535562515	0.00608196435496211	-0.0711687579751015	-0.0215991623699665	0.0347304008901119	0.00374183640815318	0.0187376253306866	0.0575600937008858	-0.0125873172655702	-0.0331359542906284	0.0753184780478477	-0.0275721810758114	-0.0391320735216141	-0.0678789392113686	0.00212434283457696	0.00846448540687561	-0.079130232334137	0.0974465683102608	-0.0389382988214493	0.0890312716364861	-0.0728040635585785	-0.0414604246616364	-0.0738449692726135	0.0445923320949078	0.0100442711263895	0.0852693170309067	0.0342270135879517	0.0439060889184475	0.076485201716423	0.0669527724385262	-0.0524754300713539	-0.0029882665257901	0.0723827183246613	-0.0286703109741211	-0.0666271224617958	0.0995074585080147	0.0287412665784359	0.0574302785098553	0.05923081189394
InferredCov12	-0.0378296300768852	0.124468900263309	-0.00454837363213301	0.0128133893013	-0.0121945384889841	0.0902285426855087	0.0769902840256691	-0.0401672199368477	-0.0368368849158287	-0.00209264387376606	-0.00288406293839216	-0.020601274445653	0.162702158093452	0.0390346348285675	-0.0867266207933426	0.0175407938659191	-0.0131497150287032	0.159822568297386	-0.048383180052042	-0.0706451907753944	0.0880238637328148	0.048302635550499	0.0723222941160202	-0.138599872589111	-0.111995168030262	0.0480154156684875	0.0196085702627897	0.0154710114002228	-0.0576100647449493	0.00562699278816581	0.0459791570901871	0.100829675793648	0.0876928195357323	-0.0195469316095114	-0.0310662537813187	0.132353559136391	0.0042557492852211	0.0155892921611667	0.0921016111969948	-0.0278431177139282	0.102681964635849	-0.0388090796768665	-0.0638851672410965	-0.0148750888183713	0.0128805115818977	0.0834384560585022	-0.0213194135576487	-0.0221606642007828	-0.0055357338860631	0.0305682308971882	-0.165217399597168	0.0474100261926651	-0.112769842147827	-0.0356169156730175	-0.176576226949692	-0.0635509788990021	-0.0276255402714014	0.0609750561416149	-0.0318596363067627	-0.0308736395090818	-0.0815268233418465	-0.0220347121357918	0.0620998553931713	0.00638546049594879	-0.0291213355958462	0.0377801768481731	0.0451189428567886	0.0068432237021625	-0.15093594789505	0.00174575066193938	0.0939737260341644	-0.162047192454338	0.0191495753824711	0.0948457345366478	-0.00302105396986008	-0.044380322098732	-0.0557479113340378	0.0222255177795887	-0.109143257141113	-0.0925423577427864	-0.207506507635117	0.0699755027890205	-0.0375919714570045	0.0720234885811806	-0.0248713213950396	0.0377445966005325	-0.0649622157216072	-0.130924597382545	0.121235035359859	0.0234000328928232	0.0191403515636921	-0.0032334690913558	0.133968472480774	-0.036771934479475	0.0546575486660004	0.00417367741465569	-0.0588058196008205	0.0563266351819038	-0.14372855424881	-0.0467163994908333	-0.0273268353193998	0.0897964909672737	0.0190143901854753	0.0406615249812603	-0.00729374727234244	-0.0216936524957418	0.0294223930686712	0.0767806619405746	0.143319860100746	-0.0207712184637785	0.0621914342045784	0.0241865925490856	-0.0128442859277129	0.0633600428700447	0.0233706552535295	-0.0241344701498747	0.00169375003315508	-0.0903869345784187	-0.0249964017421007	0.0345011651515961	-0.0215323530137539	0.0607256777584553	0.066473476588726	-0.105562590062618	-0.0929767116904259	-0.0874207615852356	0.0176999010145664	-0.0134189706295729	0.0862570777535439
InferredCov13	0.0114744529128075	-0.0067274197936058	-0.0312625467777252	0.068309560418129	0.0753802955150604	0.0513972789049149	0.029708182439208	-0.0279885865747929	-0.0232148207724094	0.0135085918009281	-0.043870035558939	0.0469748675823212	-0.0373798087239265	0.0704736784100533	0.0780149698257446	0.128511175513268	0.0312768146395683	-0.0570212826132774	-0.0352075099945068	-0.0227709803730249	-0.103104382753372	-0.00910152494907379	-0.0329818800091743	0.0495865903794765	-0.124404720962048	0.158008888363838	-0.0384547524154186	0.0321660488843918	-0.0568823628127575	0.0283357966691256	-0.0542879104614258	-0.0716821998357773	0.0136980293318629	0.0830066502094269	-0.0877101644873619	0.0779524892568588	0.0202964693307877	-0.0694873631000519	-0.0292022600769997	0.00960531644523144	-0.13971421122551	0.0141279390081763	-0.00818882416933775	0.0334930941462517	-0.0512718707323074	0.0401626639068127	0.0541147962212563	-0.10036576539278	-0.0604521967470646	0.0898599401116371	-0.0222421661019325	-0.0571333393454552	0.0656660497188568	0.0511443503201008	0.141423478722572	-0.0872441232204437	-0.07725989818573	0.0918313190340996	0.037951584905386	-0.10050356388092	-0.201214969158173	0.0267057381570339	-0.0295144934207201	0.105173394083977	0.0182736050337553	-0.0255431216210127	-0.0371018908917904	-0.0231208670884371	-0.0382269099354744	0.0637496113777161	0.0870004743337631	-0.0629872158169746	0.0214781016111374	-0.0116502093151212	0.0131110837683082	-0.00546104041859508	0.00263605662621558	-0.154507339000702	0.147211596369743	-0.110701024532318	-0.0694478079676628	-0.0197080634534359	-0.054116640239954	-0.0162827987223864	0.103651978075504	-0.0592462457716465	0.0532347895205021	-0.0375751554965973	0.0222093351185322	-0.00454267393797636	0.0485387556254864	0.0663488358259201	-0.0486187450587749	-0.0648372694849968	0.0261163301765919	0.0517018176615238	-0.00796911679208279	0.0124195981770754	0.0928614735603333	0.0321430377662182	0.0289507713168859	0.0109783289954066	-0.0643947869539261	0.0949205532670021	0.0268161538988352	0.0561825707554817	0.00989189557731152	0.15972575545311	-0.0742633566260338	0.0183746796101332	0.0285104643553495	0.0543943829834461	-0.148741975426674	0.0493722409009933	-0.0157165229320526	-0.16075000166893	0.0836769640445709	-0.0697405487298965	0.0726065710186958	-0.166442260146141	0.0472348071634769	-0.0995564311742783	0.0115970214828849	0.0326196514070034	-0.0263188928365707	-0.0023006172850728	-0.140605047345161	0.0846244022250175	0.155229061841965
InferredCov14	0.0809494405984879	0.00333315809257329	0.10475692898035	-0.126352146267891	-0.0943231284618378	-0.0143703892827034	0.0129234427586198	-0.230368167161942	0.0256934594362974	0.173227712512016	-0.0142374625429511	0.00410792604088783	0.0396472439169884	0.0149976713582873	0.0301507320255041	0.0585354529321194	0.000605663808528334	0.0457107573747635	0.0974355936050415	-0.0252435449510813	0.165195450186729	0.098507858812809	0.00855660997331142	-0.00473655015230179	0.172425270080566	0.0420207045972347	0.0474870577454567	-0.0511849634349346	0.0778017714619637	-0.088352158665657	-0.0513749644160271	-0.13983565568924	-0.0431164316833019	0.0301369447261095	0.00805122684687376	0.0813881009817123	-0.0344141609966755	0.0703188925981522	-0.0424398742616177	0.06742924451828	-0.197949409484863	0.00848196540027857	-0.0213550291955471	-0.0762460306286812	-0.00631200941279531	0.0639519244432449	-0.0560047328472137	-0.141057565808296	-0.136345684528351	-0.0900484547019005	-0.0595518238842487	0.101565256714821	0.0310818683356047	-0.0781858488917351	0.0456209741532803	-0.13943900167942	-0.0307112205773592	-0.102127358317375	-0.0342244729399681	-0.0965765789151192	0.0578657425940037	-0.0440321862697601	-0.0375925563275814	-0.013288751244545	-0.0957189500331879	-0.0726649835705757	-0.0952598303556442	0.154501691460609	0.0345407836139202	0.0608161315321922	0.0545164607465267	0.0356006361544132	0.0175195634365082	0.014228836633265	0.0391358360648155	-0.0322788320481777	-0.0431828796863556	-0.0047020292840898	0.0474937632679939	0.0692130029201508	0.058063268661499	-0.000104819744592533	-0.0153732597827911	-0.0267533641308546	-0.0248770676553249	-0.0626628696918488	-0.0196197908371687	0.0587653182446957	0.0266429539769888	0.0259568654000759	0.010733307339251	0.00240621832199395	0.0168853811919689	-0.0661742687225342	-0.0887212082743645	-0.0876805186271667	-0.0409400723874569	-0.0374933965504169	-0.0415585897862911	0.0042194570414722	-0.0891304910182953	0.0240682847797871	-0.0517110005021095	0.0242240522056818	0.00471357069909573	-0.0641870126128197	0.0213139764964581	0.136208608746529	0.01984753459692	0.00645325612276793	0.0299115609377623	0.0234613493084908	0.0990362763404846	-0.0468433760106564	0.078859768807888	0.0292144641280174	0.0680886805057526	0.0664748549461365	0.045234490185976	-0.0735272243618965	0.100984126329422	0.0543030016124249	0.0584415718913078	-0.0428343825042248	-0.111272156238556	-0.0366665907204151	0.12635625898838	0.0330446884036064	0.0219125170260668
InferredCov15	0.0917827859520912	0.0318658426403999	0.0148390000686049	0.115542396903038	-0.0471783727407455	-0.0141500253230333	0.0152533911168575	-0.0444112718105316	0.0270114876329899	0.041140902787447	0.0721573606133461	0.0244048517197371	-0.0920863971114159	-0.0465638339519501	-7.39973038434982e-05	-0.143879592418671	0.0281522423028946	0.0902908518910408	0.0970912575721741	0.147971838712692	-0.034966304898262	0.0738893672823906	-0.049605056643486	-0.000135468319058418	0.0378599017858505	-0.023717075586319	0.0908721163868904	0.00319568952545524	-0.0513202026486397	0.0317018777132034	-0.063487745821476	-0.103163242340088	0.0667705684900284	-0.0860960111021996	-0.0168646089732647	0.0121039673686028	0.0185232907533646	-0.0298719108104706	-0.0306243281811476	-0.127397626638412	-0.146026387810707	-0.0323625542223454	0.0304614715278149	0.10745844244957	0.0764759108424187	-0.0375267714262009	-0.139871373772621	0.0193640310317278	0.0301767066121101	0.0482470542192459	0.022761506959796	-0.0877402648329735	0.0219563879072666	-0.0245986524969339	-0.0744615495204926	0.0595334097743034	-0.0548690371215343	0.165992125868797	0.0563312768936157	-0.095504567027092	-0.0846513211727142	-0.07343839854002	-0.0229063257575035	-0.00207069935277104	-0.00520619098097086	0.020675964653492	-0.102526307106018	-0.00856574811041355	-0.162235900759697	-0.0293487496674061	-0.0110854944214225	0.0169962998479605	0.141425639390945	0.0454561486840248	0.0154884979128838	-0.0912428721785545	-0.0273623447865248	-0.0017129173502326	-0.0483660325407982	0.041588582098484	-0.00783737748861313	-0.0532847978174686	-0.100338712334633	0.0521463081240654	0.137182980775833	0.0389292165637016	0.0776862800121307	-0.0329092293977737	0.0782432332634926	-0.0826587900519371	-0.0911136865615845	-0.100372530519962	-0.11979328840971	0.0781213417649269	-0.000264540140051395	0.00385480932891369	0.0327292010188103	-0.00427184998989105	-0.0336170233786106	0.0996198132634163	0.0484832972288132	-0.032390184700489	0.0400304347276688	-0.00574521627277136	-0.0639762878417969	-0.00778918573632836	0.0281004179269075	-0.0368284024298191	0.045329999178648	-0.0142724774777889	0.00528708333149552	0.0815106481313705	-0.21239261329174	-0.101935818791389	-0.0104668494313955	0.12223244458437	0.116114892065525	0.00440219230949879	-0.0814788639545441	0.0600981935858727	0.0434233695268631	0.126408517360687	0.0277996454387903	0.0810767635703087	-0.0067068231292069	0.0122164711356163	0.0596108920872211	0.109104804694653	-0.0701380670070648
pcr	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	0	1	1	1	1	1	1	1	1
platform	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1
