ID	GTEX-11DZ1	GTEX-11GSO	GTEX-11GSP	GTEX-11UD1	GTEX-11WQC	GTEX-11WQK	GTEX-11ZTS	GTEX-11ZVC	GTEX-12WSD	GTEX-12WSF	GTEX-12WSM	GTEX-12ZZW	GTEX-12ZZX	GTEX-12ZZZ	GTEX-13112	GTEX-1313W	GTEX-131XH	GTEX-131YS	GTEX-139TT	GTEX-13CF2	GTEX-13CIG	GTEX-13CZV	GTEX-13FHO	GTEX-13FLV	GTEX-13IVO	GTEX-13JVG	GTEX-13N1W	GTEX-13N2G	GTEX-13NYB	GTEX-13O3O	GTEX-13O3Q	GTEX-13OVH	GTEX-13OVL	GTEX-13OW5	GTEX-13OW7	GTEX-13OW8	GTEX-13PLJ	GTEX-13PVQ	GTEX-13QIC	GTEX-13RTJ	GTEX-13RTL	GTEX-13S7M	GTEX-13SLW	GTEX-13VXU	GTEX-13X6I	GTEX-13X6J	GTEX-13X6K	GTEX-1445S	GTEX-144GL	GTEX-145LU	GTEX-145MG	GTEX-145MH	GTEX-1477Z	GTEX-148VJ	GTEX-14BIM	GTEX-14BIN	GTEX-14BMV	GTEX-14C39	GTEX-14DAQ	GTEX-14E7W	GTEX-14JG1	GTEX-14JIY	GTEX-14LLW	GTEX-14LZ3	GTEX-14PJM	GTEX-14PJO	GTEX-14PN4	GTEX-14PQA	GTEX-15CHQ	GTEX-15DCD	GTEX-15DYW	GTEX-15EO6	GTEX-15ER7	GTEX-15G19	GTEX-15SHU	GTEX-16XZZ	GTEX-16YQH	GTEX-17EVP	GTEX-17EVQ	GTEX-17F97	GTEX-17HHY	GTEX-17HII	GTEX-18A6Q	GTEX-1A3MX	GTEX-1B8L1	GTEX-1B933	GTEX-1B996	GTEX-1BAJH	GTEX-1C6WA	GTEX-1CB4G	GTEX-1CB4H	GTEX-1E1VI	GTEX-1EH9U	GTEX-1EMGI	GTEX-1EU9M	GTEX-1EX96	GTEX-1F48J	GTEX-1F52S	GTEX-1F6I4	GTEX-1F75A	GTEX-1F7RK	GTEX-1GF9W	GTEX-1GMR8	GTEX-1GN73	GTEX-1GTWX	GTEX-1GZ2Q	GTEX-1GZ4I	GTEX-1JMOU	GTEX-1JMPZ	GTEX-1KD4Q	GTEX-1LVAO	GTEX-1MCQQ	GTEX-1N2EE	GTEX-N7MS	GTEX-N7MT	GTEX-NL3H	GTEX-NPJ8	GTEX-P44G	GTEX-P44H	GTEX-PVOW	GTEX-PWO3	GTEX-Q2AG	GTEX-QDT8	GTEX-QVUS	GTEX-RNOR	GTEX-RVPV	GTEX-T2IS	GTEX-UTHO	GTEX-WHSE	GTEX-WL46	GTEX-WZTO	GTEX-X4EP	GTEX-X4XX	GTEX-X4XY	GTEX-X585	GTEX-XLM4	GTEX-XMD1	GTEX-Y8DK	GTEX-YFC4	GTEX-YJ89	GTEX-Z93S	GTEX-ZAB4	GTEX-ZDXO	GTEX-ZF28	GTEX-ZUA1	GTEX-ZVT3	GTEX-ZVZQ
PC1	 0.0148	 0.0142	 0.0147	-0.1059	-0.0958	 0.0136	 0.0154	 0.0146	-0.1049	 0.0153	 0.0158	 0.0147	 0.0046	 0.0147	 0.0144	 0.0160	-0.1155	 0.0141	 0.0149	 0.0137	 0.0148	 0.0146	 0.0142	 0.0148	 0.0160	 0.0156	 0.0139	 0.0146	-0.0945	 0.0143	 0.0152	 0.0153	 0.0152	 0.0140	 0.0150	 0.0140	 0.0156	 0.0032	 0.0121	 0.0144	 0.0154	 0.0147	 0.0140	 0.0148	 0.0151	 0.0103	 0.0143	 0.0143	 0.0151	 0.0146	-0.0910	 0.0132	 0.0146	 0.0155	 0.0150	 0.0110	 0.0145	 0.0145	 0.0145	 0.0147	 0.0151	 0.0147	 0.0133	 0.0071	 0.0145	 0.0151	 0.0146	 0.0148	 0.0139	 0.0145	 0.0147	 0.0148	 0.0146	 0.0151	 0.0077	 0.0147	 0.0128	 0.0161	 0.0156	 0.0165	 0.0149	 0.0132	 0.0110	 0.0139	 0.0155	 0.0146	 0.0154	 0.0138	 0.0145	 0.0143	 0.0148	 0.0148	 0.0139	-0.0949	 0.0148	 0.0118	 0.0123	 0.0070	-0.0876	 0.0137	 0.0158	 0.0155	 0.0157	 0.0123	 0.0135	 0.0138	 0.0155	 0.0144	-0.0931	 0.0142	 0.0136	 0.0162	 0.0123	 0.0146	 0.0158	-0.0617	 0.0164	 0.0078	 0.0150	 0.0136	 0.0148	 0.0151	 0.0133	 0.0149	 0.0149	 0.0137	 0.0140	 0.0156	 0.0121	 0.0137	 0.0105	 0.0128	 0.0089	 0.0137	-0.1073	 0.0149	 0.0135	 0.0148	 0.0147	 0.0072	 0.0146	 0.0138	 0.0145	 0.0152	 0.0154	 0.0134	 0.0158
PC2	-0.0022	-0.0078	-0.0048	-0.0175	-0.0151	-0.0102	-0.0085	-0.0035	-0.0190	-0.0062	-0.0059	-0.0060	 0.0575	-0.0084	-0.0046	-0.0091	-0.0190	-0.0062	-0.0113	 0.0018	-0.0048	-0.0068	-0.0062	-0.0060	 0.0000	-0.0054	-0.0052	-0.0069	-0.0152	-0.0033	-0.0029	-0.0043	-0.0073	-0.0058	-0.0040	-0.0048	-0.0079	 0.0188	 0.0019	-0.0009	-0.0037	-0.0004	-0.0055	-0.0062	-0.0047	-0.0013	-0.0077	-0.0048	-0.0026	 0.0002	-0.0088	-0.0022	-0.0052	-0.0051	-0.0049	-0.0057	-0.0067	-0.0067	-0.0010	-0.0053	-0.0045	-0.0039	-0.0020	-0.0023	-0.0009	-0.0019	-0.0049	-0.0058	-0.0007	-0.0073	-0.0053	-0.0042	-0.0031	-0.0056	-0.0046	-0.0066	-0.0016	-0.0084	-0.0051	-0.0076	-0.0075	-0.0080	-0.0010	-0.0084	-0.0052	-0.0085	-0.0031	-0.0050	-0.0122	-0.0001	-0.0016	-0.0053	-0.0022	-0.0159	-0.0040	-0.0047	-0.0014	-0.0013	-0.0120	-0.0026	-0.0058	-0.0054	-0.0099	-0.0030	-0.0057	-0.0016	-0.0089	-0.0041	-0.0171	-0.0062	-0.0021	-0.0089	-0.0047	-0.0039	-0.0047	 0.0071	-0.0062	 0.0044	-0.0102	-0.0033	-0.0022	-0.0043	-0.0035	-0.0026	 0.0014	 0.0078	-0.0043	-0.0097	-0.0053	-0.0050	 0.0004	-0.0065	 0.0021	-0.0073	-0.0201	-0.0060	-0.0036	-0.0074	-0.0084	-0.0013	-0.0076	-0.0021	-0.0068	-0.0080	-0.0060	-0.0028	-0.0036
PC3	 0.0229	-0.0021	-0.0006	-0.0006	-0.0001	 0.0010	 0.0164	 0.0150	 0.0003	 0.0207	 0.0079	-0.0298	 0.0358	 0.0209	 0.0166	 0.0392	 0.0016	-0.0143	 0.0133	 0.0017	 0.0188	-0.0063	-0.0182	-0.0073	 0.0549	 0.0228	-0.0075	 0.0144	 0.0069	-0.0231	 0.0217	 0.0261	 0.0241	 0.0108	 0.0255	 0.0004	 0.0238	-0.1583	-0.0615	 0.0167	 0.0173	 0.0398	-0.0147	-0.0007	 0.0267	-0.0805	 0.0063	 0.0219	 0.0191	 0.0235	 0.0041	-0.0169	 0.0308	 0.0331	 0.0250	-0.0585	 0.0098	 0.0178	 0.0397	 0.0120	 0.0224	 0.0111	-0.0167	-0.1368	 0.0290	 0.0296	-0.0015	 0.0015	 0.0039	 0.0154	 0.0256	 0.0020	-0.0079	 0.0170	 0.0038	 0.0077	-0.0180	 0.0136	 0.0147	 0.0170	 0.0228	-0.0052	-0.0716	 0.0188	 0.0145	-0.0197	 0.0207	 0.0115	 0.0246	 0.0233	 0.0167	 0.0282	 0.0103	 0.0040	 0.0212	-0.0821	-0.0480	-0.1507	 0.0063	 0.0210	 0.0171	 0.0138	 0.0188	-0.0684	 0.0125	 0.0092	-0.0078	-0.0010	-0.0038	 0.0098	 0.0190	 0.0198	-0.0580	 0.0363	 0.0228	 0.0077	 0.0083	-0.1499	 0.0156	 0.0157	 0.0114	 0.0268	-0.0278	 0.0061	 0.0120	 0.0431	 0.0111	 0.0184	-0.0489	 0.0163	-0.0576	 0.0173	-0.1375	 0.0189	 0.0051	 0.0130	-0.0071	 0.0060	 0.0078	-0.1406	 0.0263	 0.0007	 0.0083	 0.0230	 0.0068	-0.0232	 0.0258
PC4	 0.0018	-0.0007	 0.0135	 0.0074	 0.0068	 0.0111	-0.0036	 0.0292	 0.0065	 0.0012	-0.0092	-0.0062	-0.1361	 0.0064	 0.0097	-0.0025	 0.0181	 0.0085	-0.0006	-0.0108	 0.0010	 0.0044	-0.0067	 0.0124	 0.0373	-0.0094	 0.0067	-0.0107	-0.0019	 0.0020	 0.0161	 0.0185	 0.0048	 0.0006	 0.0073	 0.0067	-0.0112	 0.0058	 0.0200	 0.0119	-0.0104	 0.0347	 0.0037	 0.0154	-0.0030	-0.0125	-0.0032	-0.0004	-0.0164	 0.0347	 0.0134	 0.0217	 0.0019	 0.0224	-0.0030	 0.0047	 0.0031	 0.0152	 0.0261	 0.0134	-0.0025	 0.0045	 0.0087	 0.0208	 0.0245	 0.0357	 0.0057	 0.0055	 0.0110	 0.0056	 0.0193	 0.0025	 0.0103	-0.0031	-0.0097	-0.0013	-0.0215	-0.0008	-0.0068	 0.0012	-0.0062	-0.0027	-0.0018	-0.0009	-0.0052	 0.0025	 0.0006	 0.0036	-0.0082	 0.0274	 0.0118	 0.0062	 0.0012	 0.0162	 0.0010	 0.0024	-0.0014	 0.0103	 0.0088	-0.0021	 0.0032	-0.0085	 0.0110	-0.0060	 0.0057	-0.0021	 0.0099	-0.0035	 0.0077	 0.0083	-0.0192	-0.0053	 0.0180	 0.0001	 0.0052	-0.0374	-0.0039	 0.0024	-0.0035	 0.0192	-0.0097	 0.0035	 0.0232	 0.0155	 0.0342	 0.0210	 0.0009	 0.0157	 0.0175	 0.0018	 0.0135	 0.0234	 0.0053	 0.0046	 0.0083	 0.0166	 0.0046	 0.0055	 0.0103	 0.0074	-0.0031	 0.0085	 0.0062	-0.0103	 0.0029	-0.0077	-0.0093
PC5	 0.0425	 0.0151	 0.0029	-0.0054	 0.0045	 0.0037	 0.0378	-0.1058	-0.0034	 0.0348	 0.0102	 0.0057	 0.0018	 0.0121	 0.0054	 0.0089	 0.0057	 0.0079	 0.0325	 0.0101	 0.0266	 0.0070	 0.0239	 0.0141	-0.1498	 0.0259	-0.0485	 0.0190	 0.0038	-0.0124	 0.0040	-0.0032	 0.0292	 0.0185	 0.0340	 0.0080	 0.0483	-0.0199	-0.0630	-0.0255	 0.0353	-0.1297	 0.0027	 0.0169	 0.0327	-0.0109	 0.0217	-0.0031	 0.0143	-0.0950	 0.0150	-0.0099	-0.0329	-0.0888	 0.0132	 0.0094	 0.0207	 0.0205	-0.1341	 0.0122	 0.0149	 0.0062	-0.0709	 0.0009	-0.1005	-0.1706	-0.0035	 0.0037	-0.0752	 0.0377	-0.0834	-0.0214	 0.0279	 0.0134	-0.0061	 0.0029	-0.0011	 0.0478	 0.0299	 0.0207	 0.0394	 0.0079	 0.0033	 0.0307	 0.0233	 0.0017	-0.0013	 0.0291	 0.0301	-0.0712	 0.0048	 0.0332	 0.0361	 0.0109	 0.0467	 0.0018	-0.0040	 0.0032	-0.0041	 0.0184	 0.0164	 0.0208	 0.0320	 0.0098	 0.0309	 0.0175	 0.0030	 0.0030	 0.0151	 0.0031	 0.0113	 0.0348	-0.0090	 0.0194	 0.0059	 0.0039	 0.0033	-0.0107	 0.0222	 0.0340	-0.0417	 0.0484	-0.0360	-0.0516	-0.1202	-0.0388	-0.0173	 0.0249	 0.0238	-0.0684	-0.0152	 0.0010	-0.0057	 0.0311	-0.0047	 0.0504	 0.0280	 0.0096	 0.0417	-0.0025	-0.0171	-0.0388	 0.0257	 0.0145	 0.0008	 0.0071	 0.0103
InferredCov1	-0.0479510799050331	-0.0549696683883667	0.0607732683420181	0.0576794221997261	0.0648029372096062	0.0478075742721558	0.0489345155656338	0.0648652166128159	0.0336258411407471	-0.00987332127988338	-0.0370303653180599	0.0493358261883259	0.004140495788306	0.00768545549362898	0.00844821892678738	-0.0633839666843414	-0.0609675981104374	-0.0453267879784107	-0.012854715809226	-0.00918523501604795	0.0376698337495327	-0.00175075442530215	0.0337589047849178	0.024684801697731	0.054494883865118	0.0491336174309254	-0.0415508486330509	0.0452670007944107	-0.0067003732547164	-0.0186607670038939	-0.0327330268919468	0.00357102882117033	-0.00479486119002104	-0.000223944764002226	0.0578449368476868	0.0162625964730978	0.0710925459861755	0.0568963550031185	0.0020285383798182	-0.00193402532022446	0.0675771236419678	0.00213591195642948	0.0151689471676946	-0.0573504753410816	0.0157234892249107	-0.0329958833754063	-0.00401526456698775	0.079236164689064	0.0111353574320674	0.0178936999291182	0.0171031672507524	-0.0711294114589691	0.0771380811929703	0.0604368187487125	-0.0494820103049278	-0.0451715067028999	0.0108645809814334	0.0357374586164951	0.0187881104648113	0.0207426100969315	0.0208753310143948	-0.0422773361206055	0.0451764725148678	0.0575281009078026	0.0213541183620691	0.0305357966572046	-0.0670174211263657	0.036674477159977	-0.0358722768723965	-0.00276566785760224	0.0146645465865731	-0.0198951568454504	-0.0160479377955198	0.041640043258667	-0.0228136014193296	0.0767588764429092	-0.023958045989275	-0.0237448420375586	0.060243334621191	-0.0305658411234617	0.00978564843535423	0.00981735810637474	0.0165239311754704	-0.0401853546500206	-0.058377418667078	-0.0426928885281086	0.0170532818883657	0.0179040245711803	-0.0368325375020504	0.0147760221734643	-0.0028218193911016	-0.0131256366148591	0.086378201842308	-0.0359398871660233	0.0416134595870972	-0.00527168530970812	-0.00906920805573463	0.0432426482439041	-0.0123188998550177	-0.0488069392740726	-0.0333081223070621	0.00675716158002615	-0.020092161372304	-0.0352417416870594	-0.0160274244844913	0.0104297306388617	0.0404883325099945	0.0115289278328419	0.0139964520931244	0.0176772885024548	-0.0124065838754177	0.00562477298080921	-0.0263960659503937	-0.0819261446595192	0.0558744892477989	-0.0419140942394733	0.0542360320687294	-0.0630672201514244	-0.00792035739868879	-0.0634758323431015	0.0299816560000181	-0.0699996873736382	0.0105944965034723	-0.0323446989059448	-0.068380780518055	-0.00341756921261549	-0.0728461891412735	-0.00245334743522108	-0.018267909064889	-0.0855297967791557	-0.0612004734575748	0.0585875175893307	-0.013262802734971	-0.0108191976323724	-0.0366516970098019	-0.0368534885346889	0.0654048025608063	-0.0290867555886507	-0.0727738663554192	-0.0343435294926167	-0.0624153800308704	-0.0432594865560532	-0.0144701898097992	0.0323782823979855	-0.0118332114070654	0.0422764606773853	0.0126741630956531
InferredCov2	0.0185647569596767	0.00333845103159547	-0.0539809204638004	0.0119658950716257	-0.0161342360079288	-0.0215345695614815	0.00372370984405279	0.01926532946527	-0.0313490442931652	-0.0264728963375092	-0.0397648103535175	0.0154515877366066	0.0140735814347863	-0.0545643270015717	-0.0784656926989555	-0.0279814060777426	0.0118677746504545	-0.0577579736709595	-0.117233753204346	-0.0422718375921249	-0.0362284332513809	-0.0407185293734074	0.00669463770464063	-0.029139706864953	0.0376427583396435	-0.0530746951699257	-0.0164201054722071	0.0419955141842365	-0.0557029247283936	-0.0383962839841843	-0.0609758198261261	-0.0390542931854725	0.00488201063126326	0.0277542024850845	-0.053892720490694	-0.0518478602170944	-0.0491366647183895	0.0226069409400225	-0.0840245112776756	0.051625557243824	-0.00970703549683094	0.00601667817682028	-0.00578392622992396	0.0234037339687347	-0.0188031662255526	0.0164627619087696	0.124384194612503	-0.00147362693678588	-0.0453775264322758	-0.074830487370491	-0.0800899118185043	0.0201080981642008	0.00395314348861575	-0.028073763474822	0.0251754280179739	-0.0722527801990509	-0.0603168979287148	-0.0254519004374743	-0.00486629130318761	-0.030094588175416	-0.126309126615524	-0.0711498409509659	0.0229657050222158	0.0349397510290146	0.0764243751764297	-0.0230371505022049	-0.00943604111671448	0.023779783397913	0.0389662235975266	0.0857842192053795	-0.043029997497797	0.0430873818695545	0.00726324319839478	0.0464574322104454	-0.0434995852410793	0.0714466646313667	-0.131819754838943	-0.00983839761465788	0.000455676112323999	0.0268973838537931	-0.0712014362215996	-0.0390702858567238	0.0308823771774769	0.0270070862025023	-0.0247511640191078	-0.0723116099834442	0.00781267881393433	-0.0158733781427145	-0.0794651284813881	-0.0134015791118145	0.0255814641714096	-0.0550835765898228	0.0828916430473328	0.0318606644868851	-0.0609244778752327	-0.0010350882075727	0.00746561633422971	0.0562946163117886	-0.0518168322741985	-0.0978100374341011	-0.119552262127399	-0.0707708820700645	-0.0274589471518993	0.0194339416921139	-0.017894284799695	-0.0370026938617229	-0.0136039257049561	-0.0266895070672035	-0.0524370074272156	-0.0722862705588341	-0.0301318969577551	-0.127988800406456	-0.0496307834982872	0.137164458632469	0.15039487183094	0.111927844583988	0.166585668921471	0.044480312615633	-0.00714315986260772	0.15765492618084	0.119057960808277	0.0558195933699608	0.10873107612133	0.125194609165192	0.0344075076282024	0.0622017160058022	0.0623728632926941	0.130280122160912	-0.0387931019067764	0.00322275212965906	0.0796509236097336	0.149114415049553	0.065977081656456	0.0509798973798752	0.105691723525524	0.022959103807807	0.0608691982924938	0.0172538999468088	0.0268129482865334	-0.0396749712526798	-0.0101648066192865	0.0518795661628246	-0.0146826887503266	0.0660518482327461	0.0314390286803246	-0.00451106484979391	-0.0382520258426666
InferredCov3	0.0450247265398502	0.0134950587525964	-0.0159526485949755	-0.105023682117462	-0.0210189986974001	-0.000125745456898585	-0.0380277819931507	-0.122179239988327	0.0722627490758896	-0.0230596382170916	0.104246810078621	0.0586502514779568	-0.011786594055593	-0.020827105268836	-0.0194483250379562	-0.028871726244688	0.0466694198548794	0.026655538007617	-0.159073755145073	0.0433074533939362	-0.031383890658617	0.048494890332222	-0.0299010220915079	0.0459629558026791	-0.000371982809156179	0.0384399332106113	0.0886474773287773	-0.0144626442342997	-0.025873089209199	0.0646898820996284	0.0338977351784706	0.0569064915180206	0.0628494173288345	0.0470833890140057	0.0381893664598465	0.121651694178581	0.0183455236256123	0.0256586335599422	0.0691578388214111	0.048868402838707	0.0582106821238995	0.0554981715977192	0.0238611586391926	0.0372899509966373	-0.00811745319515467	0.0125150708481669	0.0164382420480251	-0.0199873000383377	0.0597360730171204	0.095526859164238	0.0475065149366856	0.0849269926548004	-0.019623963162303	-0.00495406659319997	0.0715518444776535	0.00410534348338842	0.0777249485254288	0.0130200423300266	0.0604910962283611	-0.144855633378029	-0.230596005916595	-0.171875432133675	-0.0488089919090271	0.0183268506079912	-0.0292692761868238	0.0410927310585976	-0.035585381090641	0.0869907811284065	-0.0576746910810471	-0.043945137411356	0.0465276837348938	-0.0411742441356182	-0.00557686947286129	0.0700363665819168	-0.0263587757945061	0.015104478225112	-0.192074224352837	-0.0302604380995035	-0.0373414792120457	-0.00629528611898422	0.0788100734353065	0.0578934736549854	0.0595156513154507	0.0262977965176105	-0.0123382182791829	0.0180124212056398	0.00113770656753331	0.0444452911615372	0.00588137516751885	-0.0548262111842632	0.0347706191241741	0.0315860286355019	-0.0626223087310791	-0.0141417859122157	-0.0207866672426462	-0.000983368838205934	-0.0096138147637248	-0.0404094234108925	0.00275413203053176	-0.0764728263020515	-0.064280204474926	0.0802765861153603	0.00329727213829756	0.00478857476264238	0.0755698084831238	-0.0103269852697849	-0.00933890603482723	-0.0618990510702133	-0.0905241891741753	0.00134425179567188	-0.111620016396046	0.00505774142220616	0.0281074121594429	-0.0441455133259296	-0.0182785578072071	-0.0450898259878159	-0.000712721783202142	0.0775850564241409	-0.00492221163585782	-0.0736336633563042	-0.0626464933156967	0.0278474222868681	-0.07720797508955	-0.0770711153745651	-0.00619688164442778	0.0151991192251444	-0.0896077454090118	-0.0557340048253536	0.0115277227014303	0.064278818666935	-0.0200394168496132	0.0453089065849781	0.0522013977169991	-0.0138350576162338	0.0499174520373344	-0.00975105632096529	-0.00832174625247717	-0.00409485260024667	0.0287411995232105	0.0395733751356602	-0.0659052506089211	-0.0659070312976837	-0.0128102395683527	0.0622468255460262	-0.0480565056204796	0.0396073125302792	-0.019549448043108
InferredCov4	-0.125795662403107	0.00081739854067564	0.0416477136313915	0.120605975389481	0.0655747354030609	-0.14946348965168	0.0802133977413177	0.0310723036527634	0.0190248060971498	-0.0582694634795189	0.00215882761403918	-0.000194174499483779	0.038700744509697	0.00445209257304668	0.0235847868025303	-0.0263680797070265	0.025344954803586	-0.0626835823059082	-0.0307979080826044	0.0559851787984371	-0.0961656868457794	0.0367929898202419	0.0636723935604095	0.0423653833568096	-0.136905208230019	-0.00457276171073318	-0.0723853334784508	-0.122010752558708	-0.010463509708643	0.00533015932887793	-0.00453549809753895	0.00465470319613814	0.0471124872565269	-0.181049078702927	0.108177870512009	0.0453751124441624	0.0391017161309719	0.0147348428145051	-0.00421397993341088	0.0631085932254791	-0.0145994201302528	0.0588081404566765	0.0142783205956221	0.00449202302843332	-0.00500285811722279	0.0848066136240959	0.050748448818922	0.0410134010016918	0.0744873285293579	0.0701073184609413	0.0469266586005688	-0.00659198686480522	0.0832701846957207	0.01520234066993	-0.0108167361468077	-0.00759034138172865	-0.0703032687306404	0.0772371292114258	0.0610466785728931	-0.0141467228531837	-0.0395510829985142	-0.0210961513221264	-0.0678881704807281	-0.0437544286251068	0.0182948131114244	0.0370394960045815	-0.0454869903624058	0.0203830040991306	0.0248322002589703	0.0437406562268734	0.039726085960865	0.0259671546518803	0.0836047232151031	-0.0897764712572098	0.0276830047369003	-0.0767744183540344	-0.0434347577393055	0.0548200756311417	-0.00254787411540747	-0.0503939799964428	0.0310443602502346	0.00619601365178823	0.0163610186427832	0.035328846424818	-0.00973271857947111	-0.0466126538813114	-0.103350378572941	0.0487504340708256	-0.122626155614853	0.0408505201339722	-0.0488873273134232	-0.00478201452642679	0.0202906057238579	0.00963256228715181	0.00940966140478849	-0.0393656864762306	-0.0131029775366187	-0.05127227678895	0.00382421468384564	-0.0619460344314575	-0.0976409465074539	-0.0210649687796831	-0.0497726462781429	0.00347542110830545	0.0731788650155067	0.0269017610698938	0.0294011794030666	-0.0123520493507385	-0.0279049724340439	0.000565511465538293	-0.0620488412678242	-0.0271042566746473	0.0326197817921638	0.0494577921926975	-0.0516965724527836	-0.0497864224016666	-0.0986094251275063	-0.0236892607063055	0.0522821992635727	0.106640912592411	-0.0060259741730988	0.023943493142724	0.152018249034882	0.0620361752808094	-0.0193994771689177	0.0490287728607655	0.00595069583505392	-0.0026965462602675	-0.0559470988810062	-0.0368992388248444	0.0581060387194157	-0.219652697443962	-0.0202622096985579	-0.0408304184675217	-0.0570001564919949	0.0167625639587641	-0.0743001326918602	0.044822346419096	-0.0209427755326033	0.015748729929328	0.0228907261043787	0.0665170177817345	0.0511080287396908	-0.0112325763329864	0.044233500957489	0.0286762993782759	0.00755625171586871
InferredCov5	-0.0697333812713623	0.00231658946722746	-0.0122609278187156	0.0311062205582857	-0.0258837696164846	0.0995992720127106	0.00771399633958936	-0.0486603416502476	-0.144207671284676	0.00807607918977737	-0.0383337661623955	-0.105138748884201	-0.026840815320611	-0.00600537098944187	-0.0150373335927725	-0.0018260981887579	0.0209123957902193	-0.0450744517147541	-0.0294789727777243	0.0221293661743402	0.0783245712518692	0.0229039285331964	0.125467658042908	-0.0476743243634701	0.0182507559657097	0.0480449832975864	0.103247441351414	0.126837551593781	-0.0379597805440426	0.0618166550993919	-0.0173415970057249	0.0176387522369623	-0.030196737498045	0.0611290521919727	0.0326154790818691	0.0355975702404976	-0.00749683240428567	0.0798807665705681	0.0100831985473633	0.0525923706591129	0.0138277448713779	0.0210321936756372	0.00362467905506492	-0.0127938482910395	0.0489410497248173	0.0589828640222549	-0.00821211375296116	0.109210714697838	0.00973296165466309	0.031450342386961	-0.033239558339119	-0.00905971601605415	0.0543433278799057	0.0634519159793854	-0.00757679017260671	-0.0124980406835675	-0.178285598754883	0.0949663668870926	-0.0121434144675732	-0.0075564831495285	-0.0304711163043976	0.00924602523446083	0.0971139371395111	-0.00574102997779846	-0.0807017907500267	0.0309770554304123	0.0345181003212929	0.0589144006371498	-0.0156541466712952	-0.0448740571737289	-0.0273867137730122	0.0166385024785995	0.0454910919070244	-0.0376107953488827	-0.00367954792454839	-0.0284562483429909	0.0724063217639923	0.0626602247357368	-0.0130823273211718	-0.0751238912343979	-0.0206496622413397	-0.0584370568394661	-0.105802640318871	0.0630257129669189	0.0432973057031631	-0.0369750671088696	0.165326565504074	-0.00573928793892264	-0.071362093091011	-0.00106190727092326	0.0347667075693607	-0.0262561701238155	-0.109881445765495	0.0543755367398262	-0.0591612085700035	-0.0799285992980003	0.0338959023356438	-0.0790970772504807	-0.0510764978826046	-0.0577446669340134	-0.0806932523846626	0.0330990068614483	0.0204771533608437	0.141674354672432	0.0631615445017815	0.00511452602222562	-0.0781424641609192	0.0843929648399353	-0.0175233632326126	-0.112920053303242	0.0898153781890869	-0.0574831292033195	0.031398668885231	0.004232675768435	-0.112612262368202	-0.0546543970704079	-0.0382535308599472	0.0419133007526398	0.0607851259410381	-0.0129238646477461	-0.0115112029016018	0.0215749759227037	0.076396144926548	-0.0163283403962851	-0.0384029969573021	-0.0240779276937246	-0.0306200347840786	-0.0984430611133575	0.14419974386692	0.00487540289759636	0.00981376878917217	0.189325198531151	-0.0338342674076557	-0.176603391766548	-0.0243161581456661	0.0754899308085442	-0.0693169310688972	-0.0599031075835228	-0.0322967022657394	-0.0238555856049061	0.0068593486212194	0.0425558499991894	0.0137622663751245	-0.0421965457499027	0.000686331477481872	-0.0795836374163628	-0.10783065110445
