"SV1"	"SV2"	"SV3"	"SV4"	"SV5"	"SV6"	"SV7"	"SV8"	"SV9"	"SV10"	"SV11"	"SV12"	"SV13"	"SV14"	"SV15"	"SV16"	"SV17"	"SV18"	"SV19"	"SV20"	"SV21"	"SV22"	"SV23"	"SV24"	"SV25"	"SV26"	"SV27"	"SV28"	"SV29"	"SV30"	"SV31"	"SV32"	"SV33"	"SV34"	"SV35"	"SV36"	"SV37"	"SV38"	"SV39"	"SV40"	"SV41"	"SV42"	"AGE_GROUP"
0.0276767866917222	-0.0402679829427178	0.0523136647280038	-0.0306464137960151	0.0620631498812783	-0.0799405608816179	0.0259883166537248	-0.118732750998542	0.0846342267432759	-0.0288858079144772	0.0517162949201926	-0.0726801107591415	0.0451305454282942	-0.0875189957468656	0.00346118293483106	-0.0396428957306343	0.11601209286293	-0.0919087349845965	0.0213489497652859	-0.0180759343413555	0.00195070422245527	-0.0226888116936175	0.0260657086263927	-0.0227395949716043	0.0358414760052613	-0.0264724749266547	-0.0158811526660677	0.0641767549647861	0.009209397170827	0.0214856196606358	-0.03116603933028	0.01290515328576	-0.0114064601003786	0.0403135577821283	-0.0476792341766693	0.0940541334182548	-0.0564509268363953	0.00799129317083717	-0.00490953502464368	0.0651639757616625	-0.0345309728740505	0.022873345636704	5
0.0242520708423243	0.000798094366581792	-0.0117344198676333	0.0195574019706344	-0.00514787689792637	0.0260670201056028	0.0129339801577926	0.0275408339270217	-0.00873588468146835	0.0195755670876134	-0.00651180997748421	-0.043443664703305	0.0870247465928074	0.0316052745659562	0.044969694238601	-0.0299844191105424	0.0622913683267575	0.000954595035817796	0.0274375862584004	0.0367591786541295	0.0247560315990276	0.0439621769146193	-0.00841010572090663	0.00752557614104287	-0.058243542834195	0.00405427442491211	0.0694151970642767	0.0347096327695706	-0.0122194210314739	0.0676618145624964	-0.0778681684337771	-0.0477926232112658	-0.0194470726590877	-0.0300183623510567	-0.0281872723491587	-0.0222426345851592	0.0305086100721406	-0.0499414348774893	0.016334454712647	0.0513528292127531	0.0585762241610564	-0.0903145632291702	4
-0.0677078071142948	0.00883180089348756	-0.00296044214035304	-0.0654265272044745	-0.0254795670598121	0.0035419827482272	-0.0126482278817247	-0.00256148308474213	-0.035921577873327	-0.0183555381559766	0.00591690751508182	-0.0332616317146851	0.0137976476042448	-0.0275405692592496	0.0258528774160379	-0.0230751968110126	0.0239177377181071	0.0089129357061182	0.0341066145585699	-0.0187388201821879	0.0173068724213286	-0.00740622912523144	0.0323064945392425	0.00896438134130918	0.0242001608466993	-0.0014152088307502	-0.0161915312171646	0.0307551877662317	0.0357563061828798	0.0368808601560936	-0.0141988958289879	-0.021255253306956	-0.0207480730748083	0.0192646338683912	0.0605625080548804	-0.00432066937973015	0.00424911903159808	-0.00507311554116977	0.0235003842619267	-0.0272662679013471	0.0106452137318457	0.00953777632013022	5
-0.0428482160491763	0.0421743191887598	-0.00997395657012917	0.00908557849131247	-0.00335202190047841	0.0298408156536479	0.0113161453747044	0.00463838500168884	0.0120886447290755	-0.0073186451764064	0.0395221098389036	-0.0307374166365299	0.0479002331313909	0.0107204651792362	0.0281427150042142	-0.0125107587635228	-0.0130469191462102	-0.00139164270474268	-0.0098519478095964	-0.0338925197790891	0.0260795302080594	-0.00671067613114339	-0.0556765157252087	-0.0229681111004934	-0.0161214871964139	0.0321287969570932	0.0385674500390154	-0.0194062790541437	0.000807020399798622	-0.0124423697430762	-0.00438547291511457	-0.0192158028981109	0.00519277364263822	0.0099624707400606	-0.00499400818838182	-0.00507403107297724	-0.0188849874634373	0.0370078145758224	0.031907434467641	-0.050323587413655	0.0395587400346028	-0.000645112553677749	5
0.0231058195070963	-0.0374457161792851	-0.0235000374299266	0.0786232108205075	-0.0533831948645335	0.0425402861034651	-0.0327602635849479	0.0318685588775867	-0.0197132648411327	-0.00122592110798817	0.0181475639188722	-0.0139120841856217	0.0212582602151546	-0.0126984551369027	0.00314837648635135	0.0147235108849164	0.00289956817766585	-0.0350325196314717	0.0277283544401874	0.0221790671588066	-0.0403282047554508	-0.0128028514246325	0.00395389646761947	0.00479919857875755	-0.038648809877504	0.0323779457341542	0.00753994279336494	0.0206212138297664	-0.013435588349989	-0.00725656629600174	-0.0090315302251197	0.00324211955250329	-0.00195103103164136	0.0179071513491173	0.0701554706656088	-0.0253427153864174	-0.0190406015069169	0.0264007545308225	-0.0159827774107389	-0.0366936979869831	0.0321996259800501	0.014991839239241	5
0.0466565338715721	-0.0439002684086176	0.0331133092773663	0.0665210060832676	-0.0420454650657988	0.00804502739346147	-0.0350378614885464	0.045150999721682	0.0474989177403198	0.0463765598541445	-0.00662289829816276	0.00685890497411352	0.0228594788523614	0.0090319137360337	0.00534956296350891	0.00378021852967769	-0.00804320703697235	0.011796557724684	0.0306159797618378	0.00646307228408047	0.0304120555810388	-0.032565306484549	-0.00816242333819346	-0.0386883883312566	0.00959920155005618	0.0419820372348335	-0.0553732403365254	-0.00306778500991958	0.0213198763122403	-0.0617998522781761	-0.0154354716325325	-0.00503281538700256	-0.00741960124310334	-0.00913755398713054	-0.00260158782717626	-0.0352735082283762	-0.0295473151673263	-0.000768719073968034	-0.00116737699231246	-0.0529679307701499	0.00515366811867853	-0.0467738194806029	5
-0.019168090697063	-0.0561217622745086	0.0739908260928762	-0.0318352090773026	0.0170117552812377	-0.0216911349911213	-0.0186312218212968	0.0101221794045931	0.00928083264157781	0.0100074244603974	0.0126691020414657	-0.0531288535848123	-0.0116214336518175	0.0235093010271695	0.0335778832962587	0.00470618698631271	0.00722205596673503	0.037301161371876	0.00975638865044444	-0.0137352789151807	0.0236039438877596	-0.0345005785837423	0.0468649488147324	0.0224228173485194	-0.00307291897553356	-0.0261710572071496	0.0261769157915263	-0.0146365445374098	-0.0372549454044509	-0.00356771407184147	-0.0567690661163012	0.0243433096189346	0.0300041373852785	-0.0118413759742463	0.061669892827628	-0.0599242854310169	0.0309549900861743	0.0397288508078688	-0.00937560497982992	0.0313689804862671	-0.0275538320638863	-0.0552779950679607	5
-0.0503750608588449	-0.00614797087765806	-0.00275733685338286	-0.0100597931056152	-0.0212302057518462	-0.0476813229090826	-0.02041219022102	0.00188508418815345	0.0242969068807434	-0.010887515016035	0.0312471219764002	-0.0387080017573696	-0.0153470857395855	-0.0381297979338607	0.0433325360700526	0.0657462891789574	0.0168542474512498	-0.0158571652593217	0.0754804576727614	-0.0393961373159541	0.043493028089425	0.0068871188049145	0.0321261099888471	0.0131929883663894	0.00243532840588743	-0.048336998280086	0.0375357602234626	0.0219895566643763	-0.0116850306750936	0.0111755072656639	-0.0284143997294036	0.0294551770094514	-0.00359289386729543	0.066016973494368	-0.0456757733085739	0.0267466495411266	0.0370662273924539	0.00256115025312897	0.0111334564114736	0.0010871084184074	-0.0263321450140813	0.0416468512920651	4
-0.0716055586402462	0.00531186018632928	-0.00384809689473112	-0.00173513960579153	0.00477121036161454	0.0178285484739015	-0.0107775159249786	0.00517473015403214	0.00470998056536059	-0.00117120936529376	0.0179254635423268	-0.00584612024369452	0.0468986676418004	-0.00912178254711375	0.016005042510658	0.0232557228794984	-0.0131854913240329	-0.0380346704641887	-0.00790006132435485	-0.00144946763067026	-0.023622699352031	-0.00868111076704843	0.0522560921223908	0.0213883095764404	-0.00050104626600056	0.0354378766545842	0.0145535466935692	-0.0257373002889232	0.0322991570562815	-0.0526032917011271	0.0340130694751773	0.0817218612974956	0.00791599310102185	0.000730676683264347	-0.0408998920385515	0.0298161682539149	0.0300273503204216	-0.00743320104503643	-0.0218345450734855	0.0317632398415018	0.0415085737656536	0.00713848525809031	5
-0.0625955381064392	0.0161577718531469	-0.016672357117407	0.0164574934570236	0.0103044918000559	-0.00664625515403799	0.0401685768197867	0.00691376163093296	-0.00417401968306663	-0.0081007924233108	0.00275172392811286	-0.00165868813248354	0.0243071263501822	-0.00257167789252599	0.00519988415995039	0.00615727621062434	-0.00106095323495305	-0.0424099550037786	0.0118415583339507	-0.0253433233928417	-0.021338433206302	-0.0151187983431123	0.0552439530402176	0.034893780296532	-0.0201719583496142	0.0529274966427592	-0.0342845671399612	0.0171981356065188	0.0407674776297679	-0.0151611318997475	-0.0158997947090029	0.00055881381474935	0.0322887998992032	-0.0189799554868605	-0.0165738834332777	0.0231823958350533	0.0155281745441956	0.0024482141844593	0.0145285428104487	0.0161443517822715	-0.0265749233738129	-0.00271668769945443	4
