"SV1"	"SV2"	"SV3"	"SV4"	"SV5"	"SV6"	"SV7"	"SV8"	"SV9"	"SV10"	"SV11"	"SV12"	"SV13"	"SV14"	"SV15"	"SV16"	"SV17"	"SV18"	"SV19"	"SV20"	"SEX"
0.0297799505313947	-0.051221986477447	0.0624388766810686	-0.0600062608580532	0.10681802093153	0.00485000121801763	-0.00978716575639202	0.0488622856307866	-0.00174902231144909	0.102698752307326	-0.0144573576976446	0.0986196008801084	-0.0891257582854013	0.039309114140191	-0.0267235183507043	0.0558193776579864	-0.0403668788136117	0.00713984215267509	-0.130904064992675	0.00700544247867777	1
-0.0371615778832768	-0.0501556913068673	0.0505822074261091	-0.0645322282520694	0.0399506514094591	-0.10753568731005	0.0726591652376836	-0.0935066607962352	-0.138837508113358	0.0682316681235489	-0.024620879670748	0.00442727416473251	0.0443128634706608	0.00854198890838621	0.0272415724679568	0.00090429352070898	-0.0217048286811796	-0.0477737506399197	0.0486437270383241	-0.104139199798293	1
0.0728482754281131	0.0483924257761232	-0.118469236899483	-0.0277562872391565	0.121810829271319	-0.0136144715045347	-0.0154331323644814	-0.0170918123716782	-0.0260544019721095	-0.0365769209740452	0.0841694229485323	0.00438663984285637	0.0842423717596204	-0.00887261117612056	-0.199905658245637	-0.0151259267474974	0.0234228982768821	0.0424172707216955	-0.0961523129505329	0.0497319197476646	2
0.100959112933775	-0.0173433714686941	-0.0384138941205748	0.0182294266557226	-0.00691493095997892	-0.00257494519978866	-0.000441014965867667	0.0390073709047666	0.0827471069966785	0.0695614290513877	0.0750837293097347	0.0240461519939342	0.0431617739389179	-0.0101073754497463	-0.0261996708565451	0.0341673013486314	0.0770369532189766	0.0205027530687665	0.0302207001582938	0.0428528757440818	1
0.0888139216736707	-0.0246452251367079	-0.0241644805252348	0.0129163621073714	-0.0642888360319108	-0.0350352660530337	-0.0656091553679531	-0.000778117905330403	-0.00456038592002791	0.0114442244513033	-0.062023527860005	-0.0673743189344521	0.0431417611294512	0.0634688762824649	-0.0981161939324457	0.0606535914143086	0.0134259385611721	-0.0875443824421895	-0.0478120343282618	0.0319135685629058	1
0.066687926646596	-0.066977701019189	-0.0107963778556682	0.0337777046978713	-0.0837623302510337	0.0152319863202876	-0.0171982251583383	-0.117609686643962	-0.0060924991161586	0.0112675570763081	-0.0395948640151315	-0.0255134736201608	-0.0814477894292945	0.0530883640219488	0.053019194045639	0.0236904040038483	0.0707748237731896	0.0143301973067841	-0.0447965086912624	0.0645239161705832	1
-0.167513606061538	0.0695792558006047	-0.0054720172227313	0.0767649722516885	-0.0892395156111759	-0.210566879814104	-0.101827560736445	-0.0829899359099431	0.236611721588967	-0.107150808487426	0.0423489799057584	0.0378410791753764	-0.0570889991709436	0.0428286065173455	-0.00994714001898957	-0.00415174487895735	-0.091446145037322	0.052090721970408	-0.120864582009481	0.186822207954528	1
-0.0484603198250311	0.157908214954751	-0.0110858576104834	0.148331203187452	0.0721682966946839	-0.0957561700414171	-0.0910078421678722	0.0274273906801035	-0.0769262864327468	0.119387678593749	0.0454644695301816	0.0697713734910603	-0.0955682037478076	0.0133608106812411	-0.0522854599152215	0.0231894394721614	-0.102320130661559	-0.184641402418855	-0.0312176302272659	-0.0232204715498141	1
0.0188290582017964	-0.0693751656847894	-0.0182697025378	-0.0245076325216649	-0.0229138109827765	0.0545464102635927	-0.0361598570810275	-0.0827729366724932	-0.000138785124529296	-0.0246622917969569	0.0428026053728934	-0.0280931104302443	-0.017067340706933	0.0254493004792659	-0.0265565798468724	-0.129254399604389	-0.037057665646518	-0.0660181759025199	0.0601891632694605	0.0587248910105465	1
0.0803887406107398	0.0181272576858769	-0.0118854269892018	0.0411039931599541	-0.00558215151831588	-0.0177108036371563	0.0177340970359766	-0.0625138352126728	-0.0660786034743622	-0.0326038372684176	0.0667054576543031	0.0323382493703552	0.0340754337692946	0.0616990722570176	-0.003683205345056	-0.0422696878183828	0.0558717386778223	0.097654450370306	-0.0164847941337742	0.0136630753782487	2
