"SV1"	"SV2"	"SV3"	"SV4"	"SV5"	"SV6"	"SV7"	"SV8"	"SV9"	"SV10"	"SV11"	"SV12"	"SV13"	"SV14"	"SV15"	"SV16"	"SV17"	"SV18"	"SV19"	"SV20"	"SV21"	"SV22"	"SV23"	"SV24"	"SV25"	"SV26"	"SV27"	"SV28"	"SV29"	"SV30"	"SEX"
-0.000100809491476656	0.0138166192187056	-0.104329387340717	0.0688142444604146	-0.030301248118736	0.0259789017495097	-0.104300962925032	0.0366561317880901	-0.00129530326617926	0.006308218291278	-0.0447967367130562	0.00583030654421682	-0.0975036589088256	0.0646446218512668	-0.00494939219068864	0.00454963028282274	0.0744276681879532	-0.063471887897636	0.106196236140207	-0.0797766666963598	-0.0343674705433059	0.0589796223363306	-0.0557828332242395	0.0439058117866808	-0.0438293503818752	0.0174160321906065	-0.00653632684741356	0.0866189928198416	-0.0106847007037724	0.00388366783843399	2
0.0876886825626877	-0.0216719673121989	0.0096635424917012	0.0133034138016551	0.00655941910711019	0.0322598588899608	-0.0388194252719229	-0.0502895118425671	-0.0401508752603144	0.013658455712305	-0.0472424622663266	0.0502623260298777	-0.0153435019504087	0.0618106461134609	0.00765359497385962	-0.0569026553563885	-0.0333524469024072	-0.0131931419994716	0.0551739355902826	-0.0234640180447183	-0.0105470425608395	-0.0252408299923777	0.0198003455347242	-0.0099208900209232	0.0235339267180075	0.0341644966311168	-0.0134262007517192	-0.0769603968292094	-0.000968768996694331	-0.0608972935689274	1
0.0602418065832072	0.0109269605956097	0.0385843909525279	-0.001078836983644	0.0261342916535306	0.0164858576373594	-0.0479364495340843	0.0367578489841872	-0.0553387245341897	-0.0422074560395829	-0.07941095531936	-0.00355045050028655	0.0499547864792799	0.0236378346321627	-0.0130471012905084	0.0769021984354527	0.0244077933704618	0.0232713136680754	0.0562609638834896	-0.040546901752004	-0.00303218076867672	-0.0255061727626635	-0.018492202954402	-0.0366564096632452	-0.00872166159850048	0.0488864119687623	0.0312316339996705	-0.00713413652730212	0.0124018437438376	-0.000574270007019075	1
0.073437389216106	-0.0945390862007393	0.078291098302224	0.0803875977718496	-0.00565858678226307	0.0270548446146756	-0.0241379557470232	0.0234074260072047	-0.0197348633452247	-0.00854687530989684	-0.0702157327082941	-0.0358715109028961	0.0813495885887968	-0.00500229448125958	-0.0291233398966468	0.0636809320758824	-0.0549107655790329	0.00842310330837599	0.0320796488356454	-0.066181331048658	0.116424832251706	0.0120181179574257	0.0256875247007064	-0.0770534607038975	-0.0320450705342867	0.0444961339847976	0.0632590852388953	0.0147768906710348	0.042051075923229	0.0235505174022975	2
-0.0377565006485319	0.0643000861218909	-0.00834930246123256	0.105489352901885	-0.014844453393187	0.0748189660955235	0.070722524594352	-0.0139133355562821	0.0226080833083156	-0.0756075128715014	-0.0642494367430624	0.0881489670015875	0.0238569425962571	0.0379605719271658	0.0221485914095361	-0.0318338025996949	0.00847331716451299	0.00949360492987347	-0.0118905835013997	0.0752519649493439	0.100266152389824	-0.054548764436495	0.0422652074588193	-0.0271892106468507	0.0874180793587133	-0.0496601819519432	0.0537161303437233	0.0702103400079583	0.0575961389250974	0.00472234309632505	2
-0.0326615269119624	-0.011900044260617	-0.10934324392847	-0.0407239435291042	0.0596463062001352	0.0138138104780486	-0.0826147323472937	0.0348165521016002	0.0229740936805752	-0.0432543215221751	-0.0136052263508736	0.0854236231132498	-0.0280317138355581	-0.00258863335944794	0.0237430176101017	-0.0209285540768953	-0.0522357049308286	0.025702776162365	0.0347260261220701	0.0106881079941791	-0.0121084323717813	0.063221004276007	-0.0985535940684443	0.0380223937773213	0.0441066281746333	0.11507658498128	0.020425625142009	-0.123111217772056	0.0216383494023253	0.0475987797244644	2
-0.0498582416332722	0.0151723215496487	-0.0024781130930133	-0.0136465478188658	-0.0532587141156203	0.034423379923466	-0.0814624403232386	-0.055700254279664	-0.116092654567478	-0.0684016218333764	-0.101490503758755	-0.0134931399486187	-0.0229260708499648	0.0104224828391844	0.00810387582942427	0.0762117913126275	-0.00860615383362675	0.0278246613898575	0.0794888369862694	0.0042438958007139	0.0770920886521131	-0.0228544449343892	-0.0185015080692376	-0.0126395255176603	0.00465990238347176	0.0309893826595184	-0.105058836945189	0.0674384372767935	-0.0791616630474675	0.084235868060708	1
0.00478538431626511	0.0721394590304092	0.03938493241398	0.0164823433227599	-0.0456112489273269	-0.0841434880928233	0.0476557239574783	0.0112179756907652	-0.0106330613461147	-0.0514023755326963	0.0365012289682097	0.100297897716427	-0.0467182268587248	-0.0587665392064509	-0.00401078731829583	0.0136674547348434	0.0524518551840921	0.00100241540231075	0.0389970236363047	-0.00633454036120956	-0.0606144251394571	-0.082593231884402	-0.00770137830470131	0.016192104514901	0.0641885463345301	0.0144653017465744	0.00483538204717052	0.0570199306803977	0.00202540117516933	0.00545207536066746	1
-0.0697959216449507	0.0394671166056583	-0.0393769394470643	0.0296195491903019	-0.0356307071783791	0.10349493148005	0.0266025084643345	0.00989944565471733	0.018835453857208	0.0346108560594605	-0.0849622419704566	-0.00820845556791636	-0.0808775438624634	0.0215274999796849	0.0142644154260194	0.00329742121854095	0.0756019280145976	-0.0532622707216145	0.0117790645421312	-0.0366959310131134	-0.0189397094824846	-0.0462587401830081	0.000746164278890363	-0.0215230107193632	0.0883994022530352	-0.0198932039065863	-0.0595480397859939	0.0609264314298587	0.135742270948051	0.104050925148445	1
0.0210179772690323	-0.0357653123274935	0.0345495966867491	0.0161720938568605	0.0387587917128103	0.0031846137148388	0.146010871067917	0.0161107224407425	0.0988215424210413	-0.0489680635464089	-0.0437796789442297	0.00128776558489092	-0.0412854766652874	-0.00755720053065371	0.00685035310716197	0.070823638151918	-0.070603773383379	0.0300079679030017	0.0541360742150722	-0.0012184722504818	-0.041609089063691	0.0268733688792802	0.0629351201125249	-0.043675449195651	-0.00607966382204554	-0.0374753175107477	-0.0574717429414563	0.0412030200518854	-0.0101076220025778	0.0928263760797697	2
