"SV1"	"SV2"	"SV3"	"SV4"	"SV5"	"SV6"	"SV7"	"SV8"	"SV9"	"SV10"	"SV11"	"SV12"	"SV13"	"SV14"	"SV15"	"SV16"	"SV17"	"SV18"	"SV19"	"SV20"	"SV21"	"SV22"	"SEX"
0.0155193130103202	0.0376876251426629	-0.117405753438409	0.046886709378723	-0.0317588778466173	0.142525196995433	-0.0347086099473888	0.113589176191379	-0.100256271936572	0.107772214886917	-0.0279444356474289	0.0088086751565163	-0.0151462806129282	0.0920321630640503	-0.0649105774939724	0.0449265194781306	-0.0851361603760373	0.0164702131068404	-0.0485770555380588	0.0977298758121951	-0.117924594321119	0.0896131735020428	2
-0.017981686733427	0.0442119994955159	0.0520261103305426	0.0595551361202342	0.0233739824770029	0.118354641071752	-0.0893136576301906	0.0718431737937064	-0.0301521262505609	-0.0245412041437951	0.0613897891325657	0.00136794366461295	0.0815148055222572	-0.0925146503337175	0.0258007144180553	-0.0303673766856177	-0.0145807878506657	0.0836824245833853	-0.000528438491882065	0.0274094410298122	0.0651814770445388	-0.0227241534879552	2
0.133918326895689	-0.0171895937665515	-0.0468753957321113	0.0898000893687721	-0.0493109996838728	0.1095675854112	-0.0516753606716576	0.00216255844308422	-0.0611427782270357	0.134683728927578	-0.133752269541523	0.0231414694011123	-0.107028182842457	0.0186940780394317	0.0297394233901669	0.0141855467014253	-0.0270433371236839	-0.121605237010555	-0.0410437931312017	-0.0466739251945466	-0.0744906654359438	-0.0909288643005098	2
-0.0277747203002894	0.0432276936894944	-0.0407261037092295	-0.0676995900118139	-0.0125629276520145	0.0221152792409186	-0.0215073188530067	-0.106440226819523	0.000359758184871495	-0.0661780653418881	-0.0537260280597853	0.0278433462097463	0.010062482890069	-0.0690176391272527	-0.04731058165216	-0.0806231889426451	-0.00949642810525089	0.0338552795229096	0.0215338523884693	-0.00396242963132093	0.00882950050844605	0.104324099489059	1
-0.0800235814199582	0.189922206933227	0.202885994210062	-0.0147423484672781	0.106361621089335	0.113689595802723	-0.209903548223462	-0.0712242022478443	-0.179898477094269	0.098879646625959	0.118446871394727	-0.00935226806664191	0.169316225828766	-0.111495520137436	-0.118946582886646	-0.0681707713694073	-0.0101488760153839	0.0188887276508045	-0.060156809047368	0.0477013129932334	0.0267188571118547	-0.226205878902638	2
0.0377202293272454	0.00572913306510214	0.149278664928143	-0.0873599910026333	-0.023062947115913	-0.00445816226552503	0.0116260139918145	0.185098659082119	0.00275795538150625	-0.0184582406382587	0.140006151379466	0.0336355643492361	-0.103805792767488	-0.169948514518288	0.00132679974672609	-0.0657976224157452	-0.179053533671521	0.132936524698619	0.00454125141383219	0.100959828549946	0.0424882934495289	0.127520673635462	1
-0.0598333616602455	-0.0723778660825902	0.0690238387604965	-0.108927447891208	0.132218545199256	0.119238161458416	-0.0592139429647743	-0.0596581806067521	-0.0694054363746638	-0.027001167801333	0.187646575184292	-0.0119685356798423	0.0360170087983107	-0.14874292111154	0.0634729861728627	-0.077415925035368	-0.118055649627579	-0.0510346427171318	0.0993428837202923	0.0691495013212268	0.0155547811166553	0.135908967142366	1
-0.0425617012971463	-0.0123230898260044	0.024267001641305	-0.128128327985173	-0.0760059709067874	0.0157523279004699	-0.0201883680279999	0.133485557858391	0.0595415437209694	0.0629991494347981	0.0482143713973667	-0.104290646854928	0.00382137155276631	-0.145560296714725	0.0447230192272664	0.0424743234090474	-0.0775609208575511	-0.0881997195865897	-0.0287190795366114	-0.133280127265204	-0.0579465931263823	-0.0349966496604758	2
0.120831071551442	-0.0531749164565195	-0.0408851474632642	-0.149966217471543	0.143309663038252	0.102989006055118	0.0717834275066079	0.1157794711285	0.0710587209581942	0.0749095970081479	0.0305110105248782	-0.0601932525441107	-0.0762828945431038	-0.102630963230806	-0.0178253998574794	-0.0174965812216376	0.042753428325542	-0.0184251792113013	0.063255710960148	-0.137527772217165	0.0425798819375876	-0.0938453125816518	2
-0.0494623099621637	-0.0537369702111868	-0.021238893289456	-0.181264370186327	0.0425603043724349	0.0901707396974558	0.113688457471595	0.149879149369775	-0.00883227426949798	-0.0665659179959556	0.108430503747143	-0.114842090508298	0.0385057335161944	-0.109337131709491	-0.0163877823460229	-0.120309306519818	-0.0412469401943669	-0.0234595711990083	0.0498628674986994	-0.0105711861911003	-0.0459513098475798	-0.0685593807973482	2
0.156277970556709	-0.0152259109654417	0.0312664193796859	-0.114915168534484	-0.0140841268684516	-0.0122304519706561	0.000510222110490059	-0.0369568776610536	0.00539365463200396	0.0617476575797367	-0.0253269377082147	0.0112115178353356	-0.05202669311265	0.0529925838667389	-0.0357620694842834	-0.0655948493539574	-0.0167839320599295	0.0365251231846796	-0.0895984832901198	-0.0893519417018394	0.0144250416483322	0.057160582449119	1
0.166626800070391	-0.0229709048072806	0.0708721198571628	-0.111070064000678	-0.0426476918697382	0.0182560548142473	0.0356742275859765	-0.162345217717864	-0.0382381813591981	0.100941958559174	-0.0183219094151142	-0.107802462969885	-0.00642980036939159	0.108733252814423	-0.110299522081348	-0.183244392686127	-0.0411551947317804	0.116560887314596	-0.125104301383918	-0.0494991545694747	0.0270748809330782	0.0182056526171929	1
0.145635179422737	-0.150298687596166	0.0548098259229961	-0.0897539786988478	0.143145256254035	0.0104973129682537	0.0998237472382271	0.0902153837548876	-0.000119205955549345	0.0936740495266405	0.0594397787524825	0.0560296964021869	-0.02736293133091	-0.0717357316206576	0.141657645468449	-0.0510561748314228	0.123364284908156	0.0129565861580368	0.0449904060218949	0.161917330834808	-0.0206155127191717	0.018363816910651	2
0.11739461508306	-0.0436011430103804	-0.0043208287224514	-0.117407173970072	0.119254033581132	0.0296443245086642	0.0670211076447501	0.17403153053975	-0.0385144296730193	0.0717479810070135	0.0170885889247159	-0.0647279673749403	-0.120937811009171	-0.0774518498896242	0.0726832042144243	0.106434572543735	-0.0386760412571044	-0.126969142773406	-0.0288954909168807	-0.0994043721631572	0.0295864265731381	-0.0341863861196	1
0.0075983758367933	0.000334062391866005	-0.0145470242511069	-0.162967308133563	-0.0582105928222867	0.110951318278138	0.0673840340386587	0.0425804754800868	0.0351809883918696	0.0481369045838589	0.0193547264306764	0.00645532654410816	-0.0802271985059519	0.0257825532012241	-0.0493448929792591	0.0565798153485234	-0.10990319218612	0.0689829657573027	-0.116774654487922	0.0358255987649332	-0.101178134487187	-0.142420708762953	2
0.100455240439134	0.0535694490615104	0.101055378586091	-0.044739956526966	-0.124720162700213	0.0393294634827607	-0.0553691937141884	0.0226673346482215	-0.0750989862315527	-0.0706479117925016	0.0767837218431936	-0.096417238912067	-0.0324164650053117	0.0323614374733351	0.0795246339655966	0.00537043462779403	0.0500140804983878	-0.0168392644716144	0.0639410522205938	-0.025853713531501	-0.0809668222160593	0.0530709591101912	1
0.0510524426474367	0.011498667287261	0.179650759619094	-0.0229487921614968	-0.055547145878901	0.0840063123166772	0.0560750344532825	0.00580066037354765	-0.0334394612505655	-0.000987279415962841	-0.141486454038693	0.133663681712454	0.0661409526804245	-0.0467541420385724	0.0792463820812362	-0.0526304478789821	0.000491257264886635	-0.0233288051018536	-0.0792287805596918	-0.0238742214349028	0.0593719131790042	0.0447305664958397	1
0.0719626603262219	-0.13313331786151	0.121637731408628	0.0479993845470651	0.0435300071273195	-0.0235656182084905	0.0185820134772687	-0.168024853504422	0.0686608719417454	0.0932762653414679	-0.0654341518096586	-0.0701018023362745	-0.107299879463432	0.0657796708476656	-0.0864357128587207	-0.0774575532750743	-0.0299936040464842	0.149767932116113	-0.215296171028847	0.0414972887368971	0.019014441466456	-0.077127216608991	1
-0.0351330347797257	0.0407129254932835	0.0631283225004309	0.0576021157740206	0.086905039679777	0.114364045047331	-0.234745654744385	0.020305350422445	-0.216663151149395	0.0244652564039441	-0.0543683050375859	-0.0676059886641296	0.029251346254013	0.14969173375372	-0.0117078912056597	-0.00766576738557298	0.0139276411911624	-0.112118671388694	0.0732802124681747	-0.0116086800311201	0.0391176008611458	0.0809866058031152	1
0.0409334330344019	0.019597125620254	-0.00254333379185222	0.000765067980072186	-0.0929209246837398	0.0794098517046025	-0.036350964944227	-0.0744672415340173	-0.00378194565320104	-0.0405272638655737	-0.0305296421111394	-0.0111833313880685	-0.00897239619541486	-0.0556736124749593	-0.0366638022473399	-0.00631013839824289	0.0396669883369412	0.0153362125534591	-0.032354600902985	0.0282876234459623	0.0104876083644518	0.0147105864611621	1
0.141889277553631	0.0372804206087272	-0.0315501727345108	0.0116191621254777	-0.0951464998681143	-0.0517613888955259	0.0113999755299415	0.0664862982022977	-0.0433164520214963	-0.0246365330321952	-0.00565629468467416	-0.0163806356982387	-0.11641944449232	-0.0315609850899752	-0.0376847037142469	0.0787816666556913	0.0543194712463887	-0.0518631147312645	0.0833752398923186	0.0223283189121423	0.114727362066251	0.0593875106541448	1
0.153210161244316	0.0708141241676908	0.0746493423404818	-0.0562340144146087	-0.0325686496694954	-0.108140949900457	-0.16625951460962	-0.0142937657035669	-0.0304953168819388	-0.147911593221974	-0.012344061809492	-0.190620988383081	-0.0055678028323603	0.011722962028976	-0.0647826409020642	0.0312650607116788	0.00444681428347826	-0.0347402063608684	0.0940715098420175	-0.0217409683036856	-0.0811831801214301	0.0717131404612716	1
