"SV1"	"SV2"	"SV3"	"SV4"	"SV5"	"SV6"	"SV7"	"SV8"	"SV9"	"SV10"	"SV11"	"SV12"	"SV13"	"SV14"	"SV15"	"SEX"
-0.0418721670879394	0.0590897371927982	-0.0309963686086828	0.0482589978312079	-0.0233381247881135	0.0118240878700629	-0.0519140207737621	0.0109142873552428	-0.0313165999742887	0.0630179739351585	0.0644764678164175	-0.00389711078332926	0.0188959771736057	-0.0216562196921747	0.0245669748582834	1
-0.0319086064449577	-0.0163003511041075	-0.0145321584753188	0.0637369145583025	-0.0378932102316974	0.072858766996152	0.0312902046171802	0.0165992275349576	0.0293218219366459	-0.00668598638380755	-0.0301454459406931	-0.0129525965096372	-0.0476130347587248	0.0278547099171618	-0.0466579970491579	1
-0.0498110212245918	-0.0609573196404922	-0.0223931466094358	0.0367243189031202	-0.0238616705002916	-0.0255120870048582	0.0235809495579938	-0.0376482238659861	-0.00162476221710233	0.00299234901484709	0.0120994925828583	0.000195750340806941	-0.000234669918184691	0.0338403190535311	-0.021031700401426	2
-0.00962271937961825	0.0238567048766214	0.160269883566982	0.0413418095616705	-0.174323133260526	0.0974144988201847	-0.0983098764334701	-0.0322037391195438	-0.054437049285976	-0.0634271874705581	-0.133512178177294	-0.013129009403604	-0.0279895206827252	0.237414545252171	0.00164618406687785	1
-0.0424137858824039	0.05400809733349	0.0103712815525512	0.0322824614207662	0.0810293332305622	0.00492324276322517	-0.0314311233313197	0.0212670072521537	0.00379196551262473	0.0776582651970946	0.0332786480542039	-0.0411833117320208	-0.0468145897415142	-0.0359713591309895	0.0236935074709301	1
-0.0413393702460388	0.0608053596915367	0.0362335384451782	-0.00733371087469858	0.131998331356529	-0.0269995011102764	0.0488364941977998	-0.000840297142212908	-0.0250329492583762	-0.0185631130701454	-0.0258968726517395	-0.008975476491748	-0.0109978860866469	0.0401683678030692	0.00433913887775857	2
0.0568469746528376	-0.0921586085940213	-0.0113401953762107	-0.150858608657647	0.0349465023197248	0.0165222313719712	-0.0445717822482619	-0.0215575845282091	-0.0379165252464558	0.102772059568297	0.0717681102383615	0.0311539895812275	0.0279563828662132	-0.00526652730174165	-0.0757967603009953	1
-0.041607439552332	-0.00539812710307582	0.0392088471022978	0.0482430894781224	-0.0773692385718209	0.0530269087968911	0.073526400279097	-0.0362338734462575	0.00527997224427729	-0.000858181941778224	0.105586890231004	0.026375935254953	0.0823440197157583	-0.0775792929472958	0.00669010866232816	2
0.0680804280296207	-0.0379474098301101	0.0985904992541745	0.0865773586100935	-0.00910211909175429	0.000569041343473409	0.0616581034549438	0.0488594878155538	-0.139375337903992	0.00401747733182756	-0.00252527321603874	-0.0821222632708984	0.00889188089214454	0.011706617979107	-0.0779502622143389	1
-0.0477364874953995	-0.0343181354199603	0.136674418926403	-0.0037885501471424	-0.0416042974370907	0.0865487144454887	-0.0712292118602119	-0.0131829855565589	0.0324273524502656	0.0440827941903061	-0.0251834181012633	0.00583160089771601	0.0716049044150228	-0.0222200326279876	0.118873594094308	2
-0.0299675858290907	0.0736504966219129	-0.0551741058638565	0.027883288500124	-0.0720675807085834	0.0617365698386061	-0.0106182034786077	-0.0933491287940798	0.138969446269248	-0.0184429978352807	0.0300648642987615	-0.0171507676274449	-0.0780771043760443	0.0929667101683005	-0.110374185753206	2
-0.0641458302303424	-0.0718763184069307	-0.00575319472823933	-0.0116248177522298	0.0855776431996304	-0.054727435621462	-0.0614533958045458	-0.00937165331605522	-0.015191450571858	-0.0617706262246998	-0.00502795634852526	-0.0364232256674728	0.0248104690189944	-0.0292982876513655	-0.00704558269062677	1
-0.0503387544395775	-0.0508507934560943	0.257174351522689	0.015674769359094	0.0703591107433704	0.109849127459607	-0.0587748973958012	-0.06302862898587	0.120688704840845	0.0830768267608183	0.00873728312003363	0.0832902552723568	-0.0786613168915369	0.0486002060627852	0.0580014708337287	1
0.0974878375222083	0.0022155153155135	-0.0245036367689911	0.0566721327084122	0.00320572975089324	0.051969764886237	0.0249481038833238	-0.0110365659458783	0.0582008299511602	-0.0414297102760446	0.0517595984409726	0.0357560828122467	-0.0250968785200906	-0.0182497314819618	0.0597589219786648	1
0.0850522834910471	-0.034762782179135	0.0865483545443838	0.044768159578717	0.0071357480249866	0.00436158126419696	0.0634449698455079	-0.0286543334209973	-0.0203526420348421	-0.0933151920823079	0.188746801843265	-0.030728419805915	0.0588701176820312	-0.118963189861766	-0.0317207755638077	1
-0.00702622184147891	0.112965593613004	0.00605639437888613	0.0243008531455089	-0.210693193943446	-0.0448914324761546	-0.113181860236707	-0.0948464090414173	-0.0458598984100231	-0.00186726401638393	-0.044701102072136	0.12591706609637	-0.00418354550657135	0.0134202543899865	0.13201737612846	1
0.0943970369181789	-0.0120146038340512	-0.0285852179742535	0.0189294634726057	0.0361956545771586	-0.00526931566500287	0.046006557679055	0.00424150833687043	0.0563291373426616	0.0421166325298201	0.0697964249108412	0.0191437296038012	0.0111948388759469	0.033344183176298	0.0985948652466793	2
0.104419880089984	0.0471053829649373	0.0564524146711297	0.0211904364116364	-0.119102296942728	0.0134778034714422	-0.0590896469229615	-0.210875726586835	-0.0746475090496802	0.103183559350746	-0.118470695407094	-0.0797844807327723	0.0258827182174481	0.0869021949210578	-0.10321624417907	1
0.0807463499263339	-0.0162164543921713	-0.0212076854364739	0.0200493804070436	0.0235447378651364	-0.0353126008911304	0.0612058689068449	0.0829167937849383	0.0248969799740355	0.0555078199998772	-0.0452729933748733	0.056629054927908	-0.0119502742048082	0.0293977532213537	0.069209646097037	2
-0.0475512899191116	-0.0308811147515342	-0.0410106023773498	0.0105391088918106	-0.0419822057803369	0.0141720362258327	-0.017503299841362	-0.0487811396528036	-0.0475419586005245	0.0469421291006254	0.0583705366995074	0.0604587558277922	0.00891334003996147	0.0383071401540422	0.0137163381456378	1
0.083237506116203	-0.0181522841231197	0.0802593030454448	0.0483463358470365	0.002302965251387	-0.0387005607161822	0.0819486202184233	0.0104956170276167	0.026979026880597	0.00387031214837404	0.104210062935763	0.0227014984211121	0.0479694446819516	-0.0542201538823981	-0.0533814021264509	1
-0.0187372719945904	-0.0315023822357043	0.10940152167296	-0.0306671170188909	0.0396990887735564	0.136070894739766	-0.0120013366137952	0.0760826570970659	0.0539526980505271	0.0171722666918081	-0.0570057487779598	0.000346495173526917	0.0351661851940523	0.00755032375615944	-0.0171819907174367	2
-0.039148773294348	-0.0529879833992057	-0.0434603156082646	-0.0442359468842427	-0.0539117321497117	-0.0420515093693037	-0.0787529002978259	-0.0109115169000669	-0.0396090169880105	0.0398708520031894	0.0656801531307788	0.0454187370040928	0.00365485148591604	0.0443739407469555	0.0572962656854925	2
0.0757307060291068	-0.0121681621184951	0.0543328626080349	0.0716204948633857	0.0300261079644955	-0.15799242529158	-0.0362052846641075	0.023963343929183	-0.0503221156042124	0.0489439113835295	-0.0987678497674047	-0.0871493896736342	0.0372162003721941	-0.00381570124927391	0.0309367514209955	2
-0.0478885013868403	-0.0352708025012489	-0.00939181020660508	0.0802933182159377	-0.0662751284061689	0.0739446157488861	0.0153914670993265	-0.0637172684444624	0.0831640746551706	0.0556380120771182	0.00673702216142795	-0.0123601722767225	-0.0356715389590376	0.00010245266492076	-0.052665893694312	2
0.083824880087415	-0.0512556120414662	0.0418052733591698	0.0266582768010696	0.0357000843753488	0.0448702596911635	0.0152908671822344	-0.0476057447966888	-0.0569637523963755	-0.0691409419337618	0.205399819342681	0.00144955385063938	0.0443383459154666	0.0356007979870394	-0.0298901187667268	1
-0.0409892244924479	-0.000549605628990681	-0.0316766841021468	-0.00198258692528892	0.0223936479954394	0.0197105178777228	0.0303613205101127	-0.0135831266491291	0.0079562741575421	0.0351415574889493	-0.0530970309803703	-0.00169799432880205	-0.00937647159510252	-0.021269543322623	-0.0229370603259628	2
0.0912556228062847	-0.012339239265644	-0.0552070913771493	-0.0368160435916857	0.0391009915537181	0.0194204004027023	-0.0907941167247318	-0.0663732890332211	-0.0580878379397069	-0.0492469270851716	-0.102472133480327	-0.0131149222505931	0.0160377132097461	-0.0502312121463129	0.00236894932715576	1
-0.0330611070352417	0.0284253819235103	-0.0081744400675692	0.0187462344044896	-0.0227330019678495	0.000377144930257164	0.030860111375411	0.0089984059948388	0.0533363415004795	0.0119257340649674	-0.0557983753367264	0.0238182496177398	0.0225232036169632	0.0811226559557074	0.0177472682392875	1
-0.0312701581109725	0.125787797420313	0.0321184131558492	0.0529050394731558	0.012794879697521	-0.0206246965496218	-0.0972841852571024	0.0223812960292587	-0.102247147777853	0.119041345558075	0.0135454767844534	0.0350251831145595	-0.0627244245602814	0.00551570329720088	0.0861066700016393	2
0.0341114965931393	0.154399647916114	-0.0193893204764345	-0.126489114939746	-0.105288701704215	0.00690884002115294	-0.0760688302039163	-0.0434776413481291	-0.010554834078571	-0.059114771395451	-0.121679701053526	-0.0826961278626861	-0.156471483964938	-0.189466608220482	-0.0412228431180941	2
-0.0413489538601241	0.0210475531860743	-0.0182911546087243	0.037837526694733	-0.0115861715819109	0.0473187857892076	0.0771662425625401	-0.0611226690995757	0.0259315704609598	0.00290513262249046	-0.0532904592445143	0.0534469082783873	0.0200475712633532	0.0539532947982517	-0.0208850254602501	1
0.0873151304248932	-0.00363167820634848	-0.0196707624830022	0.0827693648246269	-0.0219296980646175	-0.107208391537456	-0.0606552642021334	-0.07087187150701	-0.0387654049450299	0.0328634528402971	-0.174973583361106	-0.0463480199173255	-0.000165078315909468	0.0368981454970636	0.0367509784391533	1
-0.0131641509527268	0.0971877623548096	0.00328356871045497	-0.0214980881209441	-0.0232145717679928	-0.00941583050257478	-0.0050220140098972	0.0601688035421253	0.0460750880590409	0.0423270433889007	0.074301481932359	-0.0939390496433681	-0.0504108100035406	0.0342139832112064	-0.00494963025255711	2
-0.0424212116542338	0.0197568457045304	-0.052297578911517	-0.0309758366095684	0.0243686130572534	0.00198272375264793	-0.10604163453079	0.0201935470274257	-0.0130431540117153	0.016628745999216	0.0276723497376792	-0.107181139110025	-0.0294000169153551	-0.0366455291569939	0.0273594009947552	1
-0.0446284409186872	0.0451173320841806	-0.0257021889532014	0.00989592723107867	0.076208603919132	-0.0262638795973334	0.0315341482608508	-0.00924513740843528	-0.0362885720473782	-0.0193077347153936	-0.0671503351467101	-0.0146031222437151	0.0463680711286436	0.0113669145597041	0.00199470511659986	2
0.0862927405779467	-0.0274001122368688	-0.0284880292819165	0.0635286932871328	0.0174024101594962	0.0190042032290509	0.0157875181479176	-0.00275935965533323	-0.0569813236937902	-0.0196198660937781	0.0174630311377545	0.0978352039664249	-0.0329021291639603	-0.0227955444567662	0.0196898073038508	2
0.0325701292274626	0.0227594498820358	-0.0696927365894452	-0.155973289499668	-0.0824736503440868	0.0195291914297221	0.0558400022092824	-0.00812014980857331	-0.0219130448416494	0.00207754731137518	-0.0469952821784729	-0.0391857976564676	-0.0899716058231693	-0.101650431077889	0.0566924336937885	2
-0.00405873504701454	-0.0405632289574236	0.0202748030544294	-0.112924255612925	-0.0514205583142973	-0.105790436446102	-0.00292319414974632	0.0353851290436081	-0.00269922774212605	-0.00211990785418934	-0.0136263255704498	0.011413938593056	-0.0523723076094811	0.00698873749359168	0.0688867888390157	1
-0.0469650806643127	0.00896150452962979	0.0509131539916495	0.042083355254664	-0.00442868268949928	-0.0579010151170133	-0.0250997624094513	0.025138799880385	-0.112479295260306	0.0410819292060309	0.00653450970630091	0.0967095358582606	-0.0351456275272903	-0.00301631496341241	0.000797105420303139	2
-0.0411650313739191	0.00074430510084521	-0.017012602577464	-0.0153598612854654	0.0480673943686789	-0.0239399711086116	0.0732341222113469	-0.0149741730105105	0.0555362525671765	-0.0682405311488917	-0.0553750569479787	0.0362689865255447	0.0116570091764958	0.0106069249947065	0.00416862940324552	2
-0.005151156794318	-0.0263612302230021	-0.025578515413445	0.00229111533987252	-0.0532023635686833	-0.0411736497440141	0.0853829636593732	0.0983169754948116	0.0593183489269613	0.0116198878570794	-0.0485999181678914	0.0302272309164254	-0.0332643196906287	0.0447023785629773	0.00767433301040772	2
-0.0526413810305391	0.0301678951921191	0.0258222248989466	0.0685578840720512	0.0625090329224679	0.0121533805062172	-0.0280720111288468	0.00953016418492545	-0.0233117109452545	0.0724279573004358	-0.0145080252759291	0.0537066835050351	0.0244714728979183	-0.000777244009032485	0.0089127403532754	1
-0.0556970542849572	0.0344470948784054	-0.0487689614282754	0.0527457614033576	0.0290201529095522	0.013053332170369	-0.0836546487941156	-0.0332876098081901	-0.0105826518194441	0.0613312205026253	0.0549056691967106	-0.0312752532769197	-0.0439173751751479	-0.0412555941941984	-0.0257848373202907	2
