"SV1"	"SV2"	"SV3"	"SV4"	"SV5"	"SV6"	"SV7"	"SV8"	"SV9"	"SV10"	"SV11"	"SV12"	"SV13"	"SV14"	"SV15"	"SV16"	"SV17"	"SV18"	"SV19"	"SV20"	"SV21"	"SV22"	"SV23"	"SV24"	"SV25"	"AGE_GROUP"
0.0134895530544891	0.00178254245048021	-0.0110749504710419	0.0578402052058199	-0.0181077728375487	0.0211115381890344	-0.0481673198898981	0.00686390831870143	-0.0841772970101124	0.0493209090852517	0.152351794708785	-0.0328267615424861	0.0125882368468682	-0.00446061338171466	0.0326806568122996	-0.00710280991743728	0.0353258918438631	-0.0330386869168304	0.000119321778259582	-0.00418488116694775	0.0615496874872998	-0.0252327425690296	0.0210266652086699	0.0020203797563167	-0.00637686627328927	4
0.0411804338937911	-0.0597060637992054	0.0580885045756583	-0.0023791444961534	0.00247936870059828	-0.0693526393719611	-0.0265606173119456	-0.0247076700650132	0.0677633363920694	0.0836526750362126	-0.023615891932069	0.0330339078996445	-0.0113347902826114	-0.0682255353303955	-0.0173829439158554	0.0052740539367617	-0.00111825169486731	-0.0433784094009962	-0.0476749271784491	0.00452007652308224	0.052150825502467	-0.0326471903296404	-0.0210372037189349	0.00803684997082865	0.0377535036055683	5
0.0186775463686368	0.012068144163856	-0.0015816995143078	0.0637273282500747	-0.0102964705013215	0.0377936831586058	0.0721810856948253	-0.0142797664472751	0.0101687459384643	0.0693921691118431	0.0430157780792226	-0.0439156822758622	0.014332911321018	-0.0588351533566162	0.00167449162114454	0.0173860235687273	-0.0150039664463313	-0.0401229951049875	0.079508831883749	0.074673708277848	0.0236096281907972	0.00174753680193291	0.00576355500913685	-0.0257016020270409	0.0221566594984177	5
0.0245567801869319	0.0283212111677422	0.0130315121975543	-0.087731948923813	0.0464409934577054	-0.00320107296514289	-0.0417817344939536	0.0054564722005948	0.0307335155650928	0.0499237660629223	3.3903133957236e-05	0.029558700034201	0.00794998148319138	0.0339081428627618	-0.0296108480519032	-0.0506459135543439	0.0160528395814992	-0.0421429421289978	-0.0328947515948424	0.015840536861304	0.0375942822254037	0.0839075195430889	-0.0314191130317805	-0.0448079115764158	-0.0380069461062001	5
0.0245617682487034	0.0124274713076308	0.0405137937415136	0.0627765615060603	-0.0143891247436128	-0.0181226719595713	-0.0471661223955189	-0.0144509799125272	-0.0349035319731594	0.116189149419169	0.0630813600366012	-0.0362731275480752	-0.0221322581885105	-0.00134249640091517	-0.0114285964785624	0.0524922691918559	0.0827169795926288	0.058066522992291	0.0244333622716747	0.00588644172290892	-0.00225290336712788	-0.0191496662892915	-0.0429735156268381	-0.0575858386511535	0.00974046603143523	4
0.0223653719268626	0.0112479322493495	0.0562775163643325	0.07957326838134	-0.0292064641083359	0.0739862817075013	-0.00135393014355517	-0.00350790281267375	-0.0878128927748465	-0.1201401936329	0.0726689219040706	0.0431254377012282	0.0967075376517288	0.017091760627281	0.00177938779847601	-0.0636315146128625	-0.0530726485953839	0.00748198879957278	-0.0273656153265591	-0.00933950657042536	-0.0168072145988507	-0.0431280813594667	-0.0227313405969152	-0.0519488130251215	0.00950451623862473	5
0.0163805469984641	-0.0457891206706584	-0.0141847681734844	-0.026646606372778	0.0812603361862915	0.00737590213239131	-0.024274787977535	0.105287377480142	0.000690202185053543	0.067930373030679	-0.00820153793940015	-0.0584589288923352	0.029649416683504	-0.0669333039767974	-0.00857952629686239	-0.00889332495669956	0.0114941603617949	0.00257908018174683	0.00997876837703682	0.0216444369886183	-0.0429853565065575	0.0106175272551451	0.0313197973920074	0.0900165715017055	0.0849965688634462	4
0.0289692168209849	0.0670461479568278	0.016602369086976	-0.0652714254653817	0.0180954090771759	0.00325136463031889	-0.0344014660519776	-0.0087761949517783	-0.0390558364588063	-0.0484551497636442	-0.0120732803222208	-0.016153617482992	-0.0242006970683743	0.0249461139168644	-0.002637147453254	-0.0156655958560351	-0.0462874151000504	0.00321393277301774	-0.0110964522044952	-0.00978032278697609	-0.0212055071965103	0.0634620613194226	-0.0239983735383579	0.000309196355963481	-0.0845285292323856	5
0.0277486573793696	-0.0471213168704549	-0.0737099882367254	0.0372172420523873	0.0340870132631228	0.0469863123278417	0.0390530024272675	-0.0336835061330217	0.143280499648361	-0.00778721208289652	-0.0263362082822436	-0.0716897196443331	-0.0296461736279818	-0.086465841792555	0.0308533201305855	0.020249694575228	0.0492267622226148	0.0791777470617191	-0.0281706498448874	0.032028622889952	-0.00148739835437434	0.0238719228516183	-0.0341841434677011	0.104053142398217	0.019588155357134	1
0.000535240797056961	-0.0130023381083901	-0.0272231319506349	-0.019230051797143	0.0333975321449409	0.0303911437637967	0.109846855061186	0.0910444050939215	-0.0123588777841202	-0.0574924954293392	0.0816974873083414	0.0352983639877554	-0.00120213762253435	-0.00861998286276107	0.0415877142856148	-0.0768744475644605	0.0921075444003177	0.0941507039107249	-0.0652928633313908	0.00239380477474315	-0.0241669953777194	0.0279025265672268	-0.00858464164578374	0.0256654459589987	-0.0376296401172229	5
