"SV1"	"SV2"	"SV3"	"SV4"	"SV5"	"SV6"	"SV7"	"SV8"	"SV9"	"SV10"	"AGE_GROUP"
0.0481877110396647	-0.0275430194538431	0.212472099143012	-0.120097082554156	-0.248628060206095	0.126846263800765	-0.193772025316571	0.18903340620944	-0.0648532949982017	0.0645483375299972	4
-0.168225186846996	-0.0382471436413035	0.0786924059768626	-0.046766709550026	0.0195699582139398	-0.0726236294881898	0.0369997924533189	-0.0509120309252094	0.0688937344103162	-0.0152767317985348	5
0.0636617716133768	0.0535858097389822	-0.0325981140780603	0.137373871603904	0.114775589757216	0.07712003800618	-0.179208759502428	0.0973167841221319	0.0658580184356828	0.070886820636527	5
0.00580508759572032	-0.0513315895781973	-0.00806409310747658	0.0541181952809814	0.00289169983470378	-0.0520513194502082	-0.0536397205708188	-0.0803812446719046	-0.0406682414833539	0.0180870609800433	5
0.126179731489558	-0.0828797718246171	-0.130087026397757	0.0270800941774191	0.0282142238065229	0.026766041647153	0.134310815297986	0.0603489180340296	0.0845983871444075	-0.0900386298923064	5
-0.0998653753930338	-0.0831422098862912	0.0326334356780622	0.0576338318561553	0.0697683597321848	-0.0728890391152962	-0.0178054264731649	0.00309622431027759	-0.051966627103423	0.0219642213000966	4
-0.0416029028267934	0.102103585355005	-0.0987743323285858	-0.160099651208718	0.163238484327529	0.10296302626401	0.053360762230174	0.0682692773682617	0.149488472903094	0.0482036241996716	5
0.0266209727853927	0.173767075114681	-0.0873192072716824	0.17687745618818	-0.107660293877924	-0.00919348635385248	0.203754055317428	0.12158209751974	0.0272167772323807	0.0431206345831962	3
-0.0377553662830521	-0.0205504502328821	-0.0236876493659094	0.0552059672033849	0.0180076045740361	-0.0639325674504857	0.0703977060436577	0.0288395785891223	-0.125056224864565	0.0632156989844702	5
0.00265980111554962	0.0836858999369521	0.0377595844678495	0.0531619013402704	0.0388287387818495	-0.056919018354171	0.179617816407766	-0.0346710621563955	0.208573712693099	0.104185024528361	5
-0.017993545437935	0.12493710217386	-0.0548764862908528	0.042807232768353	0.0145377020466755	-0.123516634714634	-0.158160525123623	0.0806232939222556	-0.0624123776961809	0.112026350634679	5
-0.18693032104605	-0.146939492014451	0.117847960582488	0.0208444175861294	0.0211960272918836	-0.0677956673325698	0.0723282179001824	-0.0560046148765923	-0.0327838580553569	-0.0600746345390484	5
-0.0309125661266974	-0.045887251993456	-0.00899440759243279	-0.19762033212901	0.10425291611752	0.0862892871722757	-0.00521286071320326	0.00145412719740046	-0.027799298625056	0.0203428014349338	6
