"SV1"	"SV2"	"SV3"	"SV4"	"SV5"	"SV6"	"SV7"	"SV8"	"SV9"	"SV10"	"SV11"	"SV12"	"SV13"	"SV14"	"SV15"	"SV16"	"SV17"	"SV18"	"SV19"	"SV20"	"SV21"	"SV22"	"AGE_GROUP"
0.0488163610560413	-0.0947711198727991	0.0335835948186921	-0.0458886973782339	0.077992541263961	-0.00941853827536972	0.0716145384753017	-0.0207062428634175	0.013785957656323	-0.0994290718480393	0.0644711519158518	-0.022946392698148	0.0116114315495249	-0.0411699126839803	0.0132305924090282	-0.0536219618595225	-0.00556100276632661	0.0199858583815712	0.078811516598938	-0.0992411965526548	0.00192279124815273	-0.21573669884895	5
-0.0783309202399317	0.0721909091795973	0.0201604363246546	-0.0452005697499706	0.00782476967087867	0.0313271468198208	-0.0333664146016965	-0.0121173985358133	-0.0393185284575859	-0.0433840007120153	0.0573320252262389	-0.0488992983722929	0.00226355593527064	0.0531663690844359	-0.0829549284843117	-0.0436510265197699	0.0504047389031133	0.0216871405747944	-0.00742998230601847	0.0171692440222761	-0.0430337535476184	0.0471482772912147	5
0.122839826406202	-0.0165378009305522	-0.0803253400229375	-0.0295013103596116	-0.051672427920797	0.0790729866351742	0.0493146653490645	-0.144115461014009	0.0575517461260764	-0.0703872703137891	0.000805423110219416	-0.0427898809589014	0.154340964182721	-0.135402600394042	0.0648145889757287	-0.0317863470895615	0.236806848471575	-0.0798141011187072	-0.2332126344248	-0.0430030020855542	0.0293643706973105	-0.0713556213857853	4
-0.0206233527758094	0.0504119791282565	-0.0308729762995488	-0.0605884119510432	0.0834397895894805	0.0327030224047307	0.0379062007532737	-0.0264104546977613	-0.0163749524018654	0.0416803746831554	0.0408179059764598	0.0424689482005013	0.026585036991717	-0.0266723514417577	-0.0218800169587127	-0.0695788632612485	-0.00671507724557696	-0.0227827296328474	0.0186577547276144	0.0123857493568294	-0.0198909634896551	0.160851877721313	5
-0.0428817317919572	-0.0697873445451586	-0.103998328739664	-0.00900305027700349	-0.0764420858729786	0.0628156628103732	-0.0764039814243102	-0.0402137940922018	0.0257426580962171	0.0366958206476781	-0.0231527373850954	0.0333159032561426	-0.022062706645462	0.0167688885199041	0.00669178505950412	0.033503347727157	-0.0130326900820397	0.0398491199750489	0.0644545325411537	-0.0321844053684117	0.0165349772498686	-0.0310933718463733	4
-0.00181745717045499	-0.191256158483361	0.135191748789854	-0.0541168712409738	-0.016107428150887	-0.128724962465904	0.0319015773186757	0.0281450639918295	0.0737391104727625	0.019521589297521	0.00392162182866525	0.0414519859276808	-0.0153179612329859	-0.0201239452465379	-0.198472470637309	0.0268544014856682	0.0852746453230826	-0.113144725257057	0.0221191525894724	-0.0253923765886219	-0.119266705522001	0.181712621894608	5
-0.0367344366880634	0.134380779422796	0.0435503967825489	0.0164049280349944	0.0249591439985619	-0.000599019932979027	0.00120587627961988	0.0148161497530728	-0.0942192508404334	0.019966561710041	0.0676913643416892	-0.0889392286275171	-0.000555501075089716	0.107897238198985	-0.146045015830135	-0.000724474229877033	0.00811853363318713	-0.0353001512784251	0.0466567165624031	-0.0249918701349577	-0.061374999825072	-0.0293037398019256	1
-0.00943200473389719	-0.102238350939714	-0.0867121988221694	0.0798731311776482	-0.0934727894042593	0.0287461536227865	0.0317398895323	0.108956967022612	-0.0158470909158879	0.0581479290561995	0.0599390742175107	0.0124352094063692	0.122064852172028	-0.0257749054006334	0.012132545616607	0.00588897478063984	-0.0332493502430897	-0.0492826619038297	0.0461344396772654	-0.0677896734094056	0.0369158578701263	-0.0169507528079153	5
0.0708134603870988	0.0485805033230929	0.0319013581082077	-0.0971399880599702	0.077196328813649	-0.0636851784906814	0.0225043068540917	0.0253539973220275	-0.0198239319458761	0.0952205482700474	0.0483886946436887	-0.0153484905007434	-0.0920785289298632	-0.0836035173675565	-0.0628680959382456	-0.0605128692744911	-0.0674605137601347	0.0168717078981247	-0.0461925244709555	-0.0913360001610181	0.0231591455272677	0.0445326545279962	4
-0.0179559788064457	-0.0794067898632407	0.0305852764272541	0.0505333957422769	-0.0388238673372215	0.00336799352121531	-0.0406501657218549	0.114249282286246	-0.00176050346122641	0.0117260164348846	0.0317112623335087	-0.0198145405374271	0.0727388513040326	0.0378588418156515	0.0759311203371371	-0.00114366463919617	-0.0323547291461068	-0.0179812967879622	-0.0137877345096564	0.128858937428244	-0.0487794123983483	-0.0528072804821831	5
-0.0460122959943042	0.133359420967233	-0.00788040730051182	0.10996657498942	0.119789350593379	-0.0151167966111587	0.0670144247118172	-0.0308122078271854	0.0139692678971801	0.0774067223087314	-0.0325931661104043	0.0835930533750426	-0.0362395095645206	0.176691997244854	0.00279879480955736	0.0550882927760757	0.00443806588966238	0.00154996440242649	-0.00231970613126975	-0.0214563940864264	-0.0535359942688596	0.0684142760924691	1
-0.0618760472764106	-0.0269491631128588	0.0485225524456169	0.154742642104628	0.0768514689706156	-0.0722972198527175	-0.0624832624367494	0.0150100009074723	0.0529708888068048	0.120430075935128	0.0557693271764468	0.0152260176221876	0.0568948191500656	-0.054951485222669	0.00315784437066721	-0.0965139047789082	0.00251607027342941	0.0646570493501957	-0.016509724939187	0.0978304160269244	0.198580305316893	0.0161707742493762	4
-0.0542280912614515	-0.0619331735783777	0.104979316267807	-0.0286579784321731	0.00591353450593435	0.0371249331762977	-0.0428648054801229	0.06153854483661	-0.109867841051021	-0.0474258064233582	0.0994005904251122	0.00456183777714184	0.0175114181667103	0.0592087239734046	0.0141441978738239	-0.0821498527474782	0.00372014272059699	-0.0510143317337476	0.00491768631234882	-0.037160427929375	-0.0852687910440043	0.00252693850598026	5
0.0447259922372883	0.0214115200422531	-0.0722036684162028	-0.0879239537763659	-0.00232134632926377	0.0178600425638822	-0.012923064070607	0.00453664149444188	-0.0356316689369044	-0.0291453800217149	0.0869165150814333	-0.0367690140210434	-0.0346643212562774	0.09353367915117	0.0185178681569098	0.064189423975859	0.00890791018007678	-0.0114523641931996	-0.00626615125244481	-0.102844294646311	0.0385033017612192	0.0567013239709785	5
0.0855645911541486	-0.0498293789702801	0.11383694264579	-0.0194128800417224	-0.0306423509017179	0.0161319030426528	-0.0655381834216525	0.1476170143014	-0.0479638483042204	0.0315438111214861	0.00271243522357745	0.0324857008094671	0.0257763844440935	0.0472250206994409	-0.0248892404460853	0.0584520541136144	0.00284756238568418	0.0208780193327188	-0.0776117541744316	-0.0388570265637487	0.0601612477571813	0.032790262951045	2
-0.104737862026866	0.0342914530711372	-0.00950138554882392	0.0247874716889868	-0.0773238554149811	-0.0498477464950134	-0.010077393739257	-0.0553877300240408	0.0105409299469749	-0.000248164728613942	-0.0223605439547562	0.0963173984005574	-0.0076600804948415	0.0270560445022318	-0.0365568278337901	0.0622353043516137	0.0959671965258689	-0.0125234762438465	-0.0568759037826037	-0.0457904119141229	0.118114333469907	-0.0624769367460951	5
-0.137835222645693	-0.0532883797381654	0.0218714989308892	0.00509697822717275	-0.0783083093648662	-0.0165063362922471	0.0025048477439672	-0.123896905687277	-0.0840320982048072	0.0494305494926333	0.0442003653143355	0.114240704449986	-0.0659190912909862	-0.0971055619493419	-0.0251588557059419	0.0564212630545656	-0.0221835461276921	-0.0969549803991149	0.0487350911809251	-0.0438070977353667	-0.0482571718767986	-0.101983602804537	5
0.111637601109183	-0.0649374898114789	0.0885609557057317	-0.12277502329538	-0.0256009653495503	0.0433997114309041	-0.0282001823236506	0.028887807186694	0.0652924856239631	0.00538422482911287	-0.0245863458293649	0.226370734540571	0.0021036313420964	-0.0107571550522178	-0.135456450441969	-0.174784947369316	0.0624298913407394	-0.164810218591603	-0.0333166163072543	-0.125816281151899	0.040992610821762	-0.159068890561262	1
-0.040236160140464	0.0726226801386139	0.0281239278575285	-0.0776948941775538	0.0261001511016444	0.0130253458363227	-0.0347302926710833	0.0464916870592774	0.0145738865351564	-0.11018442779067	0.036307151120033	-0.0800883047294432	-0.0267047680536696	-0.0135585786316162	0.0260043437857094	-0.0700859383218992	-0.100400037704255	0.013465003955693	-0.0412057174092312	-0.0531519489776202	0.0489793122011256	-0.022804489902906	3
0.0496674403632881	0.0368963645883524	0.0163158467324859	-0.0514209479411989	0.082663158752823	0.0347404175721416	0.0185568887646601	0.108949482331009	0.109225618552248	0.00860985187973786	-0.0287408409858882	-0.0474387864900969	-0.0460699939220947	0.0271758373500083	-0.0602423302395605	0.00165438425772893	0.0138451133260273	-0.0407651424651628	-0.000460949599655446	-0.000230609025258566	0.0501892065691363	-0.0328981396117862	4
0.0467165103118954	-0.0593294912546477	0.135344302950473	0.0535215252342429	0.0607347775977363	0.122120806823457	-0.159306641567389	0.0271688011442648	-0.112465376744689	-0.126319606145546	-0.0495706553660081	-0.0397614072173939	-0.000243675014105781	-0.0361976987947532	-0.0863099033799485	0.0726108594583447	-0.140768497682246	-0.129881961480608	-0.0302322592255828	0.00579196643373827	0.143569898830206	0.0628695540324566	3
0.0619181868282589	-0.0119164420171421	-0.0789860572842589	-0.110046813055574	0.00709434011695497	0.00564433049095688	-0.0733525982640819	-0.00248460142676556	0.0220509950580314	-0.000201227564675582	-0.00954566130091603	-0.0622599515997598	0.134839659836798	-0.0390450524072451	0.029832448723222	-0.0249055674624998	-0.0760463315574432	0.0488071324025835	-0.0477480279992756	0.0155518395917673	-0.0966716873979627	0.0066957637429584	5
0.0345566610692412	0.0203574653252843	-0.153914246573398	0.00513072313775897	-0.117575858336576	-0.0491227757770865	0.00555192669692322	-0.00207639901619067	-0.0236079668019806	-0.0584276928469949	0.0224096961911634	-0.0306232194709823	-0.0944575388728775	-0.173652167233983	-0.0716548732405009	0.0193166756266926	0.00408512401925755	0.0133401929958721	0.0295274166890123	-0.0710336189422508	0.121928611473598	0.0619454178510532	4
-0.0630833010933593	-0.026216425463488	-0.025170833110358	0.0493371463187688	-0.0995654781314175	0.0440782353752651	-0.105974983681663	0.0865381858361711	-0.123477242429508	0.0394563460605738	0.074771254090053	-0.000758394396830314	0.0242535886606511	-0.12335726260265	0.0338431917758539	0.0317247935639047	-0.1467188927589	-0.00521339013442135	0.0190649038900105	-0.0222083173504966	-0.00166741541049826	-0.0813548221525368	5
0.0572786631590087	0.0435866240406106	0.000829074684859866	0.0884407309609997	0.0775665951502165	0.176886953516087	0.124624234614147	0.0313909604876809	-0.1794687580596	-0.0539210342985313	-0.144700337479587	0.0101427037789308	-0.00945752379508563	-0.0380962387805679	0.00213949461664142	0.131408114707077	-0.009012996403638	0.107680434617066	-0.00647824295572774	0.0429118975917438	0.0560947660347771	0.0494245276942689	4
0.040952453833085	-0.105788118096498	0.0177027968601368	-0.0921654461994999	-0.0327159245557264	0.107396947173861	0.0228530451888557	-0.0955201978989931	0.136103825681933	0.107255067761044	-0.0454106304747158	-0.066110763548936	-0.0950687652309192	-0.048999625738434	0.00674999187473209	0.0383871945384732	0.00139454370202584	0.00933130478769756	0.110032096464702	-0.0965450398450199	0.0228188738950252	-0.00431940439586437	2
0.0304622843733252	0.0538168814053035	-0.193081622787709	0.012039072577867	-0.075037208113824	0.0952050294177665	-0.0334400994756618	0.100411797153748	-0.0123464995364698	-0.0377662845288178	0.0542703540850087	-0.0510789189736175	-0.0456047842065445	-0.118284686676829	-0.061801481356222	-0.0434911522030544	-0.0102955370635213	0.0301532299068116	-0.0611252179175179	-0.0438166258337167	0.00796287016673566	-0.0293226402033976	2
0.0432354391711545	0.0348581286102401	-0.0423564103024115	-0.103814996758838	0.0216569725584207	-0.00914038849864298	-0.0473184259198151	0.0431188971756644	0.00516037946668204	-0.0405597554948306	0.0660571635763167	0.0822246256608327	0.000770368395008436	-0.0475498813129823	-0.0283681293789063	-0.0350013111894054	-0.00827785183360689	0.0944391475812651	-0.00351771768789311	-0.0923040726200959	0.0142711013251626	-0.045616281820748	4
0.106241028561563	-0.0339295300638476	0.0235629528567013	-0.0626497626559988	0.0646467034608894	-0.0262997830851001	-0.0605260624495943	0.00364371474157208	0.0172535677935211	0.0115270383933585	-0.104215079994452	0.00737318853866476	-0.0941839337539463	-0.0287838873781776	0.135644806708136	0.0330066489144052	-0.0147261392366246	0.0464675857836193	0.0181089374391906	-0.00805009700624267	-0.0279389705393797	-0.0312446407215345	4
-0.0867956773192839	0.0936932215355659	0.0033619133740603	0.0181135564217255	0.0559576327663976	-0.0825697764932821	0.00304619397794585	-0.0862052001016258	0.010202824076726	-0.0154907959408557	0.0417910260907721	0.130058888504573	-0.0881680212222632	-0.0833586639063978	-0.0172479160272164	0.0109652002622773	0.00787235273215247	0.0557082593813136	-0.0775737905580164	-0.00198405764298881	0.112285750499968	0.00621231850681279	5
0.0192729502773161	0.0362774230899741	-0.0932696564660945	0.0252379051673225	0.0507098415145417	0.0123424536811194	0.045286832700022	0.0239585997560354	0.0125439063812214	-0.0436017349974405	0.0890374764574223	-0.0478834499279024	0.0417248197673029	0.0290948257867063	-0.0737535511014906	-0.0297768616979506	0.0283858778407049	-0.0238413711614381	0.0642574759591691	0.0907384155388205	0.00373737554521789	-0.00765115450176596	4
0.0471076756790826	-0.142781024603943	-0.072582159184916	0.112993415682469	-0.0560089679000203	-0.0494733139283894	0.113044594653413	-0.0125901092681277	-0.0073135920975412	0.108126648086204	0.0374134871708256	-0.0543848448131433	0.0692907178022867	0.0385003463889809	-0.0161400607738643	0.0558603792013039	-0.0931829698547639	0.0772810902597788	-0.0351544937320329	-0.0522319991413808	-0.0672266025087597	-0.0312516016750008	4
