"SV1"	"SV2"	"SV3"	"SV4"	"SV5"	"SV6"	"SV7"	"SV8"	"SV9"	"SV10"	"SEX"
0.0584857961680217	-0.11346131153868	0.0708659486232764	0.0123234634944106	-0.00563771827266736	0.0472232641097415	-0.0939292082020654	0.0738370546395129	-0.055685379398436	0.0653116256990617	1
0.0431514102118227	0.0861737590937273	-0.00607603236836367	0.0234580752743675	-0.0440812593617855	0.0911439058305226	-0.0172446789162967	0.100024621986749	0.136627235158811	0.0272442322296302	1
0.0382525080244058	0.0241944048920619	-0.137894624988763	0.0624848032690566	0.00548549245105561	0.0643358862512169	-0.114600778398184	0.144790102706018	0.0176607848905638	0.0791989240983791	1
0.0706594075866429	0.00290575987313119	0.00955452021171355	0.075781911217688	0.0285271944967352	-0.0133933718983255	0.181886943174204	0.015260690946778	0.0308157016693415	0.0435257149446541	2
0.0124283790716415	0.00815243028366962	0.0765339803752875	0.000111465164131033	-0.104178320435758	0.078146987293175	0.00836791046243565	-0.0242641187118683	0.0248680493694329	-0.000630717238711137	1
0.047075110861107	0.113143721499302	-0.00977277925858783	-0.0544271652653065	0.0038834496217953	-0.0311459265983127	-0.044870629661198	0.0550745644182785	0.0852726783673392	-0.00254644583390069	1
0.0355437075597916	0.0836823787193596	0.0166562741954538	-0.0502463021938792	-0.0169204755047142	-0.0349159763236774	-0.0314419791057067	0.0193066672815448	0.013637179214644	0.0210889868906325	1
0.0420726551134917	0.0250204345735195	-0.0372730399253791	-0.000809641891012514	-0.0555181734250546	0.0539968998571247	0.0751921428698975	0.00377042556430284	-0.0233025354397838	0.00876443346076114	1
0.0651079595796348	0.0915689505827744	-0.0261417889417319	0.0233480339158366	0.0131757270047628	0.149868666374502	-0.011936521524923	0.110946836384714	-0.00620365519226507	-0.102892772380596	1
0.0757434618243051	-0.046485722602282	-0.116990869664176	0.119269384724341	0.0345134536119067	0.0151378782954585	-0.0563942628162175	-0.0732369656634065	-0.103192400502203	0.0217195977481496	2
-0.102346743035108	0.0612759882296225	0.0360549069381524	-0.0374773408465577	0.059374299196802	-0.0864539923557836	-0.000491444702455046	0.0218548533506744	-0.0139386479217767	0.0373634616392178	1
0.00384255881584801	0.00697356927290016	-0.00997532577237586	0.0726727479414733	-0.098598104017024	0.15758237514193	-0.080309009085272	0.0184565086583011	-0.0509147961215825	0.00529908531779774	1
0.0247873678537529	0.0652040288728473	0.0385432070083196	0.136010283382114	0.0394305790637269	-0.038070409934272	0.117506272526214	-0.01803354285578	0.144402133085926	0.0541876494422809	2
