"SV1"	"SV2"	"SV3"	"SV4"	"SV5"	"SV6"	"SV7"	"SV8"	"SV9"	"SV10"	"SV11"	"SV12"	"SV13"	"SV14"	"SV15"	"SV16"	"SV17"	"SV18"	"SV19"	"SV20"	"SV21"	"SV22"	"SV23"	"SV24"	"SV25"	"SV26"	"SV27"	"SV28"	"SV29"	"SV30"	"SV31"	"SV32"	"SV33"	"SV34"	"SV35"	"SV36"	"SV37"	"SV38"	"SV39"	"SV40"	"SV41"	"SV42"	"SV43"	"SEX"
0.0731104813888053	0.0425628967894518	-0.116850791201957	0.0181888421342085	-0.144466386571232	0.00511636571697895	-0.042012929666098	0.122483720229993	-0.0191319382425672	0.00839807136161991	-0.02207662479203	0.0288205457294091	-0.0611490427020128	0.108623862687753	-0.00324935290563604	0.100375047919906	-0.0420466563047875	0.0706165951263268	-0.0117269801597032	0.0115601898232296	0.10133576021446	-0.00466966444011788	-0.0118606196691279	0.0395699754468092	-0.00784242704963081	0.00655113370168593	-0.0347978882540286	0.0481223489099551	-0.0178958027536113	0.0416158837560079	-0.114778412086305	0.0681551849168684	-0.0150289629707961	0.00665015678752005	-0.00183398357723792	0.0289614442731077	-0.0207457434374547	0.0579595533179232	-0.0156234109316532	0.0577317709617961	-0.00518037488706689	0.0557809958915746	0.00497427727772557	2
0.00726900020193366	0.0428190934636996	-0.0231620446451043	-0.0824036849445192	0.0164481459637627	-0.00670955822801216	0.0216474169952115	0.00504977861929068	-0.0229209770997085	0.0345623061656096	0.00259064595960584	-0.0283578855771242	0.0336295477901522	-0.0274891998261059	0.0585892159545999	0.0112586133658398	0.014751852319634	0.048173465497525	0.0392654319115297	0.052010675477323	-0.045351795712067	0.00380673748223323	0.0896249957240139	0.0311851645122006	-0.0293183602462044	0.0232931028689198	-0.0149549131454323	-0.0114241862329222	0.0525197939080428	-0.0204350273358678	-0.0166966513673749	0.0331595799708954	-0.0273717848660921	-0.0217156404657169	0.00932249554144263	0.0452299960228319	0.0013206578543294	0.00353231315939523	-0.0160489440058415	0.028042830637367	-0.00755987793817061	0.0305492646925892	0.0166941019962944	1
0.0528249441787352	0.0146091386507931	0.0331058576071153	0.0181368213784768	-0.00693975819154824	0.0142137291179073	0.0438740787554303	-0.049119137031345	-0.0281129970508747	-0.0465527291574211	0.0363836871972195	-0.0128348759396908	-0.0104707396202773	-0.0122772744022043	0.0249413632517028	0.0628579916277323	0.0147271162238306	0.0400319429622218	0.00486684467974026	-0.00953512515377781	-0.0477134030022422	-0.0284395618071865	0.0010637620042723	0.0560929876045008	-0.00695944352236225	0.0128168961042075	-0.0504814168905313	-0.0476754060977238	0.0346236173334537	0.0149722891387254	0.0103417626831466	0.0489759037636223	0.0261844828534809	0.0399123967303555	-0.0142497421459582	-0.0566427034877352	0.0192209109368598	0.0171685015352669	-0.0366835195744772	-0.00490072695039564	0.0686600892869412	-0.0272590585022604	0.0265504444868802	1
0.0677661609219624	-0.0669040741438108	0.0127701253993303	-0.0938469815044473	-0.0094404071570137	-0.0299941892263889	-0.00938677099050671	0.0951219901283484	-0.023111191631033	0.0485413329493431	0.00923701045646634	0.0233934511871566	0.0260729066393579	0.0175086130298681	-0.0902726720116576	-0.0128026279499262	-0.0401926273893343	-0.037576235006813	-0.00381678084882558	-0.0760304142157015	-0.0489326064834289	-0.0379099575899403	0.052508525251044	-0.013301835300526	0.0236471582322117	0.0731211173939437	-0.0307717551891394	-0.0129807669054904	0.00971543947907845	0.0278059111792229	0.0353486124951028	-0.0291286513039402	-0.0651118147877977	-0.0567006245099355	0.0229891061288277	-0.0552103024598206	-0.0525691138258214	0.035329556635573	0.0539463286688096	-0.0589156640981784	0.0392902362751842	-0.044837776810057	-0.0472087345800474	1
-0.0552223493415716	0.00780080433928654	0.0240736903218252	0.0228118616699741	0.0237752133698534	-0.00407926198709845	-0.0322326528171489	0.0375114936368822	0.0352686656748505	-0.00326396507263047	0.0554914647895089	-0.0343434307279703	0.0416505861069155	-0.0161695160611207	0.00298867358730462	0.018062645682279	0.0265697127208566	0.00925731898872292	-0.00152477610875761	-0.0104431710816796	0.00927199606576037	0.034091571364981	0.0413108918002912	0.0101135874655243	-0.0158160406830696	0.0153503234930559	0.0506306256793448	-0.0503742476627404	0.0064023796475507	-0.0222033907188163	0.00275570899265884	-0.0120854446705363	-0.00394025948901176	0.0198932446683221	-0.017851854441838	-0.036490640642888	0.0101546199651387	-0.0172653400208627	0.00737024994190998	0.0350618754498338	0.0184100750805175	0.044997018068266	0.00805524938020607	1
-0.0481254977042592	0.0240854479979932	0.0556312865157634	-0.0120718775643675	0.00677418119000359	0.0055247978106577	-0.00288201490369069	0.0189346278126155	-0.0124625089625824	0.0393164988937924	-0.00982317664009844	0.0103203998653438	0.0540903523857636	0.010760435536934	0.0231957596323886	-0.0103354812363509	0.00359546966421464	-0.0195629280813857	0.0323462177660617	-0.0662250374162936	-0.0434586307843406	-0.00814351322419089	-0.00605906002248754	0.0132052809095485	-0.0158943273565274	-0.0210890672370179	0.0141402179088918	-0.0222039757438874	0.0101889382322499	0.0227288288172521	-0.0158778252257534	-0.0268761622510868	0.039754885932769	-0.0264702276918502	0.041008782663649	-0.0155709949468511	0.00511417044238935	0.0444144898315255	0.0102815365241421	0.0087033135703364	0.0423825454368867	0.0143832427877001	0.000684187879128747	2
-0.0226780402431034	-0.0173964977755071	-0.0131343044654055	-0.0120272585246688	0.0383633725728219	-0.00803142835486492	-0.050920488626151	-0.00969515433404415	0.0806954217393549	-0.0143199270525994	-0.0692598108921394	-0.0306481344411572	0.0411529306047611	0.00340262782988254	0.0202324017669431	-0.00295116752383734	-0.000359165423031389	-0.00272773233512377	-0.0258322553701502	-0.0373699007721665	-0.0800066355226918	-0.0366563451999559	0.0102083992282269	0.0392423042024199	-0.0608707048567912	-0.135042084010887	-0.0119802826681071	-0.0374064564490749	0.0228257622520973	-0.0238854374508857	0.014466181945002	-0.101839616045971	-0.0240403570789556	-0.0123605520949183	-0.0417998601950132	-0.041975092054564	0.0143312048818469	-0.059716518633279	0.0149836307219631	-0.0114727468516389	0.0145296550472921	-0.0830058923098368	-0.0456784966174842	2
0.0757959933530056	0.00146873926108695	0.0415571614463005	-0.0409526647359311	-0.0291062982133529	0.00772945975994246	0.0165779452830901	0.00252252810508302	-0.00864179961951054	0.000673172652303654	0.0136532876843044	-0.0140454602625596	0.00701184325761819	-0.0215251271930613	-0.0651010915262592	-0.0200581232759319	-0.00105725390834384	0.0774097517004226	0.0210732540934725	-0.0753758977637172	0.112382560067562	0.0434910624415826	0.000695924973940375	-0.0651943845471489	0.00963806694318006	-0.0369673660384847	-0.000993318735320201	0.0373159560880235	0.0478043372885226	-0.00951377479767821	-0.0378299658419257	-0.00924836265873111	0.00266040722047468	0.00394620744826079	0.0205270501132989	0.0210878015681065	0.0100694289903395	-0.0713354105536817	0.0566223387712561	0.0296948333037682	0.00961779061831037	-0.0805208477814032	-0.0237648131710215	1
-0.0591020904673884	0.0394264722806378	0.0106209548663447	-0.00787635764270794	0.0228701916211785	-0.0222156006878407	0.0363573452353829	0.0212812480811875	-0.0203129982247995	-0.0397335894523535	-0.00696703115589348	0.0487171828464036	-0.036498837990342	-0.0161726550695154	-0.0352629427523118	0.0167746194204604	0.001767397576126	0.0049872445651008	0.0613417064373642	0.0451714596026883	0.0390894226123817	-0.0246458270125543	-0.0066511732776873	0.00561397559380916	0.0876565824607878	0.0253916006516039	-0.0410560568149555	0.0540478415849963	0.0096924331615754	-0.0404037424804949	-0.0440567300570499	-0.0364666441472446	-0.0038696929008039	0.0920303315265846	-0.0569376802291751	-0.107659534063062	-0.0486920990402809	-0.00953516648621544	0.0213742727629699	0.0509209277334523	0.000128931266576742	-0.0796336365119724	-0.101428920066352	1
-0.084594422907604	0.00903310595860642	0.0188353809589254	-0.0569239385798573	0.0054069206746818	0.00165903614101043	-0.00822417516169383	-0.063201915908399	-0.0142081904660551	0.0120619435331389	-0.0224550986055786	0.00257658465108083	0.0212231804964489	0.039207186496834	0.00866334869185271	0.0207127988377175	0.00725381571798094	-0.049975597957472	0.0527806223010948	-0.0589970352393113	-0.011130449044517	0.00171989342571691	0.00633230618052006	0.0698048513312257	0.0218793166942285	0.0332546696585977	0.00421819517427605	0.012481491912559	-0.0129912246963499	0.0395559133408417	0.0196909944327149	-0.0327072459320696	0.064123721230535	-0.0551849658492984	0.0481661686738231	-0.0631504746266239	0.0180988233228179	-0.0109745326574489	-0.000953173788585705	-0.0317139074639449	0.0208658333300301	-0.0258521416379648	0.0451409987890935	2
