"SV1"	"SV2"	"SV3"	"SV4"	"SV5"	"SV6"	"SV7"	"SV8"	"SV9"	"SV10"	"SV11"	"SV12"	"SV13"	"SV14"	"SV15"	"SV16"	"SV17"	"SV18"	"SV19"	"SV20"	"SV21"	"SV22"	"SV23"	"SV24"	"SEX"
0.00353144253944651	0.0347062377638786	0.0395781390452685	-0.00872232496233036	0.00284816210982024	-0.0309079514668535	0.0423481199971711	-0.0403431910863587	0.0916403325584746	-0.0856322902492423	-0.0930004580842313	0.000369809261562782	-0.0588785072161355	0.0198010647085874	-0.0193661581043682	0.0292856198472806	-0.000459680824698479	0.0237059426184891	-0.00390942789353938	0.0899953878274982	-0.0244956074455728	0.0350008590865833	-0.0113341349326968	0.0225752622960326	1
0.0256456156422157	0.0757720706292195	-0.0126485749245363	0.0579332338360755	0.0137725430145754	0.0235193515501575	-0.0425309179777522	0.00802886085766183	-0.0868454879704955	-0.0142137661006317	0.0218047797639228	0.0331219138200452	0.0476709170925354	0.0484229096829541	-0.0156988398271932	-0.00300940986667858	0.0300042451254006	0.0666471666397624	-0.00245007811756568	0.024412418850161	-0.0737021940512441	0.014265492827075	0.0330718684117345	-0.0215029410056206	1
0.0148697049189359	0.0297372682776105	0.0489388250344286	-0.0123848714239487	0.00816566568257645	0.0292505397061937	0.0242387342412015	-0.00961592911757952	-0.0236694501259413	-0.0581668102917809	-0.0887181227663929	-0.00246371165252863	0.0205142478011187	0.0652407357440504	-0.0231007304340382	-0.0225128908291036	-0.0445249013852816	0.0281451911955182	0.0724275431390171	0.000145538343329935	-0.00165897405421047	0.0238181200074931	-0.00381421661496788	0.0426862533886802	2
0.0386431312323456	-0.0679088122623573	-0.047809269616641	0.0268752242729859	-0.0147912829999588	-0.0471377825280242	-0.0285562232502785	0.015625338851246	-0.0303589396081788	0.0260964407666571	0.0376550976372062	0.00210809501526211	-0.0323082067481462	0.0114552582109452	-0.0670707349444903	0.0241751153774496	0.0312654497120435	0.0266452418501408	0.0611642317941475	0.0379351662380836	0.0473876746594882	0.0708192820602273	0.0330896225009245	-0.0366111930938537	1
0.00477269559597324	0.0420800756124495	0.0701934130753459	0.0338655405695304	0.0103089930820565	0.000545455334472561	0.0096633923374263	-0.0272370302177761	0.0140701026299019	-0.00411972482754935	-0.0670569558188839	0.028655982538013	0.0073240907041477	0.0335489336871731	-0.0229585491579093	0.0546198281920814	0.0171276107405962	-0.0409099850818417	0.0666255575294506	0.097205351216419	-0.0536925224805552	-0.0127579275940599	-0.00484268794338637	-0.0101157417036537	1
0.0220904121828689	0.0154902468277412	0.0453733629227585	0.0438391105059163	-0.00151943783392509	-0.0196537718007088	0.0989671587000832	-0.0537542341823203	0.0934438764688514	-0.115026912194026	0.051964253803418	-0.051489830219469	-0.0757356620176532	-0.0666192067381114	-0.029865975959925	-0.0257125913258075	0.0461444288350102	-0.0286848159069113	-0.0168806819322309	-0.0436973231401646	-0.0159372953564536	-0.0220769855132766	0.0648222063769929	-0.0395153313207465	2
0.0169956800635414	0.0353134999703399	-0.0418287000478359	-0.00356761174115117	-0.0376935465132542	-0.0507044850317505	0.0191195821278116	0.108733425403966	-0.0578424506537563	-0.0339489923374823	-0.0723920429451621	-0.0267471729028249	-0.00271723271782776	0.0571439701042962	0.0218185045638252	-0.014409011898524	-0.0320303665914098	-0.0025658050239109	-0.00287959036740219	0.0139687713226301	-0.0178901729074972	-0.0747804338580599	-0.0268783160543534	-0.0382633961610179	1
0.0455088413107738	-0.0946995005654073	-0.0138948472232038	0.0269474290283861	-0.0133290911196273	-0.0248762710281279	0.0178562949129036	-0.0125765323804856	0.0248009929007374	0.029952356370942	0.0141617296432398	-0.0255867188271074	0.0135766169331497	-0.0518041121175816	-0.0350117897068387	0.0153370860839797	0.00723148458485335	-0.00201065077249491	0.00296421706509179	-0.0509001960983274	0.0509916754229664	0.0353514697146238	0.0126118047946227	-0.0504395430654719	1
0.013620897673622	0.091714060666243	0.0214098822901291	-0.0892874917230436	-0.0209348457047404	-0.0348415310802362	-0.0833712460422771	0.0172821627340555	-0.0787670893360431	0.0127882290885662	-0.0773122159449765	-0.0173642214171808	0.120490845679512	0.00604710411602567	0.0624737716669591	-0.0654139209893879	0.0721801870111846	-0.0109366525653069	0.0381149840411357	-0.0154366196361941	7.88288045881491e-05	0.0021116334488379	-0.0666498021093933	-0.0396201211875561	2
0.0210609786552073	-0.0426155049566732	-0.0605375323455375	-0.0202740402160339	-0.0520448904049375	0.0383597151302726	0.0116824582722477	0.0738607327917856	0.112453611094917	-0.0677914402332526	-0.0171732974823069	0.0200423413110113	-0.00173590188814599	0.00379109929273455	0.0248072757026921	-0.0582766106019279	0.123132178220461	-0.0685122580070239	-0.00801404635277737	0.033034879027537	0.0390965055651144	-0.0408994220200246	-0.0208117638994848	-0.0171559981507287	2
0.0171523616133637	-0.138736175316702	0.0490438078639114	-0.110360819339116	-0.189114381956962	-0.048631814783088	0.129609275927062	-0.161240444128072	0.0430254387194562	-0.0662847094034689	0.0950819946152228	0.259012700235751	0.102454804138052	-0.103952300809032	0.0582654750123926	-0.0894320072233407	-0.26143381794345	0.0704989454228083	0.0308122134305773	0.0301852160767899	0.0602701870935572	0.0378563197490858	-0.14525086142707	-0.210894629299887	1
-0.0605105344383775	-0.00892701249554238	0.0240408657809668	0.0190232752659854	0.036974464637781	-0.0498408733595423	-0.0353875007966011	-0.0259463351724105	0.100795989507703	-0.01463799649533	-0.0413270826348797	-0.0164545221241448	-0.0931595301676205	0.110909046134622	0.0812662706856278	-0.0554555193876363	-0.0494749030076255	0.0194271009426573	0.0887749666612779	-0.0817767713038297	0.0272696573034665	0.0180047553852352	-0.0217231535717557	0.00726852338736129	1
0.0266689671566926	-0.0273447903692925	-0.0594878058122474	0.0107470315853349	0.0216898952008895	-0.06749752627608	-0.0199891570937541	0.0297066313055829	-0.0419294629403094	0.00504202635957018	-0.013776964525031	-0.018886703176064	0.0091131610531201	-0.0169075036821159	-0.0170141430954657	0.0584887174099439	0.0432023124676457	-0.0402584671789515	0.0661783652236854	0.000658445367033411	0.0453319370023651	-0.0357394491825996	0.0484340730823665	-0.00233752393165752	1
0.00914414540092865	0.118077286418978	0.0537322683077317	-0.10389814113686	-0.14966202279476	0.00389592191374019	-0.0253932008542316	0.0631962830329015	0.00645528972355844	-0.0712701030785161	0.0279482645121273	-0.00033594793289905	-0.0534686859376224	-0.0722146913566571	-0.00411813375569989	-0.0878453126470974	-0.00122890794821746	-0.0436226127108131	0.0405070382086129	-0.0114684203076799	0.0428292865846077	-0.0530808810853807	0.00807550939422211	0.032594545561327	2
-0.0512618136562557	-0.0433397238794736	-0.0594199236988772	0.00962139056308961	-0.0643731717464291	0.0420778221873969	-0.101794469063053	0.139420708992873	0.0101185328159754	0.0511378865803556	-0.0492688691685595	0.0394880424775211	-0.0390333426573328	0.0444047935701586	0.0324920801017518	-0.0113278207375596	-0.0300373926239518	0.0315046600652049	-0.0641288644593392	-0.121147589569317	-0.0296776157288502	0.078836129391873	-0.115906636182467	0.111192270463449	1
0.0184415978826815	0.0718499171450227	-0.0144596707058988	0.0197719033407006	0.0300528759590463	-0.100455595427412	0.00406818690726433	-0.0833398919939609	-0.0233550066679248	-0.0668308319726363	0.000329614476101969	0.00119537988789312	0.0700365586186389	0.0268616276294359	0.033719300112606	0.0729396865849614	0.0277251728717241	0.0325069007986624	0.0755881216688602	0.0334452328919617	-0.0732573859197947	0.025572906693244	-0.05393336299735	-0.0174391037376551	1
0.00999764526471707	0.03110476590292	-0.0313288056186763	0.0337640097952903	0.0295555430880551	-0.0712365465537565	0.143573163702678	-0.0326781744335143	-0.0405417658085172	0.0443638530923636	0.0387360429730877	-0.0929931933204243	-0.0892797037584534	-0.00647233883744944	0.0411327567749884	-0.035559993780143	0.045947872487998	0.0177489378166131	-0.0144703734569	0.0112582791746962	0.0195532393277386	0.0965802117368796	-0.0776612254986131	0.0492789064140409	2
0.0117517032614935	-0.0795446143214889	-0.0144208282678926	-0.0697944542630384	0.0779295354207687	-0.0805445637273458	-0.0455083427330077	0.0357353651501618	-0.0509499424364295	0.0729934099052759	0.0501845043721315	0.0286119952271736	-0.0520652642290698	-0.0903749494596962	0.0396287407183362	0.0597997221287754	-0.0545609294741655	0.0590556340604202	0.0115380818100726	-0.00662016701879731	-0.0401210303906535	-0.00142965129102722	0.00550832746135604	0.0182773056718564	1
