"SV1"	"SV2"	"SV3"	"SV4"	"SV5"	"SV6"	"SV7"	"SEX"
0.0375983062935156	0.0982223511933397	-0.04610807518066	0.0801610712412994	-0.0237347314489005	0.231324926591634	-0.0103432284212409	1
0.158878285723823	0.0314464420196593	0.0972561284982252	0.0118628015307145	-0.0848442034450789	-0.00291875740469569	-0.166801804392877	1
-0.208489281245751	0.119466053247679	-0.0899780626330508	0.382212425587128	0.136552032146159	0.027033767489162	-0.0725690400493007	2
-0.123965123214953	0.191168946838097	0.0465141947316198	-0.146195227073966	0.288361204143391	0.134158016916815	-0.0845991038183505	1
-0.0129744134521631	-0.0852635538554407	-0.0240215088907748	-0.0614965781245993	0.143970987592012	0.0797798837300024	0.145629141633367	2
-0.0980498729872678	0.267087522849707	0.193041631925299	-0.151158607528319	0.131091848169409	-0.081075501869062	0.0461449768454962	1
-0.160711230340302	0.0238145078786065	-0.166946513010132	-0.128769980120459	-0.280403263092333	-0.00891121027224417	-0.14525031653121	2
-0.0111318075196214	-0.235424916684443	0.262977520594862	0.0655251666615567	0.00523498433614483	0.00114914719477505	-0.0218031318317539	1
-0.190966965214242	-0.0425617514774676	-0.0919496564660091	-0.074690190271869	-0.30655754995227	0.0797778677449458	0.114667655087112	2
-0.0138051814343414	0.215206117825082	0.197353230251617	-0.0694874407027126	0.0504629261116061	0.00728465821559099	0.0188664868105979	1
0.146590358048527	0.00889417435929728	0.0888943966167481	0.0239436542576173	-0.113217323083329	0.0237424089022095	0.0865436958587993	1
-0.0609113592204463	0.00548340407994316	-0.0746746664640159	0.104801613707398	0.105135492931264	-0.0582881423584361	-0.175558283387872	1
-0.130655616820923	-0.123880709002245	-0.0195875225883997	-0.184275525208061	0.082981657842551	0.161620988679796	-0.100725425827916	1
-0.144258414545877	0.0735339351840644	-0.00107588762051657	0.0993237814316698	-0.138581358253577	0.0551737273642185	0.0477422916680006	1
-0.0392698426537118	-0.171839356673905	-0.0457495726124023	-0.171125887746987	0.12454916487127	0.00875142457148778	0.06456711008504	1
0.0778674485971459	0.0610493002951208	-0.0850906472506918	0.0667768077821315	0.097380735215245	0.0330006036243422	-0.125755611071007	1
0.100017101134362	-0.0870069804393378	-0.0186474164392644	0.0629100042047998	0.120948450970435	-0.0963213816314732	0.00318012744209808	1
0.0785805203713712	-0.0974546772615919	0.220513289193478	0.040374522025046	0.00078180089914299	0.0121395829618842	-0.210205817462232	1
0.0615656400755337	0.00730248309752469	0.0696991942518992	0.078140779547141	-0.131287578890138	-0.112763244165336	-0.0186251515612927	1
0.140698480069533	0.0547655523165033	0.0496031139125427	-0.00666792501098707	-0.170680656290298	0.021510242697625	0.106617486689666	2
0.0156918262799159	-0.116877131831517	-0.0578448670904207	-0.0457683495498035	0.00261621493921822	-0.160849698352587	0.141177206455397	2
0.0471725583357835	0.012576682829361	0.0111706676076602	-0.0172413618488434	-0.0386721336059846	-0.0448664757077054	-0.0835049758456123	1
-0.222097822658672	-0.0108829039798901	0.0163671778519991	0.228469105036105	-0.0139262600950632	-0.153885650951466	-0.0543852954718349	1
