"SV1"	"SV2"	"SV3"	"SV4"	"SV5"	"SV6"	"SV7"	"SEX"
0.147046787049805	0.020349169375099	0.122567054676081	0.0342136190720744	-0.109916311718605	-0.00713649482785253	0.0207711129020185	1
-0.17737259981203	0.0430847220125081	-0.221036210798303	0.19622584293802	-0.0556286057314118	-0.0481110812573204	0.225966946543714	2
0.118860274446156	0.0540875641574304	-0.0457128421921387	0.0483177075245568	-0.0971491780791238	0.100671609575558	0.0160037806441734	2
-0.193311751097888	-0.117503977276046	-0.0532864603331903	-0.0481217611417229	-0.166393536566799	0.0930804332988295	0.164668905647822	1
0.0435467530483498	-0.0228083227612214	0.108590533572326	0.0536257037199942	-0.0982871122689573	0.0467653095619082	0.15040218250106	1
0.10417006884969	0.0619442886736173	-0.0268070897798204	0.109634835364841	-0.0642233018741751	-0.0845178573394317	-0.0986781732357391	1
-0.0069569150281054	0.0251749427486624	-0.10327070030447	0.0411252168014243	0.0779796960038754	-0.079899378116317	-0.13316001490347	1
0.104072530337738	0.0397472110654483	-0.101052068493416	-0.0633319157549635	-0.170951478942015	-0.158069831775533	-0.0178940586885345	1
0.0649351774716678	0.0576785161897889	0.0933104688137871	0.103644782384509	-0.0881293182247511	0.298343887420034	0.0481706279902798	1
0.0648511633802111	0.0664217192459261	-0.114895056892201	0.0239601622892954	0.0224804166113623	-0.0720218391623985	-0.0134260026396161	2
0.11161419123041	0.0295691137906234	0.0481677210362253	0.0407416889759077	-0.104675306975271	0.159847862661615	0.0387694183040633	1
0.0579014261532061	-0.0941272423728056	-0.108452783340818	0.0418908352488104	0.12521935740539	0.00282603044694231	0.0482377384867256	1
0.126643336809188	-0.0227361432814549	-0.0521603210073446	2.13971195269109e-05	0.0413575957233267	0.0348027801671698	0.164685730667265	1
0.154585075532641	0.143528247933918	-0.0675414554222145	0.0311356268649264	-0.0154590828527378	-0.0255574080137857	-0.0568098691298424	2
0.0295371990545753	0.00451114896981346	-0.00720850596092675	0.114086887545085	0.0960162460424092	-0.0193841367915601	-0.0672382062621596	1
0.170706424490033	0.0447681866569366	-0.16356955773455	-0.020572796815368	0.0427016726469276	-0.0235645860093423	0.0819915781814245	1
0.103491926166907	0.0458128097671782	-0.0621815908085978	0.0321672984215325	-0.0658058972718044	0.170825855365799	0.0838598114867144	1
-0.130414209251436	-0.199436188404872	0.148686855145533	0.088266040041085	0.029196297804181	-0.150372796209586	-0.0408759710761483	1
-0.0392160001754915	-0.201671604762612	0.240686337601481	0.025851483859963	-0.0511692573200606	-0.0587365930128756	0.0399151689135509	1
-0.0516708161747221	-0.102707701625468	-0.136853663811386	-0.0458564456727316	-0.0174327951777648	-0.141774799300836	-0.0551845449413409	1
0.0133428417836092	-0.10959940748122	0.00683636253284324	-0.0212978763453364	0.157932746107555	0.0298887953940523	0.111802212782041	2
0.114283278518029	-0.0224233444618518	0.141065436393358	0.0175921698966425	-0.0853340361045487	0.0830167804057029	-0.00354833888995937	1
0.0553863560124198	0.113238380502912	-0.0056831317159648	0.154896634023731	-0.00214813595078279	0.155196374319635	-0.0553716793934548	1
-0.20346854893957	-0.00387409446019055	-0.0762637387802955	-0.0723723032749125	-0.175269164413166	0.139842952989497	-0.14365942670117	1
-0.225487813861741	0.0426927055361362	0.0864430212983577	0.206384138990732	-0.0606289322380418	-0.0563417244719416	-0.0674309081312619	1
0.066895533652176	0.0549689697231108	-0.212917960264297	0.122802546938582	0.235562548396395	0.355907753392673	0.122691805158778	1
0.072749567503638	-0.0403861698831225	0.168558531931541	0.0683911698082528	-0.06946650856688	0.0790318104330809	-0.0396471818674565	1
-0.136796276949764	0.277855089576186	0.149931068254562	-0.13536917611412	0.185179044117817	-0.109521848548106	0.0877885970689341	2
-0.105601179334402	-0.113778331706039	-0.145667112424027	0.239639576825573	0.163792632533039	0.00109726502399384	0.00563241042295111	1
0.0479310743401353	0.0741562880161275	0.081484475033454	0.0777412842237089	-0.0783131430055921	-0.0518441298092214	-0.187990332807161	1
-0.141625127539843	-0.244170029662944	-0.00220888145980895	0.155666042439066	0.10776935255432	-0.00352760697622127	-0.0270573604084383	2
0.147810503055853	0.163171470808943	-0.193975248796441	0.070700746953701	-0.000152658094833264	-0.331373524198889	-0.179950751622385	1
0.0515358558550174	-0.0700488993379417	-0.0381666911769276	-0.106137016221365	0.141296267251741	-0.173915902242655	-0.0487930640979349	2
0.03117197637681	-0.132739065169581	-0.0855228558930535	-0.178362893679382	0.0967858431902221	0.0716465281692833	-0.0771820653431655	1
-0.0209296279088067	-0.15926204485093	0.0141709733630233	-0.0673124872722852	-0.0589063160053958	-0.218386676637778	0.162615255155484	2
0.0111527430064726	-0.136116742617688	-0.107284353438679	-0.244054194357834	0.0583658784883777	-0.118944559805188	-0.133093081933682	1
0.174537663868906	-0.0146084732964794	-0.0917791248721659	-0.0772726682296183	0.0746641180648898	-0.064764106952932	0.139827968357427	1
-0.258750385386041	0.269255059235465	0.12884703281471	-0.0762571786032007	-0.00714647165609993	-0.152244872194746	0.42943975362491	1
0.112113315571309	0.0287425578503941	0.00566566944025553	-0.0818111514538735	0.03859075626246	-0.102943144892338	0.13934865350547	1
0.0951253252502507	-0.0624394170669187	0.000812427904267144	0.0462551390273316	0.0899739511221643	-0.0604850260597576	0.141802130697329	1
0.019717165322938	-0.224624794436907	0.295643718491001	0.0525103495026508	0.0256875235697878	0.0270506851045218	-0.0580246424975508	1
-0.072820430985079	-0.115407977855212	-0.0512231646216703	-0.134512815562818	0.016251227343838	0.104944315687097	0.0388386852781511	1
0.0769470965958272	-0.011804727115597	0.0103474333596418	-0.066914162220393	-0.166992432562814	0.00781565251858963	0.107938748825186	2
0.0920485097735957	-0.0982600524196316	-0.0241687760125289	-0.195368858782208	0.0567021859548857	0.130417086539946	-0.055649796030635	1
0.0886668140873895	-0.0117876573471931	-0.109224745379644	-0.0298295582430405	0.0557667478448885	-0.101543804978224	0.133197089409938	2
0.136630255945271	0.198547465384001	0.0295563181072353	-0.0763756996072944	-0.0486975136320802	-0.0538291369759065	-0.0907580681622965	1
-0.166679611672521	0.0281546728600586	-0.108302311702228	-0.165798008934594	-0.174835113884457	-0.0341318754416342	-0.145185121603215	1
-0.109107309563972	0.0559803283026279	-0.13408959365774	-0.160266599507549	-0.148784322403258	0.0519270041962593	-0.164186194672872	1
-0.113985479073999	0.00650584281202681	-0.0150958529508127	-0.189429156207721	0.0919534140705268	0.208068738346453	-0.13116463332912	2
-0.103187721406051	0.183550445650838	0.252514261066366	-0.128488862625195	0.162507970400172	-0.00663795298774611	-0.117415817089876	1
