"SV1"	"SV2"	"SV3"	"SV4"	"SV5"	"SV6"	"SV7"	"SV8"	"SV9"	"SV10"	"SV11"	"AGE_GROUP"
-0.031389727700223	0.0791824419388586	-0.044258975739641	0.112209920916654	-0.0133677840373584	0.0379011650136292	-0.0625952250945876	0.0673868621971449	-0.0369023729808309	0.180568744347756	-0.121347683046192	5
0.00124295434512456	-0.022506030324682	-0.0546191581182709	0.185926891213601	0.0610636539390871	0.013696404937723	0.112469210094041	-0.0909021080853491	-0.101038718248533	-0.0295664198468681	0.0563302896554355	5
-0.210440964939012	-0.0605463993645596	0.0342142947103078	-0.00158659665594074	-0.0261184336481522	0.0433559474194065	0.128778188290742	0.249179125673542	0.0288239204143225	-0.178596033502017	-0.0127708212277072	4
-0.210482878766176	-0.0767995920881999	0.0172718663367843	-0.0655951764355999	-0.00212291015469172	0.0233826416714464	0.0630189102250231	0.00516791435238165	0.0524661811245557	-0.00336701821625651	-0.134373291290798	5
0.0431921102872278	-0.0347599060280544	0.114472255955207	-0.0718662077113095	-0.0431785542096831	0.115002472455454	-0.044624763220092	0.0220998630152826	-0.106611700147091	0.0191104273693764	0.0378067813596937	2
0.0745725470565703	-0.0770514620433218	-0.0425927878535766	0.0309491490262902	0.103593937277329	-0.017766498762312	0.133706113438934	0.0167921830766818	-0.000901450987959563	-0.0199608390481096	-0.0327683434400591	5
0.0366184567557721	0.0762090378691469	-0.0331738146233129	-0.0405207425638108	-0.0680933009759973	0.0467433568920241	0.0641100718071506	-0.0541500795586624	0.0955282172974586	0.0371976798967658	-0.137052783742609	2
0.0550856211672862	0.0204580459020281	-0.0468070485953175	-0.0688092164930622	0.00972618565115349	-0.0191657890886642	0.0152224073203893	0.0300557702582221	-0.0799174834894253	0.0346803359726363	-0.0591098393100811	1
0.0531308482236584	-0.0858091422384462	0.0521542605350484	-0.12639932959551	0.0818317444376086	0.122323914793277	-0.0308478585001386	-0.181546405731307	-0.134064530363668	-0.00724304881487847	-0.113902565701904	5
0.0281459158380684	-0.00342959830062086	-0.0178176550052629	-0.181591721145735	-0.0417811894857404	0.299956356898211	0.0970330323025139	-0.308042854244958	-0.0142602638610391	-0.0724339554108369	0.132683652223586	4
-0.193473718101248	-0.0536951060172171	-0.0701065869871123	-0.0241868891345897	0.0429035643468565	-5.48998586109989e-05	0.123992477841461	0.00643884434391906	0.113095557591171	0.0138043720252878	-0.151459840296375	5
0.0449389718062868	-0.0145012122896013	0.0486594955842183	0.00718974076374361	-0.121525200953648	-0.0172948871067455	-0.142059067641676	0.0169008516849591	0.0466597104068286	0.0248835409245308	-0.111004743473799	5
0.0458447048281335	0.0451072252289999	-0.0542630374392981	-0.0646632178045318	-0.0132858385538014	0.120436323828186	-0.0853002685595688	0.103928890482214	0.0561911232487993	-0.0329196711341521	0.0795200372549024	4
0.0739297150124587	-0.117168137844738	-0.064728600113348	-0.0427459776694424	-0.0066938989913972	-0.0399450142042223	-0.0962746835815566	-0.0523484046753177	-0.0012761804808758	-0.125332868086033	-0.0120373774762658	5
0.0713009920648251	-0.0809628885826325	-0.0470450722196827	-0.119529212249263	0.0195268948889075	0.098280235388961	-0.0437797850223513	0.0539551243486448	0.0322093094911666	0.0279853578376774	0.0243400887339762	3
0.0117637067510415	0.109239126781325	0.109792050931557	-0.0666687701256173	-0.0044554493968635	0.00882127797988086	0.0361030674378179	-0.0689144733511948	-0.072487899544131	-0.0293616188985066	-0.0495094857814713	4
0.0262395360630998	0.0846183400387816	0.0201526539005518	0.0559863537605404	-0.13608444022775	0.0202328691880213	-0.102229485227444	0.0744872991612815	0.127952580518288	-0.0324291220340913	-0.0558137788705594	5
0.0410810069367418	0.0804569197065497	-0.0276273265433351	0.0155332225686838	0.0985107458566966	-0.047881163494523	0.0307669990470284	0.0668818449964056	-0.0401819032010127	0.108562354913795	-0.0502707389363717	2
0.00894947939682002	0.0116850377074721	0.239760576576958	-0.109249355979722	-0.057108947901386	-0.0514661087690937	-0.0994321119253487	0.0896016131651318	-0.112407960142764	0.0265694319593123	0.114050046403539	5
-0.211443806992783	-0.0677271969653754	0.100341616361583	-0.0306172652355733	0.0332236816108601	-0.0295773824374607	0.0326582349836349	0.0696686631883787	0.0364720267244669	-0.222961305038294	0.0371285531808203	4
0.0378955453299828	0.0897649234873481	-0.0063633055181303	-0.0548908379068224	-0.0459299309357044	0.0974694225567245	0.00416652430666199	0.0243941668425331	-0.00367777804254618	-0.0439534855015887	0.0459765948119795	3
-0.0609151595378126	-0.0733649801871244	0.288094035273043	0.0359251201094683	0.117891795014826	-0.0353691749415492	-0.0488539866534107	0.0218291072473457	-0.0255823053852817	-0.00482220799946669	0.0738263867821707	5
0.0754174641797647	-0.0409686348503207	-0.0417471164262592	0.0531323625703257	0.0923610960474703	-0.0622527922953613	0.0870950819982369	0.0700845348358624	-0.00317882640153548	0.0385474716033603	-0.0839173120347245	5
0.049766833831488	-0.00168883947012638	0.046566238799899	0.0157823970683062	0.100663510906033	0.0934665080868231	0.0927613050503608	0.0168285445778593	-0.0962274789742529	0.0757293396629806	0.00840025972430494	5
0.0755902931690181	-0.126925096927249	-0.0245344498496637	0.0387587259505186	0.139529577115155	-0.0874072691581334	-0.0551320322935482	-0.00900370693193665	0.130053087879672	-0.0772203032099402	-0.0172026582050448	3
0.0324010950284647	0.0405914680833018	-0.0199774875721132	0.0344713243317864	-0.0729521114617071	0.00292268658217428	0.0175169440915223	0.0922736932418655	-0.103770990571566	0.0757097389053253	0.0698984045292856	4
0.0294100577182371	0.104561014588872	-0.030178613002388	-0.108706110017605	-0.0550948416632463	0.0710086374119404	-0.0138909900368431	-0.0440663481641127	0.0520048542225296	0.0534554772067556	-0.150859336569824	5
0.0559765440841672	0.0350059500649845	-0.045644619794908	-0.0354507187900887	0.0958961118132476	-0.0291097096311067	0.00978690693840155	0.0438682361432299	0.00516943408500286	0.0975794840723543	-0.0267715939741534	3
0.0817070920949731	-0.159460806625871	-0.0644820797786496	0.0385913714727027	0.107315851223767	-0.0172941116783862	-0.0221767594030758	0.0562653204236452	0.134101199456521	-0.0698035812728969	0.00760688258794102	4
-0.206553990786309	-0.0782025296909341	0.130879600117391	-0.0634242625045281	-0.0838988853117517	0.0472586361933056	0.0352622698717947	0.163497069881537	0.0548691142803567	-0.00473972751454827	-0.0694658983871956	3
0.0558156293472072	0.037705934471955	-0.0419932317994745	0.0374095687940295	-0.084353256252627	0.189051978994891	0.0231895628232819	0.0715862016539166	0.103408386278344	0.0793972227665583	-0.0106954766520688	5
0.0784443251441687	-0.181124255102955	-0.0715366631985302	-0.0509492940281956	-0.0561806968253166	-0.0238001063074998	-0.137009782871268	-0.00707282812967967	0.167721722033082	-0.00380919805906935	-0.0330313635548252	1
