"SV1"	"SV2"	"SV3"	"SV4"	"SV5"	"SV6"	"SV7"	"SV8"	"SV9"	"SV10"	"SV11"	"SV12"	"SV13"	"SV14"	"SV15"	"SV16"	"SV17"	"SV18"	"SV19"	"SV20"	"SV21"	"SV22"	"SV23"	"SV24"	"SV25"	"SV26"	"AGE_GROUP"
0.00166892479301028	0.0608522831765745	0.0234539815909944	0.034981002270576	0.0016924360800087	-0.046915798898059	0.0237837331786693	-0.133146666061234	0.0101670035398128	-0.109857456604636	0.0773950498354128	-0.0792071449807062	0.00113240687794241	0.042189741783282	-0.0577736299128265	0.0535967112581271	-0.0298153207414565	0.0414789206350492	-0.0675448591023829	0.0178364618688745	-0.0206353389890224	0.00708389104059976	-0.0565240366392517	0.0267389664304355	-0.0997318095977448	0.0799076792731984	5
-0.066404054359788	-0.0228490396027529	-0.105265169455232	0.0136055608852376	0.0717433776341541	0.0359622670363769	-0.0465200221653961	-0.0269354007411954	-0.003542710273568	0.101473950279715	-0.0183402629164939	0.0455246529260223	0.0374149246118981	0.0321197656986811	0.0637984810520459	0.0580387532688469	0.0224709109991088	0.00315903001799586	-0.0116020307082444	0.0241568913990731	0.00265948557778562	0.0118634536321267	-0.00718027930010578	-0.0154335886404749	-0.0461360047714122	-0.0133314307101714	5
0.0450655332680358	0.0336036215440731	-0.067105126385411	0.00625479186145492	-0.00713706143013209	0.0138727620392131	-0.00971649790708523	0.00412302266598391	-0.024181950177779	0.0216734883096427	-0.00368605145090206	-0.0172088381085343	-0.00384900065743924	-0.0566348332595083	-0.0470829142104531	-0.0252255481857666	-0.0573992390456333	-0.0624989532253684	-0.0349375199577479	-0.0304540839712872	-0.02003887053665	-0.0122621391494741	0.0634711053131061	-0.00389824567836517	0.0405870309971658	-0.0128984914034703	5
0.00159806849286204	-0.0781898613843371	0.0375924877959173	0.0216079668194544	-0.0670566407875575	-0.0958852263903951	0.0589491888574397	-0.00770256056282184	-0.00213872892586302	0.0192848488350801	-0.0195149805612001	0.0144419988721651	0.0199927042052475	0.0594103204238017	0.0382551272185569	-0.0024812664272305	-0.0334641398075213	0.0113355046237364	0.0367061660704465	-0.00114600024970869	0.0123236266438322	0.0171654474184027	-0.0311920790603126	-0.034113905828495	0.0487427685456628	0.0195032604925432	5
-0.0335294994771307	-0.082424963582888	0.0228646710611343	0.0296734538785017	0.0258469646796148	0.0196005625231011	0.0520112765914936	0.085799637469296	-0.010136257787659	-0.0228720281934004	0.0328892232518	0.00914668924763397	0.0681256537534879	0.0242001415552238	0.0077200617044921	0.00682884608580743	-0.0514831393868508	-0.0836381724423412	0.0165872636645187	-0.049048755828023	-0.00626313536417328	-0.0624068732936425	0.0250181919393202	0.0980525951418111	0.000382139240841115	0.0345827498936848	5
0.0428444935609352	-0.00446522660595743	-0.0784169929860216	-0.018433743466456	0.00520051234977854	-0.000552558433554395	0.0161442412176978	0.00985112587718956	-0.0151557704202497	0.0444685728958149	0.00343792334028573	0.0282644781468973	-0.0127031684329272	-0.0167964989389896	-0.0549805665469783	0.000665799529634747	-0.0330088119532975	-0.0156820259636466	0.0329958764190974	-0.0283958602169186	-0.0416019764807648	0.0110837383709497	-0.00844664141592533	0.00698249962667778	-0.0197727984042124	-0.0105677666189373	5
0.256553331278007	0.0433616757003128	-0.047956328767399	0.0719342831382005	-0.0355847766411971	-0.0223908528887644	-0.0705511217696309	-0.0115860299389323	-0.0410635474220235	0.0386880191110612	0.0629464631219757	0.0325443437631567	0.0160571803592028	-0.134586468087883	-0.0616094540886583	0.0156301339563564	0.00475000567564444	-0.0210216521993336	0.0101574098299627	-0.0690830457305007	-0.0266338026316004	0.0348539473945589	-0.0450689738293139	0.0532334408552263	0.0189006041672043	-0.0113907141718424	4
-0.012431383608949	-0.0594925977337202	0.0235759302923268	0.0541277149524771	0.0131809409041621	-0.0954190092950881	-0.0493921901571339	-0.0282234195921756	0.0916989621621178	0.0206151489101508	-0.0171383473466526	0.0566032270269115	-0.054358530064049	0.121183447609901	-0.0182983918836654	-0.0124289016173286	0.0261953346240148	0.0182802139581734	-0.0988919826674357	0.0653066067861956	0.0222951050415271	-0.0946281510746932	0.046015800194298	-0.0572899093451791	0.0369509523029058	-0.000846341170185567	4
0.0105420884275233	0.0262242191925705	-0.024991458247656	0.0145349597233984	0.016103437366519	-0.10285374002626	-0.0259025183395	0.0100633963545486	0.00129150361651699	-0.0153154857526604	-0.00613656755753703	-0.0315670088450949	0.0720155294412065	-0.0849608284805216	-0.12783064601294	-0.000355238672971131	0.0634427606173539	-0.0470409329351844	0.0839730532125051	0.0928392673725013	0.0503120331093064	-0.00764422438213081	-0.00447042939685816	0.0238887304020339	0.0263259726734065	0.0579335582376086	5
0.0283250334951878	0.00437896629874576	0.0106470104615288	-0.0415309406602579	-0.0521040954871653	-0.0367249514785613	0.0251916377472681	-0.0249129224131771	-0.078268121760586	-0.0395269008031519	-0.0831965559958981	-0.004563168514573	0.034208294503415	0.120559948097076	-0.035776175122124	-0.00942027850370889	-0.00104837857020827	0.0495601781439723	-0.0862219991989727	0.0516374601753823	0.0422484206061709	0.0616999916674368	-0.0777516360693861	-0.0151093918297502	0.0438803846879763	0.0673371018062914	4
