"SV1"	"SV2"	"SV3"	"SV4"	"SV5"	"SV6"	"SV7"	"SV8"	"SV9"	"SV10"	"SV11"	"SV12"	"SV13"	"SV14"	"SV15"	"SV16"	"SV17"	"SV18"	"SV19"	"SV20"	"AGE_GROUP"
0.00764623128114521	-0.0078815077760142	0.0206949812197278	-0.0288582377208959	0.0562311851271845	-0.052401453331875	0.0676108375573145	-0.0358554897644056	0.0585231139378001	-0.0240658762813785	0.0437255905304487	-0.0733542209288425	0.100384735941988	-0.0108289192643668	0.00105974276839107	-0.0211959173414998	0.000878903355880809	-0.0763452722070038	0.0045848825850762	-0.0214778816626852	4
0.0117648561662261	-0.0834615452307851	-0.0391989491987869	-0.00629961746401325	-0.0367199297683843	-0.0212642119329778	-0.0150382856615405	0.030422323867881	-0.0331356059402586	-0.0266706621833095	0.0292844305675063	-0.00775091050210162	-0.0552256594416614	0.0644922306487048	-0.00113980129443926	0.0334850008388758	-0.035358066990883	-0.053296582813402	-0.0889873562883627	-0.0650153462029804	5
0.0533784198192219	-0.0250087009628476	0.0730727210741186	-0.0452217781782636	0.0637265942812649	0.119817507133455	-0.0716954815103366	-0.0550668503351712	0.127253665422622	-0.0535257627196245	-0.000862403316533922	0.0366663781457643	0.0594170041217139	-0.0376498133602294	-0.0385544191292856	0.0316539407068598	-0.0430975786580039	-0.153737897468853	0.0621604970934845	-0.0355616975714897	5
0.017000557778637	-0.0288477664032998	-0.00610472170598236	-0.00379005803032695	0.100295835193883	-0.0530404664036528	0.0178912983851543	0.0297217949405171	-0.00110272850030654	-0.03796176938946	0.0143372285209974	-0.103872898609609	0.0236516208719995	-0.00723590915928652	-0.0522024438410524	0.0521383167057148	-0.0169702028572067	0.0296297129740411	0.031484452869967	-0.00552818674364734	5
0.0322605642088804	0.023894120370438	0.0029355212469489	0.0179471906686183	0.0564584803997377	0.011454697201596	0.0109512727251405	0.00574675863093743	0.0300556293366812	0.0678036758105125	-0.0146815030056977	0.0299472375913393	0.0079766663565046	0.0294075656087624	-0.0230176266322968	0.087298171618544	-0.0635800522172115	-0.112924017523393	0.0490204180336031	0.0784376722424527	5
0.0470400782535052	-0.0665652880183312	-0.0355179434654922	0.0139421252772499	0.0440818739524738	0.0469701226683165	0.038129104196341	0.0396114920830051	0.0548896432705767	0.0632360170065141	0.00725118259148783	-0.0262051504395743	0.127354779481265	0.114481626901557	-0.0548698652963357	0.013309289759792	-0.0409455086472317	-0.0791941931509034	0.0815143637640036	0.00883150288490936	4
-0.159594965695805	-0.0404584354498065	0.0788924299983246	-0.00537578974436656	0.129735796510978	-0.0148057957112503	-0.0366405635024802	-0.0792875337840142	-0.0542020727196247	0.0109148177832836	0.00637564911903435	-0.037418979573811	0.0184779905368102	-0.0690610508010725	-0.00599994715446704	0.0966356999459815	0.0225312180791734	-0.00260827770126661	-0.0622615342747203	0.0369368834063623	4
0.0311976382809851	-0.0272997163429344	-0.0101816710220485	0.0395855764359653	0.0707869009387966	-0.00390202936292556	0.0541846333856006	0.02634130868861	-0.0427191204219059	-0.0151328510052779	-0.0324674919150843	0.0659964486286525	-0.0230339284310871	0.024676548565126	-0.0979942316519395	0.0546040394388129	-0.0610558205474844	0.0159068792124617	-0.0122644541596355	-0.016944404886782	4
0.0112107821611139	0.0463772822554668	0.0361031277083008	-0.00957555861305204	-0.0807876080278955	-0.0476305032185561	0.0406196271183449	-0.0300914409651752	0.0199751209672333	0.0120452477129683	0.039506957366841	0.0669243502686541	0.0656893566418377	0.0228292361886459	0.0411674015295058	0.0283930918869806	-0.0985993838078108	0.00406784796013085	0.00331600410118243	-0.0312329804734617	5
0.0410769128650033	-0.00383505676693028	-0.0576399566800097	-0.0515422028521658	-0.0135265253051739	-0.0330791924819554	0.0410676421776741	-0.279289160165228	-0.121406291863755	0.0210513651076715	0.0294496421326111	-0.0198402536132818	-0.0549071980591634	0.0627251536359076	-0.0340718975217284	0.126805777828041	0.0171043727535475	-0.0674254465037315	0.0548442324404819	0.140052054548666	5
0.037195698656141	-0.0151267683749615	0.00763294719983368	0.0801458617298959	0.0796051436389488	-0.0218303518369193	0.117772758718176	-0.0436398462200518	-0.00940834874111779	-0.119590798605174	-0.00512409946792307	0.0657142681428471	-0.0241223140691755	0.0968512398548928	0.0893188241710477	0.10525500795764	0.00442498267417469	0.0237890907894951	-0.0269976912801243	0.00351905808476611	2
0.0404257523547783	0.0703212264092888	0.00656558277669106	0.00330618442649373	-0.0122040808498853	0.00819123988410464	-0.0562406012509978	0.0412821730315821	-0.0517924556843687	0.0337097034992778	-0.0399081961564586	0.0235111871292067	-0.056398568636153	0.063033910888466	0.0494134893218448	-0.0612174880356154	-0.0648077450334064	-0.005260257969183	-0.0475321960250621	-0.0312051922629016	5
