"SV1"	"SV2"	"SV3"	"SV4"	"SV5"	"SV6"	"SV7"	"SV8"	"SV9"	"SV10"	"SV11"	"SV12"	"SV13"	"SV14"	"SV15"	"SV16"	"SV17"	"SV18"	"SV19"	"SV20"	"SV21"	"SV22"	"SV23"	"SV24"	"SV25"	"SV26"	"SV27"	"SV28"	"SV29"	"SV30"	"SV31"	"SV32"	"SV33"	"SV34"	"SV35"	"AGE_GROUP"
-0.0173570384393885	0.0173274651372704	-0.053139141311016	0.00520825062726131	-0.0326384490560932	0.0606279786131885	-0.034339454795222	0.0415177743502815	-0.0465261513109923	0.036083245801545	-0.000836701837424485	0.0339182695190908	-0.0189656123717592	0.0329996780124165	-0.00919220482551874	0.022928227789555	-0.0101481549284636	-0.0072810942352395	0.0194371780098103	-0.0199928504909326	0.00989692415873619	-0.0134426424899251	0.0451289091958993	-0.0178661096618387	0.0814399246325397	-0.0189201859345971	0.0347319108323326	-0.0642263313288948	0.0197030702236739	-0.0202468630036658	0.0356700979436708	-0.0599831536893374	0.0458955630615167	-0.014537273380795	-0.0233055260123626	4
-0.0269364992541298	0.0142516759191981	-0.0906312550143297	-0.0197827414886195	-0.0347143458343614	-0.0728582907414483	-0.0157294062114764	0.00793271602114667	-0.0760674888005763	0.0381823058355092	0.00547594102683695	0.0626090659307642	-0.0179967591339732	-0.0123998934399504	-0.0327636710283954	-0.000847361317299553	-0.0172784166805385	-0.0274818630842631	-0.0259172848375139	-0.0198438273524072	-0.016278474227498	0.000739374659886913	0.0148597730574531	-0.0152222882655061	-0.052462268922008	-0.0508351861712452	-0.0205647637500428	0.00312975152700275	-0.000881926040605389	-0.0386249298679708	-0.0332458396616589	-0.0397839434134578	-0.0165786966342611	-0.0543689288996917	0.0262332128206777	5
0.00040641891075599	0.0125731737980087	-0.0795677253491921	0.00508063170457967	-0.0228472520905783	-0.0294846622501209	0.0390504411152943	0.051508612061153	-0.0301301820542039	-0.0016872846657216	-0.0040679539856729	0.0511265669912997	0.0410566157226352	-0.0099006183327997	-0.00170930760862006	-0.0557238674940065	-0.0284244186016749	-0.000775196869635043	-0.0113144235807173	-0.0433867268496763	-0.00301669551939854	0.0216085359686391	0.021260748725508	0.0385125460385696	0.014991865500617	0.00255097515358219	0.0170687862925713	0.0117556782744502	0.0314699521893294	-0.0365886358727448	0.0430051997687528	0.00323371258505317	-0.00672437290093112	-0.0287438799588264	-0.00952813131341358	5
-0.0316943002113153	0.0237796518885514	0.0674971756827395	-0.0671674808427469	-0.0712298626189631	-0.0797717062390985	0.0357510060837967	0.114792338906289	-0.00663851802197882	0.0627448982591491	-0.0470849536018977	-0.123194439476721	0.0568465342682837	0.0493348028131375	-0.00783589020102105	-0.0159587048681465	-0.0079715906221467	-0.0502509682212201	-0.0220241933845939	0.0104864248536638	0.0397903215114173	0.0323734826746584	0.0914608660936167	0.0485612695546338	0.0260613632982946	0.016090743678787	0.0310412505759178	0.100284177371585	-0.0300244653138838	-0.0538210283597299	-0.0242536490970117	-0.0761047186340588	0.0119205394204956	-0.00960605080131074	-0.024576949024106	4
-0.131195811700774	-0.00661880978351592	0.0542785588149276	0.0550590099652028	0.0639213174375537	-0.0475584540834325	-0.0740905518933528	-0.00397291316677935	-0.0543816011745205	-0.0305305193900879	0.0187564825363189	-0.0274630594517175	0.0128069275550229	0.0298739951056071	-0.0237300559884561	-0.0938489889549441	-0.0498975271677917	0.0416165777877202	-0.0390866204804371	-0.0168157863418209	-0.0228144873941959	-0.0457485182570776	-0.00371347748422887	-0.0552201079558953	-0.0777768575533223	-0.0166133981077227	0.0557306653696953	-0.0395468086316413	0.0389308708286632	-0.0178804388889386	-0.0151183790091893	-0.0291979942321941	-0.0667896331093144	-0.0492827050116222	0.0146420312547379	4
0.023113552245919	0.0246449463113636	-0.0489220422084582	0.0416236405004409	-0.0245862620707019	-0.0268193655817388	-0.0346832118526749	0.00781926640032415	-0.0341060642688344	0.0587064568369421	0.00185770424950299	-0.0313947311838242	-0.0709006734788262	-0.0186928287498906	-0.0333450745749973	0.0183721170787883	-0.000468498611363543	0.0112008374811793	0.0250908176625958	-0.00640299226585992	-0.0471255373106768	0.0297517915091317	0.0313864614888311	0.0273674830874371	-0.0235974567820796	-0.00734744795002411	-0.0337635428591463	0.0953490348866321	0.0335553750641299	-0.00950000531203639	-0.00948629320429693	0.0160550447844675	-0.0477942080009582	-0.015159504116193	-0.0172163602816746	4
0.00512549841924165	0.0315859572940509	-0.0258405949287707	-0.00877173756345588	0.0545690586112261	0.0158203876409255	0.00236615017261305	-5.10251069180123e-06	0.0883223561218808	-0.0149381433075402	0.0266186048890028	-0.0567953093493584	0.0476919397551803	0.136701758323909	0.0615691156103516	-0.0153862267944312	-0.0150705028948133	-0.0528840529805818	-0.0507207842237363	-0.0689446594314991	0.111617063664443	0.0328165580594313	-0.062314819900836	0.0242758208601314	0.0959403653224145	0.026474209236709	0.124700424128592	-0.0222889996411934	0.0216237871682409	-0.0194535650967008	-0.0338780393926559	0.121045445070501	-0.0830482199088291	0.00467150831378349	0.00631951160250694	5
0.0278996932656093	-0.0785766887714163	-0.0128924398333418	-0.0629323383985278	-0.0114917875554981	-0.0271697364171578	-0.0379125641789081	0.0339039448108693	0.0271229850884386	0.0271134880745552	-0.0624577650971938	-0.0423667411013773	-0.069084958421072	-0.0164408737940113	0.0372438515768684	0.0421855485089103	0.00463280910731384	0.05799670018981	-0.0208625427776027	-0.00183101566015006	-0.027029042167745	0.0294536476604758	0.00814758108560204	-0.0446055066132237	-0.0874205041613538	0.0430345807230648	-0.10993665336794	0.0407833806694887	0.0327449436430199	-0.00962214654317798	0.00824490438369765	0.0497832070345929	-0.106746052852805	0.0468288427813735	-0.0108875234946243	5
-0.0368762147806397	0.0839682179811732	0.000318299147511367	-0.0218660188575666	0.054150576289771	-0.00779711052300985	0.0251467925470426	0.0298097462909871	0.1025597187489	0.00142059026844743	-0.0156216598145829	-0.00482605763634056	0.025105478107079	-0.0591969632183659	0.00425339962538563	-0.0369415463208343	0.0558756844625294	-0.0200504390008165	0.0259393024298682	-0.0169417363554856	-0.0813556400355697	-0.0359597164181776	-0.0215429557307189	-0.110971112559313	0.0024344229709678	0.0594738853555818	-0.056574302847683	-0.00287106366065371	-0.0273734448891921	-0.00883534071980694	-0.0454934649088996	-0.00612076221832451	-0.0423894019536921	-0.000500163218708142	-0.0374127124844286	1
-0.0232197506693884	0.00543329713610067	-0.044444599875353	-0.00331840504966444	-0.0224903569336951	-0.0293513062066231	0.0175023720489433	-0.0244805103259713	-0.0247652884805206	-0.0102585720404485	-0.000526869761005736	0.020124400488491	-0.0100322166701309	0.0161452553575551	0.0225045922766359	0.00604551539718881	0.0519295847253481	0.0018382370605038	0.0755641894278222	0.0233727595927148	-0.033366799802207	0.0439579967445477	-0.0154842563991446	-0.0150949142549429	0.0609201650500545	0.000226753740808244	-0.024046056157625	-0.00511940005113581	-0.0438774082120024	0.0381762499904377	0.0241707465200133	0.00475842094530114	-0.0354993734467935	0.0124466821772989	-0.00735978302088781	2
-0.154579340804932	0.0158725434907849	0.069941083008835	0.0634400050332331	0.0441761132187556	-0.00946819018488408	-0.000568605907846631	-0.0266220972191488	-0.00920506735070779	0.0481279959094837	-0.00213273281630852	-0.0143488411860646	0.0218320304005355	0.0322974613133904	0.0114169918717961	-0.00838480114454543	0.00958653098914475	0.0440767002118412	-0.0145449506338604	0.0209126237299511	-0.00424793899805127	0.00845554683130333	0.0209798831684986	0.00952740044613097	0.0332192961449708	0.00198530561144343	0.00802363217232361	0.0604462019337105	-0.0254122343653009	-0.0116429686830736	0.00845844156728899	0.0263691012960548	-0.00364627285867652	-0.0268864186935278	0.0257258533864068	5
-0.0183449743511916	-0.0178115387841609	0.0817287638800655	-0.00362765105073604	0.0133555939219804	-0.0432803663922461	0.0343649194633325	0.114094241470097	-0.0279348990107594	0.0484713496574437	-0.0290002483797146	-0.0452974811570104	-0.00610315047024063	0.0912278200578156	-0.0147403869246935	-0.00158609737569911	-0.0369068866510205	0.0228502674505028	0.0163991967975383	0.016963135274886	-0.0385377154047496	-0.0545622688699292	0.066150666793494	-0.0437684799910938	-0.00669869004067705	-0.0102518967993508	0.00508672796226105	-0.0265273013942845	-0.0553074596106424	0.0572762864032835	-0.00566525320287874	-0.0323015444360753	0.0239238103205928	-0.0522034183386769	-0.066560589688914	5
0.0340436027896875	0.0140422544600331	-0.0621730189551732	-0.0181164919741984	-0.0104827930044764	-0.0664138219744569	0.038888153713268	0.0318211866001197	-0.0715049202902401	0.0122477232279907	-0.00760783618242845	-0.0470889255526121	0.0798232997449326	0.112772497802095	-0.0355252624989582	-0.0555676263975542	-0.0664024172066441	-0.0151963444370801	-0.00978934278080125	-0.0593512413859819	0.0873897895205389	0.0649491720381261	-0.0707232362338132	0.00585043002634551	0.0592219595887642	0.0198645721858825	0.106757338253137	-0.0417322479953543	-0.0444164369189083	0.012409411772794	0.0383053350475178	-0.0571939963477906	-0.0468594214374235	-0.00298647024729739	0.0396021745955573	4
