"SV1"	"SV2"	"SV3"	"SV4"	"SV5"	"SV6"	"SV7"	"SV8"	"SV9"	"SV10"	"SEX"
0.0713416172675818	-0.0676302915330775	0.174917753988368	-0.191829246523914	0.269183386588917	-0.0886778991580114	0.0577592467577778	-0.212869788927983	0.0487208840539152	-0.0804910821644275	1
-0.164785037582181	-0.0158511310547263	0.0733226632418413	-0.0650848332081172	-0.0586722233094096	-0.0384134289414531	-0.0117549412535675	0.0473645950618645	-0.000852098371569047	0.0138596236808255	2
0.0382233758693754	0.0311018425406661	-0.0235146366543442	0.0782615444588978	-0.128714673842039	0.106428298122787	0.149004298784474	-0.251503835113078	0.157409274733791	-0.187056958473197	1
-0.0156877797175448	-0.0424515982621716	0.00120293426786629	0.0347928588427097	-0.0603529269679701	-0.0455606292094441	-0.0781594285294085	-0.0203233238118231	0.0561848505181798	-0.0191035718978969	1
0.0922537222141829	-0.102007268905557	-0.107764262151852	0.115703804337976	0.0273002107788089	0.100904657079885	0.0275528474596421	0.0146733908956594	-0.0765223300531002	-0.0246678766593739	2
-0.114656825026952	-0.0510790824296942	0.0457224589834272	0.00511221798136463	-0.0931075539321298	-0.0380811587254419	-0.0227760131722814	-0.0213076350563468	0.0127801888581022	0.0543010744774704	1
-0.0270929318537188	0.0928085910674425	-0.151981493762738	-0.112951055980672	0.0576728309265468	0.134118604690646	0.195386856212788	0.203475647028324	-0.0863504368707652	-0.0530782319094954	1
0.0490601650092912	0.168391872412323	-0.0120983991663914	0.226994998513034	0.054832162167713	-0.0426772486487099	0.00513777401026541	0.0151533804929088	-0.139457120508203	-0.0577096961341617	2
-0.0498209235286512	-0.00416683739338606	-0.00388057649514223	0.0561517062916385	-0.0365382825708014	-0.0374134634513059	-0.0786160339245367	-0.0266101301335104	-0.100001201774155	0.0352779585138942	1
0.0192409157652226	0.105478732938493	0.0574226651999503	0.0633932655134317	-0.0720781722287459	-0.0230056023413993	-0.00530573858244288	0.153645381141012	-0.0239289482762748	-0.102597883615732	2
-0.0201472065125254	0.116188584776631	-0.0721276578375557	-0.0143547824179282	-0.0886922494770247	-0.125811942463988	-0.000378062578368824	-0.201822427913374	0.0623894266622382	-0.0806907779646882	1
-0.206968065761891	-0.107272187929615	0.133285672054977	-0.026006568038996	-0.0796313717529942	-0.00809668266127672	-0.122040624374498	0.00993146083536491	0.0623766201829799	0.0354981435123858	2
