"SV1"	"SV2"	"SV3"	"SV4"	"SV5"	"SV6"	"SV7"	"SV8"	"SV9"	"SV10"	"SV11"	"SV12"	"SV13"	"SV14"	"SV15"	"SV16"	"SV17"	"SV18"	"SV19"	"SV20"	"SV21"	"SV22"	"SV23"	"SEX"
0.121032455271815	0.0505959602972822	-0.0567950203244587	0.149358890368117	-0.130553257585537	0.0273023628327894	-0.229459690053721	0.0113170140329384	-0.0686486143847183	0.0422967000812643	-0.0811609349599924	0.0301777562829179	-0.121021686696524	0.0274359557394316	-0.085100107989233	0.129668521453265	-0.0803489885002407	-0.108049843620006	0.221584641732576	-0.039065749438584	-0.0686921940586074	0.0262992927050783	-0.179771205687325	2
-0.0548921693085825	-0.0458587511006899	-0.0245175967779292	0.0326143394230838	0.098741238076159	0.109788974192075	0.0806856334566094	-0.00699404512072362	0.0243087150177778	0.0276185717830452	-0.0610300619028275	-0.0248697974310621	-0.0625349858300958	0.0349816837683149	-0.0565794680674838	-0.0276467181875103	-0.0244049388151623	-0.0496480220201705	-0.0219040773210567	-0.0664592882811376	0.0210891072622761	-0.115810025931486	-0.102995002177945	2
-0.0331263481476129	-0.0393147523161597	0.0614961567485982	0.0273287388251016	-0.023517571754366	0.0479394044582322	-0.0457896376919721	0.0742827417917674	0.0451725197523507	-0.0207307399502142	-0.119101878270411	0.0413687936793661	0.0846865673327497	-0.0900107511385282	0.0115010930066209	0.0594355120167504	0.104301514528221	0.0394679970642257	-0.041518611511859	-0.100550862471647	-0.0679617161438009	0.0507129950349427	0.0173614964354033	1
-0.0303641982176883	0.0248373033203463	0.0834713443455026	0.022059259793054	0.0415250893573787	-0.0965467057638316	-0.0651945751830427	-0.02430324462556	-0.060389591952927	0.0243434615237055	-0.0583358621975437	0.0167798139117155	0.0114365645160289	-0.0238794020563066	0.0485438774402518	0.00625813545384675	0.0497849953113747	0.0305352134852725	-0.00579941362376118	-0.0106999419976796	-0.00800789107919396	0.0344608351781384	-0.0262909248726406	1
-0.0500999307079215	0.0354069922158711	0.0637344908688222	-0.0134233263789845	0.0383827172510919	-0.0237325015940239	0.0146487422552783	0.0236650762847781	-0.0322450563057051	0.0142430741994969	-0.00641017204501274	-0.00747774724232573	-0.00945615197998181	-0.0474733746636289	-0.0398686138840725	0.00693642013496507	0.0357162565428195	-0.014559834183983	0.0299288372575096	0.0476489900501361	-0.0153763137425634	-0.0946339984941856	-0.0123633909657655	1
-0.022457928075444	-0.00106632844119336	-0.0473604350990335	-0.0340452021554876	-0.119295846581011	0.0453907677197861	-0.0352311288745419	0.00391287458415466	0.0732426733191249	-0.0239824052394364	-0.0481444132845664	0.0440081867819217	0.0100539460978421	0.0960441016504604	0.00347803359540687	0.0297500778391621	0.0398968554830128	0.0394299342057083	-0.140845194689646	0.0526043726383869	-0.0459454675412804	-0.0713485845833304	0.0524964737273598	1
-0.0397268922954611	-0.0201396615396121	0.0171967851713509	0.0259376038633311	0.0670026563966373	-0.0485062930032829	-0.0177474130629487	-0.0207833924087877	-0.00705082642411575	-0.0382985579275097	-0.0498379019085354	-0.0460425921617559	-0.0347119639149919	0.121501411506462	-0.144498214334319	-0.0158423085338078	-0.0199369009939384	-0.00530511695408283	0.0517548538297596	0.0448353609256065	0.104944671873348	-0.0652250888538865	-0.0191594125432218	1
0.134907881965235	-0.0189261881279311	0.0389757165425031	0.0697530640656696	0.0038979623821998	-0.0515535538988857	0.0681075242342673	-0.0378016362645741	0.0363760955062611	0.0631171328833564	0.0256885487667479	-0.0978775200259488	-0.0336155785756327	0.0112832042785778	0.11807176316164	-0.0296990238004655	0.0068339600074776	-0.0382831055503506	-0.0471082800040751	0.0327873261893025	0.0120435544309029	0.00372831047059906	-0.0603323537716542	1
0.00784319344404558	0.0177837058008853	0.0219132072631681	0.0423071966732572	-0.10227216030964	0.0466475060075184	0.0167639332186669	-0.0491350018835646	-0.0109706565369415	0.00261057898114971	0.0554957682771844	-0.0144341364141335	0.0194283455621122	0.00150555338393761	-0.134814739480236	0.0767335222769782	0.026579412603104	-0.0339054668935104	-0.0800684501683797	0.00336014175300818	-0.11295888462476	-0.047340781839184	0.119743688300607	2
-0.0576488570601292	-0.0583225617193107	0.0764418309027152	0.00566811830648997	0.030148646465561	-0.0569880442448021	-0.0376018898270467	-0.030471026097434	-0.0229471306050782	-0.0357929486976678	-0.0637623671875843	0.0549878435209206	0.142290893267322	-0.0213176525627015	-0.0112829167038907	0.00381504059300856	0.0587571418024936	0.00475126679453218	-0.0739980562360903	-0.0365664134449237	0.0313968389564927	-0.0948375842450819	-0.111932791897227	1
