"SV1"	"SV2"	"SV3"	"SV4"	"SV5"	"SV6"	"SV7"	"SV8"	"SV9"	"SV10"	"SV11"	"SV12"	"SV13"	"SV14"	"SV15"	"SV16"	"SV17"	"SV18"	"SV19"	"SV20"	"SV21"	"SV22"	"SV23"	"SV24"	"SV25"	"SV26"	"SV27"	"SV28"	"SV29"	"SV30"	"SV31"	"SV32"	"SV33"	"SV34"	"SV35"	"SV36"	"SV37"	"SV38"	"SV39"	"SV40"	"SV41"	"SV42"	"SV43"	"SV44"	"AGE_GROUP"
-0.0267997936333637	0.0508380491180569	-0.113752877752459	0.0193083527757661	-0.112655117951145	0.0704542263271806	-0.0128129788863659	0.0716021955286967	-0.127451785604245	-0.0230010044845974	0.0555231246098472	-0.079021950725327	0.000999664532302527	-0.011992265997222	0.0322044427955887	-0.172643147797731	0.0176151447818296	-0.00725470282412225	0.0594561833549407	-0.00265664080045833	-0.0501355243342482	0.0100049167407085	0.0664714743263421	-0.0273304503121497	0.0480863312761213	0.0310512742697415	-0.0641760562834088	0.0391221869430891	-0.0536772706332618	0.0153719631727358	-0.0226136876364545	0.0275011690277903	-0.0421274860242856	0.067629259892894	-0.0879414189131728	0.0484294349537507	-0.0246036918497365	0.0463958469011176	-0.0222450122769088	0.088105675290988	-0.070637608370194	0.0163656475404823	0.0358346584115925	-0.050578839318807	5
-0.02188456705521	0.0735152534694148	-0.0261349521324744	-0.0152210504356818	0.0036019944012648	-0.0589880437242765	0.00852745023562459	-0.0149507065156153	0.0493771879797702	-0.00524933490579015	0.00570792184014628	0.0182423116881187	-0.00286742419086383	0.0393884801711378	0.0203675244660343	-0.0182061553135453	-0.0390171757669774	-0.0613205658079819	0.0489993253099212	-0.00283217932852655	-0.0099144354394376	0.0796778214505856	-0.0902258109078285	0.0385960239609461	0.0141274494116686	-0.00517358810275384	0.000523805232036727	0.0204825997076728	0.000101313349260215	0.0228134259927911	-0.0240310830049867	0.0064835693241283	-0.0296050779287902	-0.0236386471010408	-0.00399898337683087	0.00612843044668143	0.0469878977552544	0.0178950086147835	0.0264661150386484	0.0740965281276433	0.00409178633928229	-0.000645735174521745	0.00926849371467515	0.0430281258563544	4
-0.0680821810097633	-0.0600316310110608	0.0102570146615976	-0.0250567574701274	0.013878328014941	-0.0269901784096001	-0.00341067738585626	-0.0295475475492963	0.00150603511785041	-0.0515427330431066	0.0108199177525359	-0.0465288923707482	0.0614106562517676	0.0124600660178003	0.0291114740584705	-0.0169416935777797	0.00974084140354226	-0.0574782975489849	0.0170366420243505	0.024691402213059	0.0111062790538723	-0.00139396240646317	-0.0176478328698063	0.0607807931359366	-0.0172021251806322	0.0199919356622263	-0.0207833596630932	0.0377497811016258	0.0109838864371252	-0.0234763158434631	-0.0226428691022882	0.00215135294829946	-0.0362015476270541	-0.0410575026299464	0.0138902593134261	-0.0203121921971265	-0.0280379608662555	0.00464605510595481	0.0132057375433119	0.0410427740076753	-0.0308402361539276	-0.00553080484204985	0.0264318734261878	0.0465343820062147	5
-0.0117406836238332	0.0870202584610479	0.0596137384644886	-0.0900257223994107	-0.0482844676492081	-0.0142957835566045	0.0816400714563826	0.0474516256543446	-0.02984523287597	0.00414761417591212	-0.0517019986648422	0.0618221983856163	-0.0653389102978571	-0.0316927015209979	-0.00102151484075974	-0.0134944399586518	0.0308994103673036	0.0131972241441045	-0.0208079809135303	0.0117067163450095	0.0105599054359694	-0.0514534020487495	-0.0162365583135595	0.114399297027974	0.0356099338434962	-0.0140522673145107	-0.0501643984174589	-0.0161767775031604	-0.022751785121663	-0.0422619580486202	-0.0248836504915541	0.0778118719921008	-0.015643775527593	-0.0267594858959145	0.0324090511148301	-0.0114080517541633	0.0639685377344608	-0.0433571357616333	-0.00178089605199552	0.110912062969579	0.0433318362014492	-0.00678767100150696	0.0352096650113454	0.0329030937894755	5
0.0417810838858673	-0.00844521451297914	-0.00424123878432742	0.0379230078220931	0.0249270618379517	0.00226833501910731	0.0357426220276678	0.0626254612997241	0.0445823635873226	0.00711791579356623	-0.00578190551179242	0.0441896166377728	0.0616339544513129	0.0215918684410963	0.010927643482788	0.0222141751356342	0.0263155957892897	-0.0125192660869911	0.0128374518163587	-0.0246613367364872	-0.0499368083396401	-0.012064886570022	-0.0192987041313571	0.025532651704112	-0.00085313287027014	-0.0383740514977947	-0.0296565746924	-0.0151378960730196	0.0288229878315184	-0.0294040614073377	0.034716551710589	-0.0290633965374326	-0.00341122813449029	-0.0341520850276337	0.0323687025279074	-2.66843989359528e-05	-0.012445987549571	0.0470451655992964	0.02359319719584	-0.0191659661743776	-0.000499807788595777	0.03978070157265	0.0147510181187658	-0.00513359455158063	5
0.0367845182408127	0.0286434394889465	0.0280571975061786	0.0881509927261998	0.0112102377401057	-0.0131299979056872	0.0123501005506651	-0.0114593751177853	0.00377270417304015	0.000357317324477816	-0.0426000190239567	0.0229554529683542	-0.0326551563231443	0.0198971597726949	-0.018176662629191	0.0142565070294202	-0.0261084628930334	-0.0439135530897714	-0.0176671089769881	0.0177247036175345	0.0241736829477454	-0.0383428277371035	-0.0100123624107411	-0.0170546131873688	0.0148328872132392	0.0536591586252568	-0.024764929619647	0.0152273381113052	0.0529360319837516	-0.0104024795580826	-0.0163061565916681	-0.0286889968711967	0.0102782495086868	0.0167061057980888	-0.0293219284509321	0.0243351214571553	-0.0330875358628178	0.0180588861510955	0.0439339975535047	-0.00553823346067343	-0.0123984112325777	0.0255053648058752	0.0294806875785455	0.0410153711067932	5
0.0367985065769759	0.0518937679088648	0.028589379581383	0.0323380985683362	0.0193357420499278	0.0467664501371132	-0.0266448722373271	-0.00757314423546253	0.00538607123386153	0.0320750600013575	0.0605452212306275	0.0412657963330602	-0.0354459365241939	0.0635031002652897	0.0108211163367998	0.0242528737792742	0.0366922398756872	-0.0294903492560488	-0.0141658461702682	0.00620553173170282	0.0567624435642559	-0.00385498961938611	-0.0232258648657862	0.00212972544259668	-0.0618389260196177	0.0356041794166361	-0.0327393943226456	0.0566833102361354	0.0494333737554613	0.0256932205774599	0.0119081485164061	-0.00587231100924906	0.0558400233344586	0.015129314793551	0.0268342973448853	-0.0353961147919524	0.0158344902043861	-0.105181790871749	0.0364797069831538	-0.0508538063227199	0.0532263430774966	-0.0506582491797321	0.0429463562268803	-0.041541513002417	5
-0.0720087624009198	-0.00163414503135256	0.0309343696718688	-0.0208897328688189	-0.0176629376960441	-0.0435832955250618	0.0147452738071581	0.00955575512561421	-0.0103265711425127	-0.0145302909971778	0.00750543605922522	-0.00219984967751348	0.0176105454536118	-0.00821291673888642	-0.00129040056190724	-0.0163871164956855	0.0249477437763033	0.0185058929750816	0.0605863359349444	-0.0259573184528909	-0.0607486025475471	-0.069698560268304	0.0148095187952411	-0.0349420108061024	0.0828608156603609	0.0535318115030612	0.0933731212527734	-0.0243464559525824	-0.0725521935249148	0.00545356617192753	-0.0595852122504459	-0.00326220828941406	-0.0410354964970237	0.0321255478044873	0.032986212278839	0.0129594862160997	-0.0169290964862171	-0.046075599449095	0.116942697028899	-0.0128614382935636	0.0300614423502411	-0.012630121765348	0.014998488715073	-0.00787684616201353	5
0.033118567502152	-0.00624060562335832	-0.0392256669820126	0.0202172807351777	0.0394712312405375	-0.0203589745019847	0.0511602269029008	-0.00653379408655316	0.028284347221368	-0.0142635763749173	0.0456543013939122	-0.0361005088797223	-0.0142930990616948	-0.058921370368612	-0.0308593572913891	0.0038088820773638	0.0041140298175454	0.0201437665944677	0.046688694363785	0.0210463128650642	0.0156249219079376	0.0543866434141365	0.0274409769472704	0.0498533393295616	0.0780897983454397	-0.0206724682575348	-0.032682621550338	-0.0518762773879148	-0.0906117354813691	-0.0681093228324736	0.0320866799727212	-0.00785340611942936	0.0354187208455309	0.0701919056414162	0.0913650453754165	-0.0907010979026534	7.06301343111546e-06	-0.021097376926522	-0.0370792146718977	-0.00902060791921363	-0.0578400721711648	0.00596239467670211	0.0313451447236808	0.0229632408548401	4
0.0723576180525187	0.0417483464878268	0.0120708658114944	0.0585407179748526	-0.000334354184669955	-0.03191701664866	-0.0332307966745565	-0.0720779011609697	0.034895430620555	0.0182568211819898	-0.021081224719583	-0.0337403019002743	-0.0421218786601203	0.00519590937316465	-0.0246971513503512	0.032583613019788	0.0219692655404547	-0.0480214170064062	-0.0147538127188301	0.0679009858087915	-0.00441151068155106	-0.026789328734776	0.02044496688924	-0.0185627956130601	0.0270210464578639	0.0368186105460191	-0.0676551428718776	-0.015147219921347	0.0362240138403512	-0.0501074685893649	-0.0619281847507733	0.00874040243176796	-0.0183955152633916	0.0303799497756811	-0.0694078191360665	0.00835903832830701	-0.027519845597987	0.0206792279096473	0.0222430299445822	-0.0499626414255383	-0.0253720133065272	0.0992030003130073	-0.0135071149448166	-0.0147866496184706	5
