"SV1"	"SV2"	"SV3"	"SV4"	"SV5"	"SV6"	"SV7"	"SV8"	"SV9"	"SV10"	"SV11"	"SV12"	"SV13"	"SV14"	"SV15"	"SV16"	"SV17"	"SV18"	"SV19"	"SV20"	"SV21"	"SV22"	"SV23"	"SV24"	"SEX"
0.00662441906575379	-0.0845079798566153	0.0158739643369138	-0.00107367844390134	0.000515236849510258	-0.123321098962624	0.178959119419927	-0.185608542070617	0.117229953865484	-0.0122431395465842	0.106863758345529	-0.0970812887246309	0.141803963386278	-0.572569080524574	0.112824190457051	-0.0643164597792259	0.185348159493319	-0.393494209822227	0.241086689966666	-0.0550121201783635	0.161657028855089	-0.122553173893008	0.127386202966037	-0.0710615517540552	1
0.133455180863854	0.129668865973244	-0.0955216831953467	0.00689455683621055	-0.030682441531485	-0.0559041628103595	-0.107687667918686	-0.12927571481291	0.0562056175577691	0.0162244520692881	0.0894484640553761	-0.120712850216969	-0.0544352394884847	-0.0312227850597135	-0.0737989401799473	-0.175486451799067	-0.0133929831734357	0.111983115040847	-0.116068022043619	0.0417512097764105	0.0128410894136564	0.0465278146037376	-0.0945297198767885	0.115100343306121	1
0.0308348470240719	-0.0635195824117993	0.0069347146209737	-0.0207340447406881	0.0305900391768597	0.015746099638281	-0.0463083088462997	-0.0176725687742811	0.000332101642643232	-0.0447808454625491	0.0118284814950151	-0.00791675760712993	-0.0189007138729197	0.00964550422308663	-0.0310318775482131	-0.0150653045026863	0.00107092606995775	-0.0451851603176315	0.0167391774142169	-0.081800460496132	-0.0300042047671135	0.0157644054821646	0.00133305440924115	-0.0742240987758426	2
-0.042849011114474	0.0305029636042675	-0.0512880108575874	-0.00451203407071757	0.121433871033035	0.0047120567798711	-0.0129485345126429	-0.0650264823683079	0.0284891406928397	0.0417868774716238	0.0122943115112016	0.0127044405345227	-0.0970794827172125	0.0416749210081092	0.0372388947976363	0.0072612130458466	0.0381012126014729	-0.0300080640557033	0.00218025928233984	-0.0540869409396369	-0.00757138663891751	0.108161482521175	0.0495670718960657	0.00453508123568931	1
0.0227187982818686	-0.0278446455078018	0.0830474412697682	-0.0580165056852514	0.0876245414785168	0.049642759072056	-0.0288779954545849	0.13042444614676	0.0684701528562428	-0.0290552574253419	0.0645718696732164	-0.040872068940255	-0.0507178276915598	-0.0516633096142227	-0.0374764910043461	0.0736148963251253	-0.0354828337454859	0.0291654730546647	0.0692783124733947	-0.0316700322360855	0.0185159048367932	0.0540813584213313	0.0441241074207672	0.0557949237271303	2
-0.0293272161138975	-0.0817763386168738	-0.016456481361	0.101821647500276	0.0216499534598111	-0.0155622991496163	-0.0335263765117415	0.0811418847697676	-0.0580110590764189	-0.0297825061875525	-0.0406453505574061	0.0517197620684143	-0.063749362147281	-0.107697971467257	-0.0519998866926345	-0.0327683892278624	-0.130829058230268	-0.00783793257270604	-0.0411088052415472	-0.00892018037269866	0.0175647111941288	-0.1131485627605	-0.0350391735356218	-0.0127691896415441	1
-0.0231058652879393	-0.0472131940795123	-0.0100713047661688	-0.0415998354840611	0.0113473680158155	0.0918381070197649	-1.61305742111262e-05	0.0670869617730442	-0.000540640283086591	-0.0479543626900606	-0.0200408313882691	0.0343517206753979	0.108000899409071	-0.00839652822686696	0.0432676884338554	-0.0755640877168063	0.0390386628371441	0.0151683075487336	-0.0224866123970482	-0.0661077143703192	-0.0267458779794198	0.0233260771476539	-0.0407013884751663	0.0170640319293291	1
-0.00196370239230611	0.0398887008650675	0.0594415333443478	-0.0826616111495658	-0.0503504938416131	0.00739355662516161	-0.108131395910081	-0.00471332802000174	0.0575642527725461	0.0124863098960305	-0.0578268716664365	-0.051910275633645	0.00874283401340212	-0.0163807862243229	-0.00622242825056865	-8.67124146284193e-05	0.0117733962327665	0.0424750555076099	-0.0427021498281861	0.0113375294887657	0.0256715925570513	0.00744363279174121	-0.00873296014737501	-0.0898660636858973	1
0.0116513683222282	-0.0566103077777063	0.0536136926343061	0.174709943413795	0.0395193375434483	0.0898362418117877	0.0112091177108551	0.0190339755567397	-0.0357890759110958	-0.0355104792080135	-0.00534405268877286	0.00624392460000811	-0.0455597789525851	-0.072366652052639	0.0121271380838794	-0.103346206524838	0.00632646242312321	0.0402128250284185	-0.00317600996653329	0.0708829133302573	-0.0075824600191775	0.144582225439389	0.166611615753459	0.064636304819693	1
-0.0137138419054007	-0.00997965548219986	0.0521847859282247	0.0509004013823746	-0.0639541984228826	-0.0265895418540309	-0.0452399465041045	0.0790394781036046	0.0165433087639983	-0.0245894210242416	-0.0291269778953968	-0.130852211151979	0.0526788183333392	0.0217859890438289	-0.0132998468013704	-0.0377178180570989	-0.0484801674769094	-0.0202494338223446	-0.0281681709834709	0.04764911550351	-0.0539345249719613	0.0200931727629898	0.0981859429144495	-0.0131341153064039	2
