"SV1"	"SV2"	"SV3"	"SV4"	"SV5"	"SV6"	"SV7"	"SV8"	"SV9"	"SV10"	"SV11"	"SV12"	"SV13"	"SV14"	"SEX"
-0.066808238777382	0.013686828425921	0.033088495638436	0.0558381098371987	-0.0319855647639113	0.0190617738045687	-0.0964301585896151	0.0565905112951512	-0.0876199273425784	0.0214393415589368	-0.0596292586763527	0.0435607748636279	-0.0971654811359347	0.0115830388165963	1
0.0069239659399658	-0.018696544110685	-0.169869440918337	0.0418232778162089	-0.06927398103805	0.0454583565198735	0.177944959716387	0.00310477664374224	-0.00846197402978026	-0.0938876574310855	-0.082253463425085	-0.00421194584476254	-0.0304949662391097	-0.00321770815833586	1
0.133418041718633	0.0349864183170783	-0.0409845661650785	0.00393525268203138	-0.0534347801724545	0.0476105905655742	-0.0222959158980548	0.0163462084148648	0.0404639348242598	-0.106487695953947	0.0271143859680203	-0.03290964687671	0.0115433620936032	-0.00880073587099389	1
0.0764701289161686	0.100250658147486	-0.0664841267528771	0.0098373808590153	0.0238906726624198	0.00206158943405798	-0.033109663150015	0.00377482838491779	-0.0472482734139351	-0.0510853896809521	-0.0345806613265918	-0.211077478455947	0.0997385226278142	0.0330496306784675	2
-0.0456914294721333	0.00712172366850305	-0.0542480866096547	-0.0338719199440355	0.0858561110677972	-0.207622856335465	-0.00566829936375224	0.0294628961367276	0.0621587922611502	-0.0686850560049713	-0.0455541602416891	0.0502622101606462	-0.00530939349824963	0.0526668611604208	2
-0.03921388183973	0.119553642475803	-0.0123669074702927	-0.0622229983133545	-0.0260195684442639	0.0119121866035489	-0.00171298695682415	0.0156093584285594	-0.0755919158604573	-0.0234149985773376	-0.011345465985598	0.0933909453865244	0.0204332446225029	0.0939153434700107	1
-0.0537561882601051	0.0259740384982231	0.0412317968059748	0.0316936631543823	0.0430497177848187	0.0359930740753684	0.052015983575777	0.0668538388006919	-0.0149972965101269	-0.0810292134422246	-0.0170399758436137	-0.0150984288154769	0.0703841562041258	0.0193446457474297	1
-0.0283445436991154	-0.0182652997007976	-0.0847581715407768	-0.029415600971072	0.0547151838218609	0.100152232317558	-0.0334237137059616	-0.102428086783898	-0.139097981631432	-0.11305798481822	-0.0376454259611554	0.0134291327265005	0.0154417579697967	0.00936595674255274	2
0.075169986113863	0.032017740706016	0.0319905397553931	0.0361917508969077	-0.0132653947604435	-0.0163169047317509	0.0636684981946315	0.064465146998118	0.00309931637512012	0.0311326443681174	0.0330579910989628	0.0750119947792728	-0.0363214645755249	0.0294110284389575	1
0.0306079560549438	-0.0444098715741367	0.047670822772511	0.0855361202594783	0.0486503246646468	-0.0982953678965029	0.0087328712178292	-0.0303094857752321	-0.00951891480694531	-0.153306391174108	0.00113996898647992	-0.0786589277383582	0.00995858176358683	-0.0610786784515133	2
-0.00148507951668898	0.0861263071358221	0.0856038687456579	-0.0502866796285905	-0.124529738703431	-0.00758613122778123	-0.0463626640117524	-0.100486855635512	-0.0362656475052592	-0.046868550315079	-0.0532806298658992	-0.110724551894006	-0.0596113927510823	0.124218227776933	1
-0.0266207061167092	-0.0405892203361492	0.110818139548529	0.02250260383377	-0.0065874282953032	-0.0611480240385219	0.126741688963832	-0.0215958105579999	-0.0125747162133	0.124993115151396	-0.0122502657035805	-0.107076145999195	-0.0274489081484274	0.124882864188611	1
0.0670710083953156	0.06791169831189	0.00645581572158539	0.14534342523815	0.0634440859484773	0.0138704593150447	-0.0610793413782671	0.0552471780781365	0.0524068567451622	0.0690344825955839	-0.0397803591088923	0.028200364454377	-0.070393698751502	-0.0137553005925252	2
-0.0560804788182922	0.123936156180915	0.0287357530294887	-0.0310639292958931	0.02271577405876	-0.0978625511643418	0.0188112789857659	-0.00334628259497136	-0.124661526540663	-0.0406246524593146	-0.0187191324227391	0.0566243968979723	0.099177796739626	-0.0871179338953634	1
0.0307093600718153	0.0409604188601277	-0.0847783286185516	0.0468279847558341	0.0235790308224189	0.0377382479682357	-0.0186542934623686	-0.0256373919634221	-0.00320202883383387	0.00530220296419844	0.0239440462531081	-0.0367897376884952	0.0701578553770968	0.0219389042242608	1
0.0256688088334061	0.0347159920088644	-0.0902254704662606	0.0861610291175671	-0.101499773599801	-0.0542595879917547	0.156521345394238	-0.0582455647166405	0.223476772511469	0.0389981040794613	-0.0368874225617973	-0.079051548485793	0.0536555685374311	0.115439157317591	1
-0.040110683979271	0.0707723556114748	0.0380170528469641	0.0170725357440465	-0.064222977977468	0.0489606758286482	-0.0820901304491511	-0.0360513599159345	-0.0203716484717339	0.0455917565946778	-0.0360166162245264	-0.0376607450402895	-0.117887679649505	0.0345057544553109	1
