"SV1"	"SV2"	"SV3"	"SV4"	"SV5"	"SV6"	"SV7"	"SV8"	"SV9"	"SV10"	"SV11"	"SV12"	"SV13"	"SV14"	"SV15"	"SV16"	"SV17"	"SV18"	"SV19"	"SV20"	"SV21"	"SV22"	"SV23"	"SV24"	"SV25"	"SV26"	"SV27"	"SV28"	"SV29"	"SEX"
-5.58234525640984e-05	0.0244645388032071	-0.0271773339368021	0.0726216922337931	-0.018947259398089	-0.000134462603954117	-0.0088898575792973	0.0827489948107612	0.0346505201069729	-0.0473373968333769	0.0758608749973974	-0.0382893593891371	0.0232554108250423	-0.0332730891466196	0.0113130810888927	-0.00689657070880503	0.0752671200758712	-0.00170526312574754	0.00861814705944695	0.0151612577494973	-0.0434266366447148	0.0342545456443371	-0.045208365925687	0.05276112851666	-0.00282919384843075	0.011876289108084	-0.108854900395899	0.0588333601649313	-0.00450603798375397	2
0.0528617505127194	-0.0553523983951867	-0.0329710873726891	-0.0410973703322461	-0.00023417776186796	0.0111596644788566	0.0162904918879498	0.0144949345565738	0.0182916976070361	-0.0252996779528877	0.0180342570854916	-0.0103203769101505	0.109832603069756	0.0881950082226741	-0.00724183959112884	0.0293342204259081	0.00995652550169378	-0.00849896306084804	-0.00432602045269287	-0.0229149330444189	0.00615202749771228	-0.00120794304013189	0.0112389570636882	-0.0208988764346921	-0.0150218346555489	-0.0376728663499219	0.0270486211498896	0.0425848340310381	-0.0477756984751018	1
-0.129981673747998	-0.0603971543994615	-0.00739912705384063	-0.00879155908760379	0.095691358518118	-0.0601808587235413	0.0640948482076323	0.0230084289267565	-0.00810153939653256	-0.0732432997922408	-0.0221178635047159	-0.0306947644302274	0.0251100425129042	0.0315147960353508	0.051696526890225	0.0903938557916702	-0.0160742268292343	-0.0448471591962087	-0.0307619611173139	0.00474545861902472	-0.174885800401092	0.0428845333509129	0.0781277172688897	0.00825562861982021	0.00341449447819951	0.0643062605779035	-0.0127462399890922	0.0271417525170723	0.0868519734998773	1
0.0733963665742113	-0.0234857597632029	0.0531475396189439	-0.00444255307834751	-0.00193358649227454	-0.0605044413950913	0.0192783241681828	-0.015162641191232	-0.00381347918303163	-0.0184709278925899	-0.0188858823042625	-0.0232394551163844	0.0932474490670655	0.0430501210131979	-0.0198514725700034	0.137585942464855	0.0181111823746769	-0.0351510044210456	-0.0347310537352104	-0.0205113302455219	0.0573760950795956	-0.0164374060838501	-0.0282383806055602	0.0170137979072336	0.0106221735643333	-0.0632392739282798	-0.0432708725360425	0.0491629355152084	-0.0145868751437133	1
0.0140007764324356	-0.000317497485936985	-0.0191586935834845	-0.0358248562232279	-0.00389947671423668	0.0259924505488491	-0.00967852710575964	-0.104827157454802	0.0149837905304002	0.0354132715238826	0.0972625847491011	-0.0431373328539938	-0.0192494762970311	-0.0112918728337288	0.0336809979541018	0.0211788723161987	0.0407988681753645	0.0478909583033102	0.030944389440858	0.0306969881013722	-0.0393757057688665	0.0291091566854566	-0.00372830100739373	-0.0392020741005748	0.0666838762807727	0.0127860715817735	0.0268895123396839	-0.00166201265498625	-0.0157641560783364	1
0.0583911443827354	-0.00130935377194691	0.027644120441665	-0.0796490912201697	0.0249318724523816	0.0125902707786331	0.00754003983102052	0.00461133319565815	-0.0463355215729434	-0.0495136929486533	0.0458759696849072	0.0377600596273339	0.0449439683018251	0.0130507384854649	-0.019935275862277	0.0016939665656045	-0.00296235354585343	-0.0466575300916383	-0.0206740681795564	-0.0190636817345629	-0.00743891642384496	-0.0467150998309804	-0.0169176127627046	-0.00430202831905449	-0.00309580609042897	-0.0375794723591864	0.00760261708430865	0.0132691384232752	0.0397426781342457	2
-0.00291327657158491	-0.0519861635849363	-0.106502057336684	0.0261885751670524	0.0749967831381675	-0.0164634357972344	-0.0518043911342147	-0.0179842897821959	-0.0713636497803888	-0.0428936115959009	-0.0239826298142327	-0.040433834506523	0.0592627164501821	0.0122287543856162	-0.0431731092706274	-0.038306896757386	0.016085181056904	-0.00384270296782139	-0.0253876875148346	0.0324054532871526	-0.00778361000586804	0.0765962807659269	0.0307347720482064	0.00217034776511384	0.0229501366695478	0.00374197947763563	0.0117976510467888	-0.0188994011568711	-0.020048524542859	1
0.0104214879383561	-0.00155833270240402	-0.0360494975096	0.0257903390306723	0.0301347858750889	0.0104637322635985	-0.0835669998030819	0.0249027898205751	0.0682322541699524	0.00817942861374521	-0.0175467984392212	0.00737221173333985	-0.0282807237993004	-0.0131159171067016	0.0290318113851639	0.0227600041080217	-0.0165063060431646	0.0125091207930515	-0.0229582637226642	-0.0581221505264802	-0.0293881324329011	-0.050967557801514	-0.0190250588443369	0.044387870996212	-0.0237465814080258	-0.0028257141911502	0.0328552274215928	0.0605050995879786	0.0848357554769747	1
0.0300347392881213	-0.0655917308455572	0.0292431912470991	-0.0134135640675152	-0.00929277853115273	-0.00898348747081862	-0.0071241028215351	-0.13826641757812	0.0259033546079631	0.0278724301258502	-0.00413545777067398	0.0320197620249581	-0.0300883209682709	-0.052395187785149	0.0436130861417251	0.00497569169856092	-0.0465617808019849	-0.00341378893941973	-0.0267403666533631	-0.00642789752254132	0.0675881160518101	0.0257613501150911	0.075573137866346	-0.018375671896863	0.0253369569114489	0.0193605240548454	-0.0383203825137811	0.103339400493574	0.00852168372284683	2
0.0439158354691921	-0.0352565013326616	-0.0226598908175132	-0.0286318235988822	0.0323310977480379	-0.0792904028535387	0.005936472523153	0.00575113768961688	0.00857357287157659	0.00154681878146687	-0.0296695302594481	-0.0196543237213471	-0.0468170769765548	0.0554860651311254	0.0354033039494355	0.00761316144689877	-0.0369693896881422	-0.0439968874258827	-0.00283868865922616	0.0424193145156752	0.000993403223399289	-0.0155809752196816	0.0156038938538891	0.0650811668151533	0.013576520848918	-0.0217022391773489	0.0025524032752047	0.0284826062858652	-0.059721061627411	1
