"SV1"	"SV2"	"SV3"	"SV4"	"SV5"	"SV6"	"SV7"	"SV8"	"SV9"	"SV10"	"SV11"	"SV12"	"SV13"	"SV14"	"SV15"	"SV16"	"SV17"	"SV18"	"SV19"	"SV20"	"SV21"	"SV22"	"SV23"	"SV24"	"SV25"	"SV26"	"SV27"	"SV28"	"SV29"	"SV30"	"SV31"	"SV32"	"SV33"	"SV34"	"SV35"	"SV36"	"SV37"	"SV38"	"SV39"	"SV40"	"SV41"	"SEX"
0.014465788809339	0.00267608865750867	-0.0522157716016895	-0.0899785966057872	0.0225548757506414	-0.0448086393304434	0.0857394843065521	-0.0602002758888482	0.0311944654832558	-0.00614203007682667	0.114279148133058	0.0787836835077162	-0.100966417395483	0.10976531138947	-0.0699962311530607	0.0389070961307084	-0.0310224377190002	0.00281105302336338	-0.0601831486005409	0.00730020613447842	-0.00919112555644121	0.0399360102789434	-0.0406069720548164	0.0446774057389709	0.0150173578779005	-0.0593386740777537	0.0611625072031631	-0.0123450118292119	-0.00465178869586044	0.0183777999569302	0.00996252130134253	0.0361292214296795	-0.0544160315141769	0.0425630044011417	-0.0906094562161473	0.0588266314880497	-0.00217083458282492	0.0381658534788053	-0.0117700221991147	0.050878105157954	-0.062599231043765	2
-0.0111565998151117	-0.052560489503404	0.0184743687332507	0.0232511738563435	-0.0216726973134758	0.0264254524242606	-0.0212974647544931	0.019854354475539	0.00498223052643137	0.024075242168635	0.0191551241215303	0.00988180431048138	-0.0159626501850749	0.0748735550686077	-0.00545939669858381	0.000899258323945648	0.0989763981833367	-0.0150885789857981	-0.0174488589970791	-0.0655267394932764	-0.00395522567700968	-0.0360653992898308	-0.0267643156083063	-0.0138574806291954	-0.00431257321377155	0.0213309417600697	-0.00643301061570329	0.0358077740188124	-0.0787560984372383	-0.0267563442561049	-0.0153919323419458	0.0285754062756895	0.0119906437476404	0.0339514445812523	-0.00468760508313704	-0.0387041063620106	0.0630552548587808	-0.00323884995360493	0.0212715004945324	0.0131747344154531	-0.061321329999493	1
-0.035886853794645	0.0608477079633766	-0.00272197218197005	0.0208365915695567	0.0355303693345798	-0.0170031417748702	-0.0340250060484969	0.00102155604998683	0.0332969167136928	0.000900004105445214	-0.0287336271381214	0.0297369851859415	-0.0344658702345009	0.0248432799975523	-0.0215636877974732	0.00179327380783891	0.0574295352027529	-0.00585934747674858	-0.00949734031949458	0.0424207603743435	-0.0175902128029221	-0.0103347409046802	0.00702512974906679	0.047771483434754	-0.036231820527813	-0.0547579775952718	0.0226583797779717	-0.0265997845164487	0.00427544015917929	-0.0130199990540942	0.00699325949527916	0.0581147679907628	0.0233213559658805	-0.00673485751294575	0.00297453359310914	-0.013062163778142	-0.0110850443913429	0.0150695287737904	-0.0139049643047254	-0.0139339512457843	-0.0238592663170603	1
-0.00607240337042558	0.0460881263080011	0.0229634577987252	-0.000747093461756776	-0.0020486154078437	0.0193644957506914	-0.0201493826329112	-0.0158613569154634	-0.00259028188717564	-0.0216344719407946	0.0394292459915637	-0.030065541339757	-0.00230590893076843	0.0451899330190609	0.00719375427246255	-0.0543749219328134	0.0238775213499235	-0.0262562617849183	0.0341371672090196	-0.0372958367048405	0.016290370777049	-0.0346417391143439	0.0254379463557015	-0.00598268866978284	0.0413792266701608	0.0191928148529961	0.0220553090899916	-0.0250742167545061	-0.00571502941556349	0.0163399551026108	0.0119443015846841	-0.0265634508444593	-0.0246673717840763	0.00308562016448792	0.0449699657250492	0.000728795823362716	0.0116439477870958	0.034698697651497	-0.0134614914532647	0.0379441985608103	-0.0167085111610025	1
-0.0017850175105013	-0.0316094044294562	-0.00765814488013039	0.0788960095095845	-0.0211181432830394	0.0355963316834595	0.0224349266038502	0.0546475382107516	-0.0260093352109462	-0.0409097334996258	0.0216904512803822	-0.0253108355909268	0.0217691945976082	0.0165707969996732	0.0199627723986284	-0.00293277412666289	0.022185416365033	-0.0450468510067113	-0.0392863670955123	-0.016626072350699	0.0339747135162403	0.0365585855496267	0.0250625169871663	0.0515487617799302	-0.0407263472195849	-0.0118075683410812	0.0252526298088663	-0.0251131925495015	0.00450766166428306	0.013947927221568	0.00543765440363791	0.0203829812531395	-0.02994215483377	0.0159659473820466	0.0540884889641539	-0.0387712108384001	-0.0397139033199187	0.0120613846467173	-0.0288433602891762	0.021480487116416	-0.0279180454591215	1
-0.00148518210766925	-0.0480451674092286	-0.00231809080428835	0.0413534300072389	0.0169357213012247	0.0195679968407048	0.0445800885645631	0.0591670245599747	-0.061026181929083	-0.0368629094302484	0.0348319657293009	-0.0086937672858359	0.013638569596203	-0.0141084788662606	0.0164789701694095	-0.00659664239765452	0.0567862028927238	-0.0512579911037847	0.0277833735232718	0.00475982239415735	-0.00416059304084545	-0.025668918731042	-0.015384919838564	0.0228378481197382	0.0240437737743181	0.0277334781433519	0.015473361871768	0.00619800251650203	0.052422391686245	-0.00414715559734255	0.00449180455174626	-0.0460538107536098	-0.00203322286713976	0.011405350232436	-0.0682772125536263	0.0359363041146802	0.00958761388241334	0.000653756634008421	-0.0270864994375086	-0.0371898632608411	-0.0579613821017653	2
-0.036024175809546	-0.00260192386277147	-0.0413712939698641	-0.0472224442310093	0.0379234722442034	-0.0167452343550885	0.000487486541332266	0.0260034050576664	0.0188635051673813	-0.0397366008020167	0.0083663355553269	0.0638700747641594	0.00653629070897649	0.00710674941427939	-0.0218120760824267	-0.0352561193417961	0.0378297162606335	0.0111835045030021	0.0258372691037778	0.0374706764686837	0.00356997361041718	0.0175672004589386	-0.0144186553700693	-0.0242264344855422	-0.0224660301137146	0.00313464018019356	0.00729895701765984	0.0257228253845963	-0.0366182685820844	0.000754215278321681	-0.0458642301449483	0.0186358864847207	0.0609689473892815	-0.0125055091352567	-0.0243244190586668	0.0536966933870102	-0.0442753403565683	-0.00389748251767359	0.0154037293057937	-0.000625892335487779	0.00678967114496978	2
-0.0221249415956859	0.0597855609056547	-0.008616249097609	0.011601963503586	0.00349260180209308	0.00393053228986207	-0.00462604157607793	0.00678838204366644	-0.00637964963808611	-0.0102518737765437	0.0503724482544745	0.0950697342013252	-0.0432269986647438	-0.0188840173403786	-0.00313609532865589	0.0128848822750626	0.0144019051904205	0.056321142556074	0.00222069115229608	0.0431375147206316	0.0689055500713957	0.0118154770636556	-0.0140224780513473	0.00336866054125017	-0.0251639449600375	-0.00739408996798019	-0.00635319338544033	-0.0423067383876765	0.00432160080814359	0.0389721874765923	0.00177183762644229	0.0105276545114714	0.0158383437561313	0.0591532540193071	-0.0148462010023696	0.0124176703636283	-0.0154578581014344	0.0124001891875111	0.0114899373141738	0.0553755427714798	0.0158605621366792	2
-0.0445663395846813	0.0553101376665723	-0.00714848132471122	0.00528790286337483	0.00684635487328264	-0.0105440299753259	-0.00902646483514735	0.0215406663098575	-0.0290268705701885	-0.0118678663377018	0.0535903267102278	0.0211345262415645	-0.0142415169348865	-0.0189013500792446	0.00621249262666909	-0.0228211620988654	-0.00919426154572044	0.00714798355665306	-0.0309921470107093	0.00241942083196893	-0.0536291020652278	0.0309406969972865	0.0275052229395281	-0.0330834537709967	0.0265343282068823	0.0546703921779907	-0.0386375568670056	-0.0351394448743237	0.0141654496095778	0.0141863027222984	0.00930991591896206	-0.0547310508730984	-0.0250899474042677	0.0245853026103836	-0.0106170288405811	-0.00260309891091912	-0.0058746745276363	0.00274802802947285	0.0334456155273415	0.0414184259135909	0.00513163087402795	1
-0.0384719521730898	0.0490394051739573	-0.00151159952484498	-0.0224573505579092	-0.0234461241209246	0.0345645670597263	-0.00540478765950955	-0.012216621229293	-0.000317730463711474	0.00848500313082405	0.0309768463503251	0.00544154347016162	0.00190922239070576	-0.00572272078255823	-0.030344544079774	0.0138607915778371	0.0131876096414339	-0.0328793282368386	-0.0229450919800203	0.0282898472897217	-0.0204815070584068	0.0388070016688098	0.0508449416991762	-0.0116362565506743	0.00657558855667317	0.0380202245781485	0.0350365388364274	0.0159411604107627	-0.0091433487091163	0.0131274100124849	0.0224278810538316	-0.0458769959495461	-0.0350848744487393	0.010269310873597	-0.0399763772658693	-0.000613221386297658	-0.0176146549564302	-0.0234430119175215	0.0311469620219261	-0.0108867802778594	-0.0172653249674216	1
