"SV1"	"SV2"	"SV3"	"SV4"	"SV5"	"SV6"	"SV7"	"SV8"	"SV9"	"SV10"	"SV11"	"SV12"	"SV13"	"SV14"	"SV15"	"SV16"	"SV17"	"SV18"	"SV19"	"SV20"	"SV21"	"SV22"	"SV23"	"SV24"	"SV25"	"SV26"	"SV27"	"SV28"	"SEX"
0.00265976771306042	0.041221656633691	0.0460448634448879	0.0395348627538754	-0.038958265453502	0.0100685436095877	-0.033954029447981	0.0221376871048038	-0.0359905672896305	0.0870579311309827	-0.00650575722235993	0.0237042524404408	-0.00432724877691072	0.00805488526168107	-0.051050135073407	0.0535934264847024	-0.0164397705743549	0.0248205836633235	-0.052549840805662	0.0235303222960702	-0.0015709289503133	0.0830934643827391	-0.0361760605759239	0.149300408888923	-0.0293625317943875	0.0281621700731659	0.02771079756843	-0.125295300998521	2
0.0376062057467984	-0.0497906688226737	0.0409998965200793	-0.00240920836847142	-0.0812586839240648	-0.0246662946049169	-0.0516072681449704	0.00732169879308386	0.00743258287137365	0.0089902977961136	-0.0355211025661211	-0.07466015751211	0.00818432671819023	2.84365095375837e-05	-0.00558624661528337	-0.0236567321291899	0.0827196490025283	0.0333825288339716	-0.0149643625017541	-0.0207302516688847	-0.00276247845415784	-0.0342558120292475	-0.0592055296259833	-0.0164145215021997	0.0220589770303705	-0.018154044630997	0.00187780914877568	0.0639439704117939	1
-0.0123237142996205	-0.0255943703782446	-0.0450980726610617	0.000750971095904135	-0.0346693357405438	-0.00582942954116573	0.0482861267892597	0.019957502856139	0.0459805508376615	-0.0377079663065781	-0.015600689549008	-0.0659001805873756	0.0111915902391431	0.0672051796537208	-0.0344344437928789	0.0108605572907827	0.0132172050744909	0.0509572742515538	0.0042341558770345	-0.0347906092977001	-0.0162476289312207	0.0465389275741775	0.00216814436813115	0.0570232747057807	-0.0385788137957988	-0.00871063582174769	-0.00992155917652261	-0.00629907340134744	2
-0.0223314436219004	0.0800856538489142	0.00117610379510788	-0.0817638647981769	0.00350357769067727	0.0105287726781697	-0.0571127812807853	-0.0341644261855093	0.0880410043701067	-0.0588281127897303	0.0148249506078317	-0.0604957203082223	0.0184558699413715	-0.00823596386681466	-0.0511470043778359	-0.0544142312331417	-0.0142982344536866	-0.0271073406070214	-0.0562683435843752	-0.0280237086525645	0.0311341968435212	-0.0715860959225919	-0.039283894353453	0.0208155139961921	-0.0381218806499778	0.00415428452160042	0.0398989730137688	0.0265931580365655	1
-0.0773191847918798	-0.0463289704917051	-0.0296296732184412	0.00661355296971666	0.0286602886743331	0.00350181176902997	0.030333408725206	0.0698313495703992	0.0367026826909094	0.0168277151026314	0.038185240718781	0.0478904020936857	-0.114184104507092	0.0575657147828169	0.0649634343293222	0.0390041219620479	0.0250320839292748	-0.0215879039465219	0.0322038235333303	0.0288315521616055	0.0638832706782971	0.0460938651369532	-0.0392152468082283	-0.000779254859257783	-0.0472617642796332	-0.00603565325574208	0.0151416220586358	-0.0143552685307427	1
0.0284169621061745	-0.00256742539730181	0.0104972487681597	0.0221667996358555	-0.00747922317610977	0.0262567429517314	-0.0609813438496953	0.0531886938056536	-0.0449904815358368	0.0267010260414393	0.0469709922797204	0.0494282482969065	0.0249769957094491	0.0160353111618866	-0.0121763686870445	-0.0249069804488815	0.0028818434858937	-0.00656762373267298	-0.0159504808861964	-0.0224268597999079	0.0249250076476089	-0.0490421696352571	-0.0473508668630811	0.0600563830976032	-0.0485379647515724	-0.0317876582352801	0.127821153351628	0.0429976470132701	1
-0.0489753389443049	-0.00402951818352401	0.0135355133641174	-0.120996539806993	-0.00581730211254089	0.00625620938604333	0.0626488310795241	0.00461129131943043	-0.0157412876066861	0.00680329912413813	0.0187484388348943	0.0912582070408833	-0.089290199883566	0.0331021063088147	-0.0386646184303963	-0.0147330457749438	-0.0393307553188508	0.0281806661435338	-0.0813279076564211	-0.0304269936804073	0.0257319448108845	0.010160233550715	-0.0425530779503859	0.0119201126665555	-0.0492107798753724	-0.0263324095373045	0.0411706405306724	-0.0459114830843185	1
-0.0301689274404152	0.0560267370033382	0.0228450633751659	0.111348598867894	0.00768774881744183	-0.0179665618040132	-0.0805986612677649	0.00949422342273479	-0.148762486066531	0.0458859998562773	-0.000398800404768898	-0.0462340143030491	0.0596635405577731	-0.0277031371029617	-0.106079140653983	0.0639970939397212	0.0351495662301109	-0.00641707218099798	-0.027971639189026	0.0808216132264824	-0.0308682736038765	0.0457756635985028	0.00588647593929569	0.070299844965677	0.00116168019143144	0.0329482610267711	-0.0756779696538028	-0.00665580847445064	1
0.0714506452968238	0.0268518810393745	-0.0329574546564756	-0.0168611457967436	0.014878243094522	0.042735747264226	0.0154119471486462	0.00830719021416264	0.0244726937846675	0.0965122995397618	0.0113932522159541	0.0187731883401414	0.0569781907155091	0.0413590814654346	0.0275681899312703	-0.0149996066778773	-0.00953362181039105	0.0711806393142002	0.0224509586765913	-0.00307508380749645	0.0363375791103975	-0.0187532197862208	-0.0682451035678821	0.0325713337321006	0.0364136479579385	-8.74315850211485e-05	0.0278602194812118	0.0474826414495908	1
0.0140331606515048	-0.0288154436674849	0.0406574353227563	0.0176059049195064	-0.0567583697549224	0.0275180977711873	0.00260507535819976	0.0799993204037295	-0.00223934873897516	-0.0598762203729448	-0.0637609354441316	0.0179429891255939	-0.0593084548061661	-0.0459941527964831	-0.0408209480755763	-0.0973202969113822	0.0088648980039766	-0.0199788878805077	0.00373934265885757	0.0273611220907696	-0.00567226930949605	0.00216894950931149	0.013812928889897	0.00146037266824489	0.0776147726802887	-0.0576874064249773	0.0525609091101431	0.065458296553243	2
