"SV1"	"SV2"	"SV3"	"SV4"	"SV5"	"SV6"	"SV7"	"SV8"	"SV9"	"SV10"	"SV11"	"SV12"	"SV13"	"SV14"	"SV15"	"SV16"	"SV17"	"SV18"	"SV19"	"SV20"	"SV21"	"SV22"	"SV23"	"SV24"	"SV25"	"SV26"	"SV27"	"SV28"	"SV29"	"SV30"	"SV31"	"SV32"	"SEX"
-0.000558861947901883	0.014092616751384	-0.0200935172463908	0.0744939165934246	-0.0180069274441882	0.013670926091042	-0.0358965216790582	0.0431906217451221	-0.0120561788216387	0.0145932024897034	-0.0217912188130632	0.0201730843590773	-0.0171064191661973	0.0238823973748604	-0.0461558673252682	0.0363584843195794	-0.011711910391292	0.0605753048432541	-0.00428975945280972	-0.00293614923099368	-0.018276587216826	-0.016427613825732	0.0195823581966323	-0.0163314157337669	0.0733731600174398	-0.037142801027306	0.107311942412935	-0.0327425147031433	0.010751707412084	-0.015830849028522	0.106173600265653	-0.00279550844291946	1
-0.00968160008542091	0.0666833365413879	0.0206984551263381	0.00153576303782321	0.00491919963263804	0.0192518101701383	0.00432720713797102	0.0227398707305488	-0.0281592760884765	-0.0150748533667235	-0.034228379011253	-0.0111893711652222	-0.0624703721173117	0.00794513478896062	-0.0383522745082568	-0.0503188069098315	-0.0284884993049415	0.0293269172718089	0.0660705943068393	-0.0580037337731906	-0.0189377741705043	0.0513005711620624	-0.0144440607472325	0.0065353487374881	-0.00792912280888164	0.00972212336463987	0.0154708291901127	0.0213751991170494	0.0277467497162061	0.0394908700609636	-0.0467282341303206	0.00534005970793938	1
-0.0714219377380066	-0.0130103817663413	-0.00631903568573694	0.0108892649964538	-0.0461780069742245	0.0207380786408049	0.00144058110667777	-0.0150825915003876	0.00993273048676466	0.0411562548900345	0.0229595306344125	0.0177825744813193	-0.0416883771633838	-0.0276912543606223	-0.0111818165680299	0.0204212136579536	-0.013751942473866	-0.0225116707035957	-0.0175749537245691	0.00477337859851779	0.0111082488287057	-0.0366805262134789	-0.00413366901784386	-0.0112709841388968	-0.0498410147942285	-0.00573024421842926	0.0627816583013238	-0.010930255166153	-0.00654589219724745	-0.0706451637553803	0.000570368993693324	-0.0382511445840238	2
-0.0430413770109681	-0.071953783660151	0.077227970180255	0.0294949488580956	0.112224165361942	0.0128170918532187	-0.0178051143577313	-0.00459692775103307	-0.0484167425641342	-0.0251266651216208	-0.0718855759546572	-0.0762294518411618	0.0335786564225552	0.054538637579326	0.0587517678204082	-0.0645915438036192	0.0038841899794263	0.0208256020098471	0.0252754909931515	-0.00663548953530267	-0.00209993114276158	0.0187161303731153	0.00341624754614532	-0.0381021810695953	0.0506887579326414	-0.0306125747284726	0.0201979836588776	-0.0187928690733438	-0.0264355851865581	0.0151174517426464	-0.00143088274755102	-0.0802208190373866	1
-0.00533741494361217	0.0886998172952218	0.0556903674275534	0.0235077867527579	0.0236193790952422	-0.0358337924713215	-0.0336917906560856	0.0170411121915097	0.000918597259405905	-0.00642463602597032	-0.0105125544184126	-0.0537710377539662	-0.0191612760386698	-0.0245472249325746	-0.0377670186228996	-0.0665336159035137	-0.0206114381815253	0.032555481127068	-0.0126399636652786	-0.0440258085621393	-0.058042377082553	-0.0138494170148893	-0.0645349203328919	0.0112730324183109	-0.0520443153111134	-0.0225019311660898	0.0628244087672992	-0.0153027404160991	0.0121500892486707	0.0423214126779797	0.0214101199687719	0.033919041968582	2
-0.0422344228423979	-0.00770765253308237	-0.031114798430512	-0.00203801102661307	-0.0290990953048373	0.00954933818313275	-0.00399034647743263	-0.0297091563780597	-0.0648240905967355	-0.0224222057339782	0.0182391662043433	0.0617183486023632	0.00255521421928892	-0.0777286546888382	0.00166446211130401	0.038570876442913	0.0154767858495059	-0.08683344412026	-0.0224383259906522	0.0432495330282963	0.0227360829755647	0.0350377825818464	0.0050464037228826	0.0250862629593211	-0.0120360793281466	-0.00671247795098597	0.0823299983473731	0.068021947040557	-0.0493776745150964	0.0402383805394871	0.032316912141409	0.0892220699180598	1
0.127715220419569	-0.0200394665548209	-0.0622298447095633	0.051110223601661	0.0232559100342531	-0.132468629767329	0.052312339700902	0.0706820719966481	-0.0160836497682425	-0.0345842186489943	-0.0262822989718597	-0.0155604144623057	-0.00613944955503458	-0.100284650747826	-0.0684033547478998	0.00693168369289704	0.104915913404188	-0.0487387256431776	-0.0687672501960856	-0.0158889707790039	-0.0512892185077201	0.0477228976769389	0.00766627238506179	-0.000739782664155537	-0.00633234967252798	-0.0294964309559608	0.00920841799390751	-0.0386872011620758	-0.0503507051883044	-0.0560260096464036	-0.00185017469177798	0.0100077790748768	1
0.107100092067466	0.00488303014835383	0.038167452470239	-0.0438981371345765	-0.0121032909890685	-0.00297222494698807	-0.0404011233053055	-0.0143724193047667	0.0808555411659274	-0.0259793435636424	0.0554265537556772	0.134568994011543	-0.00473763686035017	0.0284633637722129	-0.0191437870290034	0.0180086192132226	-0.0444109306269682	-0.0445079383674926	-0.00989223657789367	0.017049958953878	-0.0713730261505876	0.021025492668339	0.0453665477984323	0.00794666706279664	-0.00805681795338541	0.0331290503682667	0.0114182713374085	-0.0325600249072576	-0.0500792802973746	0.0603965773086724	0.0015155109850825	0.0892560451617805	1
0.00515809569776899	-0.124521082238739	0.10023590764464	-0.0160816302262306	-0.084940417309007	0.00144013060116222	0.00893559025061742	-0.0365112789012276	-0.00460879585755695	-0.0553563627311906	0.0303189083969192	-0.0295791927361715	-0.0184004009718701	0.0218105149446503	0.00909252201437571	-0.0505160234309858	-0.0667261027392849	0.0191072634702718	0.0542543759466696	-0.00804070974730682	-0.00945664322961834	0.0522547320297724	-0.0089590339221173	0.0495119376412165	-0.00535308440851258	-0.00590929473481074	-0.00750906301212216	0.00224067307908694	-0.0722564437219697	0.0496644646056592	0.0169154425009264	0.0155169948184284	1
-0.016093147512929	0.0504139977076968	0.0246232363961489	0.0551280700290033	0.026855221220678	-0.0322032978828775	-0.0132694049372591	0.0102088486206205	-0.0119270786168065	0.0206465836184513	-0.0309820325493762	-0.0735326780617878	-0.0868740557401507	-0.00172378765046217	-0.102441341908023	0.0375865123519448	-0.0233892752451996	-0.0116902212594376	0.025158692333827	-0.0112368716627352	-4.37608681688392e-05	0.0864333972629554	-0.0306086629862281	0.0442795545067034	0.0168027147043829	0.0557522636332302	-0.0141965795151534	0.0469200786978019	0.0523075110322585	-0.082287513722163	0.0115139239193197	0.0728074904178981	2
