"SV1"	"SV2"	"SV3"	"SV4"	"SV5"	"SV6"	"SV7"	"AGE_GROUP"
0.169595468123665	0.0447911073121921	-0.160293915180757	-0.0149696876889831	0.0510220409117046	-0.0533894255397133	-0.0458729055420589	5
0.101372994438983	0.0443914281994886	-0.0657112223393154	0.0294993907451261	-0.0646538956201231	0.109249391524639	-0.156114073553036	4
-0.126940149031603	-0.196362742853035	0.157613977883669	0.0850060223147828	0.0277752460604419	-0.0972265505063161	0.126975002894135	2
-0.0367271503071937	-0.199557923097173	0.241059315707413	0.0177821024698759	-0.0598175291375092	-0.0740546022251791	-0.00396404546440079	4
-0.0514587390830102	-0.104372845505954	-0.137145752950394	-0.0504946518858847	-0.0167985109590918	-0.0881611017792126	0.119263622192732	5
0.0125650812096816	-0.108313293106977	0.00450347204207687	-0.0216101661774997	0.150995219684711	-0.05191427169393	-0.13853930494869	4
0.115188808347913	-0.0198641517744199	0.139259085106978	0.0120530342198582	-0.090854470121248	0.0689497885438729	-0.0447089436958677	2
0.0557710062147144	0.109845661670957	-0.000943511627605421	0.159812798239717	-0.00441427800601219	0.169252464769625	-0.0321118045069177	4
-0.203913283528642	-0.00702715085307363	-0.0768052850240812	-0.0777281637947581	-0.166991807687417	0.199414839668407	0.0597312360758236	5
-0.224461243339594	0.0387860838611097	0.091487763448161	0.209770792573579	-0.0730640967271657	-0.0131629339693358	0.0794696161808677	4
0.0672234542038464	0.0515400612338195	-0.203213013095375	0.135139752505018	0.235412176667878	0.250007228989141	-0.259627042814069	5
0.0745569216417748	-0.0387014102559974	0.168632197225961	0.0639548327205412	-0.0754820575184961	0.0823962996042065	-0.00882363240876963	5
-0.137593434755207	0.282590410430514	0.147189659157333	-0.124562338494699	0.185897764489433	-0.145106475520343	-0.0148095472922023	4
-0.104533873026313	-0.11819297937392	-0.13527257672188	0.239128969596878	0.158966821991936	0.0122620129338067	0.0116341956127311	6
0.0493211108718452	0.0725641892543299	0.0821822357058369	0.0802076083163216	-0.0827101119791853	0.0574872293452302	0.185366147558035	3
-0.140480004440013	-0.246294465526711	-0.000237708779856103	0.150513284447957	0.0973464274777834	-0.00955119570382322	0.01279710511495	5
0.146914067917128	0.159261198964692	-0.196872422951187	0.0718498201496109	-0.00335003716430694	-0.187397243393592	0.323738594539941	3
0.0508142133310334	-0.067243966110724	-0.0383969183072056	-0.101820201758499	0.14133200397877	-0.141599269684486	0.110334395268504	5
0.031496578001854	-0.131156665945032	-0.0804930345088785	-0.174220264274604	0.106280295073995	0.105543001950506	0.0280433315678848	5
-0.019828776227791	-0.157959286141799	0.0108298542259209	-0.0707374039060723	-0.0489924661836129	-0.270627899489466	-0.0221428843541418	2
0.0126677531460977	-0.133904753570084	-0.102654845370248	-0.242162996152791	0.0701833701138353	-0.0286713175215304	0.175425365549314	4
0.174247084417546	-0.0120876484701542	-0.0883562013541881	-0.07069500087908	0.0852474147761269	-0.12356963907114	-0.0771856543897526	5
-0.259793306882998	0.273453926952948	0.133579827604416	-0.067852541923379	0.00159641650437936	-0.342768608358104	-0.261683347268615	4
0.111144752519382	0.0304653896750197	0.00529569715289071	-0.078283479148067	0.0437118222622503	-0.160013927887628	-0.0665611314634124	2
0.0966739615516654	-0.0596112473048179	0.00844600760512315	0.0546340690376634	0.0933787172510706	-0.114977529396188	-0.0715583378544819	1
0.0238083324695727	-0.222200912827723	0.298083532069637	0.0465907239224273	0.0121432028066154	0.0472384471232929	0.030734225665223	4
-0.071659374679416	-0.116389958154515	-0.0455550143159171	-0.13166899877275	0.0297640298930777	0.0777365790113309	-0.0774761589150421	4
0.0742639958059469	-0.0109639098459281	-0.00295202195882815	-0.0738990969933642	-0.168672323239704	-0.0637900254607463	-0.10848944773984	5
0.0919087854233262	-0.0955819576806154	-0.0219391968965554	-0.192281850992702	0.0642498821628328	0.135887653088045	-0.0342006528612111	5
0.0862607676702887	-0.010623636716013	-0.112403510238541	-0.0276138271809424	0.0598197173439073	-0.172817558108897	-0.0759497717790396	3
0.135814620306563	0.20080148468971	0.0224941593893153	-0.081804447185885	-0.0509110664428841	0.0016171080697015	0.105021663701909	5
-0.167118085362751	0.0271787258968472	-0.110875199556169	-0.170871570716829	-0.165109273448772	0.0540265305955995	0.155164118482792	3
-0.110939005638964	0.0553174974829185	-0.137813400203987	-0.164112022643361	-0.139670530978099	0.132089349307446	0.115338878940797	4
-0.114224544884038	0.00935980470586239	-0.0154390166520709	-0.18415861730491	0.100323608833343	0.234136799505728	-0.00884325611082908	5
-0.1017563940763	0.188308986080211	0.250355899083537	-0.128652196126768	0.153465286971311	0.055723978750233	0.0987961552767902	2
