"SV1"	"SV2"	"SV3"	"SV4"	"SV5"	"SV6"	"SV7"	"AGE_GROUP"
0.0362844712979446	0.096043300495269	-0.0469403825921437	0.0769884676063147	-0.0301369616560727	0.200560426095719	-0.116999557854791	5
0.159152639831145	0.0315934397163449	0.0891992182920722	0.0032325685318654	-0.0982825852490071	0.0806360806493263	0.130976662338485	5
-0.209205922282479	0.112627303965352	-0.0869808086380936	0.390910758546247	0.124266165320986	0.0474286336669125	0.038356553554272	5
-0.122933640314995	0.193954667928568	0.0528554390164856	-0.133783715114089	0.28982281489206	0.163814912438419	0.00690146625346016	5
-0.0135769323436762	-0.0851379789343613	-0.0225510861448385	-0.0546605442808995	0.151372659114482	-0.0241591931281467	-0.186895755458143	4
-0.0985082190193295	0.270384093286151	0.18934879432929	-0.149294808165417	0.126216890122471	-0.0903876725621673	0.00318331914853319	4
-0.164289859627198	0.0195282851075593	-0.182393571432981	-0.138320506130747	-0.278754110216093	0.0506716901071967	0.1163489298672	2
-0.00698543756515853	-0.233112685937083	0.26514805135402	0.0589120614517398	-0.00624864223970267	0.0110552450025549	0.02279696027604	3
-0.194582977505699	-0.0447449371943749	-0.10437404975525	-0.0844125883085062	-0.29891102793562	-0.00129184599766485	-0.149514773984563	5
-0.0136564757052304	0.21737313302603	0.194307407413358	-0.0695754743434543	0.0463928132710843	-0.00183619511087141	-0.0194857173441244	4
0.146875458402874	0.011235149053456	0.0849960057852758	0.0192709541325238	-0.113739138201606	-0.0171247007147246	-0.0755750036859973	4
-0.0599808642716679	0.00203824552687532	-0.0666393291793471	0.111270102998034	0.102773566464306	0.0469433945646969	0.182165627986035	5
-0.129835541059691	-0.123174151559121	-0.0141529180580472	-0.182372271305498	0.0911373213250912	0.198350295672465	0.00896598909401913	2
-0.144942932328266	0.0719551575643478	0.00141236576713894	0.100191329938414	-0.136558077852854	0.0291623167939332	-0.0691762513782685	4
-0.0373045549717294	-0.17109217814478	-0.0372664233219323	-0.163787109180661	0.138345074579316	-0.0106204990451276	-0.042765976442829	5
0.0783297881685267	0.0582361187968402	-0.0801634862861934	0.0738421554161926	0.0973616013607542	0.0998539566732963	0.0937780283365063	3
0.102044721965637	-0.0862890436147402	-0.0103243262639002	0.0709265610488514	0.122800701884495	-0.0725146813893005	0.0645629788340228	5
0.0821530763947727	-0.0953179588809063	0.220514701074537	0.0342313610938201	-0.0135215285704596	0.116996332005708	0.171377107289047	4
0.063155914994168	0.00696450630610674	0.0700635592415975	0.0761025528218433	-0.1328711949366	-0.0775544709643304	0.0893619307845333	5
0.138710622987499	0.0561652512295879	0.0366730129199202	-0.0160098228795369	-0.174795239762435	-0.0513573230480572	-0.111776826020523	5
0.0149407046311805	-0.116153715192145	-0.0616331353749093	-0.0491883572818987	0.0082559697676961	-0.214728681874097	-0.0408443646820355	5
0.0470010347775875	0.0130756769643974	0.0129476304887163	-0.0137359304250281	-0.0372704357028582	0.0054385201458338	0.0959382899127485	6
-0.219793986417678	-0.0142267850873876	0.0230315204334706	0.226261336647513	-0.0184231956959342	-0.0936015986605189	0.133930031515718	4
0.147370313751859	0.021568566064486	0.117424509273122	0.0278961640090366	-0.115762636675706	-0.0214792613594472	-0.0159914700451167	4
-0.182179076433541	0.0365340897235882	-0.227347205229151	0.194899958311086	-0.0558256498662155	-0.170364214775174	-0.183791847973526	5
0.116687197737411	0.053005136795941	-0.0541511341671635	0.0440126101956893	-0.0982854592853077	0.0693914228882613	-0.0804981086939046	4
-0.194893668677934	-0.121422324093238	-0.0527999392799193	-0.053620328405843	-0.159899424579568	-0.00117387122960813	-0.189515546068355	5
0.0431556579952458	-0.0213724518463454	0.108008815616386	0.0496991634211541	-0.100487404299614	-0.0358686556807401	-0.144799682126685	6
0.104376117936242	0.0604650091937759	-0.027836008595444	0.108042773284262	-0.0674893741332376	-0.00993532997867928	0.14062778671954	4
-0.00633632750754112	0.0229012306994912	-0.101183956255558	0.0416681025184122	0.0736042504205832	0.0098561433708935	0.15165625218058	5
0.102794458740871	0.0394452801291934	-0.107735937588089	-0.0678907901005766	-0.165290806143832	-0.118215864404956	0.110813701790972	4
0.0635228479169006	0.0568710282885074	0.089723972244272	0.0981167140455741	-0.097533961243428	0.221577015871459	-0.217459487138038	5
0.0633756292213056	0.0651902335880334	-0.118158052244677	0.0274248099120974	0.0262080670057983	-0.0588321162719914	0.0403070029764377	4
0.110767693102813	0.030174156994595	0.0448924171332644	0.0357900733315392	-0.10534588159007	0.111825315445056	-0.124018676549936	5
0.0589632158006026	-0.094606650580678	-0.101874088879454	0.0480337798591262	0.127893124091412	-0.0166207352699766	-0.0329301755408534	5
0.124966960121389	-0.0204875771763992	-0.0506922003556265	0.000673679694847275	0.0434247725612924	-0.0576072434387752	-0.155924456225894	3
0.152695190803888	0.144363569992276	-0.0740938890917856	0.0332173393200173	-0.0165487977801647	0.000980166423253069	0.0513527464609387	4
0.0315003071029618	0.00320075650883662	0.00110559297634614	0.119293190528426	0.0946867313927832	0.0265131596181933	0.0753906002344463	5
