"SV1"	"SV2"	"SV3"	"SV4"	"SV5"	"SV6"	"SV7"	"SV8"	"SV9"	"SV10"	"SV11"	"SV12"	"SEX"
-0.0892845949994188	0.000866334112184166	-0.0188294090182382	0.127293382078878	-0.062417068845275	0.0998799002269726	-0.055173713115148	0.12593048323584	-0.0764332121639771	0.0177766899854748	-0.144033753031458	0.0201820328007819	2
0.0213700759546257	0.0414152745818032	-0.0188625447703098	0.157357236422837	-0.058990096157673	-0.136422613517295	-0.016200852315429	-0.120532365035996	0.00373983023299158	0.00743476879713548	-0.0414806142328749	0.0312606014490542	1
0.0602339818496867	-0.243171115400744	-0.000975183665752277	0.0269096003384989	0.00930361968598489	-0.0306220814527356	-0.185436697847437	0.0361573850484551	-0.0542593509209243	0.186479543352811	0.18998787391779	-0.0289669650828275	1
0.0682849533519306	-0.224645141567057	-0.0267082106931696	0.0187880956804113	-0.0760368599329454	0.0318997951053605	0.0507669746388123	0.0437681510822006	-0.00250434983267067	0.136056011316351	0.0317610494951734	0.0603332763735178	2
0.0381823062708127	0.0287453482543728	-0.0116440359601149	-0.173016384253162	0.0139988002762409	0.0389209188334232	-0.0967051702931715	-0.0857104057185564	-0.0378843849839457	-0.0396855470073299	-0.0461693777698972	0.0326058152175722	1
0.0769453287596287	0.0651994409546809	0.00234450525341603	0.0528675352767554	-0.0647362472881026	-0.0979129514486351	0.0217979117167141	0.0494344278178451	-0.0728068934931264	0.115799389157854	-0.0915589188962322	0.0733927384529062	1
-0.0672545841729981	0.0395545003686897	0.0872699620287763	-0.0879208033507794	0.00938421864057942	-0.102592989907341	-0.0173814286442178	-0.0684900318696247	-0.0299813550172673	0.0244423373550722	-0.0564587105668229	-0.0938164223527168	2
-0.00915564027933233	0.0471336531949938	0.0843771289480751	-0.0725458557881264	0.0485674975920956	-0.0514501211087632	0.0250091440635592	0.0334845704651855	-0.0155367889362828	0.0209126049389802	-0.11165783193813	0.0194974730609331	1
0.0836493812560499	0.0428634514279017	-0.0141978186404246	-0.0690366417846757	-0.162836531021129	0.102648837266012	0.171985508223835	-0.0815661645100318	0.0650137625799312	-0.0117416316804235	-0.0978133854800424	-0.125954008625619	1
0.0131075383060771	0.0236316168253966	0.0765634591919132	-0.116472492090092	-0.300354824610136	0.093642614535838	0.156087612261553	-0.303374092069401	0.0843864325929943	-0.113763554344428	0.202861730226077	-0.109495925551828	1
0.046692607615941	-0.201024935836462	0.0154356818478174	0.10324896617078	-0.0920087766691395	-0.0307382665865117	0.0566950140340468	0.0620743492842987	-0.00163843664148755	0.132881665418697	0.0524186115210424	-0.0677008974400286	2
0.00871223956047587	0.046937335660617	-0.0561330147239968	0.043946837628471	0.084777420886236	0.181715418943402	0.00979353460616464	0.0558531400479129	0.0624602972818545	0.00860391060767927	0.0477920977100989	0.0241035914349175	2
-0.0419017052860838	0.0405410604375307	0.0997723482510443	-0.0702549245821853	-0.0117257117665688	0.0937150254902391	-0.101904573077849	0.0588322069375868	0.0237079448087558	-0.0498284330795469	0.0523475884118229	-0.0410767673445243	1
0.119056863328484	0.066757240760338	0.0385930892818716	0.0201409908075257	0.0275744612733801	0.0771106152631036	0.0893022315018801	0.0024439874134826	0.116356663483977	0.0484214930781704	-0.0263489869584586	0.0154834718648933	1
0.093569245334192	0.0550489234329327	0.112899578548216	-0.13675586319645	-0.0251082463653795	0.0546764250694518	-0.0427782727823047	0.0458253597732945	0.0288495043237859	-0.0220651317060977	0.0817431044692904	0.0464852259821975	1
