"SV1"	"SV2"	"SV3"	"SV4"	"SV5"	"SV6"	"SV7"	"SV8"	"SV9"	"SV10"	"SV11"	"SV12"	"AGE_GROUP"
0.0399632014796912	0.00627073377841049	-0.0333327417181464	-0.00812311843351016	-0.0592269440381437	0.0158398987434585	-0.0317583781233947	0.121259220119423	-0.0201041339607445	0.0730730058555942	-0.023355853015027	0.0600526609634384	4
0.0174884386431552	-0.10627036465733	-0.192365797238929	0.170395859377637	-0.0464951791161027	0.0745409007844086	-0.0749544323434216	-0.00293757016803273	0.0508167710927497	0.0146447977409388	0.0257419017858645	-0.00852884391890943	5
0.0457543900229657	-0.0283003055644644	-0.00509322371023962	-0.0898391433452441	-0.140749601454877	0.151690983705109	0.022083473586837	-0.00684590608005986	-0.00712731911849748	-0.0369976904028353	-0.0608786378145025	0.188695535015785	4
0.00269116605108035	-0.0711634915128284	-0.0930275220235499	0.085707722915966	-0.0516668771567947	-0.0888172287968201	0.0964506115997715	0.141572104634617	0.0397330368733143	-0.00590207065367893	-0.125746312481113	0.0373459593475362	5
0.0249791949917444	0.0101579985513773	-0.0841498505426236	0.102884416535536	-0.062698159419681	0.00671284491590149	0.023247031498425	0.0427510192500435	-0.0127712224120752	0.0210757730766348	0.0320787219506735	-0.0014197890780201	4
-0.0131617190808942	0.0461760650145703	-0.0333662861081024	0.0336147786128789	-0.106435432750053	0.043888483177411	-0.0497377578784418	-0.0302873651336664	0.070075852303848	-0.0396299439925087	0.0427153252131929	0.0377139946253819	5
-0.0246711637587712	-0.0294496362791351	0.0107328543744838	-0.138482913958973	-0.0234579458715203	0.0851412409415636	0.0334499879907751	-0.0312590782711874	0.0470411483718592	0.0550350037347678	-0.0318565450069996	0.0128657769424554	3
-0.0020916786476298	0.0615785583203915	-0.0318085420690322	0.0481464684353324	-0.0525755291145678	0.0344265891709116	0.00751520036465236	-0.0242739963774566	0.0126722920483932	0.00886166070075918	0.0021451616785096	-0.00887072754265081	5
-0.00753994336266671	0.00280744245587255	-0.011553559278772	-0.0151427920723899	-0.0623107150318179	-0.0133920523990644	0.0514703725994881	0.0336203656542663	0.0459951793203619	0.0405455346610465	0.020515070063665	0.11366518164047	5
0.00353242107463756	-0.0391255640740565	-0.086455693815168	0.100555640804573	-0.0265785681817035	0.133207262492372	0.0121948182853962	-0.0131735708448875	0.0205601755906634	-0.0442187724828373	0.0888892691752467	0.0814723276551691	4
