"SV1"	"SV2"	"SV3"	"SV4"	"SV5"	"SV6"	"SV7"	"SV8"	"SV9"	"SV10"	"SV11"	"SV12"	"SV13"	"SV14"	"SV15"	"SV16"	"SV17"	"SV18"	"SV19"	"SV20"	"SV21"	"SV22"	"SV23"	"SV24"	"AGE_GROUP"
0.00537273354106307	-0.0877018817011867	0.0220143777017593	-0.0181561362211555	0.027143305918891	0.128916842847071	-0.262299530329694	0.0808002558999462	-0.255423162975928	0.0997370726305364	-0.467797480050574	0.0788505493832278	-0.43669463754169	0.371050784885677	-0.182305300697737	0.037418941874628	-0.144998445702874	0.156941011972586	-0.243251145394715	0.00271964679430376	-0.0420759059784039	0.0539413071013692	-0.0288838266941101	0.029532485387591	4
0.145767006531053	0.136582635666155	-0.0900711055681666	0.0270486172683268	-0.0218950917527871	0.0748481597584034	0.0763035677170404	-0.00370917679756334	-0.123146720451673	0.045909136299365	-0.104562568850482	-0.0170021068880399	0.060489897147509	-0.0803854837121069	-0.0906801444737824	-0.016831004616252	-0.145582047868434	-0.0385777034068728	0.230823276362534	0.0393041300413563	0.00604584967385144	0.0155788937337687	0.0100610943427878	-0.0584014478273806	5
0.0237063708671059	-0.0677711527849142	0.0304850987596241	0.0531154904346758	-0.00028374105240021	-0.00489178909141805	0.0360917128062672	-0.0758975410454784	-0.0151263704129036	0.00212123512661801	0.0168126901042593	-0.0166698096772873	0.0140324879553792	0.0219700990018954	-0.0353158113767575	-0.0482517673165056	-0.0250109717065008	0.02405252987934	-0.0536442246870176	0.0589975304414226	0.0111412912086588	-0.0244423510619138	0.00593907799373304	0.000673910683195379	5
-0.0474220240357082	0.0154714673702588	-0.0356592389941503	0.111033967986521	-0.0252358992763204	-0.0133848035608001	0.00677744675872604	0.0968022498232164	-0.045128631150877	0.0248831692756615	0.0138740378603399	0.0210586941942028	0.0193467836884239	-0.0658862373869434	-0.0790875068319984	0.00331456613441764	0.0262083624178248	0.0255546505359691	-0.0432758074676639	0.0981029204850118	0.0150052843345353	-0.0761241425940958	-0.0542269820450546	0.000149263561544632	4
-0.00446005665491664	-0.0395338394984327	0.114425678893771	0.0823602949437914	-0.00839204974803295	-0.0632592993866463	0.0128400434956251	-0.0338328832257759	0.118774632128995	0.0603536130478169	-0.0348456222332365	-0.0477456081339805	-0.00394928107711301	0.0257090031756767	-0.109103408030937	-0.0800382374640939	0.0495966384333761	-0.0569366044668896	0.0149120756926754	0.0339233749116683	-0.0729309970204601	0.00561793178243267	-0.0171691190693748	0.0733515392395178	5
-0.0282605696901788	-0.0749296891845461	-0.0594132597263559	-0.0292393364933835	0.108941702062794	0.00359802786046581	0.0354944466517303	0.0685944693503615	0.0669988558818178	-0.0661111378899367	0.0548689099758074	0.0409895546047836	-0.0618287489973344	0.039029205203968	-0.0326727133368262	-0.040009314565177	-0.1078295222647	-0.100247614827079	0.054528482474539	0.0133390028517641	-0.0251874983741606	0.103186313830826	0.0544088201833581	-0.0230639686263165	2
-0.0217696377123066	-0.0476960240473327	-0.00135076088155439	-0.00505009193293485	-0.0539133996041933	-0.0904994270516749	0.0145544758799188	0.0445360880693378	0.0263972382196273	-0.00696289332455151	0.00166532908682884	-0.0799868561450236	-0.0118738701246005	0.0923613400981704	0.0719346896568811	0.0472267909743638	-0.01387823532779	0.0297274392386872	0.0532047460579566	0.104708270706139	0.0144493479446159	-0.0232417235575788	0.00585367454029342	-0.0528778666475612	2
0.00813637495871086	0.0548399079025648	0.0725495703077365	-0.041827983969435	-0.0758680465472908	-0.000132830207381363	0.100691456064961	0.0294919612396407	-0.0181016090871842	0.0690873014202107	-0.0405153987073273	0.0443328185967896	0.041616687668787	0.0268499812574419	-0.00828624993970245	-0.0113878489849125	-0.0122285611064314	-0.0146177820044891	0.0616522971224554	0.00560869261454573	0.0152842540002025	0.0525664932322884	-0.0328439617347922	0.0351673208804669	1
0.00677620060612564	-0.049029625612182	-0.00952603145901579	-0.00367577269107761	0.18448940562345	-0.118614058291371	-0.00625566518991305	0.0640217959410129	0.00737121447099037	-0.0385712025229393	-0.0146022676672416	-0.00193201634647576	-0.0333206659797698	-0.00395850665273947	0.020688893080737	0.0108670199841189	-0.0316070981818554	0.0414013567536125	0.0660889369614652	0.041233738687297	-0.017669254647939	-0.149646156950961	-0.0711984808732792	0.158198857329665	2
-0.012650498182252	0.00198554982336822	0.030601828191382	-0.041864647883774	0.0674362745058744	0.0346515819873812	0.0341283085630125	-0.104270431223343	0.0642203106501729	0.0183786352025298	-0.0362205601423376	0.0198842374836422	0.0863193380694024	0.0714469061914629	0.0198726707190041	0.0244567062121083	-0.0611375694001042	-0.0393705058021535	-0.00476407434953829	-0.0960693855825549	-0.00662487900223252	-0.0886286557683673	-0.0153690616050072	0.0315240458090514	2
-0.0541497529381139	-0.0100493207256018	-0.00116632022385631	0.0180963409389807	0.107129587422243	-0.0590565151403814	-0.0203998582418452	-0.0859726220013928	-0.00710242777328501	-0.050100799491027	0.00927908319960443	0.16015158126128	-0.0170143828275578	0.0216734425775165	-0.0215231447165337	-0.0365330601808342	-0.132312175386429	0.0472021447159467	0.0609693971035334	0.0642131122591234	0.0756199289324281	-0.0401433151716526	-0.013103901592692	0.0139374301365565	3
0.00805482209954169	-0.0474685421937297	0.0731068640038772	-0.00197348444910464	-0.0573494070670262	0.0041470145176655	-0.0422590361694088	-0.0855301441568615	0.0263156796289986	0.056074666311012	0.0114112289436075	0.117568607385606	0.0240933644790462	0.0051340583173527	-0.034256235597188	0.0695442079579628	-0.0728843374193336	0.0991281190186487	0.0418776794626249	0.0169480425978891	-0.0264413366917663	-0.057157473357658	-0.0582694771279445	0.0972150142195942	3
0.0408584545003443	-0.0873650078957029	0.0536217206698972	0.128133361675588	-0.0201962484681614	-0.00411122285361626	0.0171133383567316	-0.0350357193713782	0.0542048415160598	-0.000119025069050677	-0.0245918266902441	0.0223376099421609	-0.0718771869596353	0.0239439534054173	0.0198062036967976	-0.0375516133157696	-0.0984639510549352	-0.058315337571221	0.0267493436143536	-0.0539378029031081	0.00533627887187122	0.042396551588963	-0.0768792806786297	-0.0561315666444742	5
