"SV1"	"SV2"	"SV3"	"SV4"	"SV5"	"SV6"	"SV7"	"SV8"	"SV9"	"SV10"	"SV11"	"SV12"	"SV13"	"SV14"	"SV15"	"SV16"	"SV17"	"SV18"	"SV19"	"SV20"	"SV21"	"SV22"	"SV23"	"SV24"	"SV25"	"SV26"	"SV27"	"SV28"	"SV29"	"SV30"	"SV31"	"SV32"	"SV33"	"SV34"	"SV35"	"SV36"	"SV37"	"SV38"	"SV39"	"SV40"	"AGE_GROUP"
0.0657234995388849	0.0117140835240629	-0.0556430160253702	0.00498826533509302	-0.030241459075801	0.0185139661707523	-0.0185092826361436	0.0297591680506009	-0.015682218370214	0.00436947260575552	-0.0261837721832178	0.0290004228849218	-0.0159044412639586	0.0405574266807526	-0.0406219854108113	0.0494364513994084	-0.0135326916818937	0.0095835164874141	-0.0287547350819748	0.0163514064024744	-0.0312285559449993	0.0618221435307036	0.00809181483443537	-0.0229950582682724	-0.00128653175488659	0.0425719513255185	0.00285654572329524	-0.00651800527013629	0.0434084262784869	-0.0323941633777274	0.0319018669818793	-0.034455186192834	0.000328524979337935	-0.0506261662935294	0.0105837040076317	-0.0192703808815645	0.0062293117729555	-0.0329000130484042	0.0492704302692539	-0.0284432930423254	5
0.00162594630258817	0.0118994952128264	-0.0291067334474986	-0.00472908532702608	-0.00184562619284319	-0.00780167063443016	0.00423036475500904	-0.0321127632267932	0.0101250792993195	0.0424245987358753	-0.0511073362320249	0.0607048606138149	-0.0434783363213917	-0.022306013394673	-0.0131652709511185	0.0434058308996746	-0.00363659631852453	0.0216947265791267	0.0750083444991254	0.0478870302973165	-0.0522707431347268	0.00733416778599097	-0.0393729085280354	-0.0316875589886459	-0.0369690008543001	-0.0619766416589902	0.0163740966775693	-0.0220529864915114	0.0057081347374319	0.047857572993654	-0.0273435726700826	0.002073501567602	0.0364869271932161	-0.00815932766592314	0.0455067179236146	0.00970801994414073	-0.0403120645522894	-0.0043605372947133	-0.0531861690994877	-0.0523346681596323	5
0.0572188684157281	0.0105400358243621	0.0719172370053158	-0.0124497351122114	-0.00851480065881655	0.0684802006147961	0.0111640557687904	-0.0109299074376745	-0.0248138651200191	-0.0252499877873697	0.00272836537759776	0.0579273033087261	-0.1637545135955	0.0931339423898262	0.0185476198810485	0.11587749319292	0.0686195107673813	-0.0139973771835086	-0.0258987467703507	0.0259404386840092	0.0094731549333545	0.036148935911202	0.0302740899336362	0.0270455551420745	-0.0294673046512976	0.0533517905740692	0.0632344864072209	-0.000552656520815799	0.0449039270344669	0.0716095326157432	0.0498194028981305	-0.0646613880047875	0.00306999017375219	-0.0384736071433902	-0.0571827443623745	0.0235598250419331	0.0117150510075527	0.0127751146793584	-0.0495270448939727	-0.0345642510875334	5
-0.0049211072391447	0.0115219594691102	0.0319158280813547	0.00373907538896957	0.00670562460168203	-0.0306954971197789	-0.0493348541648392	-0.0508175402232106	-0.0611632042630558	-0.0747478535720208	0.0148465289190836	0.100275720264282	-0.0233061501087629	-0.059535639320913	-0.0402555926334363	-0.00762105862698848	-0.0207559371470996	-0.0416293062982714	0.0720095410026091	0.00490686048850032	-0.0141527446917584	0.0611997834679014	0.0165493839802575	0.0660296717418371	0.137248969378599	0.0467943712737694	0.065199276062946	-0.0132548651318406	0.0305593855183352	0.00673095979089024	0.00619132409652019	0.0105780833678973	0.0161455361907506	0.000141038736466412	0.0233357835249534	0.0171711301440161	0.023603390819063	-0.022136457206334	0.0587555795309151	0.0111818317782734	5
-0.100287033213101	-0.00290449255078806	-0.0336718632561489	-0.0172753851101658	-0.0999514069280255	0.0193480950729632	-0.0179354219981883	0.0497768238022626	0.0781932183359177	0.0475608474267609	-0.0205595903221816	0.0209346137169157	0.0225183539886599	-0.037066955445025	0.0147620398906392	-0.020028819749898	0.080027029914149	0.0338150601583749	0.0138094105438518	-0.0278082282723684	0.0349996358361876	0.0205507920020549	-0.0220105614097909	0.0569385545659171	-0.00955779424678846	0.044963397386751	-0.0243700184855521	-0.0795030264806351	0.00493103243558513	-0.0722763216663189	0.109095575003725	-0.0248027150783051	0.0117939538131522	-0.0866691244887211	-0.0554632817838484	0.0468560059272309	-0.0151075410155305	-0.0445056307592791	0.020354991163693	0.0104178707520695	5
-0.015914786119916	-0.0100546005835153	-0.0106228900564225	-0.0157239852514567	-0.0186691325948789	-0.0541641188405807	0.0518504115271123	-0.0376847641219911	-0.0348817708616276	-0.00860564534141988	0.0104508710667585	0.0181387994635267	0.00918539597264319	-0.0303835029738916	0.0152591836927355	0.0322231313419418	-0.0767692500632645	-0.000354774164245714	0.0289019568440345	-0.00458453072004678	-0.0100223858533102	-0.0306471538069228	-0.0243745909832631	0.0690282378315971	0.0231334891186208	-0.0139220763702476	0.00759454431212314	0.0123028002178065	-0.107016359627076	0.00400003544525357	0.0177894738088214	0.0773240028201809	0.0502033519599636	-0.0580999719066314	0.036678008009477	0.00649165242516374	-0.0156067068016781	0.0232494565088846	-0.0532659901057298	0.034380468290813	4
0.0756381424612854	0.0032295258921915	-0.0162645204644117	-0.00655455045939407	-0.0818416292701751	-0.0408471320329615	-0.0588327317809223	0.0170881254435844	0.0157191316872995	0.0509234750694992	0.0321355706479839	0.0212995260382122	0.00803897439704392	0.0398427573093548	-0.00747389498443568	0.0142020367200361	0.00410319740495896	-0.00996447513669147	-0.0466185680956607	0.0571914893370874	-0.0339866019699524	0.00765663534286459	-0.0817343717864158	0.00136710623454166	-0.0383354715460964	0.0188831502556069	-0.0606555226598819	0.0101310667308702	-0.0617762342797747	0.048906544713719	0.00807164158035834	0.00689725012284167	0.0180938782797785	0.0386571408097165	0.048417532750594	-0.0250708382757551	0.0750880425155588	-0.0230781408958609	0.00729624275708601	0.0407763834025415	5
-0.0237089263503676	0.0451868269881678	-0.0672137945897676	0.00485914035115159	0.0217347858030979	0.00663264148333095	0.0287044336408147	-0.0606944746588767	0.0507560218397423	0.0077105405664048	0.00304668780707691	0.00116255450609145	-0.0486679614122006	0.0242206496327011	0.000855187877778663	-0.0504349695774086	0.0455453137630717	-0.0481573908447182	0.0192058624968713	0.0156365859840931	0.0229776083653941	0.0780575247960566	0.0476635318690938	0.0115791766207088	0.0230218895640644	0.0183223109820439	-0.0202722144985371	0.0413114992799765	0.0094171034323231	0.0531344072953646	-0.00475978629079461	0.0110508607541861	-0.00369316266832532	0.0421911874764491	-0.0633991111224664	0.0562453783427534	0.0302688526735153	0.0128743819697343	0.0153506400204702	0.0234688157635383	4
-0.0310354693244219	0.0201781584435849	0.0124972945141626	-0.0244415778471651	0.0600476071519942	0.0538760694810293	-0.012640933206083	0.0596529212527825	-0.015850143112015	0.00240741087250951	0.0187984211743419	0.0145696135539616	-0.0174649525410741	-0.0157024632836525	-0.0324074574842709	-0.0194171254237675	-0.0441160893537313	-0.00261182165536935	-0.0202479248897926	-0.0218022487958018	0.0122524248059673	0.0181401300164455	0.0196859729695098	-0.0117912668040447	-0.0608205242860442	-0.0742465958656748	-0.0148639981383901	0.0899383627344263	-0.0363607239525455	0.0290326182389389	-0.0416529096945946	-0.0448091784494395	-0.0211645793649866	0.00244539527876089	-0.0156762353599063	-0.0551139955619634	0.073718034607297	0.0547985526773383	-0.0456437138834705	7.07296063202703e-05	4
0.00290758212425453	0.011014134628906	-0.0332714542415836	0.121834188944014	-0.0200218196432602	-0.0148604038661899	-0.0050292214950724	-0.0432214128056841	0.0411335860293224	-0.00401570006935944	-0.00701891301588837	0.0602974356886141	-0.0199770952822538	-0.0269237179382759	-0.0373713253779563	-0.0117173635298572	0.0364039868943614	-0.0118094974175452	0.0361396454280533	0.00499315401543397	0.0462190816484301	0.0920073557694549	-0.0309862710361109	0.138499982755757	0.0493192159798852	-0.0618408658920176	0.07094304965003	0.0219683443847523	0.032302070863304	-0.0131993842290841	-0.0706318173832378	-0.00648615437493742	0.0849723303655857	0.0292839724012528	0.0245447142225171	0.00298569807595461	0.0420718483338842	-0.0076716170548323	-0.061454609420518	0.0195709248631998	5
