"SV1"	"SV2"	"SV3"	"SV4"	"SV5"	"SV6"	"SV7"	"SV8"	"SV9"	"SV10"	"SV11"	"SV12"	"SV13"	"SV14"	"SV15"	"SV16"	"SV17"	"SV18"	"SV19"	"SV20"	"SV21"	"SV22"	"SV23"	"SV24"	"SV25"	"SV26"	"SV27"	"SV28"	"SV29"	"SV30"	"SV31"	"SV32"	"SV33"	"SV34"	"SV35"	"SV36"	"SV37"	"SV38"	"SV39"	"SV40"	"SV41"	"SV42"	"SV43"	"AGE_GROUP"
-0.0287438552212365	0.0593978350316667	-0.0739878290313951	0.0676848251536758	-0.00449134110837477	0.0998108437086048	-0.138081521703946	0.00784720099817241	0.0277692836697857	-0.0668895206495874	0.0808664420046272	-0.0416034514612782	0.0676586074747627	-0.0612664862995347	0.0853610025484191	-0.0916313672259107	0.080468656682307	-0.0686802224168709	0.0487414597399127	-0.0667258793306144	0.0130954688681108	0.047638673216461	-0.0594039734492764	0.0176330620146402	0.0870815306594748	-0.0449154246733524	0.0967557956166156	-0.0204064901884187	0.0896339097567848	-0.0715465400470469	0.04788349407809	-0.0103369621138577	0.0293178597021257	-0.0288133368186987	0.0297826105426628	-0.122220091874349	0.0534733610232793	-0.0445228856533764	0.0719323224810045	-0.112776405576931	-0.045461456014284	0.0407519366771452	-0.0436946374898174	5
0.0270806706127711	-0.0277349075585281	0.0590186083346312	-0.00437668038991795	-0.0208027038402883	-0.0485385170131736	0.00795573544277323	-0.0206492781610338	-0.037113514603395	0.0225323361750752	0.0476174964949699	-0.0208928716807505	-0.0462783106594864	-0.000548479064560112	-0.0306964686946219	-0.0425822520441459	0.0115864645176531	-0.0990675100526084	-0.0121357085821095	0.0199443767441506	0.05095179708336	0.0364159723693115	0.0219590230332812	-0.0148234258570618	-0.027601784003723	0.0282593999903455	0.0569499897383195	-0.0137532847990336	0.0432840793275757	-0.0255927839163813	-0.047741279137056	0.0359961379510958	-0.0610550371488143	-0.0620500209717345	-0.000717394519874027	0.0394675667298759	-0.0313906405194815	0.0818378285034677	0.0610557118832042	0.0551114522907374	-0.00421637028327504	0.11471117764941	-0.0328941284503859	5
-0.00989932941057847	0.0278632984812163	0.00794542614614346	0.0306309928539748	-0.0427336684097307	-0.0203359606092301	0.0404390037500197	-0.0729336110949135	-0.0443296919780845	-0.0442299118552672	-0.0237061480657287	-0.0166479321426701	-0.0337761122383218	-0.00346030251894479	-0.0256347875193946	0.00372709841772188	0.0641858639767071	-0.0497812588372587	-0.0754381964707377	0.0276796467144011	-0.017021832865272	0.0749158083338411	-0.0201989632038112	0.0496822956497842	-0.0213173621133614	-0.0154603760325783	-0.00714369345411925	-0.0536640883120481	0.00752264812040847	0.00910632900726897	0.0192708869322894	-0.0470476386447796	-0.0566843410868058	0.0802259310409357	-0.0481288916851252	0.0296767744739658	-0.000173510572672035	-0.052845048025432	-0.0139608738621942	-0.0271294885504445	0.031712909679649	0.00989865404015388	0.0182945354147073	5
0.00486828687903879	0.0247833573045093	0.00784136574396643	0.0725157485933687	0.035606772746836	-0.0345376537813216	0.0467688634215048	-0.0698413822011471	-0.0560759503040714	0.00233797472316136	-0.0357509850937614	-0.0349358437274488	-0.00178104292246758	-0.0244495757749185	0.00257779166548264	-0.0168881777874307	0.0169352969391116	0.0563164409703757	0.0160932788014233	-0.00604883448457057	0.0164150178210981	0.0355234702285052	0.047812636658102	0.0175250936748629	0.0189485008242254	0.069881894035479	0.00142370861400441	-0.00381062699098688	0.0112933232119681	0.0433172330668034	-0.0598035193367979	0.041705694543426	-0.00259004433151275	-0.00960853325515975	-0.00310534291900082	-0.00158708737034491	0.0239371365064843	0.0127490100596048	0.0195991916047937	0.00552291574354757	0.0377506266146208	0.0880017111027172	0.0590520804533297	5
-0.0116066206744947	0.0516012577653328	0.0253339714886358	0.0462783871428013	0.0456329181194941	-0.0524608192630869	-0.0345978589799203	-0.0224434435359095	0.0192018410151716	0.00229103940315216	-0.0179372811605164	0.0229135514078906	0.0141271008559868	0.0373832627155744	-0.0455873897822005	-0.0464157196608427	0.0627295935211259	-0.0198646938651629	0.0505377277479726	0.0317421264217107	0.00413319694520417	-0.0422924303957507	-0.0461709732913364	0.00935194248768601	-0.0348343166801909	0.00973679906010724	0.0174799706198022	-0.0146745955883438	-0.0171718708268734	0.059198477921691	-0.0425044590587923	-0.0725735043904411	-0.00490785968413303	-0.0374238361591733	0.00803721645454713	0.0306199162199696	0.0317362087473392	-0.0610757997814265	0.0337914577320545	0.0154049442929691	-0.0609249108654038	0.0235370484746202	0.04150215788057	5
-0.0577457506097239	0.00594961476422501	0.0549662511423049	0.00972114009879682	-0.0274968974499979	-0.0286811724874293	-0.00518987214554378	0.0594755303336465	-0.113845534033887	0.0411314822209771	0.0160378075018806	0.0148828776827683	-0.0154667140273465	-0.000632988722948036	-0.0297001553601983	-0.0321899666711544	-0.0258165909839767	0.0432093912427548	-0.0812288317156213	-0.053926536302931	0.0156736088898022	0.024825544339312	-0.019645830837542	0.0083423502047035	0.0802380329457516	-0.0661106548233945	0.0957175380363489	0.045221223980712	-0.028122007590588	0.0191469481793764	0.00996997767205846	-0.00478567051992447	-0.0707219289229964	0.00027276160987532	0.0175399038178875	0.0359410354503271	-0.055497567873293	0.0907084387976641	-0.0430877174613513	0.00145716725565602	0.00502281204767299	0.103858598560213	-0.0845448974234431	5
-0.0432346648072961	-0.0142132020169241	0.135141411470785	0.0446503687031088	-0.0361504860046959	0.0468805067900609	-0.238613465006645	0.0870139188008896	-0.105948379726014	-0.37803779680194	-0.334562453680027	-0.454469395042826	-0.109486330083706	0.142233539087063	0.137804225576783	0.1304737008983	0.0959853121354817	0.149387697179792	0.153273445736394	0.169051767766728	-0.044322867726256	0.134628444036502	-0.0316509977889521	0.00964803789607582	-0.0464814679679682	-0.00274084904844854	0.106620174793247	-0.1048724343981	0.0117531433382933	0.0258585399854253	-0.0293380868884377	0.0205017869370425	0.0629165624076415	-0.0067314717313962	0.0642142332309845	-0.0423479539592163	-0.141746649735295	0.144873677894814	0.0222180243811271	0.154771067317335	0.137226797360277	-0.0178013575417422	-0.0172952390505709	4
0.0156239755703234	0.0260931328552779	0.0177724828657412	0.0496465392167197	-0.0640237811721185	-0.0138339637430524	-0.0804956813867065	-0.109421165681039	-0.00317344041204051	0.0515061440778398	-0.0262777102190601	-0.00988330060335816	0.0179459950175199	-0.0279509474671943	-0.0476025935114162	-0.0394457481240397	-0.0304887416377105	0.093698310705125	0.117386581457842	0.0154218254127238	0.00757054507979118	0.0653717401668746	-0.0553574804652274	-0.0206598324858528	0.031248723416075	0.0664609950212764	-0.041731449544112	-0.00227090560127109	-0.0129384713046663	0.0358659611880571	0.0421474724174462	0.0505620817355592	0.0463032786108392	0.0510037853992392	-0.00371303846794577	-0.0358190822563312	-0.000818429833738227	-0.0153048800839588	0.0304588318389165	0.012864542226097	-0.0321460439947821	-0.0119189074667304	0.0235483677226463	4
0.0190438016947551	0.0330661846627473	-0.0123740641454604	0.0326624952420593	0.0419585931650382	-0.0743838251852195	0.00584715391482316	-0.0399864134710589	0.00803964388275388	0.0320306039102423	0.00292930826412269	-0.0553975242374938	-0.0385481441093574	-0.0493493802772227	0.00918083490909556	-0.0589993450206718	-0.00795764680904518	0.0181539857911188	0.0108899138119193	0.0276555458897855	0.015786131895272	-0.033355540242664	0.0147162215209118	0.0341978114034394	-0.0245696979010919	0.0134295655851557	0.00406479933278654	-0.00186849555151622	-0.0534999669974285	-0.0205030568213909	0.011706449052319	0.0312028132604621	-0.0243731052396159	0.0495487670793926	-0.0116169615152416	-0.0499398759045321	-0.000160144098948623	0.035993212840435	-0.0286391016966104	0.0214128164297121	0.062912240964514	0.0301061648534679	0.0301196000900162	5
0.0240141597863888	-0.00593450831453392	0.0448127954995149	0.0190943030865925	-0.0353832955812831	-0.021150012026255	-0.00317578817123138	-0.0391808353936102	-0.00586725548192954	-0.0229081181805229	0.000660826072719847	-0.0597645753347085	0.0384502047704308	-0.0468736698949204	0.0282134851365279	0.0175276193045253	0.0553143318063852	-0.0118355142761908	-0.0534349446713656	-0.07203477816499	0.0375037333131318	0.0684012748723617	0.0254875335936509	0.0260883686871005	0.0291375992819309	-0.0234933752521325	-0.0134464599126881	-0.00349502322234778	-0.0572877246070301	-0.0195962468855869	0.0612398302928155	-0.0217138064337592	-0.0620257178242136	0.0835757858155314	0.0403862475603815	0.0119853492707555	-0.0199117260209229	-0.0388214475634045	0.0393190707649442	-0.0232357441632873	0.0264588197024558	-0.0220123088949673	0.042710362836133	4
0.034547002921205	0.0865157448589482	0.0614046782733636	-0.0988551434157782	0.0363323256290018	-0.0174292105653354	-0.0200768722960025	0.0439166170065681	0.0620963750711555	0.0275289976202114	-0.0458775359660635	-0.0293641885939384	-0.0316320501849342	0.0668900465029785	-0.0304989099418398	-0.0150139284226813	0.0523074290688484	-0.0578393402708578	0.0138988911657559	-0.0317794442773028	-0.023884920249991	0.0306181767059003	0.0540455921013241	0.0647462270009444	-0.00237543125262307	-0.0305332581891836	-0.0110650146701483	-0.0789821810653173	0.0246085273731779	-0.0645584579670756	0.0380052318159081	-0.0134644894663745	-0.0461179136705089	0.034598915936137	-0.0243528359026578	-0.0447256561977566	0.0145752393476595	-0.061951748349454	0.0100655217196307	-0.0219820704968958	0.000823710437259768	0.0159623190895883	-0.0160953088944074	5
0.0460781755203166	0.00936865390704057	-0.00022943071711937	0.0924727671632545	0.0388255229059043	0.0498103216231243	-0.0218320490953508	-0.0174724096290529	0.00322817756512983	3.97757444178248e-05	0.0241695170975978	-0.0299474676477487	0.0854601753227742	0.00767822175146149	-0.0211311990319143	0.0340957264045777	0.0274469684619307	-0.0059040751677841	0.0228533377222886	0.0103792957494012	0.0715515347206673	-0.0384531366918079	0.0477293762060318	0.00885677896319337	-0.00562767260563951	0.00507637882266453	-0.0110676950397367	-0.0238944025611267	-0.0117987083627005	0.00591308664832808	-0.0465242583560141	-0.031200385543908	0.0680225474763267	-0.000678352319521409	0.0101825526832147	0.0348278995572446	-0.0123440347133345	-0.0275668925846325	-0.0527649406218799	0.0328915640422567	-0.0399007685547654	0.0386383389975109	-0.00220163490459943	1
0.00325800150222977	-0.0182352409117454	-0.0430309925598997	0.0243828327685808	0.0358837360503332	0.00899463745144384	-0.0431965343300052	-0.0377575720542652	0.0155941615350841	-0.0403453108737548	-0.000928059590481728	0.0133821299136446	0.0984254500092568	0.0106578603358784	-0.0484566244792553	0.00448097038407	0.0430336545227244	0.0434368709189272	0.0412229367779324	0.0373931234614279	0.0216072852120042	0.0285610415570072	-0.0169347653160039	-0.00566959952496814	-0.00829565089416165	0.0368387369815797	-0.042027652858147	0.0045097580672996	0.0723192211423906	0.0977110305174186	0.0128610109177983	-0.0389700664234024	0.0421333642456324	0.033953203756945	-0.00390606554870133	0.0270677729372598	0.0534395755327071	0.0303848146076335	-0.0105160599165756	-0.035919267974384	0.0648187085825369	0.0312258013225021	-0.00255874092152585	5
0.0131883940830947	0.0102153805549546	-0.017373447414427	-0.0213671647405003	-0.0150666113751288	-0.019481517347422	-0.00476981709520933	0.044419173531919	0.107841278152459	-0.0306050511732175	0.0115502962377881	0.0671842065861142	-0.0826603177117431	0.037727445280401	0.0261964380318611	-0.0108210541571799	-0.039970821651042	0.024818513066262	-0.049069258952487	-0.0147503519104585	-0.0486637621936113	0.0163558453907238	0.0347334579456235	0.0164820871488273	-0.0458549059238095	-0.0565513805083878	-0.0274505172516984	-0.022149567404161	-0.00961187173078215	-0.00648629723908715	0.018194160332143	-0.00938379001018024	-0.00135255976354038	0.058593470804886	0.0692692534329871	-0.0402979942480478	0.0538312445609237	0.0366194684021642	0.00372825835710646	0.0466261526311041	-0.0357287074944709	0.0403644364943904	-0.0819787893405732	5
0.0230691904556576	0.0174043793606709	0.00207551191478343	0.0454259149746359	-0.0180490924689182	0.0269497990242973	0.0398141363624429	0.0199305823360975	0.0301545221313937	-0.013889708393788	-0.0570666129493275	0.0324873569499318	-0.0319658542991515	-0.0138611999609659	0.0576564312207094	0.0284174756670625	-0.0159841520209265	-0.0551070424438349	-0.0747407150748737	0.0343120151553151	-0.0390173679488633	0.0611604004163126	0.017902739239464	-0.0177979140852415	-0.0509220238510415	-0.0755970909055452	-0.00919251387133357	-0.0221035316634639	-0.0129231116596863	0.0123315885741535	0.00342751581237573	-0.000474807992854735	-0.0156615924603213	0.0141048727950383	-0.00117041908861312	-0.0332784696224345	0.00261631136007939	-0.019442915981321	0.0155968430863171	0.0055833813358207	-0.0215608891633693	-0.066647652491805	0.0139892917302549	2
-0.00508318547738678	0.0377915942449731	0.0640281536476796	-0.0163301202280332	-0.0183395073832278	-0.0277357438551806	-0.0710361063725602	-0.00813178207410521	0.0031252324671554	0.026276107144042	-0.0279254361572133	0.0331104108133328	0.0932356989065353	0.0211602496723925	0.0707396967941896	0.0273672822972706	-0.039047750708462	-0.0168244882307888	-0.038163271585522	-0.0218570767660883	0.0210654386603389	-0.0436218490805433	-0.0371004536644713	-0.00701143369671467	-0.055910351977893	-0.0767302755678203	-0.0146507864103056	-0.0490672644320483	0.0108989747204515	-0.012029504202199	-0.0577813933728972	0.0609315238102544	0.0111635530918678	-0.0456412916380119	-0.044012539941288	-0.0389987182866102	-0.0355350115747288	-0.0166844968725379	-0.0764297019391001	0.00857604668240219	-0.0619263186072202	-0.0015972198697012	0.00663694108154392	5
0.042342375382523	0.00734745411393208	0.0471807724289186	0.00991582100643443	0.0627802692636694	-0.0232334066027488	2.57018101405531e-05	-0.0745417382578042	-0.0144616476343226	-0.0414005310329345	0.0634964873442357	-0.0282686589779125	-0.0130394248151488	0.0309596020358821	0.00970420137458167	-0.0168447694172694	0.0501767376641816	-0.036942600510779	-0.0270634098412312	-0.0445056733114314	0.00636444071804327	0.0570156538737872	-0.000351108704784026	0.0633984954298158	-0.0498391775190734	-0.0452844071603002	-0.0056859171126348	0.0266464502022348	0.0527334632216775	0.0519676877371866	0.0308762989648823	-0.0348477092564711	-0.025468278809202	-0.00786280583904802	0.00341707060405876	-0.0305236719024082	-0.0258891116177273	0.00713008664242656	0.0397902574762111	-0.036987832122521	0.0839921954729543	0.0117463726684138	-0.0155392696788967	5
-0.0172420708508372	-0.00308710708026957	-0.0209937270583736	0.0588037028595255	0.0281382860878947	-0.0582569939528591	-0.0116842029384258	-0.0546563585399163	0.0132100900404062	-0.013146297823677	-0.0374651155764588	0.0349906325006086	-0.0581022792390872	-0.0601840971152496	0.0488663940521641	-0.0463084234047196	0.000766356103905941	-0.021483320494675	-0.0220479230997171	0.0515500429224213	-0.0388716023258277	-0.046225550600223	0.0269853967948916	0.0758294525427067	-0.052300584219823	-0.0308364294144115	-0.0213640586295975	-0.00890420656310103	-0.0683366883006191	0.0135420875627265	0.00923309686167537	-0.0541830778531049	-0.0631650899045877	-0.0499319086069758	0.0134775567318637	-0.0383205772978203	-0.0417547863563191	0.06449259824417	0.004716413010414	-0.133257525863189	0.0580513553620679	0.0121064939456549	0.0443628183827241	4
0.0211936582459595	0.0325892111052692	-0.0280930024354927	0.0145539202563782	-0.0209246760217864	0.0327487309698224	0.00658946915784024	0.0251712303789742	0.00932506785230297	0.0331092686646104	-0.0643004069163632	0.0360517781889144	0.0344452845068742	0.0212507667093549	-0.0618157137218963	0.0655281108600724	0.00223547215737685	-0.0374625608381978	-0.0488994565911301	0.0492257396507391	-0.0106850280095548	0.0121681297521656	0.0106086320022057	-0.0203747811776406	-0.0461613293703383	0.00745869280791333	0.051781649510144	-0.0444956993848397	0.0384300243321331	-0.0186789908292835	0.0208346519696794	0.0207527136306696	-0.0696849722875013	-0.0173922289596935	0.0069029809686064	0.0586265133560689	-0.0354488486796022	-0.00408121684872537	-0.0249322522274129	0.00326539410256367	-0.00888408099968175	0.0115332190989203	-0.0142735957959018	2
