"SV1"	"SV2"	"SV3"	"SV4"	"SV5"	"SV6"	"SV7"	"SV8"	"SV9"	"SV10"	"SV11"	"SV12"	"SV13"	"SV14"	"SV15"	"SV16"	"SV17"	"SV18"	"SV19"	"SV20"	"SV21"	"SV22"	"SV23"	"SV24"	"SV25"	"SV26"	"SV27"	"SV28"	"SV29"	"SV30"	"SV31"	"AGE_GROUP"
-0.00647878537847341	0.0352291214937005	-0.0990560701052677	0.000972410596000329	-0.00281688280409688	0.0687689567397953	-0.00173486358360239	0.0190814813659812	-0.111074466270934	0.0537294218286817	-0.0296541660181208	0.106384988618041	-0.0140187678499607	0.0132036135606646	-0.0280758625517952	0.0257033600158758	0.0359658173163066	0.0129304036099173	-0.119784730118228	0.072357539016613	-0.0514886973792313	0.0108328128350174	-0.0126818656059117	0.0536650676140668	-0.0613368737240683	0.122524400261623	-0.00255582076401107	0.00362110133021342	-0.0741517072310033	0.0785620166634956	-0.0757256075793588	5
0.0693622875322262	-0.0487439548727254	-0.0454134619175165	-0.0177540608676464	0.0323610438338436	0.0651455149998438	-0.0343051492024725	0.0252939365303243	0.021879595770164	-0.0138030880351302	-0.0701226584551605	-0.0220349204449036	-0.0215930893186087	-0.0460603152450114	-0.0332967271265866	0.0318819142205094	0.0167062618044423	0.0414920003402411	-0.065949549358809	0.008044174940711	-0.0588273158290082	-0.00793376264882991	0.0190421028528484	-0.0402758985511125	-0.0696735644312679	-0.0560956702945366	-0.0698628675968109	-0.0105327420819617	0.0153972611113678	0.00797306753455659	0.0869403678511281	4
0.0319298126501175	-0.0676007394606892	-0.0345270784928146	0.00731504869414728	0.0921212485807409	0.0619546485687869	-0.00570324639226501	-0.0105165357263595	0.01931523038163	-0.00818164382822389	0.0244648848437422	0.0204915730277742	0.0094035438472485	-0.00640334596361343	-0.0644599940891863	-0.00636270122624244	0.0398368448444521	0.0424790411481302	-0.0489465833870484	-0.027848300560154	0.0654599868585268	-0.030528109976113	0.0590785154843374	0.0336320940418764	-0.0755351478735941	-0.00313363428408167	0.0130156177762257	0.00103376138998147	-0.0107201133602416	0.0209645917544438	0.021682001618967	5
0.12942639822104	-0.0915510710603713	-0.0266592060219727	-0.0104650393337643	-0.0173771408121691	0.0402042655473821	-0.0158994864050958	-0.017268069582421	0.000913607561938616	-0.0199126760170901	0.00135653651648752	-0.0520127054807917	0.0519719901325028	-0.0734589536667302	-0.0441477045448543	0.0263242349741394	-0.0663011026639648	0.0306315092108237	-0.0673026201967304	0.0123085978557952	0.0973891575413362	-0.0219996318102671	0.0809062797050375	0.0237567898156895	-0.0103358233526751	0.0547260653727982	0.150468728041466	-0.0383310779877698	0.0343551904965575	0.0760795285733725	0.0256518380471101	5
-0.0656950954408606	-0.0367872652053355	-0.0496853453716072	-0.0242381534342019	-0.0636571594499744	0.0890777470169743	-0.0795289714936116	-0.0861787608607448	0.0450752726641766	0.0537677952069808	-0.00808699919755611	-0.0642295746840698	-0.0630940264089399	-0.00646990247438665	0.0441578359763592	0.0393708859985352	0.0725149638457799	-0.0883361226153576	0.00138927999768018	-0.0684527441648362	0.0223537451003694	0.0352379791401114	-0.0164275218453774	0.034230151850702	0.0137060902714485	-0.0787197320487019	0.0500865475619491	0.0581976240156387	0.045656737319698	-0.0250808302352296	0.064324272563966	5
-0.00871276124028397	0.105515925693856	-0.048543462217493	-0.0265212265284158	0.0822504015963204	0.00641273097043793	0.0132110328564104	0.0324067561406695	-0.0590613249597633	0.0658190755665248	-0.0688282073042593	0.00132195494203996	-0.0732978639920403	-0.0129109590004096	-0.0474807227540229	0.0990818165577266	-0.013486370800794	0.061453083063407	0.00209501759474611	0.0571357104174004	-0.0096888671889711	-0.084773198221257	-0.00539482594589262	0.0358655309206849	-0.0162023515268895	-0.0189938807866936	0.0323396079171442	0.00586618931771448	-0.0131921472535458	0.100446336364075	0.0130285854435706	4
-0.00950358644178495	0.010498409850403	0.0096508075244105	0.0312823339690205	0.0510688902889213	0.170299237055682	-0.0434634228597674	0.0252534549156954	0.00267992980683238	0.0276678298696454	0.0165781698950965	0.0198879200294583	0.0338515024411033	-0.0377111591952062	0.0269397846352778	0.00498255569699866	-0.0282779758460867	0.0912260624014651	0.000962636279283779	0.0468307721056649	0.0326787625651547	0.0476260357930637	0.0631580897273105	0.0126293087799118	0.0273536504696732	0.0375685601812589	0.0680419380112939	-0.0533656695124702	-0.0366078881550001	-0.0351779529022259	-0.0101129188037768	4
-0.0719059585568017	-0.0485159576195447	-0.00163654655424693	0.0392691616329895	-0.0286153102721351	0.0301300352688219	0.0831404376345454	-0.0203700163865596	0.0331030992940295	0.0032002799199092	0.00713487393386692	-0.0497807430738125	-0.12856414764507	0.0369481982593884	-0.022345054571797	0.0167725015077464	0.0615310952886676	-0.0200020335665787	0.0516934693826906	0.0439679050696385	0.0398318207093873	0.0427504018705768	-0.00166148835359006	0.040303528659328	-0.0488933352042125	-0.0492380325558114	0.013321684737644	0.00718821633500654	-0.0897119711483982	-0.0455943426355466	-0.0445661457926221	4
-0.0656930013985611	0.0241412607193025	-0.0134167713400176	0.0183731957589767	-0.0204066749374142	0.0511113793446139	-0.101604557301674	-0.089630654911273	-0.0478292141880812	0.0471518291468027	-0.0252153136113115	0.0708245814279503	0.0159125291334318	-0.0380320673980788	0.0169543197286508	0.0521020640423237	0.0358058619933906	-0.0356246931241275	-0.0102347812671105	0.0594741643868675	-0.00384669766502257	0.0447417444125635	0.0423951988941904	-0.0144785233316155	0.0566444158481429	-0.0450853687413755	-0.0124958209605652	0.00138501523819265	-0.130363242580636	-0.0569417376803287	-0.0255078940698902	4
0.0301854605005383	-0.0125177426052941	0.0139573617299018	-0.0153740611906298	-0.043563180847064	-0.0541617153295278	0.0197074314334397	-0.17144215979424	0.0817469774778997	0.0781779878424463	-0.0205017349632595	-0.0349663020669411	-0.0394413914014662	-0.01220330825083	-0.0102789827911826	-0.0656770116736075	-0.013709433664398	0.0336016154350008	0.0518018473436928	0.0275396932349091	0.0495694356352746	-0.0108368807637011	7.87220339460142e-05	0.00532811621559189	0.0103506701150235	0.0362224912879779	-0.0404193171506275	-0.0603029179182165	-0.0188499810317828	0.052375385771602	-0.042199493830681	5
