"SV1"	"SV2"	"SV3"	"SV4"	"SV5"	"SV6"	"SV7"	"SV8"	"SV9"	"SV10"	"SV11"	"SV12"	"SV13"	"SV14"	"SV15"	"SV16"	"SV17"	"SV18"	"SEX"
0.0128375164909595	-0.0238188099436791	0.0909090177575524	-0.00746296683658213	-0.0704820990699937	0.0221360693669781	-0.0632443238051036	0.0159874653151281	-0.102057242263664	0.0175337845410009	-0.0379937811065473	0.069064400968127	-0.013445115779407	0.0302882022464514	-0.0511911478063202	0.0278537868897368	-0.100777694234994	0.106226130906405	1
-0.0432729506146494	-0.00898838137553004	-0.0287861251676859	0.0805062723076296	0.0231925753963437	0.103002574190189	0.0460219152184376	-0.0200926428837353	0.0308403082780663	-0.031569071254901	0.0158532058337127	-0.0515905678213798	-0.0168950835803249	0.0307641324447688	-0.0727000480646506	0.0332091680100297	0.035164841042065	-0.0894689207515791	2
0.0336085313366788	0.0183755978842955	0.0477311299158049	0.00389401515401728	-0.0832171558823622	0.0293803418265856	0.0332385389432645	0.0430268931616005	0.0625559327171248	0.0371985143667231	-3.65227834942597e-05	0.0432903966709412	-0.0420083870803341	-0.0301926355243642	-0.0373107331868561	0.00714727661805085	-0.0171054737496336	0.0399743505213416	1
0.0172094333468148	-0.0416501118485151	-0.0331680762895182	0.109639354094694	-0.0329991617342162	0.00456248784224478	-0.116868274420792	-0.00807710399410039	0.0145680382620614	-0.0894373821614136	-0.0378736370915786	0.0305356244571315	-0.0701196945717925	-0.0502837399667045	-0.0473661006650287	-0.0885661648838491	0.0963364813791547	0.0490752363675361	1
0.0371359646823894	0.0283712692210953	0.03823300271026	-0.0713614787016395	0.0303176707807707	0.0413123365154535	0.00897602499932116	-0.0970535974343021	0.0743327423708038	0.00923831860048581	0.0539473513984087	0.0632178018579475	-0.0399865948764579	-0.0115679749591976	-0.11894431718233	0.0704977185038832	-0.0155703212574486	0.011100639925755	1
-0.00920132624697606	-0.136317881285454	-0.0945729640311388	0.17448887787162	-0.0477676804737829	0.0943971307309407	-0.085263096876934	-0.0067949493449438	-0.0881843992240198	-0.0494499377330905	-0.0435284023979642	0.0779326721891128	-0.0668084479122517	-0.0443410217118926	-0.0566466432847383	0.0382345316092001	0.0750662025771771	-0.0760251292171193	1
-0.14915992320099	-0.00552001376187847	0.00140847950304418	0.0584878339109521	-0.0148664228471255	-0.00155011542284858	-0.0853946265078386	-0.0805840175961774	-0.0513534889147309	0.0329341907945074	0.0385919120371636	-0.0191421677879881	-0.0446637946375881	-0.0267147375114817	-0.0178208404368715	-0.0143293561196855	0.000768353656304961	0.0446556403701977	1
-0.0328573284941326	-0.0274596482081677	0.0518423404819428	0.00938802608938893	0.0474079732039038	0.0165722735325651	0.0855650857056744	0.0286424805374456	-0.109318455442291	0.0684851086064507	-0.0524505972356767	-0.00918445431959514	0.0592372033856555	-0.034316770101398	-0.0107975866303337	-0.113286533532767	-0.00967645286642693	-0.0104363968005763	2
0.0241026905856594	-0.00752437412996988	0.038521762419173	-0.00454439169052545	-0.0249329736216082	0.0418988260683336	-0.0174357174171505	-0.00969115672892921	0.137010268442004	-0.0330826431700221	-0.0034732165932887	0.0170769426972102	-0.0080585543771476	-0.0555569006578267	-0.0963678074918499	-0.160769181484548	0.0161581863046354	-0.111610265264185	1
0.0105230027742359	-0.0209328713028564	0.0276497740010081	0.0709215678476696	-0.0488200260024119	-0.132315901669926	0.179790036266969	-0.0168184186839047	-0.0540510907679775	-0.0243373786741251	-0.0281731968751506	0.0736442892901266	-0.0379485967087337	-0.0712035278396106	-0.020545771970859	-0.0509260709110727	0.0227236003140805	0.145399057793078	2
