"SV1"	"SV2"	"SV3"	"SV4"	"SV5"	"SV6"	"SV7"	"SV8"	"SV9"	"SV10"	"SV11"	"SV12"	"SV13"	"SV14"	"SV15"	"SV16"	"SV17"	"SV18"	"SV19"	"SV20"	"SV21"	"SEX"
0.0139165359511123	-0.0792160708539082	0.00361506645939289	-0.00965966525913579	0.00947095633186125	-0.034035592191946	0.0241166316284821	-0.0467572923237235	0.0252783107338318	-0.0389639562125345	0.0182373999624003	-0.0361665894282298	0.0218566219971377	-0.0472148489065508	0.0631802408414614	-0.0644068295617385	0.056542357939481	-0.0318042245849295	0.00438276753837207	-0.0749966296313191	0.00625594766684512	1
0.0490134012305425	-0.0544170048635161	0.0343422524361749	0.023557284189931	-8.52805993998874e-05	0.0181394759026326	-0.0208604857099603	-0.0433145638219572	-0.0390951783740734	-0.0121528754855739	-0.0246222303695951	-0.0238595098704313	-0.00387204773239532	0.0296428672223484	-0.00843408045646212	0.0427140301134139	0.069703956847978	0.00194827508589779	-0.00999276829556403	-0.0271572077715446	-0.0315565330850806	1
0.0168430160950752	-0.0628412035322199	0.043602394829849	0.0338900419812141	-0.0396512046008022	-0.00973240571277742	-0.0525676461617975	-0.0474820689809455	-0.0492720465135421	-0.0635152564028599	-0.021051141047931	-0.0230846331839823	-0.0487651186691826	-0.00175045969038794	-0.0613989663588905	0.00085046641031708	0.0183466608731694	-0.0711700331354299	-0.0338678954737963	-0.0310276608760121	-0.0144060418825818	2
0.00307661198835582	-0.00943127711886554	-0.120125421583641	0.0840621449906916	0.0846316571660026	-0.058510547994158	0.0363842979358736	-0.00522005789915708	0.0376290548916452	0.0758844629090941	0.036337500510419	0.012749901957086	-0.13245817736522	0.0911651880253303	0.0269309615766626	0.015790147053931	0.0542796521978438	0.096407285222809	0.0767194629558371	0.0124841932521116	-0.240800576305374	2
0.00571120740882024	-0.0280433414428857	-0.0321651197786657	-0.0592891290933927	-0.00827971254159043	0.0771395286886545	-0.0576763657939317	-0.00586798716981429	0.0474396029748332	0.132551718060502	-0.0830891120979667	0.0429405515945612	-0.0180463472564816	0.0134024996154812	-0.0171584774240213	0.0648079203881853	-0.0482832111270435	0.00356025026309759	-0.0904615441405708	-0.0028684905210441	-0.0727122461529049	1
0.0374556052091956	-0.0574350486628096	0.0228760533829526	-0.0117763588642331	-0.023856423146398	-0.0275955175042989	-0.0480671186181731	-0.0314136935566246	-0.0169694613620264	-0.0190801640133527	0.0938580977681805	-0.0211230091378939	-0.0289271886894262	-0.0475047074563703	-0.0357414302854245	-0.00969640659549113	0.0820088023867305	-0.00631334970762395	0.0182062399996774	-0.0132422916712696	0.0228476624884918	2
0.0276823039374816	-0.0185290412195223	0.0286132894692198	-0.0129489147003147	-0.0495230751101964	-0.0144780546051737	0.0134288086619434	0.0556959347525335	-0.0653933689584969	-0.0444317309037982	0.0835930282340934	-0.0995991140657652	0.0299970942737361	-0.0238755423308608	0.0671710598293624	0.0151050222984648	-0.0175662713420476	-0.0307149690027636	-0.0469777326319347	-0.0652988474634826	-0.0156866860491587	1
0.156267254968226	0.0728108734700837	-0.0694412971068628	-0.00366195433691735	0.0391778517051268	-0.00537687758172587	-0.0123822730708713	0.006539733265509	0.0515354752928351	0.0175860405991686	-0.0495887242024426	-0.0714754328229933	-0.0708400295683929	-0.0333901490951707	-0.0210737022510499	0.0381130741640452	0.0640786524659883	-0.0200296615998263	-0.0966139750509788	-0.0373464346324092	0.0245016367811457	2
0.0381763497585752	-0.0017903042660712	0.0411600081520682	-0.0285868741112599	0.0116689079801112	0.0336981516457463	0.128487497835896	0.0272294464002744	-0.102723539312831	-0.052097011798473	-0.00265950241887489	-0.0277560086079121	-0.0336318903704313	-0.0318218999298047	-0.00461247392770915	0.0163029208411501	0.0647476377428231	0.0191186797803764	0.012707797110125	-0.0289586402949739	-0.0114073813543504	2
-0.00419461823924074	-0.0665290960154734	0.0144558169811353	0.0804589093558392	-0.00755296516376791	-0.0283832325282705	0.028903862922005	-0.0101305682852696	-0.00852287931473381	0.00658003722904721	-0.0676724034655134	-0.0256626660282699	-0.0103336788676903	0.00622675757915978	0.0332398263455827	-0.061112220843606	0.00984804158415459	-0.0845598573867272	-0.0748178005446514	-0.0434085113467012	-0.0493367843957393	1
0.104133026506762	0.0354856533526108	0.013031710217441	-0.0170487695159457	-0.0469546840202951	-0.0618213841902878	-0.0160230810803196	-0.0418403016847665	0.0285562543332765	0.0234900588505089	0.0360693052302724	0.00336998043256323	-0.0354139941358993	0.0117712912705587	0.0527904045672932	-0.00363145396601045	0.0169462257841901	-0.0271791092066049	0.0484727333713404	-0.0347443494890605	0.029182211258854	1
0.0906787421336045	0.0452475196606315	-0.0393684887157919	-0.0116770797848233	0.0971328357805232	-0.0954035411396572	-0.0441702125689128	0.0574892368135326	0.121219362848015	0.040514042713705	-0.056383753746158	-0.102299249956417	-0.0559903885752264	-0.00958268284990611	-0.0375328561913356	0.0157884928371786	-0.0148415006322798	-0.00315887646918661	-0.0780968173880674	0.000946466075115532	0.0640791534779492	1
-0.0267173460624718	-0.0501018223617879	0.0517868138771788	-0.0326080735926991	0.079971223011384	0.00595279144197566	-0.0699150027692225	0.0181165203411015	0.0264671570283478	0.0385424363664643	-0.0194213240530177	-0.0401570434607556	-0.00452784649401511	-0.018464822489251	0.00553031351054598	0.0195460164175062	-0.0707133180425281	-0.0486875770467505	-1.93052228896762e-05	0.101711060919525	-0.0503462975581846	1
-0.0485813814047239	-0.0620701153407164	-0.0613314409340003	-0.00982086897957756	-0.0147104760055991	-0.0829855381976903	0.066136676013259	-0.00692474713420527	0.0505085879688433	-0.0783983634492692	0.03315659545938	-0.0245382276304414	-0.0355045794993381	-0.0623255951670973	0.0526529679138001	-0.0918969891540461	0.0184054103173838	-0.0661778254995133	-0.0763814963893322	0.113771472688039	-0.0147681815543693	1
0.0267362686902939	0.00483482505052388	-0.00698596634356339	-0.0650210706285372	-0.0475888006730813	0.063145134164051	0.00727346914327914	0.0330910816943727	-0.0219320263026552	-0.00629621249373158	0.000880695337847469	-0.0172057958921698	0.0104190004935413	0.00175754434386527	0.0886247770859543	-0.0152246865810824	-0.0381087183058844	-0.0374752631911442	-0.0315456816971203	-0.0269777071156584	-0.00497804613302518	2
0.0201647316286235	-0.0515492364099164	-0.0269461039174366	0.115084479252095	0.000319842872327425	0.0759894596071052	0.0500733983145661	-0.0492782553246387	-0.00565655199301374	0.0114306483037858	-0.0622224336841101	0.0261718431788016	0.0149313993613385	-0.0600352405917075	-0.0184332825117062	-0.0855567183712154	-0.0199972283853752	-0.0147064189252358	0.0309433317507037	0.159822409067071	0.0369501638752572	2
0.00430816444336682	-0.0849336416739945	0.0173856027665396	0.00154471241935102	0.00274928904711975	-0.010714707695012	0.0155754308287548	-0.0317068527363132	0.0303918623855813	-0.0937541327128655	-0.0173998023040891	0.0047556987060007	-0.0309550637984447	-0.0545990446564667	0.0111713253638271	-0.0774428564734125	0.0323651584826385	-0.00192448773120699	-0.00880379945406071	-0.0449786172786245	0.0300689044183233	2
0.123824685902048	0.0795311553945516	-0.0135701913829616	0.0446379151995988	0.0247322554803361	-0.00528027398056592	-0.0937193877195081	-0.0136027941564531	0.00404540708122803	0.000675724074341744	-0.0325348824173837	-0.0264262491034358	-0.0370484420188038	0.0407907161926665	-0.0196008954421659	0.0235242660922038	-0.021079477966363	0.0102326561016868	-0.0885248986176158	-0.0302522331593901	0.0117799040934523	2
0.0859954429521079	0.0250268022376674	-0.0434081311725506	0.0490734656197285	-0.0102724285575733	0.00367058810509814	-0.034838194061877	-0.0207561619599875	-0.0776281268541062	-0.0470752733619089	-0.122195435815731	0.056548918279944	0.0137320223980492	-0.127780248588657	0.023377385960834	-0.0183616884251914	0.0468190603481306	0.198804690478069	0.00838751137123138	-0.0262693272318427	-0.0155589279389888	2
-0.00075285626522139	-0.030465460996326	0.062301760823337	-0.0623313168059019	0.108668846800901	0.0228345292265532	-0.0319435728687374	0.053244186877267	0.0251033341568168	0.0726061184601351	-0.0672708645317841	-0.0437238066338792	-0.0185235567664218	0.079792458452973	0.0608908274030466	-0.043912711748764	0.0546123913563124	0.0960083581622055	-0.00288569651783283	-0.0535250725856152	-0.0620170380106717	2
-0.0323101863035522	-0.0581364968829737	0.0456661715966881	0.0365473129616226	0.00321337484037513	-0.0735662861764322	0.0816176822598828	-0.0563328105276761	-0.025813415968853	-0.00865108056964994	-0.104091200758432	0.0336176157942724	-0.0433944089083846	0.0668844478670195	-0.0253505049911351	0.0469333190391933	0.0643103051649072	0.0586567195932548	-0.0751566257587208	0.00886320490464113	-0.074762081246761	1
-0.00645725764980205	-0.0249741731280225	0.0252147783468892	0.0682832556274585	0.0108605108594441	-0.0260483106785612	0.0689167326744857	-0.0422756594392665	-0.0561611687599663	-0.00502749874941788	-0.0228362376751974	-0.0639901122821774	0.00825130771042468	0.0363788554498649	0.0592886585315946	-0.0526705421351997	0.000661923033979023	-0.0467650567608005	-0.0975974183328113	-0.0189609929042923	-0.0480371947984937	1
