"SV1"	"SV2"	"SV3"	"SV4"	"SV5"	"SV6"	"SV7"	"SV8"	"SV9"	"SV10"	"SV11"	"SV12"	"SV13"	"SV14"	"SV15"	"SV16"	"SV17"	"AGE_GROUP"
0.036692733421653	-0.0113639050481437	-0.0730101891703519	-0.093235045689786	0.0742626458334142	-0.0364197280009781	0.0497463898373914	-0.0249531933966823	0.00953259222562647	-0.00932733294385929	0.0446240922056194	-0.00814157878701333	0.0934760306899047	0.10833309901934	-0.0408044509719598	0.00334181442236667	-0.0129462502461845	4
0.00235585855146003	-0.0121559415235893	0.0319911228834638	0.0696569095752844	0.0133866965433135	-0.0252083144627813	0.052652863229428	0.0305669193891131	-0.0324986591758492	-0.192195587028877	0.00242962326556891	-0.0794504048276887	0.00263065873389376	-0.000673848839763944	0.0128718969044665	-0.0301746956212356	-0.041741378631571	5
-0.0929682839249255	-0.0640780083247813	0.0287378031678781	-0.000871870696357413	0.00747182764615267	-0.0292155131976726	-0.0685297745252233	0.0210936327463276	-0.0316487494356086	0.0488522959563278	0.0727419748483333	-0.0285048847132035	0.0518461844593284	0.0249429700857016	-0.0134312204601493	0.0127901847631185	0.0245501245245059	5
0.047979150663748	-0.0401742144926512	-0.01147733991258	-0.119067258348323	-0.112464056781615	-0.0686849867274231	0.0635799381457388	-0.0686695958783541	-0.0201009049564037	0.0355911287067225	-0.0595601887167995	-0.0103700737755776	0.00587152976081001	0.000995979603147623	-0.0602686782156811	-0.0695545259553264	0.032811454131372	5
0.00742353325772981	0.0356177454314908	-0.0112628358722758	-0.0430577480332659	0.000336088050257782	0.0800571111909615	0.0181376310757691	0.0638844024010895	0.0845854304433757	-0.0211309874414995	0.0365824369278847	-0.0152313704015197	-0.0012579978742617	0.00223479223835743	0.107482705682239	-0.0195665889466148	0.00158060144985545	5
0.0745656747915386	-0.015607739139986	-0.0820617091221696	0.126447214993134	0.0902092691291307	0.00915022698515291	0.132763834557208	-0.158823045604129	-0.104860728455909	-0.0870531678936789	0.0790908477291878	0.0390184263609279	0.0457095594952617	0.0574864544036781	0.0838775389917921	0.0531907039074051	0.295109761607693	4
-0.0867033448794072	-0.00285365240296188	-0.0435377977312277	-0.0186449398636986	-0.0141780246620648	-0.0345068679531633	-0.129120665110403	0.0310849971466631	-0.0272046823318345	-0.0483839180957358	0.000375294831343603	0.024096449234626	-0.00389418012112955	0.0583317648289891	0.00249452592445137	0.0183314035064474	-0.0383818955103046	4
0.0646174104028305	-0.0436910421816344	-0.0402432708605817	-0.036094454975773	-0.0546085788648289	0.00731154917649068	0.00490272835718225	0.00527678102175422	-0.0399431704161123	-0.0186164209244207	-0.0425899289745935	0.0218870749484394	-0.00158910431383563	0.0523542065854802	-0.0416237174107434	-0.0186129601560283	-0.0251519422420911	5
0.0678623703738712	-0.0584868532414166	0.029456610768555	-0.00875167641353324	0.0210695559424892	-0.000350124477640608	-0.0818908803755519	-0.0940331633646764	0.109041683483988	-0.0836693586974486	-0.00609348311568897	-0.0428765410324253	-0.105617779940406	-0.0547299702951055	0.0424401129356646	0.0119494782093204	0.0167650591756927	4
0.0360296479512339	-0.00443188266263588	-0.0447862458946806	-0.0494534781009475	-0.0790740601239455	0.0119744925431023	-0.0423926698362039	0.0036366241375522	-0.0107814094307274	-0.0626056537106747	0.052484148776984	-0.034435782084398	-0.0844049769238708	0.0519590117237979	-0.0205735072235262	-0.0352437540755879	-0.026594777357568	1
-0.0901313435311082	0.016125782695377	-0.104294721149534	0.0675229523571856	0.0315248646875257	-0.0492780014986642	0.0369616652208114	-0.0166684189112012	-0.0207335715717324	0.0246293970360782	-0.0305148224531768	0.0304320018246679	-0.0340228510287527	-0.0329709817340929	-0.0218637279357537	0.0114204160735045	0.00478979869583235	2
-0.0338555947901591	-0.0851274140324303	0.0478120282745684	0.0269961337440771	0.000777248405837233	0.0691354136801989	0.0906743225346773	0.00388895613877377	-0.0132132636135159	0.00997383330882235	-0.080657086543435	-0.077802133827646	0.0406524114862022	0.0116549501626799	-0.0786952663514893	-0.0482272864025757	0.0272882065668626	5
0.0405541393020207	-0.0754926195733524	-0.0109004470522919	-0.0359829251748214	-0.00775051928692674	0.0402331607462021	0.0305560160594891	-0.0020364653049087	0.0559372685406952	0.0105584855144147	0.00888603623172163	0.006644360680762	-0.0505843050608283	-0.00217414176124103	0.0218185214135206	0.0475488307949065	-0.0553001264197694	4
0.0604393598382592	-0.0603301492568006	-0.010623548724765	0.0882793201134602	0.024613831381035	0.00319342184921922	-0.0292224706708955	0.0981126041039137	0.0874471395603943	-0.0425371705374006	-0.028783678438414	0.00450007849928569	-0.0199077176848487	-0.0276633127665586	0.0625649746323787	-0.0177192722252257	-0.0191277271783731	2
-0.0104170099838393	0.0307619410760352	0.0710387501765673	0.0232879727379446	0.0174871509938691	-0.0211440513344194	-0.00548437746265321	-0.0288744188919081	-0.0644637228351995	0.0589350795106684	-0.0159443215822434	-0.00912552151587061	0.0100367718683476	-0.0800464728717044	-0.0436800497526067	0.122450175810504	-0.016030242648348	1
-0.00701082102355531	0.0636302593194155	0.0539986011973229	0.0764634466255807	0.0108825946827184	-0.0488657020396394	0.122055312503971	-0.0642665671631943	-0.0193980663170926	-0.0101622361892066	-0.019561516738031	0.0373893177235644	-0.00806558443102662	0.0671742910556399	0.0651238753933685	0.0480957801833973	-0.040930297239413	3
-0.0418206881193524	-0.0252184731775279	0.035639680070588	0.060687775949346	0.0289350980314904	-0.0166501561190134	0.0614582057563603	-0.0477964297452007	0.0116788814848556	-0.0925604648156833	-0.0327084976577555	-0.0457457919143089	0.0219790716985095	-0.0126849804061547	-0.0326988735289674	-0.0296467974987822	0.0391693767112932	5
0.0258532134533818	-0.0311345449011201	-0.0102600609718317	-0.0262729519333596	-0.0341009665879494	-0.0511833000165359	-0.0979324155267538	-0.0623642199837637	-0.006585209957369	-0.0753536983622965	0.0160523242299789	0.0395676207836739	-0.01804114363197	0.0271709055740842	-0.00880536102109225	-0.0188161374151861	-0.026546431329074	2
-0.0993082969767891	-0.00999860831066907	0.0754482319383614	-0.0454913661284288	-0.0585578279443418	0.0618107702950111	0.00820826989622422	0.011632812245782	-0.0508649975732182	0.0412648915910819	-0.03853001097896	-0.089153937252562	0.0185519022854143	0.0110440182947628	0.029862266455912	0.0266736868455879	0.108196403106938	2
0.0591051411129277	-0.0493804426760509	-0.0083003040652845	0.00409461630133285	0.00320631070877022	-0.038068981304199	-0.0438788747168019	-0.0468966148496096	-0.0319802159511942	-0.0807129663558672	0.0959626123028454	-0.0682059158226678	-0.0522297654671171	-0.0497257530554057	0.010910098557679	0.00267373413333332	-0.0512228101774988	1
-0.0136160048522121	0.10670911900219	-0.137437781687944	-0.11630815406897	0.143035809149539	-0.000625756549298006	0.0847681668615059	-0.00172377177109394	0.0709733038392349	0.0170205283634404	0.0647598362464285	-0.0117277148805028	0.181436614682597	0.00562719834481062	0.0820729025578201	-0.0124848055778114	-0.0375277910055015	1
-0.0536557908489703	-0.0256969849554452	0.0631070123053081	-0.0575936945747175	-0.0448852336028733	0.0281367713595281	0.0853977182288157	0.0469843951097072	-0.0205898827914298	0.0142142517047709	-0.015144629869891	-0.0433711842354271	0.00133685213869851	0.111377169854068	0.0214466216905083	0.0296311054702263	0.0270802965550385	5
-0.0685002638568459	-0.0410073450516001	-0.0232911992132946	0.0255403257105288	0.102840266350356	-0.0234523254589749	0.0939926018012424	-0.0507453406091919	0.0834009834777516	0.148766372082621	0.00226982987875924	-0.161679705805427	-0.114639606604115	0.0263591734640534	-0.0278286441507226	-0.0344568150419534	0.07516624376521	5
0.0203657342851286	-0.0363513037472859	0.00978258956756704	-0.0353809148778611	-0.0833667114223669	-0.0119862646378144	0.0428477833760744	0.134026415725892	-0.00755076072919003	-0.0380843864362821	0.044645711251283	-0.0635474037147864	-0.0285436092732946	-0.0252428674413712	0.0643112083624753	-0.0546664798225681	0.0252908534411656	3
-0.0411750434268592	0.00617805739218892	0.0344208699651905	-0.0146372574375175	0.0187337468340434	0.114706149807292	0.0233892933278307	-0.0181876076553866	0.0062449423029595	-0.0252718339503138	-0.0185032507669515	-0.0224945669909775	-0.0174331689691328	-3.65227294676918e-06	-0.0434975807667068	-0.0355572504157011	-0.126073970431532	4
0.0635331039969632	-0.0676954938146615	-0.0119745399372771	0.0531508250826107	-0.0908363036651881	-0.00587929807898851	0.0177240702800225	0.0639322236972085	0.00335863104615616	0.043130844360016	-0.0444958598570901	-0.0840469007566163	-0.0214010107332584	-0.0199187323385634	0.0255675177710342	-0.049652701981992	0.0126758067481492	5
0.0590291453097319	0.00763709909492248	0.00823392515754004	0.0713305291479708	-0.0106280876388078	-0.0164977458038146	-0.069240050130683	0.00212557270440986	0.0834024735669581	0.0214061790615122	0.00556549794320196	-0.0432642416996757	-0.0377680935790681	-0.00180067456920215	-0.0459199947545645	0.052777502896988	-0.026876461363625	1
0.00528810356274648	0.0739490752771362	0.0780445955094204	0.0533306347331263	-0.0134455769921483	-0.00419977301074	-0.0263752623634587	-0.0861791739244369	0.0735673478380097	-0.0307367062172159	0.0427919133180663	0.00230634687589036	-0.0241560383395767	-0.0364021291024681	0.0616763467826795	-0.00746536293256755	0.0565564629286743	2
-0.0715313738739773	0.0307708151019358	-0.133169158099766	0.022853077344888	-0.0753329905495218	0.0315217083183731	-0.0522538142099653	0.0747067167899402	0.00730551086967252	-0.0789951480252189	-0.0880190857429438	0.0215008068328143	-0.123671030941085	0.00557368168640313	0.0531459586129053	0.0727938604068704	0.0217352526005061	3
-0.0889304769305035	-0.0369993803249059	0.00694611268305591	-0.0296788968453125	0.00795711555373622	-0.0234350122583621	-0.118379635602479	0.010691628532572	0.00242084304917552	0.00243869150613485	0.0170304455316809	0.0100377370048885	0.0109808732152194	0.027666822957259	0.0685463928231743	0.057786160079159	-0.0030317658452691	4
-0.0347285106541243	-0.0245788374725063	0.0765971344261537	-0.0149682920592121	0.0152808575163706	-0.021296913993349	0.0202096133194137	0.00235972212641367	0.0648382094494074	-0.145509740301181	-0.00919691153504116	-0.0328387457091364	0.00393287432975351	0.0936320878022307	0.0508945914101901	0.0910410759391418	-0.136608123737242	5
0.0607271222796185	-0.037066163243312	0.0201266379365315	0.0349117757856486	0.0528006202058939	-0.0045367523770537	0.0292946355719955	0.0321131844521225	-0.00998881701075885	-0.00146453880993926	0.0189003501450995	-0.000701093744019393	-0.0330202387983526	0.0298547585840304	-0.05415233314854	-0.0348659698322771	0.0257413757236369	4
0.0320306944399359	0.0284288432968388	0.025464451453275	-0.000332694807435139	0.069020018024817	0.0227007351174132	-0.0381974671409629	0.0081407449903558	-0.0548632987826369	-0.00750387263078185	-0.0940649664745211	0.0226471818941403	0.00575497976607623	-0.0283723745600217	0.041093842071076	0.0116502613403943	0.0612046375193692	4
0.0364827921286039	-0.0116370043204303	-0.0480972784944264	-0.12122859233723	-0.00819801565079076	0.0128403583245795	0.0563919704334609	-0.0305539735985791	-0.0428370901218841	0.0158190990004793	0.0287654016317551	0.0717020414185438	0.0308249186698321	0.0924165160654809	-0.0548014658724445	-0.0490716642615745	0.01706399456383	4
0.0585222528862254	0.0184827020626794	-0.0369267693617034	-0.101894095084562	-0.00659818827668584	0.0457300029265815	0.00308903253799204	-0.0387443407795745	-0.0941201910184593	-0.00205804755221986	-0.0451362809494431	-0.0219688842565661	0.118746347750446	-0.0894432496935968	0.182314941092147	0.0262735251043727	0.0382801606386151	4
